Name,Team,Age,Position,Apps,Minutes,Tackles per game,Interceptions per game,Fouls per game,Offsides per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals,Rating
Christian Eriksen,Ajax,27,M(CLR),4,360,1.5,0.5,1,-,1,0.3,-,-,7.99
Graziano Pellè,Feyenoord,33,FW,28,2505,0.5,0.1,2.2,-,1,0.2,-,-,7.97
Dusan Tadic,Twente,30,"AM(CLR),FW",33,2970,1.1,0.5,1,-,0.2,0.7,0.1,-,7.81
Memphis Depay,PSV Eindhoven,25,"AM(CL),FW",32,2705,1.1,0.6,1.2,0.1,0.8,0.8,0.1,-,7.74
Youness Mokhtar,PEC Zwolle,27,AM(LR),4,356,1.3,0.5,1,-,1,0.5,-,-,7.70
Joël Veltman,Ajax,27,D(CR),24(1),2158,2,2,1,0.9,5.6,0.4,0.4,-,7.68
Lex Immers,Feyenoord,33,"AM(C),FW",32,2820,2.5,1.4,1.1,-,1.6,1,0.3,-,7.64
Eric Botteghin,FC Groningen,31,D(C),38,3391,2.8,3.6,1.4,0.8,9,0.6,1.2,1,7.55
Alfred Finnbogason,SC Heerenveen,30,FW,32,2835,0.8,0.4,1.7,-,0.9,0.3,0.1,-,7.54
Quincy Promes,Twente,27,"M(CLR),FW",31,2732,1.1,0.9,0.9,-,0.3,0.4,-,-,7.54
Jordy van der Winden,FC Utrecht,25,Defender,2,136,4.5,2.5,3,0.5,3,0.5,1.5,-,7.52
Jetro Willems,PSV Eindhoven,25,"D(L),DMC,M(L)",28,2378,2.8,2.2,1.3,0.3,3.6,0.9,0.3,-,7.50
Filip Kostic,FC Groningen,26,"M(LR),FW",37(1),3297,2.2,0.5,1.5,-,0.5,0.9,0.1,-,7.47
Jean-Paul Boëtius,Feyenoord,25,AM(CL),24(5),2068,2,0.4,1.1,-,0.3,0.7,-,-,7.43
Lasse Schöne,Ajax,33,M(CLR),25(4),2152,1.2,0.8,0.8,-,0.8,0.9,0.1,-,7.39
Bilal Basacikoglu,SC Heerenveen,24,AM(LR),23(1),1991,1.4,1,1.5,-,0.8,0.5,-,-,7.39
Daley Blind,Ajax,29,"D(CL),DMC,M(L)",29,2533,2.7,2.6,1,0.1,2,1.3,0.2,-,7.38
Din Mori,Vitesse,30,D(C),5(1),495,2.8,1.8,0.7,0.2,8.2,0.2,-,-,7.37
Jeffrey Bruma,PSV Eindhoven,27,D(C),31,2757,1.6,2,1.5,0.5,6.8,0.4,0.8,-,7.37
Hakim Ziyech,SC Heerenveen,26,M(CR),28(5),2467,1.8,0.8,1.1,-,0.4,1.2,0.1,-,7.35
Jordy Clasie,Feyenoord,28,DMC,32,2840,3.1,1.9,1.3,-,1.6,1,0.4,1,7.34
Niklas Moisander,Ajax,33,D(C),22(1),1985,1.5,1.6,0.6,0.7,4.7,0.7,0.4,-,7.34
Guram Kashia,Vitesse,31,D(C),33,2869,3.1,2.3,1.4,1.3,6,0.9,0.7,-,7.34
Davy Klaassen,Ajax,26,AM(C),23(3),2102,2.1,0.8,1.2,-,1.1,0.4,0.2,-,7.33
Stefan de Vrij,Feyenoord,27,D(C),32,2843,2.3,2,1.2,0.4,6.1,0.6,0.5,-,7.32
Lucas Piazon,Vitesse,25,AM(CLR),24(5),2110,1.5,0.6,0.7,-,0.1,0.8,-,-,7.32
Joost van Aken,SC Heerenveen,25,D(CL),6(2),542,3.5,1.4,1,0.3,4.8,1.5,0.4,-,7.31
Felipe Gutiérrez,Twente,28,DMC,33,2951,3.2,2.5,1.7,-,0.9,1.5,0.2,-,7.30
Marten de Roon,SC Heerenveen,28,DMC,31(1),2803,3.6,2.3,2.1,0.1,2.6,1.5,0.3,-,7.30
Jeroen Veldmate,Heracles,30,D(C),17(2),1459,2.2,2.1,1,0.8,8.8,0.5,0.6,-,7.29
Jan Seda,RKC Waalwijk,33,GK,23,2026,-,-,-,-,2.2,0.1,-,-,7.28
Lerin Duarte,Heracles,28,"D(L),M(CR)",4(1),405,2,1.2,2,-,0.4,1.4,0.4,-,7.26
Roberto Rosales,Twente,30,"D(R),M(R)",30,2700,2.7,1.7,1.2,0.2,2.5,1.2,0.3,-,7.25
Christian Atsu,Vitesse,27,AM(CLR),27(1),2307,1.3,0.4,0.6,-,0.3,0.5,-,-,7.24
Theo Janssen,Vitesse,37,DMC,9,798,1.1,0.7,0.2,-,1,0.6,0.2,-,7.24
Jeffrey Gouweleeuw,AZ Alkmaar,27,D(C),37,3330,2.7,3.4,1.4,0.2,5.1,0.9,0.6,-,7.23
Daryl Janmaat,Feyenoord,29,"D(R),M(R)",30,2641,2.6,1.5,0.8,0.1,3.1,0.4,0.1,-,7.22
Ramon Leeuwin,Cambuur,31,D(C),32,2785,1.5,2.2,1.6,0.6,8.6,0.3,0.4,-,7.22
Christian Kum,SC Heerenveen,33,D(CLR),22(1),1949,1.8,2.8,1.2,0.7,6.7,0.5,0.6,-,7.22
Stijn Schaars,PSV Eindhoven,35,DMC,26(1),2129,2.3,1.7,0.8,-,2,1,0.1,-,7.22
Mattias Johansson,AZ Alkmaar,27,D(R),30(1),2738,2.8,3,1.5,0.2,2.5,1.3,0.2,-,7.21
Celso Ortíz,AZ Alkmaar,30,DMC,29(2),2320,3.8,2.7,0.8,-,1.4,1.5,0.3,-,7.20
Bryan Ruiz,PSV Eindhoven,33,"M(CLR),FW",13(1),1129,1.4,0.2,0.4,-,0.7,0.7,0.2,-,7.20
Robbin Ruiter,FC Utrecht,32,GK,30,2700,-,0.1,-,-,1.7,0.1,-,-,7.20
Andreas Bjelland,Twente,30,D(CL),33,2930,1.2,2.1,1.1,0.7,6.2,0.4,0.2,-,7.19
Evander Sno,RKC Waalwijk,32,M(C),23,1951,2,1.1,1.7,-,1,0.4,0.3,-,7.19
Tonny Vilhena,Feyenoord,24,M(CL),29(3),2604,2.3,1.3,1.2,-,1.3,0.9,0.2,-,7.19
Jan-Arie van der Heijden,Vitesse,31,D(C),34,3025,1.9,1.4,1.3,0.8,5.5,0.6,1.1,-,7.18
Michael Higdon,NEC Nijmegen,35,FW,28(4),2525,0.3,0.1,1.1,-,1,0.1,0.1,-,7.18
Roy Beerens,AZ Alkmaar,31,"AM(CLR),FW",33,2714,1.3,0.6,0.9,-,0.3,0.8,0.1,-,7.16
Sander Duits,RKC Waalwijk,35,DMC,30,2628,3.3,2.1,2.1,-,4.5,2.2,0.3,-,7.16
Doke Schmidt,Go Ahead Eagles,27,D(CLR),27,2422,4.1,3.1,1.4,0.1,4.3,1.8,0.5,-,7.15
Kees Kwakman,NAC Breda,36,"D(C),DMC",26(2),2356,1.5,3,0.6,0.3,6.1,0.9,0.7,-,7.15
Uros Matic,NAC Breda,29,DMC,14,1247,2.4,1.4,1.4,-,1.6,1.5,0.1,-,7.14
Diederik Boer,PEC Zwolle,38,GK,21,1816,-,-,-,-,0.7,-,-,-,7.14
Kevin Conboy,NEC Nijmegen,31,"D(L),DMC",33,2907,2.3,2.5,1.8,0.2,3.7,1.1,0.5,-,7.14
Jordy Buijs,NAC Breda,30,"D(C),DMC",32,2870,1.1,1.8,1.2,0.5,4.7,0.6,0.3,-,7.14
Kamohelo Mokotjo,PEC Zwolle,28,DMC,27,2316,2,2.3,0.7,-,1.1,0.6,0.1,-,7.14
Steven Berghuis,AZ Alkmaar,27,"AM(R),FW",19(10),1719,1,0.4,0.6,-,0.2,0.6,-,-,7.13
Jop van der Linden,Go Ahead Eagles,28,D(C),31,2747,1.4,1.5,0.4,1,6.9,0.2,0.8,1,7.13
Santiago Arias,PSV Eindhoven,27,D(R),25,2181,2.5,1.8,1.6,-,2.8,0.7,0.3,-,7.12
Prince,RKC Waalwijk,25,D(C),20,1733,2,1.8,1.1,0.6,8.5,0.5,1.3,-,7.12
Jasper Cillessen,Ajax,30,GK,24(1),2205,-,-,-,-,1,0.1,-,-,7.12
Jukka Raitala,SC Heerenveen,30,"D(CLR),M(L)",2,147,5,1,0.5,-,4.5,0.5,0.5,-,7.12
Tom Beugelsdijk,ADO Den Haag,28,D(C),29(1),2601,2,1.9,1,1,7.9,0.8,0.7,-,7.12
Patrick van Aanholt,Vitesse,28,"D(L),M(L)",29,2536,2.3,1.8,0.9,0.2,2.2,0.8,0.2,1,7.11
Rémy Amieux,RKC Waalwijk,32,D(L),34,3028,2.7,2.3,1,0.2,5.2,1.1,0.5,-,7.11
Stefano Denswil,Ajax,26,D(C),15(2),1350,1.6,1.1,1.2,0.9,3.4,0.6,0.5,1,7.11
Thulani Serero,Ajax,29,DMC,25(4),2279,1.8,1.4,0.8,-,0.4,0.6,0.2,-,7.11
Simon Poulsen,AZ Alkmaar,34,D(L),10(3),874,2.5,2.5,1,-,3.2,0.4,0.3,-,7.11
Yassin Ayoub,FC Utrecht,25,M(C),24(2),2054,4.5,1.3,1.7,-,1.8,1.6,0.3,-,7.11
Luc Castaignos,Twente,26,FW,31,2640,0.3,0.4,1.5,-,0.3,0.3,-,-,7.10
Kelvin Leerdam,Vitesse,29,"D(LR),DMC",27(1),2393,2.5,1.3,2.2,0.2,3.1,0.5,0.3,1,7.10
Jason Davidson,Heracles,28,D(L),30,2671,1.7,2.2,1.4,0.1,5.2,0.8,0.4,1,7.09
Magnus Wolff Eikrem,SC Heerenveen,28,AM(CLR),10(3),893,2.2,1.2,0.5,0.1,1.2,0.6,0.2,-,7.09
Marco Bizot,FC Groningen,28,GK,38,3420,0.1,-,-,-,1.6,0.1,-,-,7.09
Matthieu Delpierre,FC Utrecht,38,D(C),14,1223,1.6,2.3,0.9,0.9,8.6,1,0.6,-,7.08
Davy Pröpper,Vitesse,27,M(C),34(1),3061,2.5,1.2,2.3,-,1,1.2,0.2,-,7.08
Nicolai Boilesen,Ajax,27,D(L),17(3),1445,1.2,1,0.6,0.4,1.8,0.4,-,-,7.07
Bryan Linssen,Heracles,28,"AM(CLR),FW",31,2702,1.6,0.5,2,-,0.6,0.7,-,-,7.07
Mateusz Klich,PEC Zwolle,29,M(C),28(2),2473,2.4,1.4,1.2,-,0.7,1.2,0.3,-,7.07
Terence Kongolo,Feyenoord,25,D(CL),15(2),1348,2.1,2.4,0.7,0.2,3.8,0.5,0.1,-,7.07
Kenny van Hoevelen,RKC Waalwijk,36,D(C),26,2246,1.4,2.7,1,0.3,9.1,0.7,1.5,-,7.07
Mark-Jan Fledderus,Roda,36,"D(L),M(CL)",21(2),1793,1,1.1,1.2,-,0.9,0.4,0.2,-,7.06
Nick Viergever,AZ Alkmaar,29,"D(CL),DMC",37,3252,2.8,2.2,1.4,0.3,4,0.9,0.4,1,7.06
Renato Ibarra,Vitesse,28,AM(R),30(3),2596,1.2,0.6,1.1,-,0.5,0.7,-,-,7.06
Joshua Brenet,PSV Eindhoven,25,"D(LR),M(R)",10(2),1009,2.8,2.1,1.3,0.3,2.2,1.3,0.3,-,7.06
Joris Mathijsen,Feyenoord,39,D(C),19(1),1641,2,1.5,1,0.2,5.5,0.6,0.8,-,7.06
Georginio Wijnaldum,PSV Eindhoven,28,M(CL),9(2),876,1.3,1,0.4,-,0.9,0.2,0.2,-,7.06
Nick van der Velden,FC Groningen,37,"AM(CR),FW",21(2),1739,0.4,0.4,1.2,-,0.9,1,-,-,7.05
Stefano Magnasco,FC Groningen,26,D(R),11(1),999,3.4,1.9,1.8,0.6,2.1,1.3,0.1,-,7.05
Marko Vejinovic,Vitesse,29,M(C),26(6),2313,2.3,1.6,1.3,0.1,2.1,1.1,0.2,-,7.05
