Name,Team,Age,Position,Apps,Minutes,Tackles per game,Interceptions per game,Fouls per game,Offsides per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals,Rating
Zlatan Ibrahimovic,Paris Saint-Germain,37,FW,32(1),2774,0.3,0.3,2,-,0.9,0.1,-,-,7.79
Loic Perrin,Saint-Etienne,33,D(C),34,2981,1.8,1.9,0.6,0.6,10.6,0.2,0.3,-,7.73
Yassine Jebbour,Rennes,27,D(LR),2,180,5,2.5,2,-,8,-,0.5,-,7.61
Nemanja Pejcinovic,Nice,31,D(CR),14(1),1324,3.3,3.1,1.3,1.3,6.7,0.3,0.8,1,7.52
Jérémy Toulalan,Monaco,35,"D(C),M(C)",29,2504,3.1,2.5,1.2,-,2.9,1.2,0.2,-,7.51
Mathieu Bodmer,Nice,36,"D(C),M(C)",27,2306,2,2.7,1,1,7,0.4,0.4,-,7.48
Layvin Kurzawa,Monaco,26,"D(L),M(L)",28,2406,1.7,3.4,1.2,0.1,3.4,0.6,0.1,-,7.44
James Rodríguez,Monaco,27,AM(CLR),30(4),2644,1.1,0.7,0.8,-,0.1,0.9,-,-,7.44
Serge Aurier,Toulouse,26,"D(CLR),M(R)",34,3045,2.8,2.2,1.1,0.1,3,0.6,0.3,-,7.42
Thiago Silva,Paris Saint-Germain,34,D(C),28,2386,1.1,2.3,0.6,0.3,5.1,0.4,0.8,2,7.42
Aristote Ndongala,Nantes,25,Midfielder,1,90,3,3,2,1,8,-,-,-,7.39
Marko Basa,Lille,36,D(C),32,2789,1,1.8,0.6,0.8,7.7,0.2,0.6,1,7.38
Christophe Jallet,Paris Saint-Germain,35,D(LR),13,1085,2.5,2.4,1.4,-,2.7,0.6,0.2,-,7.37
Faouzi Ghoulam,Saint-Etienne,28,D(L),16(1),1466,2.2,1.8,0.8,0.2,4.4,0.8,0.4,-,7.36
Rémy Cabella,Montpellier,29,"M(CLR),FW",36(1),3206,2,0.9,0.7,-,0.2,0.9,-,-,7.36
Grégory Sertic,Bordeaux,29,"D(C),M(C)",29(1),2582,2.3,1.6,1.5,0.1,1.3,0.9,0.3,-,7.36
Grzegorz Krychowiak,Reims,29,"D(C),M(C)",33(2),2830,2.7,2.8,1.7,-,2.5,0.9,0.5,-,7.34
João Moutinho,Monaco,32,M(C),31,2564,2.5,1.2,1.4,-,0.5,0.9,0.1,-,7.30
Lucas Digne,Paris Saint-Germain,25,D(L),15,1336,2.3,1.7,1,0.1,1.8,0.2,0.2,-,7.30
Idrissa Gueye,Lille,29,M(C),37,3330,3.6,2.5,1.4,0.1,1.3,1.4,0.1,-,7.29
David Ospina,Nice,30,GK,29,2572,-,0.1,-,-,0.9,-,-,-,7.28
Thiago Motta,Paris Saint-Germain,36,M(C),31(1),2544,2.4,0.8,1.3,-,1.1,0.5,0.2,-,7.28
André Ayew,Marseille,29,"M(CLR),FW",24(1),2121,2.3,0.7,2.1,-,1.1,0.9,0.1,-,7.28
Florent Chaigneau,Lorient,35,GK,11(1),962,-,-,-,-,1.6,-,-,-,7.27
Simon Kjaer,Lille,30,D(C),34,3036,2.1,1.8,1.3,1,7.8,0.5,0.4,-,7.27
Papy Djilobodji,Nantes,30,D(C),28,2426,1.8,2.6,0.8,1.3,9.1,0.6,0.8,-,7.26
Souleymane Diawara,Marseille,40,D(C),19(1),1708,1.9,1.5,1.1,0.8,9.4,0.4,0.7,-,7.26
Nicolas Douchez,Paris Saint-Germain,39,GK,1,90,-,-,-,-,1,-,-,-,7.26
Moustapha Bayal Sall,Saint-Etienne,33,D(C),31(1),2815,1.6,2.2,1.3,0.9,9.9,0.5,0.4,-,7.24
Bruno Ecuele Manga,Lorient,30,D(CR),35,3085,2.3,2.5,0.8,0.9,7.1,0.6,0.7,-,7.23
Gueida Fofana,Lyon,28,"D(R),DMC",24(1),2137,2,1.9,0.9,0.2,1.9,0.9,0.4,-,7.23
Maxime Gonalons,Lyon,30,"D(C),M(C)",36,3188,3.4,2.3,2.1,0.1,2,1.3,0.1,-,7.23
Lamine Sané,Bordeaux,32,"D(C),M(C)",36,3240,1.9,2.5,0.7,1,6.1,0.3,0.3,-,7.22
Jérémy Morel,Marseille,35,D(CL),20,1666,3.6,1.5,1.1,0.7,4.8,0.8,0.3,-,7.22
Lucas Moura,Paris Saint-Germain,26,"AM(CLR),FW",18(18),1936,0.8,0.4,0.6,-,0.1,0.1,-,-,7.22
Maxwell,Paris Saint-Germain,37,D(L),23(1),2089,1.5,1.2,0.3,0.1,2.3,0.4,0.1,-,7.22
Stoppila Sunzu,Sochaux,30,D(C),17,1530,1.1,1.6,0.9,0.7,6.2,0.3,1.1,-,7.21
Sylvain Armand,Rennes,38,D(CL),32,2796,1.3,2.4,0.3,0.5,8.8,0.4,1,-,7.21
