Name,Team,Age,Position,Apps,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating
Florent Chaigneau,Lorient,35,GK,11(1),962,-,-,-,-,-,49.3,0.3,-,7.27
Simon Kjaer,Lille,30,D(C),34,3036,-,1,9,-,0.7,78.3,2.9,2,7.27
Papy Djilobodji,Nantes,30,D(C),28,2426,3,-,4,2,0.7,75.3,2.8,3,7.26
Souleymane Diawara,Marseille,40,D(C),19(1),1708,1,-,4,-,0.5,85.2,2.9,1,7.26
Nicolas Douchez,Paris Saint-Germain,39,GK,1,90,-,-,-,-,-,92.3,-,-,7.26
Moustapha Bayal Sall,Saint-Etienne,33,D(C),31(1),2815,1,1,3,-,0.4,83.3,2.3,3,7.24
Bruno Ecuele Manga,Lorient,30,D(CR),35,3085,1,-,4,1,0.5,77.9,4.3,3,7.23
Gueida Fofana,Lyon,28,"D(R),DMC",24(1),2137,2,1,-,-,1.2,86.2,1.7,1,7.23
Maxime Gonalons,Lyon,30,"D(C),M(C)",36,3188,-,2,3,1,0.6,87.4,3.1,3,7.23
Lamine Sané,Bordeaux,32,"D(C),M(C)",36,3240,-,-,4,-,0.6,84.9,3.5,2,7.22
Jérémy Morel,Marseille,35,D(CL),20,1666,-,1,3,-,0.3,81,1.5,-,7.22
Lucas Moura,Paris Saint-Germain,26,"AM(CLR),FW",18(18),1936,5,11,2,-,1.7,86.6,0.6,5,7.22
Maxwell,Paris Saint-Germain,37,D(L),23(1),2089,3,2,2,-,0.3,89.1,1.3,1,7.22
Stoppila Sunzu,Sochaux,30,D(C),17,1530,4,1,3,-,0.8,71.5,2.8,2,7.21
Sylvain Armand,Rennes,38,D(CL),32,2796,-,-,1,1,0.2,85.4,1.5,2,7.21
Clément Grenier,Lyon,28,M(CL),26(2),2249,4,5,7,-,2.8,77.1,1.1,4,7.19
Marco Verratti,Paris Saint-Germain,26,DMC,23(6),1996,-,4,10,-,0.4,91.3,0.3,1,7.19
Théo Pellenard,Bordeaux,25,D(L),3,270,-,-,1,-,-,80.5,3,-,7.18
Lucas Mendes,Marseille,28,D(CL),21(1),1893,2,1,3,-,0.5,87.8,2.5,1,7.18
Ola Toivonen,Rennes,32,"AM(C),FW",14(1),1234,7,1,3,-,1.9,74,2.7,2,7.18
Nicolas Nkoulou,Marseille,29,D(C),37,3330,2,-,2,-,0.2,88.2,2.2,3,7.18
Dimitar Berbatov,Monaco,38,"AM(C),FW",9(3),767,6,4,1,-,1.8,77.4,1.8,2,7.17
Franck Beria,Lille,36,D(CLR),26,2245,-,-,4,2,0.4,72.7,2.8,1,7.17
Edinson Cavani,Paris Saint-Germain,32,"AM(LR),FW",25(5),2299,16,2,2,-,3.2,85.5,0.3,2,7.16
Ryad Boudebouz,Sochaux,29,"M(CLR),FW",2,180,1,-,-,-,2,76.3,0.5,-,7.15
Hilton,Montpellier,41,D(C),30,2655,3,-,4,1,0.4,68.7,2.3,1,7.14
Sébastien Squillaci,SC Bastia,38,D(C),31,2751,3,-,4,-,0.4,82,3.8,4,7.13
Alexandre Lacazette,Lyon,28,"M(LR),FW",35(1),2910,15,3,5,2,2.3,77,0.9,3,7.13
Olivier Veigneau,Nantes,33,D(L),24(3),2180,-,1,3,-,0.3,71.3,0.9,2,7.13
Francois Clerc,Saint-Etienne,36,D(R),29,2552,2,1,8,-,0.4,78.4,1.6,1,7.13
Gregory van der Wiel,Paris Saint-Germain,31,"D(CR),M(R)",24(1),2158,-,4,2,-,0.2,89.3,1.3,1,7.13
Ricardo Carvalho,Monaco,41,D(C),37,3330,-,2,8,-,0.2,87.2,2.2,1,7.13
Benjamin Corgnet,Saint-Etienne,32,"M(CLR),FW",23(5),1818,7,2,3,-,1.9,65.9,3.3,2,7.13
Aldo Angoula,Evian Thonon Gaillard,38,D(C),19(1),1718,1,-,6,-,0.5,71.4,4,2,7.12
Clément Chantôme,Toulouse,31,M(C),24(3),2154,2,4,3,1,0.7,86.2,1.5,1,7.12
Romain Hamouma,Saint-Etienne,32,"M(CLR),FW",29(5),2495,9,4,7,-,1.4,76.7,0.7,3,7.12
Aymen Abdennour,Toulouse,29,D(C),15,1324,-,-,5,-,0.8,80.6,2.7,1,7.12
Alex,Paris Saint-Germain,37,D(C),30(1),2612,2,-,6,-,0.5,93.8,2.1,1,7.11
Jordan Ayew,Sochaux,27,"AM(CLR),FW",16(1),1367,5,1,4,1,2,75,2.2,-,7.11
Blaise Matuidi,Paris Saint-Germain,32,M(CL),28(8),2555,5,2,4,-,0.8,92,0.7,-,7.11
Gaëtan Bong,Valenciennes,31,D(L),1,90,-,-,-,-,-,89.7,3,-,7.11
Aymen Abdennour,Monaco,29,D(C),6,540,-,-,2,-,0.5,85.8,3.2,1,7.10
Salomon Kalou,Lille,33,"AM(CLR),FW",36(2),3116,16,6,1,-,2.6,75.6,1.1,7,7.10
Miguel Lopes,Lyon,32,D(CR),19,1661,-,1,3,-,0.3,79.2,1.7,-,7.10
Cheikh M'Bengue,Rennes,30,"D(CL),M(L)",25,2108,-,1,3,-,0.1,80.3,1.4,1,7.10
Mounir Obbadi,Monaco,36,M(C),28(3),2445,3,2,4,-,0.9,87,0.4,2,7.09
Issa Cissokho,Nantes,34,"D(LR),M(R)",35,3150,-,4,3,-,0.3,79.2,1.3,1,7.09
Lucas Orban,Bordeaux,30,D(CL),27,2325,-,1,3,1,0.1,76.5,2.4,1,7.09
Romain Genevois,Nice,31,D(CR),29(3),2638,-,-,1,-,0.2,81.1,1.8,1,7.09
Aissa Mandi,Reims,27,D(CLR),33,2919,-,2,2,1,0.5,73.8,1.4,-,7.09
Youssouf Sabaly,Evian Thonon Gaillard,26,D(LR),36,3113,-,2,3,1,0.4,73.6,1.5,-,7.08
Mariano,Bordeaux,33,"D(R),M(R)",38,3303,-,3,3,-,0.4,73.3,0.6,1,7.08
Mathieu Valbuena,Marseille,34,M(CLR),31(3),2541,3,6,2,-,1.4,84.6,0.7,2,7.08
Julian Palmieri,SC Bastia,32,"D(L),M(L)",27(1),2324,-,4,5,1,0.3,75.2,0.9,4,7.07
Henri Bedimo,Lyon,35,D(L),35(1),3146,1,10,4,-,0.4,78.6,1.3,2,7.07
Chaker Alhadhur,Nantes,27,D(LR),14(1),1242,-,2,2,-,0.3,85.9,1,1,7.07
Landry N'Guémo,Bordeaux,33,M(C),20(3),1777,1,2,2,-,0.9,87.2,0.8,1,7.07
Johny Placide,Reims,31,GK,4,360,-,-,-,-,0.3,49.4,-,1,7.07
Yohann Pelé,Sochaux,36,GK,15,1350,-,-,-,-,-,42.7,0.2,3,7.07
Florent Balmont,Lille,39,DMC,34(1),2854,-,7,7,1,1.2,83.7,0.3,-,7.06
André-Pierre Gignac,Marseille,33,FW,30(5),2723,16,3,4,-,3.2,71.6,2.1,1,7.06
Mathieu Coutadeur,Lorient,33,M(C),13(4),1171,1,1,1,-,0.6,86.5,0.4,1,7.06
Daniel Wass,Evian Thonon Gaillard,30,"D(LR),M(CLR)",37(1),3220,9,3,1,-,1.7,71.1,1.5,2,7.06
Timothée Kolodziejczak,Nice,27,D(CL),34,3024,2,1,5,-,0.5,78.7,2,1,7.06
Fabinho,Monaco,25,"D(R),DMC",21(5),1913,-,-,3,-,0.5,83.6,0.7,1,7.06
Koffi Djidji,Nantes,26,D(CL),9(1),770,1,-,2,-,0.6,70.8,1.9,-,7.06
David Rozehnal,Lille,38,"D(C),DMC",10(7),1090,-,-,-,-,0.4,85.5,1.9,-,7.05
Benoit Costil,Rennes,31,GK,38,3420,-,-,1,-,-,51.9,0.1,2,7.05
Paul-Georges Ntep,Rennes,26,"AM(L),FW",7(3),652,5,-,-,-,1.1,70.5,0.4,2,7.05
Franck Signorino,Reims,37,"D(L),M(L)",24(1),2122,1,1,3,-,0.2,75.5,1.9,-,7.05
Jonathan Zebina,Toulouse,40,D(C),17(3),1599,-,-,5,1,0.4,85.6,2.2,1,7.05
Pape Souaré,Lille,29,"D(L),M(L)",33,2879,3,-,6,1,0.6,76.9,1.6,2,7.05
Henrique,Bordeaux,36,D(C),31,2741,2,-,9,-,0.4,77.3,2.7,1,7.04
Benjamin Stambouli,Montpellier,28,"D(C),M(C)",37,3330,2,1,5,-,0.6,82.7,1.2,1,7.03
Daniel Congré,Montpellier,34,D(CLR),30(3),2657,1,1,1,3,0.4,81.8,2.2,2,7.03
Jonathan Brison,Saint-Etienne,36,D(LR),14(3),1247,-,-,3,-,0.2,76.1,1.1,-,7.02
Mehdi Zeffane,Lyon,27,"D(LR),M(R)",7(1),567,-,-,1,-,0.4,77.7,1.1,1,7.02
Carlao,Sochaux,33,"D(C),M(C)",26(1),2226,1,2,7,-,0.2,72.9,3.7,2,7.01
Anthony Weber,Reims,32,D(C),33,2855,-,-,2,-,0.4,79.5,2.5,-,7.01
Mevlüt Erdinc,Rennes,32,FW,4,335,1,-,-,-,3,59.7,1.8,-,7.01
Yoann Gourcuff,Lyon,32,M(CL),14(4),1069,3,5,-,-,1.6,83.3,0.5,1,7.01
Rio Mavuba,Lille,35,M(C),32(1),2760,1,2,4,-,0.2,86,0.6,-,7.01
Julien Faussurier,Sochaux,32,"D(LR),M(R)",34(3),3047,-,3,3,-,0.1,67.4,1.3,-,7.01
Max-Alain Gradel,Saint-Etienne,31,"M(LR),FW",10(8),978,5,5,2,-,1.7,76.3,0.1,-,7.00
Kévin Théophile-Catherine,Rennes,29,D(CLR),3,270,-,-,1,-,1,77.6,3,-,6.99
Kassim Abdallah,Marseille,32,D(R),9(1),814,-,2,1,-,0.1,77.7,1.7,-,6.99
Benoît Trémoulinas,Saint-Etienne,33,"D(L),M(L)",12,1080,-,-,4,-,0.5,76.8,1.4,-,6.99
Gabriel Cichero,Nantes,35,D(C),4(1),387,-,-,1,-,0.6,81.4,1.4,1,6.99
Jean Makoun,Rennes,36,M(C),30,2511,1,3,5,-,0.4,81.4,1.2,1,6.99
Mamadou Samassa,Guingamp,29,GK,19,1710,-,-,-,-,-,45.2,0.2,2,6.98
Didier Digard,Nice,32,M(C),28(1),2498,-,1,3,1,1,80.9,2.2,1,6.98
Christophe Kerbrat,Guingamp,32,D(C),36,3240,-,-,4,-,0.2,77.4,1.3,1,6.98
Floyd Ayité,Reims,30,"M(CLR),FW",22(10),2020,5,4,2,-,1.8,76.4,0.5,1,6.98
Rudy Mater,Valenciennes,38,D(R),25,1984,-,-,5,1,0.7,59.4,2.5,1,6.97
Marquinhos,Paris Saint-Germain,25,"D(CR),DMC",17(4),1652,2,-,3,-,0.4,91,1.6,-,6.97
Yannick Carrasco,Monaco,25,"M(LR),FW",14(4),1167,3,3,2,-,1.7,79.5,0.3,1,6.97
Mickaël Tacalfred,Reims,38,D(C),34,2996,-,-,5,-,0.1,79.5,1.3,-,6.97
Dimitri Payet,Marseille,32,M(CLR),30(6),2520,8,5,6,-,1.7,79.8,0.2,3,6.97
Benjamin Mendy,Marseille,24,"D(L),DMC,M(L)",18(6),1730,1,4,4,-,0.4,80.1,1.2,3,6.97
Kossi Agassa,Reims,40,GK,34,3060,-,-,3,-,-,54,0.5,7,6.97
Abel Aguilar,Toulouse,34,M(C),27(1),2451,1,-,7,-,0.6,81.2,2.3,-,6.96
Jérémy Sorbon,Guingamp,35,D(C),37,3330,1,-,4,-,0.2,83.1,1.9,1,6.96
Younousse Sankharé,Guingamp,29,M(C),35(1),3002,3,3,10,-,0.6,75.5,1.3,4,6.96
Ludovic Obraniak,Bordeaux,34,M(CLR),20(1),1700,4,2,4,-,1.8,80.1,1,-,6.96
Djibril Sidibe,Lille,26,"D(LR),M(R)",15(5),1354,-,-,3,-,0.9,71.5,0.8,-,6.96
Lucas Deaux,Nantes,30,"D(C),DMC",34(2),3010,1,1,2,-,0.4,79.8,1.3,2,6.95
Roy Contout,Sochaux,34,M(LR),32(1),2726,5,3,6,-,1.6,69.3,2.8,3,6.95
Wesley Lautoa,Lorient,31,"D(C),DMC",34,2889,1,1,7,-,0.4,80.1,3,-,6.95
Henri Saivet,Bordeaux,28,"M(CLR),FW",30(3),2721,6,6,-,-,1.8,75.6,1.8,1,6.95
Cédric Carrasso,Bordeaux,37,GK,36,3190,-,-,-,-,-,60.2,0.2,4,6.95
Abdelhamid El Kaoutari,Montpellier,29,D(CL),29(1),2542,-,-,1,2,0.2,70.3,2.2,1,6.95
Benjamin André,AC Ajaccio,28,"D(R),M(CLR)",35(1),3070,4,5,1,1,1.1,71.1,4.3,2,6.95
Teddy Mezague,Montpellier,29,D(C),6(3),644,-,1,2,-,0.1,84.8,2.2,1,6.95
Lionel Mathis,Guingamp,37,DMC,30(1),2682,-,-,7,1,0.6,79.4,1.4,-,6.94
Fabien Lemoine,Saint-Etienne,32,M(C),32(3),2815,2,2,8,1,0.7,83.7,0.9,1,6.94
Tiemoué Bakayoko,Rennes,24,DMC,19(5),1727,1,-,4,-,0.5,85.5,1.6,-,6.94
Danijel Subasic,Monaco,34,GK,35,3150,-,-,2,-,-,61.8,0.1,2,6.94
Nolan Roux,Lille,31,"AM(LR),FW",29(1),2358,9,4,6,-,2.6,72.8,1.6,1,6.94
Jacques-Alaixys Romao,Marseille,35,"D(C),M(C)",36,3214,1,-,8,-,0.4,86.6,1,-,6.93
Jean-Daniel Akpa Akpro,Toulouse,26,"D(R),M(CLR)",18(4),1483,1,2,5,-,0.6,76.5,1.3,1,6.93
Maxime Dupé,Nantes,26,GK,4,360,-,-,1,-,-,54.4,0.5,1,6.93
Radamel Falcao,Monaco,33,FW,16(1),1394,9,-,5,-,2.9,84.7,1.1,-,6.93
Mickaël Malsa,Sochaux,23,Midfielder,4,348,-,1,1,-,0.8,63.2,1.3,-,6.92
Florian Thauvin,Marseille,26,"AM(CLR),FW",25(6),2096,8,3,2,-,2.6,76.6,0.7,1,6.92
Florian Marange,Sochaux,33,D(CL),15,1345,1,-,2,-,0.7,70,1.7,-,6.92
Issiaga Sylla,Toulouse,25,"D(LR),M(L)",26(6),2445,3,1,4,-,0.9,77.9,0.9,1,6.92
Bakary Koné,Lyon,31,D(C),18(6),1749,2,1,2,-,0.4,86.1,2.3,1,6.92
Étienne Didot,Toulouse,35,M(C),28(5),2466,1,3,7,-,0.4,78.8,0.5,-,6.92
Uros Spajic,Toulouse,26,D(C),32,2591,-,1,9,2,0.5,84.3,2.1,-,6.91
Kassim Abdallah,Evian Thonon Gaillard,32,D(R),10(1),891,-,1,-,1,0.1,70.7,1.5,-,6.91
Geoffrey Kondogbia,Monaco,26,DMC,17(9),1569,1,2,4,-,0.7,87.4,0.6,-,6.90
Tongo Doumbia,Valenciennes,29,M(C),34(2),3005,4,3,2,-,1.4,86,1.8,1,6.90
Ali Ahamada,Toulouse,27,GK,21,1890,-,-,1,-,-,52.6,0.4,1,6.90
Morgan Sanson,Montpellier,24,M(CLR),28(4),2469,1,2,3,-,1,79.5,1,-,6.90
Mevlüt Erdinc,Saint-Etienne,32,FW,19(8),1670,11,2,1,-,2.6,71.1,1.7,2,6.89
Cheick Diabaté,Bordeaux,31,FW,18(7),1692,12,-,4,-,2.6,76.9,3,2,6.89
Salvatore Sirigu,Paris Saint-Germain,32,GK,37,3330,-,-,-,-,-,70.8,0.1,1,6.89
Majeed Waris,Valenciennes,27,"AM(LR),FW",16,1388,9,3,2,-,2.5,80.3,0.2,2,6.89
Vincent Aboubakar,Lorient,27,"AM(R),FW",33(2),2928,16,7,2,-,2.5,76.2,1.2,3,6.88
Wissam Ben Yedder,Toulouse,28,"AM(C),FW",35(3),3013,16,5,2,-,2.3,76,0.5,4,6.88
Samuel Umtiti,Lyon,25,D(CL),27(1),2344,-,-,3,1,0.3,85.6,1.9,-,6.88
Jesper Hansen,Evian Thonon Gaillard,34,GK,22,1980,-,-,-,-,-,39.2,0.2,-,6.88
Stéphane Ruffier,Saint-Etienne,32,GK,38,3420,-,-,2,-,-,54.6,0.2,1,6.88
Dusan Veskovac,Toulouse,33,D(C),14,1260,-,1,2,-,-,82.6,1.2,-,6.88
Romaric,SC Bastia,36,"D(C),M(C)",32(2),2841,4,3,4,-,1,79.4,1.9,1,6.88
Antoine Devaux,Reims,34,M(C),30(5),2755,2,1,5,1,0.8,78.8,2.1,-,6.87
Banel Nicolita,Nantes,34,M(R),12(5),1051,1,4,5,-,0.8,74.4,0.7,-,6.87
Rémy Riou,Nantes,31,GK,34,3060,-,-,1,-,-,51.5,0.2,1,6.86
Jean-Armel Kana-Biyik,Rennes,29,D(C),21,1741,1,-,2,1,0.3,85.3,1.6,1,6.86
Bafétimbi Gomis,Lyon,33,FW,29(4),2462,14,1,3,-,2.6,79.1,1.8,-,6.86
Anders Ågnes Konradsen,Rennes,28,DMC,21(3),1823,1,1,2,-,0.8,82,1.3,-,6.86
Eric Abidal,Monaco,39,D(C),26,2311,-,-,6,-,0.1,88.3,1.2,-,6.86
Nicolas Isimat-Mirin,Monaco,27,D(C),5(1),479,-,-,1,-,0.3,82.4,2.8,-,6.86
Rod Fanni,Marseille,37,D(CR),21(1),1845,-,2,5,-,0.4,83,1.1,-,6.86
Anthony Lopes,Lyon,28,GK,32,2822,-,-,2,-,-,51.3,0.4,4,6.86
Siaka Tiéné,Montpellier,37,"D(L),M(L)",22(5),1985,4,2,4,2,0.9,79.6,0.5,1,6.86
Wahbi Khazri,SC Bastia,28,"M(CLR),FW",26(6),2265,6,2,7,-,2.3,76.6,0.6,1,6.86
Raphael Guerreiro,Lorient,25,"D(L),M(CL)",33,2970,-,1,1,-,0.7,76.9,0.6,2,6.85
Vincent Enyeama,Lille,36,GK,38,3420,-,-,1,-,-,58.7,0.2,2,6.85
Serge Gakpé,Nantes,32,"AM(LR),FW",32(4),2772,8,4,3,-,2.2,69.2,0.8,3,6.85
Ricardo Faty,AC Ajaccio,32,"D(C),DMC",19(1),1674,2,3,6,-,0.8,78.8,2.5,-,6.85
Nicolas Benezet,Evian Thonon Gaillard,28,AM(CLR),18(11),1727,3,2,3,-,1,76.6,0.7,2,6.85
Maxime Baca,Lorient,36,D(LR),16(4),1540,-,1,3,-,0.1,76.8,1.2,-,6.85
Yann Jouffre,Lorient,34,"M(CR),FW",27(4),2348,6,7,4,-,1.8,81.6,0.2,1,6.85
Reynald Lemaître,Guingamp,36,D(L),21(1),1764,-,2,3,-,0.1,70.2,1.3,1,6.85
Kévin Olimpa,Bordeaux,31,GK,1(1),140,-,-,-,-,-,58.7,-,-,6.85
Ronald Zubar,AC Ajaccio,33,D(C),15,1255,1,-,3,-,0.5,83.7,2.3,-,6.85
Adrien Rabiot,Paris Saint-Germain,24,DMC,12(13),1179,2,-,2,-,0.9,90.2,0.8,1,6.85
Jaroslav Plasil,Bordeaux,37,M(C),4,347,-,-,-,-,1.3,86.3,1,-,6.85
Oswaldo Vizcarrondo,Nantes,35,D(C),35(1),3113,1,1,5,-,0.3,80.1,1.8,-,6.85
Jonathan Mensah,Evian Thonon Gaillard,28,D(CR),22(4),1829,1,-,2,1,0.5,76.7,2.7,1,6.85
Petrus Boumal,Sochaux,26,"D(L),DMC",6(1),567,-,-,1,1,0.6,73.4,1.4,-,6.84
Pavle Ninkov,Toulouse,34,"D(R),M(R)",13(6),1103,-,2,2,-,0.6,77.8,1.3,-,6.84
Prince Oniangué,Reims,30,M(C),29(6),2580,10,2,1,-,1.7,78.1,1.5,2,6.84
John Boye,Rennes,32,D(C),8(2),729,-,-,2,-,-,78.2,1.3,-,6.84
Olivier Sorlin,Evian Thonon Gaillard,40,M(C),37,3297,-,1,6,-,0.5,80.9,1,-,6.84
Vincent Pajot,Rennes,28,M(C),12(2),1076,1,1,5,1,0.7,85.9,1.6,1,6.84
Gary Christofer Kagelmacher Perez,Valenciennes,31,D(CR),31,2753,-,1,1,-,0.3,86.3,1.1,-,6.83
Dorian Lévêque,Guingamp,29,D(LR),13(5),1258,-,-,1,-,0.3,68.8,0.7,1,6.83
Sébastien Corchia,Sochaux,28,"D(R),M(R)",33,2919,3,2,5,-,1.3,67.3,1,1,6.83
Nicolas Maurice-Belay,Bordeaux,34,"M(CL),FW",30(4),2551,3,4,4,-,0.9,80.7,1,2,6.83
Ryad Boudebouz,SC Bastia,29,"M(CLR),FW",27(5),2481,3,6,1,-,1.5,78.5,0.4,3,6.83
Mario Lemina,Lorient,25,DMC,4,311,-,-,-,-,1.3,82.2,0.5,-,6.83
Benoit Cheyrou,Marseille,38,M(C),21(5),1786,2,-,4,-,1,79.1,0.7,1,6.83
Mathieu Deplagne,Montpellier,27,D(LR),21(1),1900,-,2,6,1,0.3,77,1.4,-,6.82
Mathieu Peybernes,Sochaux,28,D(C),12(3),1143,-,-,1,-,0.2,72.6,2.2,-,6.82
Benjamin Angoua,Valenciennes,32,D(CR),15(1),1395,1,-,-,-,0.3,81.1,2.1,1,6.82
Yohan Mollo,Saint-Etienne,29,"M(CLR),FW",10(7),829,1,3,4,-,1.4,77.2,0.7,1,6.82
Andrea Raggi,Monaco,35,D(CLR),22(6),2032,1,2,2,-,0.5,79.5,1.4,-,6.82
Éric Bautheac,Nice,31,AM(LR),24(3),2135,4,2,3,-,1.6,77.3,1.3,1,6.82
Foued Kadir,Rennes,35,M(CLR),22(6),1887,6,2,1,-,1.5,79.9,0.6,2,6.82
Romain Danzé,Rennes,32,"D(R),M(CR)",34(1),3000,-,-,3,-,0.1,76.4,1.5,-,6.81
Banel Nicolita,Saint-Etienne,34,M(R),1(2),122,-,1,-,-,1,73.2,1.3,-,6.81
Lindsay Rose,Valenciennes,27,D(C),9,767,-,-,3,-,0.9,82.8,2.1,-,6.81
Joris Marveaux,Montpellier,36,M(CR),25(2),1971,1,-,6,1,0.4,79.6,1.1,-,6.81
Romain Alessandrini,Rennes,30,AM(CLR),21(6),1859,6,5,2,-,2.1,74.4,0.3,-,6.80
Valère Germain,Monaco,29,"AM(L),FW",14(9),1225,5,2,1,-,1.5,72.2,1.4,-,6.80
Claudio Beauvue,Guingamp,31,"AM(CLR),FW",29(7),2296,5,3,2,1,1.6,64.4,2.7,-,6.80
Jonathan Martins Pereira,Guingamp,33,D(R),23(2),1994,-,-,9,1,0.3,70.6,1.8,1,6.80
Cheick Doukouré,Lorient,26,DMC,12(7),1173,1,-,2,-,0.4,84.5,0.7,-,6.80
Kurt Zouma,Saint-Etienne,24,D(CR),17(7),1580,-,1,-,1,0.4,83.4,2.3,3,6.79
Cédric Mongongu,Evian Thonon Gaillard,30,D(C),33(1),2914,4,-,3,-,0.3,78,1.5,-,6.79
Geoffrey Jourdren,Montpellier,33,GK,34,3001,-,-,2,1,-,34.9,0.2,2,6.79
Baissama Sankoh,Guingamp,27,"D(CR),M(C)",10(1),879,-,-,-,-,0.1,72.9,2.1,-,6.79
Brice Dja Djédjé,Evian Thonon Gaillard,28,"D(R),DMC,M(R)",12(2),1140,1,-,-,-,1.1,80.3,0.4,-,6.78
Sébastien Roudet,Sochaux,38,M(CL),25(4),2261,-,6,4,-,1,77.7,1,1,6.78
Mohamed Fofana,Reims,34,D(C),4(3),500,-,-,1,-,0.3,81,1.3,-,6.78
Ezequiel Lavezzi,Paris Saint-Germain,34,"AM(CLR),FW",25(7),1893,9,-,2,-,1.4,79.7,0.2,-,6.78
Jérémie Aliadière,Lorient,36,FW,24(3),2064,8,3,-,-,2.2,72.7,1,-,6.78
Renaud Cohade,Saint-Etienne,34,M(C),22(11),2099,1,1,4,-,0.9,77,1.8,1,6.77
Azbe Jug,Bordeaux,27,Goalkeeper,1,90,-,-,-,-,-,81.8,-,-,6.77
Filip Djordjevic,Nantes,31,FW,27,2277,10,4,3,1,2,66.4,2.3,-,6.77
M'Baye Niang,Montpellier,24,"AM(LR),FW",17(2),1386,4,2,1,-,2.5,66.9,3.5,-,6.77
Paul Lasne,AC Ajaccio,30,M(CLR),32(2),2826,3,4,6,-,1.5,80.8,0.9,1,6.77
Elderson Echiéjilé,Monaco,31,D(L),5,450,-,-,2,-,0.6,83,1.2,-,6.76
Túlio de Melo,Evian Thonon Gaillard,34,FW,4(1),289,-,-,-,-,2,59.1,6.2,-,6.76
Steve Mandanda,Marseille,34,GK,38,3354,-,-,1,-,-,57.5,0.1,3,6.76
Lamine Koné,Lorient,30,D(C),14(4),1282,1,-,4,-,0.2,72.6,1.8,1,6.76
Andre Biyogo Poko,Bordeaux,26,"D(R),M(CR)",11(7),1007,-,-,2,-,0.6,79,1.1,-,6.76
Arthur Masuaku,Valenciennes,25,"D(L),M(L)",27,2363,1,4,4,-,0.6,73.2,1.5,-,6.75
Cédric Hountondji,Rennes,25,D(C),14(4),1389,1,-,-,-,0.1,83.9,1.2,1,6.75
Josuha Guilavogui,Saint-Etienne,28,M(C),7(2),630,-,1,1,-,1.3,86.4,0.9,-,6.74
Grégory Bourillon,Lorient,34,"D(C),DMC",25(4),2155,-,2,4,-,0.4,82.9,0.8,-,6.74
Nicolas de Preville,Reims,28,"AM(CLR),FW",24(8),2070,5,2,9,-,1.8,70.7,1.3,-,6.74
Abdoulaye Doucouré,Rennes,26,M(C),12(8),1170,6,4,2,-,1.4,80.8,0.6,-,6.73
