Name,Team,Age,Position,Apps,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating
Emil Hallfredsson,Verona,35,AM(C),26(2),2114,1,9,7,1,0.9,85,1.1,2,6.96
Edgar Barreto,Palermo,34,M(C),24,2035,2,5,2,2,1.4,79.9,0.9,1,6.96
Michael Ciani,Lazio,35,D(C),9(3),870,-,-,1,-,0.1,85.7,1.8,-,6.96
Facundo Roncaglia,Genoa,32,D(CLR),32,2757,-,1,11,2,0.6,82.9,1,2,6.96
Joaquín,Fiorentina,37,"M(CLR),FW",14(9),1419,2,3,1,-,0.7,85,0.4,1,6.96
Vasilis Torosidis,Roma,34,"D(CLR),M(R)",17(3),1493,2,-,8,1,1,82.9,1,-,6.95
Adil Rami,AC Milan,33,D(C),18(3),1665,1,1,5,-,0.5,81.6,1.9,1,6.95
Emiliano Viviano,Sampdoria,33,GK,29,2542,-,-,3,-,-,69.2,0.1,2,6.95
Gregoire Defrel,Cesena,28,"AM(CR),FW",31(3),2702,9,5,7,-,1.6,83.6,1.1,2,6.95
Andrea Costa,Parma,33,D(CL),20(2),1792,1,-,4,-,0.4,79.1,2.6,2,6.95
Achraf Lazaar,Palermo,27,"D(L),M(L)",27(2),2188,2,3,2,-,1,73.3,0.9,-,6.95
Perparim Hetemaj,Chievo,32,M(CL),31(1),2637,-,1,10,-,0.8,81.8,0.6,-,6.94
Stephan Lichtsteiner,Juventus,35,"D(R),M(R)",26(6),2452,3,5,8,1,0.7,77.8,1.2,-,6.94
Guglielmo Stendardo,Atalanta,38,D(C),23(1),2092,2,-,5,-,0.5,76.9,2.3,1,6.94
Philippe Mexes,AC Milan,37,D(C),18(2),1669,2,-,9,1,0.9,84.1,1.5,-,6.94
Seydou Keita,Roma,39,M(C),18(8),1725,2,1,2,1,0.5,90.2,1.3,-,6.94
Mário Rui,Empoli,28,D(L),28(6),2596,-,4,9,-,0.8,78.6,0.7,-,6.94
Rômulo,Juventus,32,"D(R),M(CR)",3(1),277,-,-,-,-,0.8,86.6,-,-,6.93
Angelo Ogbonna,Juventus,31,D(C),18(7),1752,-,-,4,-,0.4,89.4,1.8,-,6.93
Gabriel Paletta,AC Milan,33,D(C),13(1),1146,-,-,4,-,0.2,85.9,1.4,-,6.93
Antonio Di Natale,Udinese,41,FW,27(6),2382,14,7,4,-,2.3,69.4,0.3,4,6.92
Fabio Quagliarella,Torino,36,FW,33(1),2804,13,4,3,-,3.6,69.5,0.9,3,6.92
Juan Camilo Zuñiga,Napoli,33,"D(LR),M(L)",6(1),522,-,2,-,-,0.7,88.3,0.7,-,6.92
Mattia Perin,Genoa,26,GK,32,2781,-,-,-,1,-,45.2,0.2,3,6.92
Alejandro Gómez,Atalanta,31,"M(CL),FW",18(6),1503,3,2,-,1,1.7,76.8,0.3,2,6.92
Alberto Pomini,Sassuolo,38,GK,3(1),292,-,-,-,-,-,57.8,-,-,6.92
Alessandro Gamberini,Chievo,37,D(C),15(5),1405,-,-,2,-,0.3,78.8,2.2,1,6.92
Andrea Barzagli,Juventus,38,D(CR),9(1),769,-,-,2,-,-,89.4,1,-,6.92
Kevin Strootman,Roma,29,DMC,4(2),319,-,2,1,-,0.5,85.9,1.8,1,6.91
Lorenzo Insigne,Napoli,28,"AM(CL),FW",13(7),1064,2,3,-,-,2.2,82.1,-,1,6.91
Luca Rossettini,Cagliari,34,D(CR),32,2836,3,3,12,-,0.6,80,2.4,2,6.90
Vasco Regini,Sampdoria,28,D(CL),25(3),2177,-,-,5,1,0.3,79.7,1.1,-,6.90
Alessandro Florenzi,Roma,28,"D(R),M(CLR)",24(11),2294,5,4,9,-,1.5,79.8,0.5,4,6.90
Daniele Croce,Empoli,36,M(C),35(2),2975,1,1,5,-,0.4,87.6,0.3,1,6.90
Alessandro Gazzi,Torino,36,M(C),27(3),2405,-,-,13,-,0.5,84.4,2.9,-,6.89
Miguel Britos,Napoli,33,D(CL),17(2),1496,1,-,7,1,0.5,81.9,2.5,1,6.89
Emanuele Terranova,Sassuolo,32,D(C),9,756,-,-,-,-,0.2,80.3,2.6,-,6.89
Giancarlo González,Palermo,31,D(C),28,2491,1,1,6,-,0.5,81.3,1.8,-,6.89
Hugo Campagnaro,Inter,39,D(CR),8(2),729,-,-,3,-,0.1,80.5,1.6,-,6.89
Edenílson,Genoa,29,"D(R),M(CLR)",28(2),2473,-,5,3,-,0.3,78.1,0.6,-,6.89
Matías Silvestre,Sampdoria,34,D(C),28(1),2509,-,2,7,-,0.3,83.4,2,-,6.88
Omar El Kaddouri,Torino,28,AM(CL),25(7),2307,3,4,9,1,1.3,80.8,0.4,2,6.88
Roberto Pereyra,Juventus,28,M(CLR),27(8),2281,4,3,2,-,0.9,86.3,0.1,-,6.88
Danilo,Udinese,35,D(C),37,3330,2,-,7,-,0.4,75.5,2.4,1,6.88
Massimo Maccarone,Empoli,39,FW,30(4),2494,10,7,4,-,2.6,73,0.4,2,6.88
Luca Ceppitelli,Cagliari,29,D(C),22(3),1974,-,-,7,-,0.6,83.2,2.6,1,6.88
Nicolas Frey,Chievo,35,D(CLR),31,2648,-,1,6,-,0.1,69.5,1.3,-,6.88
Marco van Ginkel,AC Milan,26,M(C),16(1),1311,1,1,3,-,0.6,84.7,1.9,2,6.88
Maximiliano López,Torino,35,FW,8(10),926,8,2,2,-,1.8,75.1,0.4,1,6.87
Juanito Gómez,Verona,34,"AM(LR),FW",20(6),1791,6,3,7,-,1.6,75.1,2.2,-,6.87
Tomás Rincón,Genoa,31,M(CR),27(2),2422,-,2,8,-,0.7,85.3,1.1,-,6.87
Franco Brienza,Cesena,40,M(CR),29(1),2505,8,4,2,-,1.8,78.4,0.1,1,6.87
Maicon,Roma,37,D(R),11(3),984,1,1,3,-,0.9,82.3,0.6,-,6.87
Mariano Izco,Chievo,36,"D(R),M(CR)",28,2499,2,2,3,-,1,78.2,0.4,-,6.87
Federico Peluso,Sassuolo,35,"D(CL),M(L)",26(2),2338,-,1,5,2,0.3,78.1,1.5,-,6.87
Alex,AC Milan,37,D(C),18(3),1399,1,-,3,-,0.4,89.6,1.6,-,6.87
Ezequiel Muñoz,Palermo,28,D(C),13,1161,1,-,2,-,0.3,81.4,0.9,-,6.86
Sime Vrsaljko,Sassuolo,27,"D(LR),M(R)",19(2),1574,-,3,5,1,0.7,77.3,1.2,1,6.86
Manolo Gabbiadini,Napoli,27,"AM(CLR),FW",8(12),857,8,1,1,-,1.9,80.4,0.1,-,6.86
Francesco Totti,Roma,42,"AM(CL),FW",24(3),1751,8,6,5,-,1.9,75.5,0.4,-,6.86
Ivaylo Chochev,Palermo,26,DMC,13(5),1096,3,-,4,-,0.9,83.5,1.5,2,6.86
Etrit Berisha,Lazio,30,GK,8(2),808,-,-,-,-,-,57.5,0.1,-,6.86
Afriyie Acquah,Sampdoria,27,DMC,10,719,1,-,3,1,0.8,82.9,0.8,1,6.86
Emiliano Moretti,Torino,38,D(CL),35,3150,2,2,11,-,0.5,88.7,0.9,-,6.86
David Pizarro,Fiorentina,39,M(C),18(8),1793,-,3,4,-,0.8,86.5,-,-,6.86
Bostjan Cesar,Chievo,36,D(C),27(1),2440,-,-,8,-,0.4,76.2,1.2,-,6.85
Marcelo Brozovic,Inter,26,M(CR),13(2),1058,1,1,7,-,2,86.4,0.4,-,6.85
Luca Valzania,Cesena,23,M(C),2,152,-,-,1,-,1.5,62.3,1,-,6.85
Iván Piris,Udinese,30,D(CLR),31,2732,-,-,7,-,0.4,75.8,1,-,6.85
Giovanni Marchese,Genoa,34,"D(CL),M(L)",10(1),849,1,2,2,-,0.4,77.1,0.8,-,6.85
Alfred Duncan,Sampdoria,26,M(C),13(13),1336,1,2,3,-,1,79.8,0.5,3,6.85
Guillermo Rodríguez,Verona,35,D(C),11(2),1044,-,-,4,-,-,74.6,0.9,1,6.84
Dodô,Inter,27,"D(L),M(L)",16(4),1377,-,2,3,-,0.5,80.5,1,-,6.84
Marco Sportiello,Atalanta,27,GK,37,3330,-,-,4,-,-,50.2,0.1,5,6.84
Manuel Pasqual,Fiorentina,37,"D(L),M(L)",16(4),1394,2,3,2,-,0.8,82.9,1,-,6.84
Silvan Widmer,Udinese,26,"D(R),M(R)",35(1),3008,2,4,5,-,0.7,73.8,1.8,3,6.84
Cristián Zapata,AC Milan,32,D(C),8(4),864,-,1,1,1,0.2,81.5,1.8,1,6.83
Francesco Bardi,Chievo,27,GK,10,900,-,-,-,-,-,43.6,-,1,6.83
Leandro Castán,Roma,32,D(C),1,46,-,-,-,-,-,80,-,-,6.83
Angelo Palombo,Sampdoria,37,"D(C),DMC",34(2),2933,1,3,7,-,0.4,83.5,1,-,6.83
Emmanuel Cascione,Cesena,35,M(C),24(5),2187,1,1,8,-,0.9,80.6,2.1,2,6.83
Gianluigi Buffon,Juventus,41,GK,33,2970,-,-,-,-,-,78.9,0.1,1,6.82
Tino Costa,Genoa,34,M(C),2(4),227,2,1,4,-,2.2,79.2,0.3,-,6.82
Alessandro Matri,Genoa,34,FW,12(4),1033,7,5,2,-,1.9,67.8,1.1,1,6.82
Paolo Cannavaro,Sassuolo,38,D(C),25,2103,-,-,8,1,0.4,81.2,1.2,-,6.82
Thomas Heurtaux,Udinese,30,D(CR),24(2),2162,1,1,4,1,0.5,78.6,1.6,-,6.82
Marco Storari,Juventus,42,GK,5,450,-,-,-,-,-,77.2,-,-,6.82
Cristian Ledesma,Lazio,36,M(C),7(6),636,-,3,3,-,0.2,79.4,0.7,-,6.81
Roberto Vitiello,Palermo,36,D(C),17(2),1504,1,-,3,-,0.2,84.5,0.8,1,6.81
Carlos Carbonero,Cesena,28,AM(CR),15(7),1405,3,2,7,-,1.2,80.7,0.9,1,6.81
Maximiliano Moralez,Atalanta,32,"AM(CLR),FW",26(4),2248,5,4,3,-,1.8,80.1,0.1,1,6.81
Ignazio Abate,AC Milan,32,"D(R),M(R)",21(2),1882,-,6,5,-,0.3,77.1,0.5,1,6.81
Danilo D'Ambrosio,Inter,30,"D(CLR),M(LR)",19(4),1687,-,2,8,-,0.6,79.1,1,2,6.81
Marco Andreolli,Inter,33,D(C),5(1),449,-,-,-,-,0.2,89.5,1,-,6.81
Pierluigi Gollini,Verona,24,GK,3,270,-,-,-,-,-,53.8,-,-,6.80
Mounir Obbadi,Verona,36,M(C),14(8),1228,1,1,6,-,0.7,88.4,0.2,1,6.80
Gökhan Inler,Napoli,35,DMC,16(3),1362,1,-,4,-,1.7,87.5,1.6,-,6.80
Igor Bubnjic,Udinese,26,D(C),5(1),384,-,-,1,-,0.3,75.6,0.8,-,6.80
Francesco Renzetti,Cesena,31,D(L),21(2),1909,-,1,3,-,-,72.3,0.5,-,6.80
Salvatore Bocchetti,AC Milan,32,D(C),6(3),629,-,-,1,-,0.2,82.3,0.7,-,6.80
Adem Ljajic,Roma,27,"AM(CLR),FW",23(9),2025,8,2,2,-,1.6,89.3,0.1,2,6.80
Juraj Kucka,Genoa,32,M(CL),19(15),1861,2,-,5,-,1.3,76,1.6,1,6.79
Valter Birsa,Chievo,32,"M(CLR),FW",30(5),2293,-,1,4,-,1,74.3,0.6,-,6.79
Diego Novaretti,Lazio,34,D(C),2(3),261,-,-,1,1,0.8,81.5,1.2,-,6.79
Ezequiel Schelotto,Chievo,30,"D(R),M(LR)",26(3),2126,-,-,4,-,1,77.4,1.3,-,6.79
Samir Ujkani,Palermo,30,GK,3,270,-,-,-,-,-,60.6,-,-,6.79
Rafael Márquez,Verona,40,D(C),26,2218,-,1,5,3,0.4,84.2,1,-,6.79
Simone Zaza,Sassuolo,28,FW,29(2),2591,11,2,11,-,2.5,69.6,2.5,1,6.79
Albano Bizzarri,Chievo,41,GK,28,2520,-,-,1,-,-,49.8,0.2,-,6.78
Rafael,Verona,37,GK,20,1728,-,-,1,1,-,60.8,0.1,3,6.78
Yohan Benalouane,Atalanta,32,D(CR),25(2),2189,1,-,12,1,0.6,76.5,1.9,1,6.78
Andrea Consigli,Sassuolo,32,GK,35,3126,-,-,2,1,-,60.1,0.2,2,6.78
Filip Djordjevic,Lazio,31,FW,15(9),1481,8,2,2,-,1.4,68.1,2.1,1,6.78
Stefano Mauri,Lazio,39,"M(CLR),FW",25(4),1876,9,2,5,-,1.5,79.4,0.7,-,6.78
Pablo Armero,AC Milan,32,"D(L),M(L)",6(2),587,-,1,1,1,0.1,74.9,0.4,-,6.78
Jean-François Gillet,Torino,40,GK,12,1080,-,-,-,-,-,70.8,0.2,-,6.78
Riccardo Meggiorini,Chievo,33,FW,22(8),1906,4,4,8,-,2.2,66.2,2.9,1,6.78
Mauricio Pinilla,Genoa,35,FW,6(6),617,3,-,2,-,2.2,65.4,4.8,1,6.78
Vangelis Moras,Verona,37,D(C),35,3041,2,1,5,-,0.4,86.7,1.8,1,6.78
Zdravko Kuzmanovic,Inter,31,M(C),10(4),859,-,1,-,-,1,91.3,1.4,1,6.77
Borja Valero,Fiorentina,34,M(CL),26(3),2170,2,2,7,-,1.3,86.5,0.1,-,6.77
Nicola Sansone,Sassuolo,27,"AM(LR),FW",30(5),2513,5,4,3,1,1.3,77.2,0.2,2,6.77
