Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Lúcio,Inter,41,D(C),30(1),2737,1,0.3,32.4,82.7,-,3.2,-,7.76
Maicon,Inter,37,D(R),33,2970,11,1.5,50.8,80.9,1.4,4.4,0.5,7.71
David Pizarro,Roma,39,M(C),31,2748,7,3.2,62.2,88,2,7.6,0.3,7.58
Antonio Di Natale,Udinese,41,FW,33(2),3012,6,1.5,28.2,71.5,0.5,3.1,0.7,7.58
Francesco Totti,Roma,42,"AM(CL),FW",21(2),1808,6,2.3,31,73.5,0.8,1.8,1,7.58
Giorgio Chiellini,Juventus,34,D(C),32,2880,2,0.4,38.5,78.3,0.2,2.9,-,7.58
Mirko Vucinic,Roma,35,FW,32(2),2559,6,1.9,24,72.5,0.4,0.7,0.3,7.55
Alexis Sánchez,Udinese,30,"M(CLR),FW",25(7),2299,3,2.2,26.8,78,1,0.9,0.7,7.53
Ronaldinho,AC Milan,39,AM(C),34(2),2901,14,2.4,41.3,79.1,0.6,2.3,1.4,7.53
Alexandre Pato,AC Milan,29,"M(CLR),FW",20(3),1804,1,0.9,24.3,80.1,0.4,1,0.2,7.52
Fabrizio Miccoli,Palermo,40,FW,32(3),2685,8,1.8,20.9,79.2,1.3,0.9,0.4,7.50
Daniele Conti,Cagliari,40,DMC,32,2844,5,1.1,51.7,82.4,0.5,4.3,0.3,7.49
Juan,Roma,40,D(C),28(1),2504,-,0.2,30.1,85.5,-,2.6,-,7.48
Daniele De Rossi,Roma,35,"D(C),M(C)",33,2811,3,1.2,52.5,80.4,0.1,6.2,0.4,7.48
Alessandro Nesta,AC Milan,43,D(C),22(1),1891,1,0.2,49.4,90.1,0.1,5.5,0.1,7.47
Diego Milito,Inter,40,FW,33(2),2881,4,1.7,28.5,83.6,0.3,0.6,0.3,7.47
Alessandro Diamanti,Livorno,36,"M(CR),FW",1,80,-,2,41,73.2,2,9,1,7.46
Thiago Silva,AC Milan,34,D(C),33,2921,-,0.1,49.2,90.6,0.1,6.8,0.1,7.44
Mauro Zárate,Lazio,32,"M(CLR),FW",27(5),2535,4,1.8,25.9,76.9,0.8,0.7,0.3,7.43
Hugo Campagnaro,Napoli,39,D(CR),28,2374,3,0.6,37.3,82.3,0.5,2.4,0.1,7.41
Jorge Martínez,Catania,36,FW,19(6),1831,2,1.2,28.4,69.7,0.1,0.8,0.4,7.39
André Dias,Lazio,40,D(C),12,1080,-,0.1,33,81.3,-,2.2,-,7.38
Davide Astori,Cagliari,32,D(C),34,3039,-,0.3,34.9,79.3,0.1,3.5,-,7.35
Mario Yepes,Chievo,43,D(C),31,2790,3,0.3,23.1,70.9,0.1,3,-,7.34
Mario Balotelli,Inter,28,FW,13(13),1396,5,1,18.3,80.1,0.7,0.5,0.2,7.33
Antonio Cassano,Sampdoria,36,"AM(CL),FW",30(2),2706,8,2.2,32.8,69.6,1.1,1.3,0.7,7.32
Andrea Ranocchia,Bari,31,D(C),17,1491,1,0.2,37.6,88.8,-,3.4,-,7.31
Wesley Sneijder,Inter,35,AM(CL),24(2),1943,6,3,48.5,82.6,1.8,2.9,0.5,7.31
Domenico Criscito,Genoa,32,"D(CL),M(L)",28(1),2427,2,0.7,38.3,78,0.6,1.4,-,7.29
Marek Hamsik,Napoli,31,AM(C),37,3246,5,1.8,42.5,83.5,1.2,2.2,0.5,7.29
Cristiano Lupatelli,Cagliari,41,Goalkeeper,1(1),135,-,-,20,42.5,-,7,-,7.28
Daniele Gastaldello,Sampdoria,36,D(C),33,2970,-,0.1,33.8,81,-,4,0.1,7.28
Sergio Floccari,Lazio,37,FW,17,1401,2,1.5,24.4,76.6,0.1,0.7,0.3,7.27
Pablo Álvarez,Catania,35,D(CLR),23(2),2124,1,0.3,27.2,77.4,0.2,1.4,0.1,7.27
Samuel Eto'o,Inter,38,"M(CL),FW",27(5),2499,6,1.6,26.9,82.6,0.2,1,0.3,7.26
Diego,Juventus,34,AM(CLR),31(2),2560,7,2.5,41.6,81.3,1.9,2.1,0.4,7.25
Esteban Cambiasso,Inter,38,"D(C),M(C)",26(4),2311,2,0.9,44.9,88.4,0.4,3.9,0.1,7.25
Salvatore Bocchetti,Genoa,32,D(C),25(3),2272,-,0.2,36.9,82.6,-,2.7,-,7.24
Ezequiel Lavezzi,Napoli,34,"AM(CLR),FW",27(3),2379,6,1.6,25.9,74.2,1.1,1,0.5,7.23
Andrea Cossu,Cagliari,39,M(CL),31(2),2583,12,2,31.5,73.6,2.2,2.5,0.7,7.23
Gianluca Grava,Napoli,42,"D(C),M(R)",22(2),1907,-,0.2,29.9,79.8,0.1,2.9,-,7.22
McDonald Mariga,Parma,32,DMC,8(1),684,-,0.7,39.6,81.2,0.3,2.6,0.1,7.22
Stefano Lucchini,Sampdoria,38,D(C),25(1),2178,1,0.2,27.3,73.8,-,2.6,-,7.22
Jonathan Biabiany,Parma,31,"M(LR),FW",25(4),2203,3,1,22.8,71.9,0.6,0.3,0.1,7.22
Giulio Migliaccio,Palermo,38,DMC,28(2),2541,1,0.3,30.9,71.3,0.1,0.9,-,7.22
Cesare Bovo,Palermo,36,D(C),29,2610,1,0.3,39.8,77,0.3,4.4,-,7.22
Aleksandar Kolarov,Lazio,33,"D(CL),M(L)",33,2926,3,1.1,36.4,74.4,0.8,2,0.1,7.21
John Arne Riise,Roma,38,D(L),34(2),3083,-,0.6,34.1,78.9,0.5,2.3,0.1,7.21
Javier Zanetti,Inter,45,"D(R),DMC,M(R)",37,3330,1,0.6,46.9,93.1,0.1,2.1,-,7.21
Andrea Pirlo,AC Milan,40,M(C),33(1),2951,4,2.2,73.9,88.4,1.4,11.4,0.4,7.20
Giandomenico Mesto,Genoa,37,"D(R),M(R)",32(4),2725,5,1,25.2,68.2,0.7,1.1,0.1,7.20
Jérémy Ménez,Roma,32,"M(CLR),FW",18(5),1390,3,1.4,27.1,84.9,0.7,1.4,0.3,7.20
Luca Antonini,AC Milan,36,"D(CL),M(L)",20(2),1768,2,0.5,44.8,84.5,0.4,1.1,0.1,7.19
Stefano Morrone,Parma,40,"D(C),DMC,M(R)",30(1),2713,2,1.1,50.7,82.2,0.4,2.5,0.1,7.19
Thomas Manfredini,Atalanta,39,D(C),26,2217,2,0.4,45.5,83.1,0.3,5.7,-,7.19
Massimo Ambrosini,AC Milan,42,M(C),26(4),2281,2,0.7,49.5,87.9,0.1,2.4,0.1,7.18
Sergio Almirón,Bari,38,M(C),20(7),1753,1,0.7,39.2,78.2,0.1,4.4,0.7,7.18
Cristian Ledesma,Lazio,36,M(C),13,1170,3,2.1,65.1,78.3,1,9.4,0.2,7.17
Nicola Belmonte,Bari,32,M(R),17(1),1524,-,0.3,39.2,80,0.5,2.9,0.2,7.17
Riccardo Montolivo,Fiorentina,34,M(C),33(3),2985,1,1.5,59.5,77.7,0.3,5,0.4,7.17
Marco Borriello,AC Milan,37,FW,27(2),2212,1,0.6,18.6,78.4,0.1,0.2,0.1,7.17
Fabio Quagliarella,Napoli,36,FW,32(2),2847,5,1.1,24.1,70.8,0.6,1.4,0.4,7.17
Juan Vargas,Fiorentina,35,"D(L),M(CL)",27(2),2378,6,2,24.5,80.2,2.5,0.4,0.1,7.16
Rafael Romo,Udinese,29,Goalkeeper,1,90,-,-,28,75,-,12,-,7.16
Angelo Palombo,Sampdoria,37,"D(C),DMC",36,3237,3,1.1,51.4,81.2,0.5,6.9,0.3,7.16
Jean-François Gillet,Bari,40,GK,37,3330,-,0.1,31.2,67.9,-,11.2,-,7.15
Jaime Valdés,Atalanta,38,AM(C),25(8),2217,2,1.7,23.4,74.2,1.4,1.7,0.4,7.15
Antonio Candreva,Livorno,32,M(CLR),16(3),1443,4,2.2,45.7,84.1,1.2,6.5,0.5,7.15
Javier Pastore,Palermo,30,AM(CLR),27(7),2358,5,1.3,32.9,75,0.1,1.7,0.7,7.15
Nelson Rivas,Livorno,36,"D(C),M(L)",16,1337,-,0.1,25.6,83.7,0.1,4,0.1,7.15
Roberto Baronio,Lazio,41,"D(C),DMC",22(2),1849,3,1.8,49.5,79.1,0.8,7.9,0.3,7.15
Daniele Galloppa,Parma,34,M(C),33(1),2669,2,1.6,43.1,72.9,1.8,4.1,0.3,7.14
Per Kroldrup,Fiorentina,39,D(C),24(1),2205,1,0.2,32.5,76.8,-,2,-,7.14
Mattia Cassani,Palermo,35,"D(CR),M(R)",37,3328,4,1.2,35.3,77.2,1,1.7,0.1,7.13
Marco Rossi,Genoa,41,M(R),26(2),2413,1,0.4,36.2,83.5,0.2,0.7,0.1,7.12
Guglielmo Stendardo,Lazio,38,D(C),19,1627,-,0.1,22.5,85,-,2.3,-,7.12
Salvatore Masiello,Bari,37,"D(L),M(L)",25(2),2344,2,0.4,44.7,86.8,0.3,2.7,0.1,7.12
Mauro Vigorito,Cagliari,29,Goalkeeper,1(1),159,-,0.5,25.5,49,-,6,-,7.12
Walter Samuel,Inter,41,D(C),25(3),2232,-,0.2,33.6,85.3,-,4.1,0.1,7.11
Maximiliano López,Catania,35,FW,17,1411,2,0.5,16.3,75.8,0.1,0.8,0.2,7.11
Dario Dainelli,Genoa,40,D(C),9(1),779,-,0.3,24.6,80.9,0.1,3.9,-,7.10
Michele Marcolini,Chievo,43,AM(C),28(2),2309,2,1.8,41.2,74.2,1.5,4.1,0.1,7.10
Tiberio Guarente,Atalanta,33,DMC,32,2816,6,1.2,54.7,79.8,1.3,5.4,0.3,7.10
Michael Agazzi,Cagliari,34,GK,3,270,-,-,21,55.6,-,8.3,-,7.10
Andrea Lazzari,Cagliari,34,M(C),25(8),2291,3,1,29.7,63.9,0.5,1.9,0.5,7.09
Patrick Vieira,Inter,43,"D(C),DMC",7(5),638,1,0.7,39.5,83.1,0.1,3.2,0.1,7.09
Nicolas Burdisso,Roma,38,D(C),32(1),2888,-,-,29.7,81.4,-,3.3,-,7.09
Giampiero Pinzi,Chievo,38,M(C),31(1),2732,-,0.8,30.7,76.2,0.6,1.4,0.4,7.09
