Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Arjen Robben,Bayern Munich,35,"M(CLR),FW",18(6),1779,6,1.8,34.3,80.2,1.5,2,0.2,8.18
Stefan Kießling,Bayer Leverkusen,35,FW,33,2924,5,1.6,32.5,72.4,0.2,0.4,0.1,7.79
Zvjezdan Misimovic,Wolfsburg,37,"AM(C),FW",31,2768,13,3.3,51.1,77.5,2.5,5.7,0.5,7.74
Edin Dzeko,Wolfsburg,33,FW,33(1),3003,7,1.1,19.5,70.7,0.2,1.1,0.1,7.73
Claudio Pizarro,Werder Bremen,40,"AM(C),FW",23(3),2130,2,1.3,24.2,75.5,0.1,0.8,-,7.63
Paolo Guerrero,Hamburger SV,35,FW,4(2),415,-,1.8,32.2,84.5,-,1.2,0.2,7.63
Mesut Özil,Werder Bremen,30,M(CLR),29(2),2601,13,3,34.9,82.5,2.1,1.4,0.1,7.62
Naldo,Werder Bremen,36,D(C),31,2762,2,0.4,50.8,83.1,-,3.7,-,7.59
Toni Kroos,Bayer Leverkusen,29,M(C),26(7),2360,9,2.4,37.2,82.2,1.5,2.8,0.3,7.59
Raffael,Hertha Berlin,34,"AM(CL),FW",30(1),2654,4,2.3,39.5,84.1,1.6,2.3,0.1,7.56
Bastian Schweinsteiger,Bayern Munich,34,"D(C),M(C)",33,2908,3,1.2,71.7,86,0.7,9.5,0.2,7.55
Nuri Sahin,Borussia Dortmund,30,M(C),33,2904,7,2.5,55.2,76.5,1.5,5.8,0.3,7.51
Kevin Kurányi,Schalke 04,37,FW,31(2),2802,7,0.9,23.9,65.2,0.2,0.4,0.1,7.49
Burak Kaplan,Bayer Leverkusen,29,Midfielder,2(2),259,2,1.5,26.8,76.6,1,0.8,0.5,7.47
Lucas Barrios,Borussia Dortmund,34,FW,30(3),2623,4,1.3,21.1,69.3,0.1,0.7,0.1,7.45
Zé Roberto,Hamburger SV,44,"D(L),M(CL)",23,2056,3,1,44.7,85.4,-,2.1,0.2,7.43
Thomas Müller,Bayern Munich,29,"M(CLR),FW",29(5),2645,6,1.7,28.5,77,0.5,1,0.1,7.39
Marko Marin,Werder Bremen,30,M(CLR),30(2),2419,10,1.7,21.3,76.5,1.7,0.7,0.1,7.39
Tranquillo Barnetta,Bayer Leverkusen,34,M(CLR),31(1),2565,10,2.2,36.9,75.1,1.7,1.3,0.1,7.38
Eljero Elia,Hamburger SV,32,"AM(LR),FW",20(4),1768,7,1.7,25.3,81.4,0.4,1.2,0.3,7.37
Carlos Eduardo,Hoffenheim,31,"M(CLR),FW",32(1),2754,8,2,44.9,85.6,1,4.7,0.4,7.36
Mats Hummels,Borussia Dortmund,30,D(C),27(3),2522,1,0.4,41.8,75.1,0.1,4.5,0.1,7.35
Mohamadou Idrissou,Freiburg,39,"AM(CL),FW",30,2658,4,1.3,32,64.8,0.8,1,0.1,7.33
Simon Rolfes,Bayer Leverkusen,37,M(C),8(3),772,2,0.6,39.2,81,0.1,2.9,-,7.33
Georg Niedermeier,VfB Stuttgart,33,D(C),12,1080,-,0.3,39.8,80.5,0.2,3.8,-,7.32
David Jarolim,Hamburger SV,40,"D(C),DMC,M(R)",33,2895,4,1.2,57.8,89.8,0.2,5.2,0.1,7.30
Arturo Vidal,Bayer Leverkusen,32,M(C),31,2684,2,0.9,56.8,83.6,0.2,4,0.1,7.30
Jefferson Farfán,Schalke 04,34,"M(CR),FW",32(1),2833,8,1.5,30.4,83.4,0.4,1.5,0.1,7.27
Pirmin Schwegler,Eintracht Frankfurt,32,M(C),25,2162,2,0.7,49.6,81,0.2,3.3,-,7.26
Clemens Fritz,Werder Bremen,38,"D(R),DMC",30,2596,4,0.7,46.1,75.4,0.4,2.8,-,7.24
Javier Pinola,Nuernberg,36,D(CL),33,2962,-,1,45.7,78.3,0.6,3.9,-,7.24
Sebastian Mielitz,Werder Bremen,29,GK,2,180,-,-,17.5,82.9,-,7.5,-,7.24
Per Mertesacker,Werder Bremen,34,D(C),33,2970,1,0.3,52.1,82.6,-,4,-,7.22
Chinedu Obasi,Hoffenheim,33,"M(R),FW",21(2),1749,2,1,28,73.5,0.6,1.5,0.1,7.22
Andreas Luthe,Bochum,32,GK,3,270,-,-,28.3,50.6,-,8.7,-,7.22
Christian Gentner,Wolfsburg,33,M(CLR),34,2795,7,1.7,40.5,78.6,0.9,3.3,0.3,7.22
Jakub Blaszczykowski,Borussia Dortmund,33,"D(R),M(CR)",30(2),2407,4,1.2,25.3,74.7,1.1,0.7,-,7.22
Radoslav Zabavník,Mainz 05,38,D(L),11(1),991,2,0.7,25.9,63.3,0.6,1.6,-,7.21
Christian Träsch,VfB Stuttgart,31,"D(R),M(C)",28(1),2540,2,0.8,46.6,81.4,0.4,3.4,0.1,7.21
Patrick Owomoyela,Borussia Dortmund,39,D(R),33,2936,3,0.9,46.6,71.6,0.6,3.2,0.1,7.21
Mladen Petric,Hamburger SV,38,FW,25(1),2141,1,0.9,21,73.2,0.1,0.4,0.2,7.21
Mark van Bommel,Bayern Munich,42,"D(C),DMC,M(R)",25,2175,4,1,58.7,79.8,0.2,7.9,-,7.20
Daniel Van Buyten,Bayern Munich,41,D(C),31,2636,-,0.4,61.1,85.4,-,7.1,-,7.20
Sebastian Boenisch,Werder Bremen,32,D(CL),16(1),1444,3,0.5,47.8,72,0.5,2.6,-,7.20
Mohamed Zidan,Borussia Dortmund,37,"AM(C),FW",24(3),1783,6,1.4,27.8,81.2,0.6,1.5,0.1,7.19
Franck Ribéry,Bayern Munich,36,AM(L),10(9),1091,5,1.5,31.8,83.1,0.8,1.8,0.1,7.19
Adrián Ramos,Hertha Berlin,33,FW,23(6),2232,3,1.4,23.2,73.1,0.3,1,0.1,7.18
Sami Hyypiä,Bayer Leverkusen,45,"D(C),DMC",32,2865,2,0.3,54.5,79.9,-,7.2,-,7.18
Torsten Frings,Werder Bremen,42,"D(C),M(CR)",29(1),2534,2,1.5,57.3,80.8,0.6,6.6,0.1,7.17
Cacau,VfB Stuttgart,38,FW,19(6),1744,5,1.2,24.9,69.8,0.4,0.7,-,7.17
Philipp Lahm,Bayern Munich,35,"D(R),DMC",34,3060,6,1.3,60.5,89.1,1,6.9,0.1,7.16
Roman Hubnik,Hertha Berlin,35,D(C),7,602,-,-,39,70.3,-,2.3,-,7.15
Josué,Wolfsburg,39,M(C),31,2703,-,0.3,44.1,85.5,-,4,-,7.15
Aaron Hunt,Werder Bremen,32,"M(CLR),FW",26(6),2313,5,1.5,31.9,78.9,1,1.5,0.1,7.15
Thomas Kessler,FC Cologne,33,GK,3,270,-,-,29,18.4,-,3.7,-,7.15
Petit,FC Cologne,42,"D(C),M(CR)",32,2822,3,1.2,49.8,81.5,0.3,5.4,0.1,7.15
Marcell Jansen,Hamburger SV,33,"D(L),M(L)",15(3),1391,4,1,23.8,67.6,0.5,0.5,0.1,7.15
Cícero,Hertha Berlin,34,M(CLR),28(2),2531,5,1.3,46.3,80.1,0.3,4.5,0.1,7.15
Rafinha,Schalke 04,33,"D(CLR),M(R)",30(1),2672,6,1.6,53.2,76.9,1.9,8,0.1,7.14
Martín Demichelis,Bayern Munich,38,D(C),17(4),1575,-,0.2,57,89.5,-,6.3,-,7.14
Alexander Meier,Eintracht Frankfurt,36,"M(C),FW",34,3014,5,0.8,42,73.9,0.1,2.9,0.1,7.14
Eren Derdiyok,Bayer Leverkusen,31,FW,32(1),2621,3,1,20.7,71.6,0.1,0.5,-,7.14
Marco Reus,Borussia M.Gladbach,30,"M(CLR),FW",27(6),2471,3,1.5,25.2,76.4,0.9,1.5,0.1,7.14
Boubacar Sanogo,Werder Bremen,36,"AM(L),FW",2,180,-,0.5,23.5,68.1,-,-,-,7.14
Ivica Olic,Bayern Munich,39,"AM(LR),FW",23(6),1799,6,0.6,12.1,72.4,0.5,0.2,-,7.13
Levan Kobiashvili,Hertha Berlin,41,D(C),16,1440,-,0.9,48.2,78.1,1.1,3.7,-,7.12
Neven Subotic,Borussia Dortmund,30,D(C),34,3060,-,0.1,42.1,75.7,0.1,4.4,-,7.12
Benedikt Höwedes,Schalke 04,31,D(CLR),32(1),2832,1,0.4,32.8,75,0.2,2.9,0.1,7.12
Sebastian Kehl,Borussia Dortmund,39,M(C),5(1),382,-,0.3,43.3,78.1,-,1.7,0.2,7.11
Juan Arango,Borussia M.Gladbach,39,AM(L),33(1),2916,9,2.2,36.9,72.1,1.4,2.5,0.1,7.11
Adam Matuschyk,FC Cologne,30,M(C),9,758,1,0.7,33,74.1,0.3,2.1,-,7.10
Breno,Nuernberg,29,D(C),7,575,-,0.1,46.9,78.4,0.1,5.1,-,7.10
Zoran Tosic,FC Cologne,32,M(LR),9(4),871,2,0.8,23.2,78.1,0.8,0.7,0.1,7.09
Chris,Eintracht Frankfurt,40,"D(CL),M(R)",29,2578,2,0.4,50.3,80.4,-,5.1,-,7.09
Demba Ba,Hoffenheim,34,FW,12(5),1213,-,0.6,20.4,69.1,0.1,0.5,0.1,7.08
