Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Lionel Messi,Barcelona,32,"AM(CR),FW",36(1),3268,16,2.5,63.8,84.2,0.4,1.4,1.5,8.88
Cristiano Ronaldo,Real Madrid,34,"M(L),FW",37(1),3354,12,1.6,37,80.6,0.6,1.1,0.5,8.28
Keylor Navas,Levante,32,GK,1,90,-,-,24,12.5,-,2,-,8.06
Jonathan de Guzmán,Mallorca,31,M(CLR),1,90,-,-,42,81,-,4,1,7.99
Jérémy Toulalan,Malaga,35,"D(C),M(C)",25,2196,-,0.3,50.5,78.9,0.2,3,-,7.68
Alexis Ruano,Sevilla,33,D(CLR),1,90,-,1,41,87.8,-,4,-,7.63
Antonio Adán,Real Madrid,32,GK,1,90,-,-,14,64.3,-,2,-,7.63
Santi Cazorla,Malaga,34,M(CLR),38,3250,5,2.2,58.7,84.9,1.6,7.4,0.3,7.60
Bruno Soriano,Villarreal,35,M(C),37,3330,1,0.8,69.9,87.9,0.1,5.4,0.1,7.53
Marcelo,Real Madrid,31,D(L),31(1),2719,5,1.4,55.6,83,0.4,3,0.3,7.51
Andrés Palop,Sevilla,45,GK,13,1170,-,-,32.5,64.1,-,10.6,-,7.51
Álex Menéndez,Sporting Gijon,27,M(L),2,180,-,1,41.5,61.4,0.5,5.5,-,7.50
Xabi Alonso,Real Madrid,37,M(C),35(1),3143,9,1.8,78,88.1,0.7,9.3,0.2,7.48
Javi Fuego,Rayo Vallecano,35,M(C),31,2743,-,0.5,50.1,76.1,0.1,3.5,-,7.48
Emiliano Armenteros,Rayo Vallecano,33,AM(CLR),12(1),996,2,1.4,30.8,69.5,1.4,1.6,0.2,7.47
Jesús Navas,Sevilla,33,"D(R),M(R)",37,3330,12,2.5,36.5,75.1,2.2,1.4,0.3,7.46
Cesc Fàbregas,Barcelona,32,"M(CL),FW",23(5),1947,8,1.4,62.5,86.9,0.3,2.6,0.7,7.44
Dani Alves,Barcelona,36,"D(R),M(CR)",29(4),2676,11,1.6,71.4,84.5,1.1,2.8,0.2,7.43
Andrés Iniesta,Barcelona,35,M(CL),21(6),1867,9,1.2,57.7,89.7,0.1,2.2,0.6,7.43
Alexis Sánchez,Barcelona,30,"M(CLR),FW",20(5),1681,5,1,27.4,80.8,0.3,0.5,0.3,7.43
Nacho,Real Betis,39,D(L),37,3317,-,0.9,46.4,73.1,0.5,1.3,0.2,7.42
Éver Banega,Valencia,31,M(C),13,1065,1,2,76.2,85.3,0.8,6.2,0.8,7.42
Javier Mascherano,Barcelona,35,"D(C),M(C)",30(1),2738,-,0.1,67.2,88.7,-,7.2,-,7.42
Asier Riesgo,Osasuna,35,GK,1,45,-,-,18,50,-,6,-,7.42
Mario Fernández,Racing Santander,31,GK,12(1),1126,-,-,26.3,43.9,-,8.4,-,7.42
Xavi,Barcelona,39,DMC,27(5),2256,7,2,90.9,92.4,0.8,6.9,0.6,7.41
Sergio Busquets,Barcelona,30,DMC,28(3),2439,1,0.6,72.6,91.6,-,4.5,0.1,7.41
Ángel Di María,Real Madrid,31,"M(CLR),FW",16(7),1351,15,1.9,28.1,74.8,1,2.1,0.6,7.40
Thiago Alcántara,Barcelona,28,M(C),20(7),1820,3,1.2,73.1,92.7,0.4,3.6,0.3,7.40
Raúl García,Osasuna,32,"M(CLR),FW",30(3),2572,8,1.4,33.8,58.9,0.2,1.1,0.2,7.40
Sergio Ramos,Real Madrid,33,D(CR),34,3055,4,0.6,58.2,86,0.2,5.8,0.1,7.39
Karim Benzema,Real Madrid,31,FW,26(8),2258,7,1.2,26.7,81.8,0.1,0.9,0.3,7.39
Filipe Luís,Atletico Madrid,33,D(L),36,3240,3,1.1,37.9,78.6,1,1.4,0.1,7.38
Mesut Özil,Real Madrid,30,M(CLR),30(5),2591,17,2.9,46.8,87.1,1.3,2.1,0.6,7.37
Sergio,Osasuna,42,"D(CL),DMC",20,1699,1,0.3,33.2,65.2,0.1,4.1,-,7.35
Javi Martínez,Athletic Bilbao,30,"D(C),M(C)",30(1),2561,1,0.3,54,84.3,-,5.6,0.1,7.34
David Zurutuza,Real Sociedad,32,M(CL),30(3),2530,2,1.1,42.2,80.3,0.8,1.8,0.2,7.32
Gonzalo Higuaín,Real Madrid,31,FW,18(17),1716,7,0.8,18.7,84.8,0.1,1,0.1,7.31
Chico Flores,Mallorca,32,D(C),33,2916,2,0.2,33.7,71,0.1,1.9,-,7.30
Jaume Costa,Villarreal,31,"D(L),M(L)",6,540,-,0.7,39.2,75.3,0.7,1.3,0.3,7.30
Apoño,Real Zaragoza,35,M(C),16(1),1383,1,1.3,50.6,75,0.6,6.8,0.1,7.29
Alejandro Gálvez,Sporting Gijon,30,"D(C),M(C)",11(1),983,-,0.2,29.5,69.8,-,2.5,-,7.29
Asier Illarramendi,Real Sociedad,29,M(C),16(2),1411,1,0.8,41.9,79.8,0.7,3,0.1,7.29
Leonardo Ponzio,Real Zaragoza,37,M(C),16,1393,1,0.7,46.8,70.4,0.2,3.7,0.1,7.29
Carlos Martínez,Real Sociedad,33,D(R),19(2),1687,2,1,32.8,68.1,0.9,2.6,-,7.28
Gabi,Atletico Madrid,35,M(C),30(1),2624,5,2.1,54.2,81.4,1.7,5.8,0.1,7.28
Emir Spahic,Sevilla,38,D(C),22,1925,-,-,44.2,73.4,-,3.7,-,7.28
Míchel,Getafe,33,M(C),19(3),1609,1,0.4,37.5,77.6,-,3,-,7.27
Álvaro Cejudo,Osasuna,35,M(LR),28(6),2387,7,1.9,22.6,71.4,1.9,0.6,0.1,7.26
Juan Valera,Getafe,34,D(R),30,2678,2,0.5,30.3,65.6,0.7,1.2,-,7.26
Gonzalo Castro,Mallorca,34,"AM(LR),FW",30(5),2545,9,2,25.1,77.5,1.8,1.1,0.1,7.25
Roberto Fernández,Granada,40,GK,22,1980,-,0.1,39.9,58.3,-,14.3,-,7.25
Fernando Amorebieta,Athletic Bilbao,34,D(CL),27(1),2339,1,0.2,46.5,73.3,0.1,4.9,-,7.25
Gustavo Cabral,Levante,33,D(C),15(1),1366,1,0.1,20.1,76.7,-,1.7,0.1,7.25
Juanfran,Levante,42,D(CL),29,2587,3,0.6,29.8,66.8,0.3,1.8,0.1,7.25
Michu,Rayo Vallecano,33,"AM(C),FW",37,3285,3,1.1,30,68.4,0.1,0.7,0.1,7.24
Javi López,Espanyol,33,"D(R),DMC",26(3),2286,3,0.6,33.5,76.1,0.4,1.4,0.1,7.24
Fernando Navarro,Sevilla,37,D(CL),35,3043,1,0.6,44.1,79.3,0.4,2.7,0.1,7.23
Beñat Etxebarria,Real Betis,32,M(C),30(5),2648,5,1.5,50.6,81.4,1.2,5.1,0.4,7.23
Jesús Gámez,Malaga,34,D(LR),24(1),2155,5,1,43.4,80.4,1,2.1,0.1,7.22
Javad Nekounam,Osasuna,38,"D(C),M(CR)",28(3),2507,-,0.4,36.3,76.2,-,5,-,7.22
Antoine Griezmann,Real Sociedad,28,"AM(CLR),FW",28(7),2621,4,1.2,26.5,73,0.9,0.9,0.1,7.21
Arda Turan,Atletico Madrid,32,AM(CLR),24(9),2167,6,1.2,35.1,83.2,0.5,1.3,0.2,7.21
Pepe,Real Madrid,36,D(C),29,2550,-,0.3,49.8,85.4,-,6.8,-,7.21
Valdo,Levante,38,"M(CR),FW",32(2),2852,6,1,27,69.8,0.6,0.7,-,7.20
Isco,Malaga,27,"AM(CLR),FW",29(3),2520,4,1.3,45.8,86.6,0.6,1.9,0.3,7.20
Javi Venta,Levante,43,D(R),25(1),2225,2,0.6,31.7,72.8,0.5,1.3,-,7.20
Radamel Falcao,Atletico Madrid,33,FW,33(1),2942,3,1,21,76.6,-,0.4,0.1,7.20
Martín Demichelis,Malaga,38,D(C),33(2),3017,1,0.2,44.9,79.8,-,3.4,-,7.19
Raúl Rodríguez,Espanyol,31,"D(CR),DMC",28,2437,-,0.4,42.8,81.1,-,3.7,-,7.19
Borja Valero,Villarreal,34,M(CL),36,3151,6,2.1,51.3,82.3,1.2,3.5,0.5,7.18
Diego Costa,Rayo Vallecano,30,FW,15(1),1320,4,0.9,21.5,70.1,0.3,0.8,0.2,7.18
Joaquín,Malaga,37,"M(CLR),FW",19(4),1711,3,2.1,39,81.5,1.5,0.9,0.3,7.18
Álvaro Arbeloa,Real Madrid,36,D(LR),26,2226,3,0.6,46.4,89.1,0.2,2.1,0.1,7.18
Nacho Monreal,Malaga,33,"D(CL),M(L)",28(3),2564,4,1.2,40.5,81.9,0.5,0.9,-,7.17
Jefferson Montero,Real Betis,29,M(L),26(6),2052,3,0.9,19.8,70.8,0.3,0.3,0.5,7.17
Ernesto Galán,Espanyol,33,"D(R),DMC",11,952,-,0.4,39.9,72.9,0.3,1.1,-,7.16
Álvaro Negredo,Sevilla,33,FW,28(2),2341,3,1.3,22.3,67,0.1,0.8,0.3,7.15
Ion Ansotegi,Real Sociedad,36,D(C),9(1),833,-,0.1,24.9,75.9,-,2.6,-,7.15
Sergio Ballesteros,Levante,43,D(C),37,3330,1,0.3,25.5,64.3,-,1.8,-,7.14
Marcos Senna,Villarreal,42,"D(C),DMC,M(R)",24(7),2093,1,0.8,40.8,79.9,0.5,2.8,-,7.14
Federico Fazio,Sevilla,32,D(C),25(3),2249,-,0.3,37.5,77.6,-,3.5,-,7.14
Gorka Elustondo,Real Sociedad,32,"D(C),M(C)",16(1),1412,2,0.4,41.4,77.7,0.1,4.9,0.1,7.14
David Albelda,Valencia,41,M(C),19(2),1599,-,0.5,42.8,82.2,-,3.5,0.2,7.13
Iván Ramis,Mallorca,34,D(C),34,2976,-,0.1,34.9,73,-,4.4,-,7.13
Adriano,Barcelona,34,"D(CLR),M(L)",20(6),1733,5,0.5,43.7,89.9,0.5,1.6,0.1,7.13
Diego,Atletico Madrid,34,AM(CLR),27(3),2210,3,2.5,47,80.2,1.3,2.9,0.4,7.12
Dídac Vilá,Espanyol,30,D(L),37,3330,2,0.8,45.5,65.8,0.7,2.4,-,7.12
Pape Diop,Racing Santander,33,M(C),33(1),2914,4,0.8,39.6,71.9,0.7,4.1,0.2,7.12
Casado,Rayo Vallecano,32,D(L),32,2776,2,0.6,37.8,67.6,0.7,4,-,7.12
Juanfran,Atletico Madrid,34,D(R),23(3),2064,5,0.8,33.1,76.3,0.6,1.6,-,7.12
Vicente Iborra,Levante,31,M(C),28(5),2328,1,0.2,27.8,74.8,-,2.5,-,7.12
David Navarro,Levante,39,D(C),3(1),271,-,-,19,75,-,2,-,7.11
Alberto de la Bella,Real Sociedad,33,D(L),21,1818,2,1,36,78.7,0.8,2.7,-,7.10
David Barral,Sporting Gijon,36,FW,26(4),2251,2,0.7,22.7,70.7,-,0.5,-,7.10
Pablo Álvarez,Real Zaragoza,35,D(CLR),15,1282,-,0.3,26.2,69.2,0.3,1.6,0.1,7.10
Carlos Vela,Real Sociedad,30,"M(CLR),FW",28(7),2488,7,1.2,24.3,79.7,0.7,0.9,0.1,7.09
Eneko Satrústegui,Osasuna,28,D(C),10,787,-,0.3,29.2,65.8,0.5,2.1,-,7.09
Paulo Da Silva,Real Zaragoza,39,D(C),27(2),2468,-,-,27.4,70.8,-,2,-,7.09
Alberto Lora,Sporting Gijon,32,D(R),25(2),2241,1,0.9,40,76,0.3,2,0.1,7.09
Toño,Racing Santander,39,GK,25,2166,-,-,27.2,43.9,-,10.1,-,7.08
Gary Medel,Sevilla,31,"D(C),DMC",30(1),2638,-,0.5,51.7,85.5,-,5.9,-,7.08
Gorka Iraizoz,Athletic Bilbao,38,GK,37,3330,-,-,33.6,73.3,-,10.5,-,7.08
Cata Díaz,Getafe,39,D(C),36,3240,-,0.1,33.1,75,-,4.9,-,7.07
Ádám Pintér,Real Zaragoza,31,"D(C),M(C)",14(3),1258,-,0.4,27.8,75.5,-,1.9,-,7.07
José Antonio Reyes,Sevilla,35,M(CLR),15(4),1210,4,1.7,28.5,71.6,1.3,2.5,0.5,7.07
Mikel González,Real Sociedad,33,D(C),25(3),2206,-,0.1,32.3,78.7,-,3.8,-,7.07
Mateo Musacchio,Villarreal,28,D(C),29(1),2650,-,0.2,37.6,81.1,-,3.5,-,7.07
Martí,Mallorca,44,M(C),24(4),2140,-,0.7,31.4,74.1,0.7,1.8,-,7.07
Barkero,Levante,40,M(C),30(2),2510,8,1.7,33.5,68.7,1.8,1.9,0.4,7.07
Eric Abidal,Barcelona,39,D(C),20(2),1765,2,0.4,62.5,89.9,0.2,3.8,0.1,7.07
Kiko Casilla,Espanyol,32,GK,15(1),1359,-,-,23.3,59.7,-,6.8,-,7.07
Miguel Brito,Valencia,39,D(R),11,925,2,0.8,35.4,75.8,0.8,1.9,-,7.07
Dani Estrada,Real Sociedad,32,D(R),25(4),2263,1,0.4,33.7,72.7,0.6,1.4,-,7.07
Arouna Koné,Levante,35,"AM(LR),FW",34,2939,4,0.8,23.2,74.9,0.1,0.3,0.1,7.06
Sergio García,Espanyol,36,"M(CLR),FW",21(3),1773,8,1.6,25.8,73.8,0.5,0.5,0.3,7.06
Ander Herrera,Athletic Bilbao,29,M(C),25(7),2163,7,1,51.4,81.1,0.7,2.9,0.4,7.05
