Name,Team,Age,Position,Apps,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating
Lionel Messi,Barcelona,32,"AM(CR),FW",30(5),2841,34,10,3,-,4.7,85.7,0.2,14,8.67
Cristiano Ronaldo,Real Madrid,34,"M(L),FW",28(1),2490,26,7,3,2,7.3,79.7,0.9,13,8.54
Gonzalo Higuaín,Real Madrid,31,FW,28(4),2401,27,5,3,-,3.1,81.5,0.1,6,7.90
Dani Alves,Barcelona,36,"D(R),M(CR)",28(1),2505,3,10,7,1,1,85.1,1.1,2,7.85
Ruud van Nistelrooy,Real Madrid,43,"AM(L),FW",0(1),11,1,1,-,-,1,66.7,-,-,7.81
Javi Martínez,Athletic Bilbao,30,"D(C),M(C)",34,3003,6,1,9,1,1.6,75.6,2.3,5,7.71
Sergio Ramos,Real Madrid,33,D(CR),33,2902,4,5,13,1,1.1,85.3,2,2,7.71
Marcelo,Real Madrid,31,D(L),34(1),3001,4,9,5,-,1.6,81,0.4,1,7.68
Xavi,Barcelona,39,DMC,31(3),2805,3,13,4,-,1.3,90.4,-,4,7.67
Juan Cala,Sevilla,29,D(C),5,450,3,-,1,-,1.8,76.6,2.2,1,7.66
Chema,Xerez,39,Goalkeeper,3,270,-,-,1,-,-,43.8,0.3,1,7.65
Antonio Luna,Sevilla,28,"D(L),M(L)",1,90,-,-,-,-,-,64.3,1,-,7.62
Armando,Athletic Bilbao,48,Goalkeeper,1,90,-,-,-,-,-,60,-,-,7.61
Xabi Alonso,Real Madrid,37,M(C),34,3010,3,5,12,-,1.2,85.6,1,1,7.58
Duda,Malaga,39,M(CLR),33(1),2917,8,7,8,2,2,63.8,0.5,6,7.56
David Villa,Valencia,37,"AM(L),FW",31(1),2711,21,3,4,-,4.3,67.3,0.6,7,7.51
Zlatan Ibrahimovic,Barcelona,37,FW,23(6),2037,16,7,6,1,3.4,73.7,1,2,7.48
Pepe,Real Madrid,36,D(C),10,856,1,-,1,-,0.5,80.7,1.8,1,7.47
Luís Fabiano,Sevilla,38,FW,18(5),1645,15,3,9,-,3.3,69.4,1.1,5,7.45
Pedro León,Getafe,32,M(LR),33(2),2776,8,9,9,1,2.4,75.9,0.7,4,7.44
Kaká,Real Madrid,37,"M(CL),FW",21(4),1829,8,5,3,-,2.8,85.8,0.4,-,7.43
Eric Abidal,Barcelona,39,D(C),15(2),1407,-,4,3,-,0.1,83.2,0.7,-,7.42
Gonzalo Castro,Mallorca,34,"AM(LR),FW",32(3),2868,6,8,6,-,2.1,74.7,0.2,3,7.42
Filipe Luís,Deportivo La Coruna,33,D(L),20(1),1786,3,1,-,-,0.7,78.8,0.1,3,7.38
Fernando Llorente,Athletic Bilbao,34,FW,35(2),2870,14,5,-,-,3.1,61.1,4.1,5,7.34
Christian Fernández,Racing Santander,33,D(L),28(1),2507,2,-,6,-,0.4,68.4,1.6,2,7.34
David Silva,Valencia,33,M(CLR),28(2),2424,8,7,6,-,2.4,81.7,0.5,4,7.34
Andrés Iniesta,Barcelona,35,M(CL),20(9),1928,1,5,2,-,1,88.4,0.1,2,7.33
Borja Valero,Mallorca,34,M(CL),32(1),2881,5,8,10,-,1.1,77.3,0.4,3,7.32
Esteban Granero,Real Madrid,31,M(CLR),21(10),1867,3,5,3,-,1.6,84.6,0.4,1,7.30
Xabier Etxeita,Athletic Bilbao,31,D(C),1(2),199,-,-,1,-,0.3,62.7,2,-,7.30
Jordi Alba,Valencia,30,D(L),12(3),1125,1,-,3,-,0.8,83.7,0.4,1,7.29
César,Valencia,47,GK,30,2700,-,-,5,-,-,56.8,0.1,2,7.28
Yaya Touré,Barcelona,36,M(C),18(5),1493,1,4,3,-,0.8,91.1,1,2,7.28
Diego Perotti,Sevilla,30,"M(CLR),FW",22(6),1834,4,3,4,-,1.1,81.4,0.2,3,7.27
Jirí Jarosik,Real Zaragoza,41,D(C),20,1800,2,1,6,-,0.6,81.7,1.5,1,7.27
Carles Puyol,Barcelona,41,D(C),31(1),2720,1,2,7,-,0.2,91.6,1.4,-,7.27
Álvaro Arbeloa,Real Madrid,36,D(LR),30,2649,2,2,10,-,0.3,87.3,0.9,-,7.27
Aritz Aduriz,Mallorca,38,FW,33(1),2798,12,4,10,-,2.4,67.2,3.5,3,7.26
Julio Álvarez,Mallorca,38,M(CR),21(5),1741,6,5,1,-,0.8,80.5,0.4,4,7.26
Maxwell,Barcelona,37,D(L),25,2167,-,4,5,-,0.2,87.5,1.2,-,7.26
Sergio Agüero,Atletico Madrid,31,"AM(CL),FW",24(7),2205,12,4,6,-,2.8,77.3,0.1,3,7.25
Seydou Keita,Barcelona,39,M(C),23(6),2089,6,2,8,-,1.3,87.9,1.3,4,7.25
