Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Nenê,Paris Saint-Germain,37,AM(CLR),35,3091,9,3.4,34.7,71,2.9,1.7,0.2,7.81
Mamadou Samassa,Marseille,33,"AM(CLR),FW",0(1),34,-,2,15,100,-,2,-,7.52
Romain Sartre,Lens,36,DMC,1,90,-,-,38,86.8,-,8,-,7.51
Laurent Pionnier,Montpellier,37,GK,1,90,-,-,22,68.2,-,6,-,7.50
Eden Hazard,Lille,28,"M(CLR),FW",35(3),3085,10,2.6,41.8,80.4,0.9,0.8,0.2,7.47
Yohan Benalouane,Saint-Etienne,32,D(CR),0(1),74,1,1,15,66.7,-,2,-,7.45
Hatem Ben Arfa,Marseille,32,"M(CR),FW",0(1),34,1,3,18,94.4,1,1,1,7.37
Moussa Sow,Lille,33,"M(LR),FW",33(3),2817,3,0.9,19.4,70,0.3,0.3,0.1,7.37
Dimitri Payet,Saint-Etienne,32,M(CLR),28(5),2526,3,2.5,28.6,69.6,1.6,2.2,0.5,7.37
Yohan Cabaye,Lille,33,M(C),36,3099,8,1.6,60.5,82.5,1,5.7,0.3,7.37
Emir Spahic,Montpellier,38,D(C),23,1977,1,0.2,43.2,79.4,-,3.6,-,7.34
André Ayew,Marseille,29,"M(CLR),FW",32(5),2797,2,1.1,27.6,78.8,0.3,0.6,-,7.34
Kader Mangane,Rennes,36,"D(C),DMC",29,2576,-,0.3,39.6,78,-,3,-,7.29
Marvin Martin,Sochaux,31,M(C),37,3312,19,2.1,45.4,82,1.6,3.5,0.3,7.29
Benoit Pedretti,Auxerre,38,M(C),20,1800,4,2.3,59.1,77.8,1.4,7.3,0.1,7.27
Teddy Richert,Sochaux,44,GK,15,1306,-,0.1,26.9,55.4,-,10.6,-,7.27
Julien Féret,Nancy,36,M(C),36,3082,6,2.1,36.9,70.9,0.8,1.8,0.3,7.26
Willy Boly,Auxerre,28,D(C),8,720,-,-,25.6,74.6,-,1.9,-,7.26
Benoit Cheyrou,Marseille,38,M(C),27(7),2471,5,1.8,41.5,82.3,1.1,3.6,0.2,7.26
Lisandro López,Lyon,36,"AM(L),FW",24(3),2091,4,1,32.2,80.6,0.1,1.1,0.1,7.26
Etienne Capoue,Toulouse,30,"D(C),M(CL)",37,3330,-,0.4,53.4,78,0.1,5.4,0.1,7.25
Adil Hermach,Lens,33,M(C),30(1),2639,5,1.1,44.6,75,0.5,4.3,0.1,7.24
Romain Hamouma,Caen,32,"M(CLR),FW",31(1),2704,8,1.3,17.3,75.7,0.9,0.6,0.3,7.24
Mamadou Sakho,Paris Saint-Germain,29,D(C),35,3037,1,-,37.1,84,-,2.3,-,7.23
Bruno Ecuele Manga,Lorient,30,D(CR),31,2790,-,0.2,40.5,87.2,-,3.6,-,7.23
Blaise Matuidi,Saint-Etienne,32,M(CL),34,3052,2,0.9,48.8,82.5,0.2,3.6,0.1,7.21
Gervinho,Lille,32,"M(LR),FW",33(2),2854,9,1.3,22,79.9,0.1,0.3,-,7.20
Amadou Sidibe,Auxerre,33,D(C),9(1),804,1,0.4,26.6,75.9,0.2,1,-,7.20
Guillaume Hoarau,Paris Saint-Germain,35,FW,31(2),2640,6,1.3,27.7,66.5,0.1,0.4,0.1,7.19
Pascal Berenguer,Nancy,38,"D(C),M(CR)",15(3),1324,1,0.6,34.9,76.5,0.3,2,-,7.19
Lucho González,Marseille,38,M(C),33(3),2913,6,2.1,41.6,76.1,1.4,1.2,0.2,7.19
Boukary Dramé,Sochaux,33,"D(L),M(L)",23(3),2162,2,0.5,38.7,85.8,0.4,2.5,-,7.19
Michael Ciani,Bordeaux,35,D(C),27(2),2424,-,0.1,42.9,78.4,-,5.1,-,7.18
Jérémy Toulalan,Lyon,35,"D(C),M(C)",27(1),2259,1,0.5,48.5,77.3,-,2.6,-,7.18
Anthony Mounier,Nice,31,AM(CLR),33(1),2876,11,2.2,25.6,71.6,1.9,0.9,0.1,7.16
Jaroslav Plasil,Bordeaux,37,M(C),38,3356,12,2.4,43.5,79.2,1.7,2.3,-,7.16
Jordan Loties,Nancy,34,"D(C),DMC",24(1),2141,-,0.1,38.4,76.2,-,2.8,-,7.16
Matthieu Dreyer,Sochaux,30,GK,10(1),945,-,0.1,24.5,59.6,-,10.2,-,7.15
Nicolas Seube,Caen,39,M(C),29,2472,-,0.6,39.2,79.5,0.1,3,-,7.15
Samba Diakité,Nancy,30,M(C),16(7),1566,-,0.3,32.7,79.5,0.1,1.5,-,7.15
Yann M'Vila,Rennes,29,M(C),37,3307,1,0.5,61.2,82.2,0.1,5.5,0.3,7.15
Lamine Sané,Bordeaux,32,"D(C),M(C)",33,2926,-,0.5,39.1,79.5,0.4,3.4,-,7.15
Mathieu Debuchy,Lille,33,D(CR),35,3056,3,1,39.8,73.9,0.9,1.1,-,7.15
Adama Coulibaly,Auxerre,38,"D(CL),DMC",38,3420,-,0.1,28.7,79.7,-,2,-,7.15
Loïc Remy,Nice,32,"M(LR),FW",2,180,-,0.5,28,83.9,0.5,1,-,7.14
Kevin Gameiro,Lorient,32,FW,36,3223,3,1.6,34.3,79.4,0.6,1,0.2,7.13
Jean-Armel Kana-Biyik,Rennes,29,D(C),27(1),2479,-,-,37.2,84.7,-,2.4,-,7.13
Nicolas Maurice-Belay,Sochaux,34,"M(CL),FW",31(6),2658,4,1.1,30.4,77,0.7,0.6,0.1,7.13
Alexis Thébaux,Caen,34,GK,35,3150,-,-,25.5,55.8,-,10.1,-,7.13
Grégory Pujol,Valenciennes,39,FW,33,2890,3,0.8,25.9,68.9,0.3,0.5,-,7.12
Foued Kadir,Valenciennes,35,M(CLR),11(1),962,-,1.6,35,81.4,0.6,1.2,0.1,7.12
Franck Beria,Lille,36,D(CLR),25(2),2288,1,0.4,33.5,74.8,0.2,0.7,-,7.12
César Azpilicueta,Marseille,29,"D(CLR),M(R)",12(3),1015,1,0.5,29.3,78.6,0.4,0.9,0.1,7.11
Kévin Théophile-Catherine,Rennes,29,D(CLR),25(1),2266,-,0.2,32,75.8,0.3,1.2,-,7.10
Gaël Danic,Valenciennes,37,AM(CLR),31(5),2644,6,1.6,23,70.9,1.7,1.2,0.1,7.10
Christophe Jallet,Paris Saint-Germain,35,D(LR),35,3053,-,0.8,44.9,73.2,1.2,3,-,7.10
Ryad Boudebouz,Sochaux,29,"M(CLR),FW",37(1),3250,8,1.3,43.8,80.9,1,3,0.2,7.10
Morgan Amalfitano,Lorient,34,M(CLR),38,3416,12,1.6,51.1,78.8,1.4,2.3,0.3,7.09
Loic Perrin,Saint-Etienne,33,D(C),27,2353,1,0.9,43.9,79.7,0.1,2.5,-,7.08
Raphael Varane,Lens,26,D(C),22(1),1977,-,0.3,34.6,75.5,-,3.2,-,7.07
Alou Diarra,Bordeaux,37,"D(C),M(C)",32,2800,1,0.6,42.1,79.6,-,1.5,-,7.07
Modibo Maiga,Sochaux,31,FW,35(1),3043,2,0.9,27.5,70.8,0.1,0.4,-,7.07
Jérémy Morel,Lorient,35,D(CL),28(1),2550,2,0.4,52.4,79.1,0.3,3.4,0.1,7.06
Thomas Bosmel,Caen,31,Goalkeeper,3,270,-,-,23.7,54.9,-,6.7,-,7.06
Rudy Mater,Valenciennes,38,D(R),26(3),2222,4,0.8,37.3,67.9,1.3,2.7,-,7.06
Didier Digard,Nice,32,M(C),21(3),1913,3,0.6,48,73.5,0.3,5.5,-,7.06
Cheikh M'Bengue,Toulouse,30,"D(CL),M(L)",25,2133,-,0.6,34.5,73.3,0.2,0.8,-,7.05
Hamdi Kasraoui,Lens,36,GK,6(1),548,-,-,20.7,64.1,-,6.6,-,7.05
Paul Baysse,Brest,31,D(CR),29(2),2700,1,0.2,36.7,66.1,0.1,2.6,-,7.05
Sylvain Armand,Paris Saint-Germain,38,D(CL),31(2),2803,1,0.1,35.9,80.4,-,2.8,-,7.05
Stéphane Grichting,Auxerre,40,"D(CL),DMC",24(1),2148,-,0.1,23.2,74.8,0.1,1.6,-,7.05
Jacques-Alaixys Romao,Lorient,35,"D(C),M(C)",33,2927,1,0.6,48.2,85,-,2.5,-,7.05
Jeremie Bréchet,Sochaux,39,D(C),20,1800,-,0.3,33,82.7,-,5.6,0.1,7.05
Brahim Ferradj,Brest,31,D(L),21(5),1895,-,0.4,30.3,70.3,-,1.1,-,7.04
Loïc Remy,Marseille,32,"M(LR),FW",24(7),2164,3,0.8,19.9,72.2,0.5,0.4,0.1,7.04
Alassane Toure,Lens,30,D(R),10(2),994,-,0.3,24.9,78.3,-,3.3,-,7.04
Aly Cissokho,Lyon,31,"D(L),M(L)",29,2509,2,0.5,36.1,77.8,0.8,1.3,-,7.04
Renaud Cohade,Valenciennes,34,M(C),27(4),2438,9,1.6,44.8,79.6,1.2,3.5,0.1,7.04
Benoit Lesoimier,Brest,36,M(L),28(5),2560,5,1.4,25.1,73.1,0.5,0.3,0.1,7.04
Kim Källström,Lyon,36,M(C),29(4),2552,3,1.2,50.7,75.3,0.7,4.8,0.2,7.03
Cedric Hengbart,Auxerre,38,D(CR),27(1),2438,4,0.6,34,70.4,0.6,1.6,-,7.03
Taye Taiwo,Marseille,34,D(CL),29(1),2619,3,0.8,39.1,70.9,0.6,3,0.1,7.03
Franck Tabanou,Toulouse,30,"D(L),M(L)",32(2),2757,5,0.7,29.7,72.3,0.6,0.8,0.1,7.03
Damien Perquis,Sochaux,35,D(C),35,3006,-,0.2,30.7,80.7,0.1,4.2,-,7.01
Brown Ideye,Sochaux,30,FW,33(2),2815,6,1.3,22.6,75.5,0.3,0.5,0.1,7.01
Youssef El-Arabi,Caen,32,"AM(C),FW",36(2),3270,5,1.2,27.5,72.4,0.4,0.8,0.1,7.01
Youssouf Hadji,Nancy,39,FW,25(1),2248,2,1.5,31.1,71.8,0.3,0.9,0.2,7.01
Aurélien Chedjou,Lille,34,"D(C),DMC",31(3),2734,-,0.2,49.5,84.3,-,6.2,-,7.00
Wendel,Bordeaux,37,M(CL),26(5),2157,2,1.3,25.3,77.4,1,0.5,0.1,7.00
Maxime Baca,Lorient,36,D(LR),27(2),2357,2,0.7,47.4,77.4,0.3,1.9,-,7.00
Yoann Gourcuff,Lyon,32,M(CL),20(4),1649,4,2.1,33,79.4,2,1.1,0.1,7.00
Jean-Pascal Mignot,Auxerre,38,D(C),16(1),1485,-,0.2,31.9,72.9,0.1,3,-,6.99
Yacine Brahimi,Rennes,29,M(CLR),14(8),1228,1,1.3,22.6,87.5,0.6,0.8,0.1,6.99
Clément Chantôme,Paris Saint-Germain,31,M(C),26,2290,-,1.1,47.9,85.7,0.3,3.2,0.1,6.98
Landry N'Guémo,Nancy,33,M(C),30(3),2714,-,0.9,50.5,81.9,-,3.9,0.2,6.98
Stéphane Ruffier,Monaco,32,GK,34,2987,-,0.1,29.6,54.4,-,8.4,-,6.98
Marco Estrada,Montpellier,36,M(C),26(4),2186,6,1.4,41.5,78.1,1.5,4,0.1,6.98
Sébastien Puygrenier,Monaco,37,D(C),28(3),2512,1,0.2,31.8,75.8,0.1,3.5,-,6.97
Alexandre Raineau,Caen,33,D(C),21(2),1969,1,0.5,31,74.8,0.6,1.1,-,6.97
Alaeddine Yahia,Lens,37,D(C),32(2),2873,-,0.1,23.6,70.8,-,2.6,-,6.97
Henri Bedimo,Lens,35,D(L),31(4),2873,4,0.6,27.2,67.6,0.5,2,0.1,6.97
Damien Gregorini,Nancy,40,GK,31,2790,-,-,26.2,57.9,-,10.7,-,6.97
Reynald Lemaître,Nancy,36,D(L),23(2),2059,-,0.8,36.6,69.6,0.7,1.6,0.1,6.97
David Ospina,Nice,30,GK,35,3091,-,0.1,28.5,54.5,-,8.5,-,6.96
Serge Aurier,Lens,26,"D(CLR),M(R)",24(3),2019,-,0.3,28.5,64.2,0.3,1.4,-,6.96
Sylvain Marveaux,Rennes,33,"AM(CLR),FW",9(1),702,2,1.6,30.8,83.4,0.9,1.6,0.4,6.95
Moustapha Bayal Sall,Saint-Etienne,33,D(C),19,1703,-,0.2,42.1,84.1,-,4.7,-,6.95
Ahmed Kantari,Brest,34,D(C),32,2809,-,0.1,34.5,73.3,-,2.8,-,6.95
Vincent Muratori,Monaco,31,D(L),14(3),1288,2,0.6,23.1,67.4,0.4,0.5,0.1,6.95
Rémi Gomis,Valenciennes,35,M(C),26(3),2324,-,0.5,38,85.4,0.1,2.5,-,6.95
Cris,Lyon,42,D(C),20(1),1786,-,0.1,37,83.4,-,3.3,-,6.95
Rod Fanni,Marseille,37,D(CR),19,1639,2,0.6,34.8,73.5,0.8,1.6,-,6.94
Francois Clerc,Nice,36,D(R),29,2594,1,0.6,35.6,81.8,0.2,2.6,-,6.94
Dejan Lovren,Lyon,29,D(C),26(2),2346,-,0.1,38.9,80.1,-,2.7,-,6.94
John Boye,Rennes,32,D(C),8(2),687,-,-,25.4,80.3,-,1.2,-,6.94
Thomas Heurtaux,Caen,30,D(CR),29(2),2563,-,0.1,25,82.2,-,2.7,-,6.93
Mathieu Valbuena,Marseille,34,M(CLR),26(6),2078,4,1.3,30.7,84.9,0.8,0.8,0.1,6.93
Pierrick Cros,Sochaux,28,GK,13,1170,-,-,27.7,56.4,-,11.6,-,6.93
Gregory Leca,Caen,39,"D(L),DMC",24(2),2135,1,0.2,28.8,71,-,4.3,-,6.93
Gabriel Heinze,Marseille,41,"D(CL),DMC",31,2773,-,0.3,41.1,75.6,0.1,2.2,-,6.93
Abdoulrazak Boukari,Lens,32,"M(CL),FW",14(4),1336,1,1.2,23.9,71.5,0.8,0.8,0.2,6.93
Étienne Didot,Toulouse,35,M(C),36,3031,3,1.4,46.2,76.2,1.2,1.9,0.2,6.93
Rio Mavuba,Lille,35,M(C),38,3344,1,0.5,54.9,86.7,0.1,3.9,-,6.93
Nemanja Pejcinovic,Nice,31,D(CR),32(1),2924,-,0.1,33.6,82.6,0.1,2.1,-,6.93
Gaëtan Bong,Valenciennes,31,D(L),22,1922,2,0.3,36.9,73.2,0.1,1.9,-,6.93
Florent Balmont,Lille,39,DMC,26(1),2084,3,1,55,86.7,0.7,2.8,0.1,6.92
Hugo Lloris,Lyon,32,GK,37,3330,-,0.1,26.8,46.7,-,7.5,-,6.92
Park Chu-Young,Monaco,33,FW,32(1),2851,-,1,24.8,66.3,0.2,0.6,-,6.92
Romain Danzé,Rennes,32,"D(R),M(CR)",38,3363,1,0.6,43.3,77,0.6,2,-,6.92
Emerse Faé,Nice,35,"D(C),M(C),FW",23(1),2099,1,0.8,43.4,87.3,0.2,2.9,-,6.92
Michel Bastos,Lyon,35,"D(L),M(CLR)",22(6),1849,4,1.2,25,76.4,1,1.1,-,6.92
Andre Luiz,Nancy,39,D(C),34,2992,1,0.3,34.2,71.7,-,3.8,-,6.91
Benjamin Angoua,Valenciennes,32,D(CR),30(1),2710,-,0.2,33.2,79.3,0.1,2.4,-,6.91
Gregory Tafforeau,Caen,42,D(C),16,1335,-,0.5,32.7,76.1,0.4,1.3,-,6.91
Romain Poyet,Brest,38,"D(C),M(C),FW",24(8),2211,2,0.7,27.1,64.3,0.2,0.3,-,6.91
Mickaël Landreau,Lille,40,GK,38,3420,-,-,29,66,-,8.9,-,6.91
Omar Daf,Brest,42,D(CR),28,2412,-,0.4,39.6,74.7,0.2,2.1,-,6.91
Romain Rocchi,Arles-Avignon,37,"DMC,M(R)",13(4),1249,-,0.6,31.9,74.2,0.2,1.5,0.1,6.91
Mapou Yanga-Mbiwa,Montpellier,30,D(CR),36,3180,-,0.5,41.6,80.6,-,2.3,-,6.90
Kevin Anin,Sochaux,32,M(C),23(1),1876,-,0.5,34,79.2,0.1,2.6,0.1,6.90
Renato Civelli,Nice,35,D(C),31,2725,-,0.2,37.3,78.8,-,3.4,-,6.90
David Sauget,Sochaux,39,D(L),38,3416,2,0.5,36.3,80.4,0.6,2.7,-,6.90
Josuha Guilavogui,Saint-Etienne,28,M(C),17(5),1548,-,0.4,33.8,82.4,-,2.9,-,6.89
Steeve Elana,Brest,38,GK,38,3420,-,-,24.7,45.5,-,7.6,-,6.89
Adil Rami,Lille,33,D(C),36,3224,2,0.3,48.7,83.1,-,6.4,-,6.89
Jean Makoun,Lyon,36,M(C),11(2),1021,2,0.8,54.4,82.7,0.1,2.7,0.2,6.89
Kossi Prince Segbefia,Auxerre,28,M(C),3(1),308,-,0.8,25.5,81.4,-,1.3,-,6.89
Ali Ahamada,Toulouse,27,GK,8(1),723,-,-,24.7,39.6,-,7,-,6.89
Sylvain Marchal,Saint-Etienne,39,D(C),19,1636,-,0.2,33.7,83,-,2.5,-,6.89
