Name,Team,Age,Position,Apps,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating
Luis Suárez,Liverpool,32,"AM(CLR),FW",33,2965,31,12,6,-,5.5,74.8,0.7,14,8.43
James Wilson,Manchester United,23,FW,1,64,2,-,-,-,4,66.7,-,-,8.04
Chris David,Fulham,24,Midfielder,0(1),67,1,-,1,-,3,90.2,-,-,8.02
Lukasz Fabianski,Arsenal,34,GK,1,90,-,-,-,-,-,62.9,-,-,7.90
Anders Lindegaard,Manchester United,35,GK,1,90,-,-,-,-,-,43.3,-,-,7.82
Steven Gerrard,Liverpool,39,M(C),33(1),2900,13,13,7,-,1.8,86,1.3,4,7.77
Aaron Ramsey,Arsenal,28,M(CR),20(3),1764,10,8,3,-,2.2,84.4,0.5,6,7.76
Marouane Fellaini,Everton,31,M(C),3,270,-,-,-,-,1.7,89.1,6.3,-,7.75
Sergio Agüero,Manchester City,31,"AM(CL),FW",20(3),1539,17,6,4,-,3.7,84.9,0.4,6,7.71
Eden Hazard,Chelsea,28,"M(CLR),FW",32(3),2898,14,7,2,-,2.1,83.4,0.5,6,7.68
Nemanja Matic,Chelsea,30,DMC,15(2),1364,-,4,3,-,0.8,84.8,2.8,1,7.63
Wayne Rooney,Manchester United,33,"M(CLR),FW",27(2),2448,17,10,8,-,3.5,80.1,0.9,6,7.62
David Silva,Manchester City,33,M(CLR),26(1),2174,7,9,5,-,2,88.2,0.3,4,7.57
Yaya Touré,Manchester City,36,M(C),35,2927,20,9,4,-,1.8,90.1,0.9,4,7.55
Mile Jedinak,Crystal Palace,34,"D(C),DMC",38,3389,1,1,7,-,0.9,71.9,4.4,5,7.55
Yohan Cabaye,Newcastle United,33,M(C),17(2),1509,7,2,5,-,3.3,82,0.1,3,7.48
Martin Skrtel,Liverpool,34,D(C),36,3222,7,1,6,-,0.4,90.8,3.6,2,7.46
Daniel Sturridge,Liverpool,29,"M(R),FW",26(3),2277,21,7,2,-,3.4,79.3,0.3,2,7.45
Mathieu Debuchy,Newcastle United,33,D(CR),28(1),2494,1,3,8,1,1.2,72.8,4,7,7.44
Coutinho,Liverpool,27,M(CLR),28(5),2338,5,7,1,-,2.8,80.6,0.3,2,7.44
Joe Lewis,Cardiff,31,GK,1,90,-,-,-,-,-,67.4,-,-,7.41
Raheem Sterling,Liverpool,24,"M(CLR),FW",24(9),2221,9,5,3,-,1.4,81.7,0.3,2,7.40
Fernandinho,Manchester City,34,"D(R),DMC",29(4),2609,5,3,8,-,1,88.3,1.2,1,7.40
Curtis Davies,Hull,34,D(C),37,3326,2,1,6,-,0.7,78.9,4.6,2,7.40
Martín Demichelis,Manchester City,38,D(C),27,2430,2,1,6,-,0.6,89.9,2.3,1,7.39
Bryan Oviedo,Everton,29,"D(L),M(L)",8(1),718,2,2,1,-,1.7,85,0.3,1,7.38
Olivier Giroud,Arsenal,32,FW,36,3083,16,8,4,-,3.1,68.9,4,3,7.36
Santi Cazorla,Arsenal,34,M(CLR),30(1),2597,4,8,2,-,2.4,86.3,0.2,3,7.36
Marcos Alonso,Sunderland,28,"D(CL),M(L)",16,1440,-,1,4,1,1.6,71.9,1.8,1,7.34
Laurent Koscielny,Arsenal,33,D(C),32,2742,2,-,1,1,0.4,93.5,1.7,3,7.34
Samir Nasri,Manchester City,32,M(CLR),29(5),2499,7,7,3,-,1.4,91.5,0.1,2,7.34
Seamus Coleman,Everton,30,"D(R),M(R)",36,3229,6,2,3,-,0.8,88.5,0.4,1,7.32
Dejan Lovren,Southampton,29,D(C),31,2788,2,1,7,-,0.7,82,3.3,2,7.32
Patrice Evra,Manchester United,38,"D(CL),M(L)",33,2884,1,3,2,-,0.6,83.5,2.1,3,7.32
Juan Mata,Manchester United,31,AM(CLR),14(1),1231,6,4,-,-,1.9,89,0.1,2,7.31
Romelu Lukaku,Everton,26,"AM(R),FW",29(2),2564,15,6,1,-,3.2,66.6,2.9,4,7.31
Gary Cahill,Chelsea,33,D(C),29(1),2623,1,1,2,-,0.6,88.3,3.5,-,7.29
Branislav Ivanovic,Chelsea,35,D(CR),36,3180,3,1,8,-,1.1,81.8,3.3,1,7.29
Joel Ward,Crystal Palace,29,"D(LR),DMC,M(R)",36,3240,-,2,3,-,0.5,75.5,2,-,7.28
Gareth Barry,Everton,38,M(C),32,2849,2,4,10,-,0.5,86.7,1.4,1,7.28
Mesut Özil,Arsenal,30,M(CLR),25(1),2150,5,9,-,-,1.2,88,0.2,4,7.27
César Azpilicueta,Chelsea,29,"D(CLR),M(R)",26(3),2325,-,-,1,-,0.2,80.6,1.4,1,7.26
Phil Jones,Manchester United,27,"D(CR),DMC",26,2174,1,2,5,-,0.5,88.3,2.1,-,7.26
Phil Jagielka,Everton,36,D(CR),26,2316,-,1,2,-,0.6,86.9,2.7,2,7.26
Christian Benteke,Aston Villa,28,FW,24(2),2128,10,2,4,-,2.6,60.7,8.8,5,7.25
Leighton Baines,Everton,34,"D(L),M(L)",32,2840,5,4,6,-,0.7,85.7,0.4,3,7.25
Willian,Chelsea,30,AM(CLR),18(7),1680,4,2,3,1,1.8,85.6,0.3,1,7.25
Pablo Zabaleta,Manchester City,34,"D(R),DMC,M(R)",34(1),3079,1,6,11,-,0.6,84.7,1.3,2,7.25
Chico Flores,Swansea,32,D(C),30(1),2690,3,-,5,2,0.8,89.9,2.8,2,7.25
Gaël Clichy,Manchester City,33,D(L),18(2),1660,-,-,1,-,0.1,85.9,1.1,1,7.25
Sylvain Distin,Everton,41,D(C),33,2926,-,-,3,-,0.4,85,2.6,-,7.25
Adam Lallana,Southampton,31,AM(CLR),37(1),3102,9,5,3,-,1.8,84.6,0.5,3,7.24
Andy Carroll,West Ham,30,FW,12(3),1093,2,4,-,1,3.4,60.3,8.9,1,7.23
Ashley Williams,Swansea,34,D(C),34,3040,1,1,5,-,0.4,86.4,3.4,2,7.23
Christian Eriksen,Tottenham,27,M(CLR),23(2),1984,7,8,3,-,1.9,81.9,0.4,2,7.22
Marouane Fellaini,Manchester United,31,M(C),12(4),1106,-,1,2,-,1.6,88.5,3.1,-,7.21
Morgan Schneiderlin,Southampton,29,DMC,31(2),2767,2,1,8,-,0.9,89.3,1.5,2,7.21
José Fonte,Southampton,35,D(C),35(1),3181,3,-,7,-,0.6,82.5,2.4,3,7.21
Peter Crouch,Stoke,38,FW,30(4),2643,7,6,7,-,1.8,63.6,7.6,4,7.21
Mark Hudson,Cardiff,37,D(C),2,147,-,-,-,-,1.5,81.7,6.5,-,7.21
Jordan Henderson,Liverpool,29,M(CLR),35,3129,4,7,4,1,1.4,87.1,0.9,-,7.20
Bacary Sagna,Arsenal,36,D(CR),34(1),3061,1,2,6,-,0.5,85.4,3.5,1,7.20
Vincent Kompany,Manchester City,33,D(C),28,2365,4,1,6,1,0.6,88.1,1.3,-,7.18
Nemanja Vidic,Manchester United,37,D(C),23(2),2084,-,-,5,2,0.6,85.5,4.3,2,7.17
James Tomkins,West Ham,30,D(CR),31,2601,-,-,5,1,0.4,73.7,4,1,7.17
Chris Smalling,Manchester United,29,D(CR),21(4),1938,1,-,2,-,0.5,82.7,2.5,-,7.16
Tom Huddlestone,Hull,32,DMC,35(1),3145,2,3,4,1,1.7,79.6,1,2,7.16
Emmanuel Adebayor,Tottenham,35,FW,20(1),1809,11,4,-,-,2.1,83.1,1.9,4,7.16
Michael Dawson,Tottenham,35,D(C),31(1),2838,-,-,7,-,0.5,81.6,4.1,3,7.16
Per Mertesacker,Arsenal,34,D(C),35,3150,2,-,3,-,0.5,93,2.8,1,7.16
Luke Shaw,Southampton,23,"D(L),M(L)",35,2995,-,1,4,-,0.7,79.1,1.7,1,7.16
James Collins,West Ham,35,D(C),22(2),1899,1,-,6,-,0.6,63.8,3.5,1,7.15
Damien Delaney,Crystal Palace,37,D(C),37,3286,1,1,9,-,0.4,62.5,2.8,2,7.15
Loïc Remy,Newcastle United,32,"M(LR),FW",24(2),2103,14,3,2,1,3.5,80.8,1.5,2,7.15
Jesús Navas,Manchester City,33,"D(R),M(R)",18(12),1775,4,7,-,-,1.1,85.8,0.2,3,7.15
Edin Dzeko,Manchester City,33,FW,23(8),1993,16,1,4,-,3.3,73.7,2.8,-,7.15
James McCarthy,Everton,28,M(C),31(3),2856,1,3,5,-,0.6,87.2,1,1,7.14
Angel Rangel,Swansea,36,D(R),29(1),2632,-,1,8,-,0.3,84.8,1.2,-,7.14
Glen Johnson,Liverpool,34,"D(CLR),M(R)",29,2521,-,2,3,-,0.7,84.1,1.4,-,7.14
Mousa Dembélé,Tottenham,31,M(CR),22(6),1823,1,1,5,-,0.5,90.8,1.1,3,7.14
Mikel Arteta,Arsenal,37,M(C),27(4),2407,2,-,3,1,0.4,92.1,1.4,-,7.14
John Terry,Chelsea,38,D(C),34,3060,2,1,3,-,0.8,90.2,3,1,7.13
Mark Noble,West Ham,32,M(C),38,3344,3,4,6,1,0.6,82.8,0.3,3,7.13
Robert Snodgrass,Norwich,31,AM(CLR),29(1),2573,6,2,6,-,2.4,75.7,2.2,2,7.13
Aleksandar Kolarov,Manchester City,33,"D(CL),M(L)",21(9),1971,1,7,2,-,1.8,81.2,1.3,1,7.12
Fabian Delph,Aston Villa,29,"D(L),M(CL)",33(1),3003,3,2,7,-,1.1,83.6,1,2,7.12
Theo Walcott,Arsenal,30,"M(CLR),FW",9(4),859,5,4,1,-,2.5,81.4,0.3,2,7.11
Kevin Mirallas,Everton,31,"M(CLR),FW",28(4),2335,9,7,6,-,2.5,83.9,0.1,2,7.11
Scott Dann,Crystal Palace,32,D(C),14,1260,1,-,4,-,0.3,68.4,1.8,-,7.11
Peter Odemwingie,Stoke,37,"AM(LR),FW",15,1295,6,1,3,-,1.9,81.2,0.6,2,7.11
Wilfried Bony,Swansea,30,FW,27(7),2473,16,4,4,-,3.2,74.1,3.1,2,7.10
Vlad Chiriches,Tottenham,29,D(CR),16(1),1414,1,-,1,-,0.2,88.9,1.5,1,7.10
Gareth McAuley,West Bromwich Albion,39,D(C),32,2860,2,-,4,-,0.6,78.1,3.9,1,7.10
Danny Gabbidon,Crystal Palace,39,D(C),22(1),1974,1,-,-,-,0.1,75.8,2.7,2,7.09
Moussa Sissoko,Newcastle United,29,M(CR),35,3036,3,6,8,-,1.3,81.2,0.9,1,7.09
Jay Rodriguez,Southampton,29,"AM(CLR),FW",30(3),2570,15,3,2,-,3.1,76.4,1.2,4,7.09
Micah Richards,Manchester City,31,D(CR),2,161,-,-,-,-,1,90.1,3,-,7.08
Joe Ledley,Crystal Palace,32,M(CL),14,1249,2,1,1,-,0.8,80.7,0.6,-,7.08
Geoff Cameron,Stoke,33,"D(CLR),DMC",37,3286,2,1,7,-,0.4,72.1,1.5,1,7.08
Samuel Eto'o,Chelsea,38,"M(CL),FW",16(5),1306,9,2,1,-,2.8,76.1,0.3,2,7.08
Lucas Leiva,Liverpool,32,"D(C),M(C)",20(7),1872,-,-,6,-,0.3,90.8,2.1,-,7.07
Frank Lampard,Chelsea,41,M(C),20(6),1705,6,3,4,-,2.2,82.4,0.5,3,7.07
Jon Flanagan,Liverpool,26,D(LR),23,1899,1,1,3,-,0.3,83.7,1.3,1,7.07
Ramires,Chelsea,32,M(CR),29(1),2610,1,2,8,1,1.7,83.8,1.4,-,7.07
Michael Carrick,Manchester United,37,"D(C),M(C)",26(3),2413,1,-,5,-,0.6,88.6,0.8,1,7.06
Steven Caulker,Cardiff,27,D(C),38,3420,5,-,1,-,0.9,74.4,3.8,5,7.06
Danny Rose,Tottenham,28,"D(L),M(L)",22,1902,1,1,4,1,0.7,78.9,1.3,2,7.06
Kieran Gibbs,Arsenal,29,"D(L),M(L)",24(4),2055,-,1,2,1,0.3,79.5,1.6,-,7.06
Kyle Walker,Tottenham,29,"D(CR),M(R)",26,2298,1,2,5,-,0.7,82.2,1.9,1,7.06
Robin van Persie,Manchester United,35,"AM(C),FW",18(3),1584,12,3,2,-,3,76.7,1,1,7.06
Rafael,Manchester United,28,"D(LR),M(R)",18(1),1421,-,1,5,-,0.4,78.8,0.9,1,7.05
Robert Huth,Stoke,34,D(C),12,1067,-,1,4,-,0.9,80.6,3.3,-,7.05
Antolín Alcaraz,Everton,36,D(C),5(1),495,-,-,-,-,0.3,83.5,3.3,-,7.05
Mamadou Sakho,Liverpool,29,D(C),17(1),1481,1,-,-,-,0.6,92.5,2.7,-,7.05
Wojciech Szczesny,Arsenal,29,GK,37,3330,-,-,2,-,-,62.4,0.4,-,7.04
Oscar,Chelsea,27,M(CLR),24(9),2144,8,2,4,-,2.2,83.3,0.8,2,7.04
Mike Williamson,Newcastle United,35,D(C),32(1),2912,-,-,-,-,0.3,78.5,4.4,1,7.04
Steve Sidwell,Fulham,36,M(C),36(2),3234,7,2,5,-,1.3,83,1.7,6,7.03
Vito Mannone,Sunderland,31,GK,28(1),2567,-,-,-,-,-,53.3,0.1,5,7.03
Abdoulaye Faye,Hull,41,"D(CL),DMC",3,270,-,-,-,-,1,66.1,3.7,-,7.03
Youssouf Mulumbu,West Bromwich Albion,32,M(C),33(4),3081,2,2,7,-,1,84.8,0.8,3,7.02
Marko Arnautovic,Stoke,30,"AM(CLR),FW",27(3),2257,4,7,3,-,2.4,80.3,0.5,2,7.02
Jason Puncheon,Crystal Palace,33,M(CLR),29(5),2516,7,2,2,-,2.3,78.5,0.3,4,7.02
Asmir Begovic,Stoke,32,GK,32,2880,1,-,1,-,-,59.6,0.4,2,7.01
Matthew Connolly,Cardiff,31,D(CLR),3,270,-,-,2,-,0.7,67,1.7,-,7.01
