Name,Team,Age,Position,Apps,Minutes,Tackles per game,Interceptions per game,Fouls per game,Offsides per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals,Rating
Cristiano Ronaldo,Juventus,34,"M(L),FW",30(1),2689,0.3,0.2,0.6,-,1,0.3,0.1,-,7.68
Alejandro Gómez,Atalanta,31,"M(CL),FW",34(1),2913,0.5,0.5,0.7,-,0.1,0.7,-,-,7.64
Josip Ilicic,Atalanta,31,"AM(CLR),FW",23(8),2151,0.5,0.2,0.6,-,-,0.5,-,-,7.39
Suso,AC Milan,25,"AM(CLR),FW",35,3031,0.8,0.5,0.9,-,-,0.9,-,-,7.39
Rodrigo de Paul,Udinese,25,"AM(CLR),FW",36,3194,1.5,0.9,0.8,-,0.3,0.8,0.1,-,7.37
Pierluigi Frattali,Parma Calcio 1913,33,Goalkeeper,1,90,-,-,-,-,1,-,-,-,7.35
Mario Mandzukic,Juventus,33,"M(L),FW",23(2),2020,1.4,0.5,1.4,-,0.7,0.4,0.2,-,7.34
Duván Zapata,Atalanta,28,FW,32(5),2900,0.2,0.1,1.6,-,0.6,0.2,0.2,-,7.32
Leonardo Pavoletti,Cagliari,30,FW,31(1),2738,1,0.2,2.5,0.1,0.8,0.3,0.1,-,7.32
Stephan El Shaarawy,Roma,26,"AM(CLR),FW",23(5),2109,1,0.7,0.5,-,0.2,0.5,0.1,-,7.26
Fabián Ruiz,Napoli,23,M(CL),20(7),1991,2,0.8,0.4,-,0.9,1,0.1,-,7.25
Edin Dzeko,Roma,33,FW,28(5),2576,0.4,-,0.9,-,1.1,0.4,-,-,7.24
Armando Izzo,Torino,27,D(C),37,3274,2.1,2.4,1.5,0.1,3.8,0.5,0.6,-,7.24
Andrea Belotti,Torino,25,FW,37,3301,0.9,0.4,1.9,0.1,0.6,0.6,0.1,-,7.23
Dries Mertens,Napoli,32,"AM(CLR),FW",23(12),2253,0.5,0.4,0.9,-,0.1,0.6,-,-,7.20
João Cancelo,Juventus,25,"D(LR),M(R)",22(3),1967,1.7,0.6,1.3,0.1,1.3,0.9,0.2,-,7.20
Krzysztof Piatek,Genoa,23,FW,18(1),1594,0.5,0.2,1.6,0.1,1.1,0.7,0.2,-,7.20
Cristian Ansaldi,Torino,32,"D(CLR),DMC,M(LR)",23(1),1816,2.1,0.6,0.9,0.1,0.9,0.6,0.2,-,7.19
Giacomo Bonaventura,AC Milan,29,M(CLR),8,651,0.8,0.9,0.6,-,0.9,0.6,-,-,7.16
Lorenzo Insigne,Napoli,28,"AM(CL),FW",24(4),2080,0.5,0.3,0.3,-,0.1,0.4,-,-,7.16
Domenico Criscito,Genoa,32,"D(CL),M(L)",35,3071,3.1,2,1.3,0.3,3.7,0.7,0.3,-,7.15
Alex Sandro,Juventus,28,"D(L),M(L)",28(3),2392,2.2,1.2,1.6,0.2,1.9,0.5,0.3,-,7.15
Tiemoué Bakayoko,AC Milan,24,DMC,26(5),2301,2.3,1.6,1.4,-,1.4,1.1,0.2,-,7.15
Sergej Milinkovic-Savic,Lazio,24,AM(C),29(2),2405,1.4,0.9,1.9,-,1.5,1.2,0.1,-,7.15
Allan,Napoli,28,DMC,28(5),2614,3.2,1.1,1.5,-,0.8,2.2,0.4,-,7.13
Medhi Benatia,Juventus,32,D(C),5,450,1.4,3.2,2.6,0.4,3.4,0.4,1,-,7.13
Arkadiusz Milik,Napoli,25,FW,27(8),2398,0.5,0.1,1.2,-,0.4,0.5,0.1,-,7.13
Aleksandar Kolarov,Roma,33,"D(CL),M(L)",32(1),2906,1.2,1.2,0.8,0.5,2.1,0.4,0.5,-,7.12
Adrian Semper,Chievo,21,GK,6,540,-,0.2,-,-,1,-,-,-,7.12
Hakan Calhanoglu,AC Milan,25,"M(CLR),FW",34(2),2898,1.4,0.8,0.8,-,0.3,0.6,0.1,-,7.12
Robin Gosens,Atalanta,24,"D(L),M(CL)",23(5),1947,2.3,1.4,0.9,0.3,1.7,0.6,0.1,-,7.11
Erick Pulgar,Bologna,25,DMC,27(1),2363,2.3,1.8,1.1,0.1,1.8,1.8,0.2,1,7.11
Merih Demiral,Sassuolo,21,D(C),14,1260,1.7,1.4,1.9,0.9,5.6,0.2,0.8,-,7.11
