Name,Team,Age,Position,Apps,Minutes,Total goals,Total Assists,Shots per game,Key passes per game,Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Rating
Daniel Caligiuri,Schalke 04,31,"D(R),M(LR),FW",31,2760,7,3,1.6,1.9,2.1,1.2,-,1.4,1.5,7.28
Yussuf Poulsen,RasenBallsport Leipzig,25,"AM(R),FW",27(4),2454,15,3,2.1,1.1,0.8,1.6,0.6,2,3.1,7.27
Marko Grujic,Hertha Berlin,23,DMC,20(2),1780,5,1,2.1,0.7,1.4,1,-,0.9,1,7.26
Filip Kostic,Eintracht Frankfurt,26,"M(LR),FW",33(1),2961,6,10,1.8,1.4,1.7,1.1,0.1,1.4,1.7,7.26
Julian Brandt,Bayer Leverkusen,23,"M(CLR),FW",30(3),2674,7,11,2,2.6,1.7,0.7,0.1,1.5,2.3,7.26
Kai Havertz,Bayer Leverkusen,20,M(CR),33(1),2901,17,3,2.6,1,1.4,1.5,0.1,2,2.2,7.25
Vincenzo Grifo,Freiburg,26,AM(CL),16,1431,6,3,2.6,2.2,1.9,1.1,0.6,1.6,1.9,7.25
Wout Weghorst,Wolfsburg,26,FW,33(1),2931,17,7,2.1,1.1,0.4,1.1,0.9,1.4,1.9,7.24
James Rodríguez,Bayern Munich,27,AM(CLR),13(7),1143,7,3,1.8,2.6,0.8,0.8,0.3,0.6,0.7,7.24
Max Kruse,Werder Bremen,31,"M(CLR),FW",32,2837,11,9,2.8,2.6,1.2,1,0.2,1.4,2.4,7.23
Joelinton,Hoffenheim,22,FW,25(3),2136,7,5,2,1.5,1.7,1,0.1,2.2,2.9,7.21
Thomas Müller,Bayern Munich,29,"M(CLR),FW",28(4),2391,6,9,2,1.9,0.7,0.8,0.5,0.5,1.5,7.19
Ibrahima Konaté,RasenBallsport Leipzig,20,D(C),27(1),2431,1,1,0.5,0.2,0.8,0.9,-,0.4,0.7,7.19
Mark Flekken,Freiburg,26,GK,1,90,-,-,-,-,-,-,-,-,-,7.18
Kevin Stöger,Fortuna Duesseldorf,25,M(CL),24(1),2121,1,7,1.3,2.2,1.1,2.4,-,1,1.4,7.17
Timo Werner,RasenBallsport Leipzig,23,"AM(L),FW",29(1),2525,16,7,3.6,1.2,1,1.2,1.2,1.2,2.9,7.17
Mats Hummels,Bayern Munich,30,D(C),20(1),1776,1,1,0.9,0.6,0.5,0.4,-,0.1,0.4,7.17
Serge Gnabry,Bayern Munich,23,"AM(CLR),FW",21(9),1774,10,5,2.2,0.9,1.7,0.5,0.4,1,1.5,7.15
Kevin Kampl,RasenBallsport Leipzig,28,M(CLR),25(2),2122,2,5,1.3,1.8,0.9,0.3,0.3,0.9,1.1,7.13
Thomas Delaney,Borussia Dortmund,27,DMC,27(3),2290,3,5,1.1,0.5,0.3,0.8,0.1,0.5,1.2,7.13
Louis Beyer,Borussia M.Gladbach,19,D(R),8(1),721,-,-,0.6,0.2,0.8,0.4,0.1,0.4,0.8,7.12
Maximilian Arnold,Wolfsburg,25,M(CR),33,2879,2,6,1.6,1.4,0.8,2.5,0.1,0.9,1.1,7.11
Axel Witsel,Borussia Dortmund,30,M(C),32(1),2873,4,1,1.1,0.5,0.8,1.5,-,0.8,0.6,7.11
Achraf Hakimi,Borussia Dortmund,20,D(LR),19(2),1740,2,4,1,0.5,1.8,1.7,-,1.3,1.4,7.11
Nils Petersen,Freiburg,30,FW,20(4),1930,10,3,2,0.9,0.3,0.8,0.1,1.2,2,7.11
Sebastian Rode,Eintracht Frankfurt,28,"D(R),M(C)",12,931,-,-,0.3,1.5,0.9,0.8,-,0.4,1.3,7.10
Benjamin Hübner,Hoffenheim,29,D(C),9(1),813,-,-,0.9,-,0.1,1,-,0.1,0.4,7.10
Jordan Torunarigha,Hertha Berlin,21,D(C),13(1),1161,2,2,0.5,0.4,0.1,0.4,-,0.4,0.7,7.09
William,Wolfsburg,24,"D(LR),M(R)",30(1),2676,2,1,0.8,1.3,0.9,0.6,-,0.6,0.9,7.09
Andrej Kramaric,Hoffenheim,28,"AM(CLR),FW",28(2),2404,17,4,3.7,1.6,0.9,0.6,0.3,1.7,1.5,7.09
Florian Grillitsch,Hoffenheim,23,"DMC,M(L)",27(3),2395,-,3,1.1,0.9,0.8,1.6,-,0.4,0.9,7.06
Salif Sané,Schalke 04,28,"D(C),DMC",29(1),2613,2,-,0.6,0.2,0.5,1.1,-,0.2,0.4,7.06
Theodor Gebre Selassie,Werder Bremen,32,"D(LR),DMC,M(R)",32,2815,3,2,0.9,0.7,0.4,1,0.1,0.7,1,7.03
Almamy Touré,Eintracht Frankfurt,23,D(CR),6(1),520,-,-,0.3,0.1,1.6,0.1,-,-,0.3,7.03
Jérôme Roussillon,Wolfsburg,26,"D(L),M(L)",28,2466,3,4,0.7,1.1,1.8,1.4,-,1.3,1.6,7.03
Emil Forsberg,RasenBallsport Leipzig,27,AM(CLR),14(6),1254,4,7,1.5,2,1.1,1.2,0.2,1.1,1.5,7.02
Raphael Guerreiro,Borussia Dortmund,25,"D(L),M(CL)",17(6),1532,2,6,1.5,1.7,1.3,0.9,0.1,1,1.9,7.02
Ondrej Duda,Hertha Berlin,24,"AM(C),FW",30(2),2575,11,5,1.7,1.3,1.2,1.4,0.2,1.3,2.3,7.02
Marc-Oliver Kempf,VfB Stuttgart,24,D(C),23,2026,2,-,0.6,0.3,0.1,1.3,-,0.2,0.5,7.01
David Alaba,Bayern Munich,27,"D(CL),M(C)",29(2),2534,3,3,1.5,0.9,0.9,0.4,0.2,0.6,0.8,7.01
Samuel Sahin-Radlinger,Hannover 96,26,Goalkeeper,1,90,-,-,-,-,-,-,-,-,-,7.01
Lukas Klostermann,RasenBallsport Leipzig,23,"D(LR),M(R)",22(4),2003,5,1,0.5,0.8,0.3,0.4,-,0.3,0.4,7.01
Charles Aránguiz,Bayer Leverkusen,30,M(C),22(2),1897,2,7,1,1.3,0.4,1.3,-,1.1,1.2,7.00
Mario Götze,Borussia Dortmund,27,"M(CLR),FW",19(7),1680,7,7,1.1,1.6,1,1,0.5,1.6,1.7,7.00
Luka Jovic,Eintracht Frankfurt,21,FW,25(7),2249,17,5,3,0.8,0.8,1.3,0.5,1.4,2.3,7.00
Nadiem Amiri,Hoffenheim,22,AM(C),10(3),760,3,1,1.4,1.2,1.5,1.1,-,1,0.8,7.00
Bastian Oczipka,Schalke 04,30,"D(CL),M(L)",21,1876,1,5,0.6,2.1,1.1,1.1,-,1,1,7.00
Valentino Lazaro,Hertha Berlin,23,"D(R),M(CLR)",31,2743,3,6,0.6,1.8,1.1,0.9,0.2,0.8,1.4,7.00
Nordi Mukiele,RasenBallsport Leipzig,21,"D(CR),M(R)",14(5),1227,1,1,0.4,0.6,0.9,1.1,-,0.7,1.1,6.99
Lukas Kübler,Freiburg,26,"D(R),M(R)",15(1),1187,-,2,0.4,0.4,0.4,1.3,-,0.3,0.8,6.98
Milot Rashica,Werder Bremen,23,"AM(LR),FW",19(7),1559,9,5,2.3,1.2,1.3,1.3,0.3,1.3,1.8,6.98
Michael Esser,Hannover 96,31,GK,32,2880,-,-,-,0.1,-,0.2,-,-,-,6.98
Maximilian Eggestein,Werder Bremen,22,M(C),34,3053,5,4,1.3,1.4,0.4,1.2,-,1.1,1.3,6.98
Aarón Martín,Mainz 05,22,D(L),32(1),2879,-,3,0.5,1.9,1.4,0.8,0.2,0.7,0.7,6.98
Josuha Guilavogui,Wolfsburg,28,M(C),18(1),1572,2,1,0.4,0.4,0.4,0.4,-,0.4,0.5,6.97
Lucas Torró,Eintracht Frankfurt,24,DMC,6(2),561,-,-,0.6,0.3,0.3,0.9,-,0.6,0.6,6.97
Leon Goretzka,Bayern Munich,24,M(CR),23(7),2021,8,4,1.8,0.6,0.5,0.7,-,0.6,0.8,6.96
Niklas Süle,Bayern Munich,23,D(C),29(2),2652,2,-,0.6,0.2,0.1,0.2,-,0.2,0.2,6.96
Julian Baumgartlinger,Bayer Leverkusen,31,DMC,16(5),1557,-,1,0.5,0.5,0.7,0.9,-,0.7,0.7,6.96
Maximilian Mittelstädt,Hertha Berlin,22,"D(L),M(L)",20(5),1802,1,1,0.9,0.8,1,0.9,-,1,1.3,6.96
Admir Mehmedi,Wolfsburg,28,"M(CLR),FW",20(6),1701,6,5,1.4,1.4,0.5,1.5,0.7,1.1,1.7,6.96
Lars Bender,Bayer Leverkusen,30,"D(R),M(C)",18(2),1367,1,4,0.8,0.7,0.5,1.4,0.1,0.2,1,6.95
Jonathan Tah,Bayer Leverkusen,23,D(C),33,2939,3,1,0.4,0.2,0.5,0.4,0.1,0.4,0.5,6.95
Ozan Kabak,VfB Stuttgart,19,D(C),15,1350,3,-,0.7,0.1,0.9,0.9,-,0.3,0.7,6.95
Marcel Sabitzer,RasenBallsport Leipzig,25,"AM(CLR),FW",26(4),2356,4,3,2.1,1.2,0.5,1,0.2,1.5,1.5,6.94
Lars Stindl,Borussia M.Gladbach,30,"M(CR),FW",19(2),1513,3,1,1.6,1,0.8,1.4,0.3,0.7,1.9,6.93
Jean-Philippe Mateta,Mainz 05,22,FW,29(5),2495,14,2,2.9,0.9,1,0.9,1.1,1.8,2.9,6.93
Péter Gulácsi,RasenBallsport Leipzig,29,GK,33,2926,-,-,-,-,-,0.1,-,-,-,6.93
Jonathan Schmid,Augsburg,29,"D(R),M(LR)",28,2520,3,7,0.6,1.6,0.6,0.8,0.1,0.7,0.6,6.93
Paco Alcácer,Borussia Dortmund,25,"AM(R),FW",11(15),1205,18,-,2,0.6,0.2,0.3,0.3,0.5,0.7,6.93
Dan-Axel Zagadou,Borussia Dortmund,20,D(CL),15(2),1267,2,-,0.6,0.1,0.8,0.2,-,0.2,0.4,6.92
Diego Demme,RasenBallsport Leipzig,27,DMC,24(2),2061,-,2,0.4,1,0.3,2,-,0.7,1.3,6.92
Pavel Kaderábek,Hoffenheim,27,"D(R),M(R)",28(1),2509,3,4,1,1.5,0.3,0.6,-,0.4,1,6.92
Niklas Stark,Hertha Berlin,24,"D(C),DMC",22,1871,1,-,0.5,0.1,-,1,-,0.1,0.1,6.92
Martin Hinteregger,Eintracht Frankfurt,26,D(C),14,1144,1,-,0.8,0.2,0.4,0.7,-,0.4,0.3,6.91
Alexander Hack,Mainz 05,25,D(C),11(3),1019,1,1,0.9,0.1,0.6,0.6,-,-,0.1,6.91
Nuri Sahin,Werder Bremen,30,M(C),19(1),1487,1,1,0.6,0.8,0.5,0.5,-,0.7,0.5,6.91
Nico Elvedi,Borussia M.Gladbach,22,D(CLR),30,2626,2,1,0.5,0.1,0.3,0.5,-,0.1,0.3,6.91
Marcel Tisserand,Wolfsburg,26,"D(CLR),M(R)",10,888,1,-,1,0.2,0.4,0.6,-,0.7,0.6,6.90
Wendell,Bayer Leverkusen,25,"D(CL),M(L)",25(3),2278,2,2,0.4,0.6,0.3,0.5,-,0.2,1,6.90
Jean-Paul Boëtius,Mainz 05,25,AM(CL),25(5),2130,4,7,1.5,1,1.1,1.6,0.1,1.3,1.9,6.90
Leon Bailey,Bayer Leverkusen,21,M(LR),21(8),1921,5,1,1.9,1.6,1.8,1.2,0.2,1.5,2.2,6.90
Nico Schulz,Hoffenheim,26,"D(L),M(L)",29(1),2542,1,5,1,2,1.7,0.7,0.3,0.7,1.6,6.90
Karim Bellarabi,Bayer Leverkusen,29,"AM(CLR),FW",14(5),1061,5,4,2.2,1.4,1.1,0.7,0.2,1.5,1.1,6.90
Markus Suttner,Fortuna Duesseldorf,32,"D(L),M(L)",6,491,1,1,0.7,1.5,-,0.2,-,0.7,0.5,6.89
Ante Rebic,Eintracht Frankfurt,25,"AM(CLR),FW",23(5),1985,9,4,2.2,1.2,1.7,0.8,0.6,2.7,2.7,6.89
Janik Haberer,Freiburg,25,"M(CLR),FW",26(1),2343,1,3,1,1.7,0.9,1.7,0.1,1.5,1.6,6.89
Davy Klaassen,Werder Bremen,26,AM(C),33,2823,5,4,1,1.2,0.5,0.7,-,0.5,1.3,6.89
Rani Khedira,Augsburg,25,"D(C),DMC",30,2627,4,1,0.5,0.3,0.1,0.8,-,0.3,0.7,6.89
Abdou Diallo,Borussia Dortmund,23,D(CL),27(1),2381,1,1,0.4,0.4,1.4,0.4,-,0.6,1,6.88
Javi Martínez,Bayern Munich,30,"D(C),M(C)",16(5),1313,3,-,0.9,0.3,0.2,0.6,-,0.1,0.9,6.88
Yann Sommer,Borussia M.Gladbach,30,GK,34,3060,-,-,-,-,0.1,0.1,-,-,0.1,6.88
Tony Jantschke,Borussia M.Gladbach,29,"D(CR),DMC",10(4),932,-,1,0.3,0.1,0.1,0.9,-,0.1,0.2,6.87
André Hahn,Augsburg,28,"AM(R),FW",21(7),2050,4,4,1.3,1.1,0.6,0.7,0.8,1,1.6,6.87
Edgar Prib,Hannover 96,29,"D(L),M(CL)",2(2),203,-,1,1.5,1.5,1,0.8,-,0.3,0.8,6.87
Sven Bender,Bayer Leverkusen,30,"D(C),M(C)",25(2),1995,-,-,0.5,0.1,0.2,0.4,0.1,0.1,0.5,6.87
Robin Zentner,Mainz 05,24,GK,10,900,-,-,-,-,-,0.2,-,-,-,6.87
Jérôme Boateng,Bayern Munich,30,D(CR),19(1),1694,-,2,0.7,0.6,0.1,0.5,-,-,0.3,6.87
Martin Hinteregger,Augsburg,26,D(C),18,1576,2,-,0.9,0.4,0.1,0.8,0.1,0.2,0.7,6.87
Stefan Bell,Mainz 05,27,D(CR),25,2250,-,-,0.7,0.8,0.6,0.6,0.2,0.4,0.4,6.87
Makoto Hasebe,Eintracht Frankfurt,35,"D(CR),M(CR)",28,2520,-,-,0.1,0.3,0.2,1.1,-,0.2,0.3,6.87
Christian Pulisic,Borussia Dortmund,20,M(CLR),9(11),924,4,4,1.4,1,2.1,1.3,0.4,2.2,2,6.86
Dayot Upamecano,RasenBallsport Leipzig,20,D(C),14(1),1292,-,-,0.7,0.2,0.5,0.3,-,0.6,0.6,6.86
Robin Knoche,Wolfsburg,27,D(C),31,2790,3,-,0.5,-,0.3,0.5,-,0.2,0.4,6.86
Philipp Bargfrede,Werder Bremen,30,"D(C),M(C)",13(2),1085,-,-,0.5,0.3,0.3,1.1,-,0.4,1,6.85
Giulio Donati,Mainz 05,29,"D(R),M(R)",6(3),627,-,-,0.2,0.8,0.6,0.7,-,0.2,0.6,6.85
Alfred Finnbogason,Augsburg,30,FW,17(1),1346,10,1,2.2,1.1,0.7,0.5,1.2,1.3,2.3,6.85
Enrico Valentini,Nuernberg,30,"D(R),M(R)",15,1302,-,2,0.5,1.6,0.6,0.8,-,0.6,1,6.85
Danny da Costa,Eintracht Frankfurt,25,"D(R),M(R)",34,3035,2,4,0.6,1,0.8,0.6,0.4,0.7,1.3,6.85
Ewerton,Nuernberg,30,D(C),15(3),1342,-,-,0.4,0.1,0.6,0.1,0.1,0.2,0.2,6.85
Matthias Zimmermann,Fortuna Duesseldorf,27,"D(R),DMC",34,3050,1,3,0.4,0.6,0.6,0.9,-,0.4,1.2,6.84
Kevin Trapp,Eintracht Frankfurt,28,GK,33,2938,-,-,-,-,-,0.2,-,-,-,6.84
Salomon Kalou,Hertha Berlin,33,"AM(CLR),FW",27(3),2327,8,2,1.6,1,1.8,0.8,0.5,2,2.5,6.83
Koen Casteels,Wolfsburg,27,GK,26,2296,-,-,-,-,-,0.1,-,-,-,6.83
Naldo,Schalke 04,36,D(C),7,630,-,-,1.3,0.3,0.1,0.4,0.1,0.1,0.3,6.83
Weston McKennie,Schalke 04,20,M(C),19(5),1746,1,4,1,0.8,0.7,0.7,0.1,1,1.5,6.82
Stefan Posch,Hoffenheim,22,D(C),16(1),1404,-,-,0.3,0.1,0.1,0.6,-,0.2,0.3,6.82
Dennis Geiger,Hoffenheim,21,DMC,2(2),246,-,1,1,1.8,0.3,1.5,-,1,0.5,6.82
Dodi Lukebakio,Fortuna Duesseldorf,21,"AM(R),FW",22(9),1978,10,3,1.8,0.6,1.6,1.6,0.5,1.5,2.4,6.82
Kaan Ayhan,Fortuna Duesseldorf,24,"D(C),DMC",28,2451,4,1,0.8,0.2,0.4,0.6,0.1,0.2,0.3,6.81
Karim Onisiwo,Mainz 05,27,"AM(LR),FW",11(15),1153,7,3,1.5,0.8,0.6,1.3,0.1,0.7,1.6,6.81
Pirmin Schwegler,Hannover 96,32,M(C),25(2),2081,-,1,0.4,1.5,0.6,1.3,-,0.6,0.5,6.80
Manuel Akanji,Borussia Dortmund,23,D(C),25,2206,1,-,0.3,0.2,0.3,0.7,-,0.2,0.4,6.79
Caiuby,Augsburg,30,"AM(CL),FW",10(4),1007,1,1,2.3,1,0.8,1.3,0.2,0.9,2.2,6.79
Jonathan de Guzmán,Eintracht Frankfurt,31,M(CLR),17(11),1564,3,6,0.8,1.3,0.5,0.6,0.1,0.6,1,6.79
Philipp Max,Augsburg,25,"D(L),M(L)",30,2575,4,2,0.8,2,0.4,0.7,-,0.5,0.9,6.78
John Brooks,Wolfsburg,26,D(C),29,2610,3,2,0.7,0.1,0.1,0.4,-,0.3,0.2,6.78
Timo Baumgartl,VfB Stuttgart,23,D(C),18,1620,1,-,0.3,0.3,0.2,0.7,0.1,0.1,0.3,6.78
Marcelo Saracchi,RasenBallsport Leipzig,21,D(L),7(2),652,-,1,0.1,1.1,0.8,0.4,0.1,0.9,1.1,6.77
Andreas Luthe,Augsburg,32,GK,14(1),1310,-,-,-,-,-,0.1,-,-,-,6.77
Matheus Pereira,Nuernberg,23,AM(LR),16(3),1237,3,2,1.5,0.7,2.1,2.5,0.1,1.2,1.8,6.77
Dong-Won Ji,Augsburg,28,"AM(CLR),FW",10(4),892,4,1,1.6,0.7,1.4,0.6,0.1,1.4,1.7,6.77
Franck Ribéry,Bayern Munich,36,AM(L),10(15),1168,6,3,1,0.8,1.4,0.8,0.4,1.8,1.4,6.77
Alassane Pléa,Borussia M.Gladbach,26,"AM(LR),FW",28(6),2509,12,4,2.4,1,0.7,0.9,0.6,1.6,2.3,6.77
Ludwig Augustinsson,Werder Bremen,25,"D(L),M(L)",34,3028,1,4,0.6,0.8,0.4,0.8,0.1,0.4,1.1,6.76
Mitchell Weiser,Bayer Leverkusen,25,"D(R),M(R)",22(8),2111,1,3,0.4,1,1,1.3,0.1,1,1.4,6.76
Ermin Bicakcic,Hoffenheim,29,D(C),20(5),1788,1,2,0.4,0.2,-,0.6,0.1,0.3,0.2,6.76
Stefanos Kapino,Werder Bremen,25,GK,0(1),45,-,-,-,-,-,-,-,-,-,6.76
Gian-Luca Waldschmidt,Freiburg,23,"AM(CR),FW",16(14),1719,9,1,2.1,0.8,0.7,0.9,0.1,0.7,1.2,6.75
Leandro Barreiro,Mainz 05,19,Midfielder,1,90,-,-,1,1,3,-,-,-,-,6.75
Jonas Hofmann,Borussia M.Gladbach,26,AM(CLR),21(6),1917,5,5,1.3,1.3,0.4,0.9,0.2,1,1.4,6.75
David Abraham,Eintracht Frankfurt,32,D(C),17,1422,-,-,0.3,0.3,0.4,0.5,-,0.1,0.3,6.75
Niko Gießelmann,Fortuna Duesseldorf,27,"D(CL),M(L)",29(1),2593,-,3,0.9,0.9,0.4,1.1,0.1,0.3,1.1,6.75
Evan Ndicka,Eintracht Frankfurt,19,D(C),24(3),2302,1,1,0.5,0.1,0.2,0.3,-,0.4,1.1,6.74
Breel Embolo,Schalke 04,22,"AM(R),FW",15(5),1351,5,1,1.3,1,1.3,1.6,0.4,1.8,2.8,6.74
Nicolás González,VfB Stuttgart,21,"AM(L),FW",23(7),2164,2,3,2,1,1.5,1.6,0.3,1.4,2.5,6.74
Oliver Fink,Fortuna Duesseldorf,37,M(CL),13(5),1058,3,-,0.7,0.3,0.5,1.1,0.2,1.3,1.6,6.74
Niclas Füllkrug,Hannover 96,26,FW,13(1),1113,2,1,2.6,0.9,0.4,1,0.4,1.3,2.1,6.74
Benito Raman,Fortuna Duesseldorf,24,"AM(LR),FW",19(11),1679,10,4,1.8,0.7,1.2,0.6,-,0.9,1.9,6.74
Benjamin Pavard,VfB Stuttgart,23,D(CR),29,2606,-,-,0.4,0.4,0.2,0.5,-,0.1,0.4,6.73
Dawid Kownacki,Fortuna Duesseldorf,22,"AM(L),FW",7(3),577,4,-,1.3,0.5,0.5,0.9,0.2,0.8,0.4,6.73
Oliver Baumann,Hoffenheim,29,GK,33,2970,-,1,-,0.1,-,0.2,-,-,-,6.73
Hendrik Weydandt,Hannover 96,23,FW,18(10),1720,6,1,2.2,1,0.4,1,0.3,1.3,3.4,6.73
Walace,Hannover 96,24,DMC,23(3),1998,1,1,0.7,0.6,1,1,0.1,1.2,1.3,6.73
Corentin Tolisso,Bayern Munich,24,"D(R),M(C)",1(1),52,1,-,0.5,1,-,0.5,-,-,0.5,6.73
Joshua Brenet,Hoffenheim,25,"D(LR),M(R)",10(4),905,2,1,0.7,0.6,1,0.4,-,0.6,1.5,6.73
Matthias Ginter,Borussia M.Gladbach,25,"D(CR),DMC",27,2380,2,-,0.9,0.3,-,0.6,0.1,0.2,0.3,6.73
Nabil Bentaleb,Schalke 04,24,M(C),19(6),1792,3,-,0.8,0.7,0.8,0.6,-,0.5,0.4,6.73
Steven Zuber,Hoffenheim,27,"D(L),M(CLR)",6(3),574,-,1,1.8,1.1,0.4,0.8,-,1.4,1.2,6.72
Amadou Haidara,RasenBallsport Leipzig,21,M(C),4(5),375,1,-,1.3,0.7,1.1,0.4,0.1,0.8,0.9,6.72
Konrad Laimer,RasenBallsport Leipzig,22,"D(R),M(CR)",20(9),1878,1,1,0.5,0.7,1.1,0.5,-,1.4,1.5,6.72
Jeffrey Gouweleeuw,Augsburg,27,D(C),24(1),2093,-,2,0.3,0.3,0.4,0.4,-,0.5,0.4,6.72
Emiliano Insúa,VfB Stuttgart,30,"D(L),M(L)",24(3),2119,2,2,0.3,1,1.2,0.4,-,0.7,1,6.72
Lucas Alario,Bayer Leverkusen,26,FW,11(16),1256,9,3,1.6,0.6,0.2,0.9,0.5,0.9,1.5,6.72
Rune Jarstein,Hertha Berlin,34,GK,31,2746,-,-,-,-,-,0.1,-,-,0.1,6.72
Waldemar Anton,Hannover 96,22,"D(C),DMC",34,3060,1,-,0.7,0.1,0.5,0.6,-,0.4,0.6,6.72
Michael Rensing,Fortuna Duesseldorf,35,GK,32,2880,-,-,-,-,-,0.1,-,-,-,6.71
Christoph Kramer,Borussia M.Gladbach,28,DMC,13(5),1136,2,1,0.4,0.5,0.5,0.8,-,0.9,1.3,6.71
Oscar Wendt,Borussia M.Gladbach,33,"D(L),M(L)",30(2),2730,1,1,0.3,0.9,0.2,0.6,-,0.2,0.6,6.71
Christian Mathenia,Nuernberg,27,GK,22,1934,-,-,-,-,-,0.2,-,-,-,6.71
Julian Weigl,Borussia Dortmund,23,"D(C),DMC",16(2),1456,1,-,0.2,0.1,0.3,0.9,-,0.2,0.5,6.71
Michael Gregoritsch,Augsburg,25,"AM(CR),FW",28(4),2494,6,2,2.7,0.9,0.5,0.9,0.5,0.8,2.2,6.71
Ralf Fährmann,Schalke 04,30,GK,16(1),1469,-,-,-,-,-,-,-,-,-,6.71
Jean-Philippe Gbamin,Mainz 05,23,"D(CR),DMC",30(1),2674,2,1,1.2,0.7,1.1,0.9,-,1.6,1.5,6.70
Jirí Pavlenka,Werder Bremen,27,GK,34,2979,-,-,-,-,-,0.1,-,-,-,6.70
Aleksandar Dragovic,Bayer Leverkusen,28,D(C),13(5),1333,2,-,0.2,0.2,-,0.3,0.1,0.1,0.4,6.70
Marco Richter,Augsburg,21,AM(LR),17(8),1433,4,6,2.2,0.6,1.4,1,0.3,1.7,2.2,6.70
Genki Haraguchi,Hannover 96,28,M(CLR),22(6),2127,-,3,1.1,1,1.6,1.3,-,1,0.9,6.70
Pavao Pervan,Wolfsburg,31,GK,9(1),766,-,-,-,0.1,-,-,-,-,0.1,6.70
Dominique Heintz,Freiburg,25,D(CL),34,3054,1,1,0.3,0.2,0.6,0.3,0.1,0.3,0.6,6.69
Pierre Kunde,Mainz 05,23,DMC,23(6),1913,-,-,1,0.5,0.8,0.9,-,0.8,0.6,6.69
Ádám Szalai,Hoffenheim,31,FW,15(15),1621,6,3,2.2,0.9,0.3,0.8,0.3,0.7,1.8,6.69
Tobias Strobl,Borussia M.Gladbach,29,"D(CR),DMC",26(3),2295,-,4,0.3,0.6,0.2,0.8,-,0.3,0.7,6.69
Davie Selke,Hertha Berlin,24,FW,16(14),1731,3,5,1.5,0.6,0.7,0.9,0.4,1,1.4,6.69
Yannick Gerhardt,Wolfsburg,25,"D(L),M(CL)",28(2),2462,2,2,1.2,0.9,0.3,1.4,0.2,1.2,1.2,6.69
Danny Latza,Mainz 05,29,DMC,22(2),1873,-,3,1.6,1,0.7,1.7,0.1,1,1.6,6.69
Mathew Leckie,Hertha Berlin,28,AM(CLR),10(8),940,2,-,1.2,0.7,0.6,1,0.2,1,1.9,6.68
Vedad Ibisevic,Hertha Berlin,34,FW,25(4),1826,10,2,1.8,0.6,0.5,0.5,0.9,0.9,2.4,6.68
