Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Mario Fernández,Racing Santander,31,GK,1,90,-,-,32,75,-,10,-,10.00
Lionel Messi,Barcelona,32,"AM(CR),FW",31(2),2859,18,2,67.7,86.2,0.2,1.4,1,8.76
Cristiano Ronaldo,Real Madrid,34,"M(L),FW",32(2),2913,11,2,36.9,75.7,0.3,0.7,0.4,8.35
José Manuel Jurado,Atletico Madrid,33,M(CLR),1,78,-,2,35,82.9,2,2,-,8.27
Marc Bartra,Barcelona,28,D(CR),2,180,-,0.5,68,83.8,-,2,-,7.77
Andrés Iniesta,Barcelona,35,M(CL),32(2),2799,3,1.6,78.4,89.6,0.3,4.2,0.6,7.72
Marcelo,Real Madrid,31,D(L),31(1),2738,4,0.9,46.9,79.5,0.4,2.8,0.1,7.72
Gabi,Real Zaragoza,35,M(C),36,3230,6,2.4,61.1,78.2,1.3,4.3,0.6,7.67
Dani Alves,Barcelona,36,"D(R),M(CR)",31(4),2904,15,1.9,72.4,86.6,1,2.1,0.5,7.66
Raúl,Sporting Gijon,32,Goalkeeper,1,90,-,-,36,55.6,-,13,-,7.62
José Antonio Reyes,Atletico Madrid,35,M(CLR),34,2935,7,2.7,39.3,71,1.5,3.9,0.8,7.62
Xavi,Barcelona,39,DMC,29(2),2467,7,2.5,110,94.4,1,7.4,0.8,7.58
Raúl Fernández,Athletic Bilbao,31,GK,1,90,-,-,26,61.5,-,14,-,7.55
Ivan Rakitic,Sevilla,31,M(C),13,1098,2,1.8,54.2,80.4,1.8,4.3,0.4,7.53
Gonzalo Higuaín,Real Madrid,31,FW,16(1),1317,6,1.1,22.6,81.8,0.2,1,0.1,7.51
Xabi Alonso,Real Madrid,37,M(C),29(5),2665,6,1.6,60.2,85.3,0.7,6.7,0.4,7.50
Ángel Di María,Real Madrid,31,"M(CLR),FW",29(6),2329,11,2,29.2,75.8,0.9,2.1,0.9,7.49
Álvaro Cejudo,Osasuna,35,M(LR),13,1029,2,2.4,24.1,74.4,2.5,0.5,0.2,7.47
Bruno Soriano,Villarreal,35,M(C),36(1),3274,2,0.6,69.8,89.5,0.1,4.1,0.1,7.45
Giuseppe Rossi,Villarreal,32,FW,35(1),3030,5,1.8,27.1,79,0.3,1.6,0.4,7.44
Mesut Özil,Real Madrid,30,M(CLR),30(6),2571,17,3.3,40.1,85.4,1.5,1.7,0.4,7.44
Javi Martínez,Athletic Bilbao,30,"D(C),M(C)",35,2986,1,0.3,32,74.8,0.2,1.3,0.1,7.43
