Name,Team,Age,Position,Apps,Minutes,Total goals,Total Assists,Shots per game,Key passes per game,Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Rating
Luka Modric,Real Madrid,33,M(C),25(8),2189,3,3,1,1.7,1.4,1.2,0.2,1.1,0.6,7.19
Jordi Alba,Barcelona,30,D(L),27(2),2500,2,5,0.2,0.7,0.6,1.1,0.2,0.8,1,7.18
Xavi,Barcelona,39,DMC,24(6),2197,5,8,1.1,1.5,0.7,0.7,0.1,0.7,1,7.18
Maurizio Lanzaro,Real Zaragoza,37,D(CLR),0(1),59,-,-,-,-,1,-,-,-,-,7.18
Jérémy Toulalan,Malaga,35,"D(C),M(C)",18(1),1554,-,-,0.8,0.4,0.8,1.1,-,0.9,0.5,7.18
Karim Benzema,Real Madrid,31,FW,19(11),1791,11,11,2.1,1.4,0.7,0.5,1.1,1,1,7.18
Pedro León,Getafe,32,M(LR),26(3),2281,3,7,2.6,2,1,1,0.1,1.4,1.1,7.18
Martín Demichelis,Malaga,38,D(C),31,2728,4,-,0.5,0.1,0.3,0.6,0.1,0.2,0.3,7.17
Markel Susaeta,Athletic Bilbao,31,M(LR),36,3077,7,7,1.7,1.9,1.4,1.9,0.7,1.6,1.1,7.17
Dani Alves,Barcelona,36,"D(R),M(CR)",26(4),2272,-,6,0.8,1.5,0.5,1.2,0.2,1.2,0.7,7.16
Weligton,Malaga,39,D(C),33,2970,2,-,0.6,0.2,-,0.9,-,0.1,0.3,7.16
Pedro,Barcelona,31,M(CLR),23(5),2078,7,6,1.5,0.8,0.9,1.1,0.8,1.7,1.1,7.16
Pizzi,Deportivo La Coruna,29,M(CLR),35,3093,8,6,2.5,2.7,1.2,1.9,0.7,1.9,1.6,7.15
Federico Fazio,Sevilla,32,D(C),25(1),2118,3,-,1.2,0.3,0.4,0.5,-,0.2,0.3,7.14
Alexandre Song,Barcelona,31,M(C),17(3),1537,1,-,0.2,0.3,0.7,0.5,-,0.9,0.5,7.14
Nacho,Real Betis,39,D(L),26(4),2363,-,6,0.1,0.9,0.4,1.3,0.1,0.6,0.7,7.14
Dorlan Pabón,Real Betis,31,"AM(CLR),FW",14(3),1262,8,3,2.9,0.8,1,0.9,0.5,1.4,1.2,7.14
Éver Banega,Valencia,31,M(C),22(7),1982,4,4,1.6,1.5,2.4,2.3,0.1,2.6,1.6,7.14
Ander Herrera,Athletic Bilbao,29,M(C),29,2436,1,2,1.9,1.3,1.5,3.7,0.1,1.9,1.5,7.14
Jordi Codina,Getafe,37,GK,6(1),618,-,-,-,-,-,-,-,-,-,7.14
Thiago Alcántara,Barcelona,28,M(C),15(12),1416,2,4,0.6,0.8,1.4,0.7,-,1.3,0.7,7.14
Iago Aspas,Celta Vigo,31,"AM(CR),FW",34,2818,12,7,3,2,0.9,2.4,0.6,1.5,1.6,7.14
Manuel Lucena,Granada,36,Defender,2,180,-,-,1,-,-,-,-,-,-,7.14
Piti,Rayo Vallecano,38,M(CLR),33(2),2839,18,2,3.2,1.1,1.2,1.7,0.3,2.2,1.7,7.13
Antoine Griezmann,Real Sociedad,28,"AM(CLR),FW",32(2),2859,10,3,2.7,1.1,0.7,1.1,0.7,0.9,1.2,7.12
Nacho,Rayo Vallecano,30,D(LR),8(2),749,1,1,0.4,1.4,0.8,1.1,-,1.4,0.7,7.12
Federico Fernández,Getafe,30,D(C),13(1),1173,1,1,0.4,0.1,0.1,0.7,0.1,-,0.2,7.11
Gerard Piqué,Barcelona,32,D(C),27(1),2403,2,-,0.5,0.3,0.3,0.5,-,0.5,0.4,7.11
Francisco Silva,Osasuna,33,"D(C),M(C)",14(2),1303,1,1,1.1,0.9,0.8,1.1,-,1.6,1.1,7.11
Dani Hernández,Real Valladolid,33,GK,24,2160,-,-,-,-,-,0.2,-,-,-,7.10
Xabi Prieto,Real Sociedad,35,M(CLR),33(2),2856,9,3,1.1,1.7,0.5,2.3,0.3,1.5,1.1,7.09
Javi López,Espanyol,33,"D(R),DMC",28(4),2553,1,-,0.4,0.5,0.7,1.6,-,0.8,0.8,7.09
Juanmi,Malaga,26,"AM(CLR),FW",0(1),22,1,-,3,-,-,-,-,-,2,7.09
Abel Aguilar,Deportivo La Coruna,34,M(C),27(1),2414,3,3,1.5,0.9,0.4,1.3,0.3,0.7,0.6,7.08
Manucho,Real Valladolid,36,FW,19(6),1659,8,3,1.8,0.5,0.2,1.7,0.7,1.2,1.6,7.08
Arda Turan,Atletico Madrid,32,AM(CLR),26(6),2175,5,4,1.3,1.2,1.5,1.3,0.2,1.8,1,7.07
Alberto de la Bella,Real Sociedad,33,D(L),36,3209,3,2,0.6,0.7,0.6,1,0.1,0.4,0.6,7.07
Raúl Albiol,Real Madrid,33,D(C),14(4),1378,1,-,0.5,0.2,0.1,0.6,0.1,0.2,0.5,7.07
Abdelaziz Barrada,Getafe,30,M(CR),30(2),2591,4,6,1.3,1.9,1.5,2,0.1,2.2,1.5,7.07
Daniel Parejo,Valencia,30,M(C),20(7),1967,1,3,0.9,1.4,0.8,1.2,-,0.5,0.6,7.06
Cristian Tello,Barcelona,27,M(LR),12(10),1176,7,4,1.5,1,1.5,0.4,0.6,0.5,1,7.06
Mario Suárez,Atletico Madrid,32,M(C),23(6),2002,1,1,0.5,0.3,0.7,0.7,-,1.1,0.3,7.06
Rubén Castro,Real Betis,38,"AM(LR),FW",32(2),2949,18,7,2.3,1.3,0.6,1.5,1.2,1.2,1.2,7.06
Víctor Sánchez,Espanyol,31,"D(LR),M(CL)",33,2740,1,1,0.8,0.3,0.3,1.3,-,0.7,0.5,7.06
Vicente Iborra,Levante,31,M(C),35,3063,4,-,1,0.4,0.3,1.2,0.2,0.6,0.7,7.06
Giovani dos Santos,Mallorca,30,"AM(CLR),FW",27(2),2395,6,7,2.4,2.1,1.2,1.6,0.7,1.3,1.1,7.05
Nolito,Granada,32,AM(L),17,1454,3,1,2.4,2.1,1.1,1.4,0.6,1.9,1.7,7.05
Dani Benítez,Granada,32,AM(L),9,723,1,1,2.7,1.9,0.4,2,0.2,1,1.6,7.05
Jesús Gámez,Malaga,34,D(LR),28,2424,-,1,0.4,0.5,0.4,1.1,-,0.6,0.5,7.05
Roberto Trashorras,Rayo Vallecano,38,M(C),31(4),2727,1,4,1.5,2.5,0.9,2.8,0.1,1.7,0.8,7.04
Miranda,Atletico Madrid,34,D(C),35,3146,2,2,0.6,0.2,0.3,0.6,0.1,0.2,0.4,7.04
Alexis Sánchez,Barcelona,30,"M(CLR),FW",18(11),1707,8,9,1.1,1.2,0.9,1.9,0.9,1.9,1.7,7.04
Álvaro Vázquez,Espanyol,28,FW,2,143,1,-,3,1,-,2,1.5,0.5,1.5,7.04
Martín Montoya,Barcelona,28,D(LR),11(4),1148,1,2,0.3,0.1,1,0.3,-,0.7,0.8,7.04
Pepe,Real Madrid,36,D(C),26(2),2345,1,1,0.7,0.3,0.3,1.1,-,0.4,0.5,7.04
Casado,Rayo Vallecano,32,D(L),28,2294,-,4,0.5,0.8,0.5,0.4,0.1,0.5,0.4,7.04
Jesús Navas,Sevilla,33,"D(R),M(R)",37,3317,-,6,2.2,2.1,1.7,2,0.4,1.6,1.2,7.04
Álvaro Arbeloa,Real Madrid,36,D(LR),25(1),2081,-,2,0.2,0.7,0.5,1.6,0.1,0.9,0.3,7.03
Pedro Álvarez,Real Betis,37,D(C),19(1),1597,1,-,0.3,-,0.1,0.9,0.1,0.1,0.3,7.03
Marcelo,Real Madrid,31,D(L),13(1),1070,-,-,0.9,1.3,1.1,0.9,0.1,1.6,0.8,7.02
Mikel González,Real Sociedad,33,D(C),34,3060,2,1,0.3,-,0.1,0.4,-,0.1,0.3,7.02
Mubarak Wakaso,Espanyol,28,M(CLR),23(3),1904,3,6,1.7,1.3,1,2.7,0.1,1.5,1.3,7.02
Vicente Guaita,Valencia,32,GK,14,1260,-,-,-,0.1,-,0.2,-,-,-,7.02
Beñat Etxebarria,Real Betis,32,M(C),33(1),2864,4,8,1.7,1.8,0.6,0.9,-,1.3,0.8,7.01
Ignacio Camacho,Malaga,29,"D(C),M(C)",30(3),2709,2,-,0.8,0.2,0.2,1.2,-,0.3,0.6,7.01
Alejandro Arribas,Osasuna,30,D(C),32(2),2746,2,-,0.6,0.2,0.1,0.8,-,0.2,0.2,7.01
Guilherme Siqueira,Granada,33,D(L),35,2996,6,3,0.6,0.7,0.9,1.1,-,0.4,0.6,7.01
Gorka Iraizoz,Athletic Bilbao,38,GK,35,3150,-,-,-,-,-,0.1,-,-,-,7.01
Abraham Minero,Real Zaragoza,33,D(L),35,3126,-,2,0.2,0.8,1.4,0.8,-,0.8,0.6,7.01
Jonas,Valencia,35,"AM(CLR),FW",30(5),2439,13,3,2.3,1,0.6,1.7,0.5,1,1.1,7.01
Juan Rodríguez,Getafe,37,M(C),7(2),537,2,1,0.8,0.3,0.1,1.2,0.1,1,0.1,7.01
Juanfran,Levante,42,D(CL),28(1),2515,-,3,0.4,0.6,0.8,1.6,-,0.5,0.5,7.01
Antonio Amaya,Real Betis,36,D(C),26(2),2428,-,-,0.4,0.3,0.2,0.1,0.1,0.3,0.2,7.00
Jaime,Real Valladolid,38,GK,14,1260,-,-,-,-,-,-,-,-,0.1,7.00
Alejandro Gálvez,Rayo Vallecano,30,"D(C),M(C)",24(4),2245,-,-,0.4,0.2,0.3,0.6,-,0.1,0.3,7.00
Ricardo Costa,Valencia,38,D(C),25(1),2164,4,-,0.7,0.1,-,0.3,-,0.2,0.5,7.00
Víctor Casadesús,Mallorca,34,"AM(C),FW",31(2),2623,8,5,2.1,1.7,0.8,1.1,0.4,1.5,0.9,6.99
Germán Lux,Deportivo La Coruna,37,GK,3(1),315,-,-,-,-,0.3,0.3,-,-,0.3,6.99
Andrés Guardado,Valencia,32,"D(L),M(CL)",26(6),2364,1,3,0.9,0.9,0.7,1.3,0.1,0.8,1,6.99
Rubén Blanco,Celta Vigo,23,GK,1(1),135,-,-,-,-,-,-,-,-,-,6.99
Coke,Sevilla,32,"D(CLR),M(R)",19(2),1553,3,4,0.6,0.7,0.7,0.6,0.3,1,0.7,6.99
Apoño,Real Zaragoza,35,M(C),29(3),2558,9,4,1.7,1.7,0.5,1.7,-,1.2,0.9,6.99
Aymeric Laporte,Athletic Bilbao,25,D(CL),14(1),1205,-,-,0.4,0.3,1.1,0.9,-,0.3,0.7,6.98
Michael Essien,Real Madrid,36,"D(R),DMC",19(2),1693,2,-,0.5,0.6,0.6,0.8,-,0.6,0.7,6.98
Aythami Artiles,Deportivo La Coruna,33,D(C),24(2),2174,-,1,0.5,0.4,-,0.3,-,0.2,0.1,6.98
Paulao,Real Betis,36,D(C),19(3),1740,2,-,0.6,0.1,-,0.2,-,0.3,-,6.98
Leo Baptistão,Rayo Vallecano,26,"AM(CLR),FW",26(2),2254,7,6,2.1,1,1.5,2,0.8,2.9,2.6,6.98
Diego Costa,Atletico Madrid,30,FW,24(7),2061,10,7,1.6,1.2,1,3,0.9,3,1.9,6.98
Adil Rami,Valencia,33,D(C),24(1),2081,-,2,0.8,0.2,0.4,0.8,0.1,0.2,0.2,6.97
Javier Manquillo,Atletico Madrid,25,"D(LR),M(R)",2(1),196,-,1,-,0.3,0.3,0.3,-,1,0.7,6.97
José Antonio Reyes,Sevilla,35,M(CLR),21(6),1780,4,6,1.5,2.2,0.7,1.9,0.1,1.9,1.3,6.97
Joaquín,Malaga,37,"M(CLR),FW",29(5),2414,4,6,1.4,2.6,1.5,1.8,0.6,1.4,1.5,6.97
Julián,Sevilla,28,GK,1,90,-,-,-,-,-,-,-,-,-,6.97
Mikel San José,Athletic Bilbao,30,"D(C),DMC",23(11),2228,5,-,0.5,0.3,0.4,0.4,-,0.5,0.3,6.96
Miguel Flaño,Osasuna,34,D(C),22,1915,-,-,0.1,-,-,0.7,-,-,0.1,6.96
Manuel Pablo,Deportivo La Coruna,43,D(LR),24,2112,-,2,0.1,0.6,0.1,0.9,-,0.5,0.7,6.96
Rafa,Getafe,34,D(CL),16(3),1571,1,-,0.6,0.2,0.1,0.5,-,0.1,0.1,6.96
Fernando Amorebieta,Athletic Bilbao,34,D(CL),10(1),888,-,-,0.6,0.3,-,1,-,0.4,0.2,6.95
Víctor Pérez,Real Valladolid,31,M(C),24(1),2164,4,-,0.7,0.4,0.3,0.7,-,1,0.5,6.94
Diego Colotto,Espanyol,38,D(C),28,2459,2,1,0.6,0.2,0.2,1.2,0.2,0.2,0.3,6.94
Miguel Ángel Moyá,Getafe,35,GK,32,2802,-,-,-,-,-,0.1,-,-,-,6.94
Nacho,Real Madrid,29,D(CLR),6(3),556,-,-,0.2,0.2,0.7,0.7,-,0.1,0.4,6.94
Simao Mate,Levante,30,"D(C),M(C)",2(2),252,-,-,0.3,0.3,-,0.8,-,0.5,-,6.94
Borja Oubiña,Celta Vigo,37,DMC,36,3232,1,-,0.6,0.3,0.1,0.6,-,0.6,0.6,6.94
David Albelda,Valencia,41,M(C),16(2),1220,-,-,0.4,0.3,0.2,0.8,-,0.2,0.1,6.94
Pape Diop,Levante,33,M(C),32,2521,-,-,0.7,0.5,0.6,1.3,-,0.6,0.8,6.94
David Zurutuza,Real Sociedad,32,M(CL),14(7),1160,2,4,0.6,1,0.6,1.9,-,1.2,0.8,6.93
Isco,Malaga,27,"AM(CLR),FW",36(1),3073,9,1,1.8,1.2,1.6,2,0.2,2.8,1.9,6.93
Roberto Fernández,Granada,40,GK,14,1260,-,1,-,0.1,-,0.1,-,-,-,6.93
Imanol Agirretxe,Real Sociedad,32,FW,22(12),2049,13,5,2.3,0.8,0.4,0.8,0.7,1.6,1.2,6.93
Mikel Balenziaga,Real Valladolid,31,D(L),32,2871,-,1,0.1,0.4,0.3,0.8,0.1,0.8,0.5,6.93
Alberto Moreno,Sevilla,26,"D(L),M(L)",12(3),1106,-,1,0.4,0.5,0.9,1.1,0.1,0.6,0.5,6.93
Gustavo Cabral,Celta Vigo,33,D(C),26(1),2242,2,-,0.4,0.1,0.1,0.3,0.1,0.2,0.2,6.93
Tiago,Atletico Madrid,38,M(C),14(8),1374,2,-,0.7,0.5,0.2,0.4,-,0.3,0.5,6.93
Íñigo Martínez,Real Sociedad,28,D(C),34,3060,4,-,0.6,0.1,0.2,1,0.2,0.2,0.4,6.93
Raphael Varane,Real Madrid,26,D(C),12(3),1121,-,-,0.7,0.3,0.1,0.3,0.1,0.1,0.3,6.92
Carles Puyol,Barcelona,41,D(C),12(1),971,1,-,0.2,0.1,0.1,0.6,-,0.2,0.3,6.92
Ángel Di María,Real Madrid,31,"M(CLR),FW",22(10),1985,7,6,1.9,1.4,0.9,1.2,0.1,1.1,1.4,6.92
Riki,Deportivo La Coruna,38,"AM(R),FW",36,2728,13,-,3.4,0.8,1.1,2.3,1.3,2.1,2.1,6.92
Oier Sanjurjo,Osasuna,33,"D(CR),M(C)",25(6),2306,-,-,1.1,0.6,0.3,1.4,0.2,0.9,1,6.92
Tino Costa,Valencia,34,M(C),26(5),2272,1,6,2.4,1.5,0.3,0.7,-,0.9,0.8,6.92
Raoul Loé,Osasuna,30,M(C),18(5),1568,2,1,0.6,0.4,-,0.6,-,0.9,0.5,6.92
Lolo,Osasuna,34,"D(C),M(C)",17(5),1606,1,2,1,0.7,0.2,0.8,-,0.2,0.3,6.91
Gurpegi,Athletic Bilbao,38,"D(C),M(C)",24(3),2048,1,-,0.2,-,0.3,0.5,-,0.2,0.1,6.91
Héctor Moreno,Espanyol,31,D(CL),31(1),2772,2,2,0.4,0.4,0.1,0.7,-,0.2,0.3,6.91
Piotr Trochowski,Sevilla,35,M(CL),6,445,2,-,1.5,0.5,0.3,0.7,0.2,0.8,0.2,6.91
Miguel de las Cuevas,Osasuna,33,M(CL),15(1),1143,1,1,1.6,1.6,0.9,1.6,0.5,1.6,1,6.91
Adrián,Real Betis,32,GK,31(1),2868,-,-,-,0.1,0.1,0.2,-,-,-,6.91
Kiko Casilla,Espanyol,32,GK,20(1),1822,-,-,-,-,-,0.1,-,-,0.1,6.90
Augusto Fernández,Celta Vigo,33,M(CR),36,2900,6,5,1.6,0.9,1.1,1.3,0.3,1.8,1.3,6.90
Raúl Goni,Real Zaragoza,30,D(L),4,316,-,-,0.3,-,-,-,0.3,-,0.5,6.90
Roberto Lago,Celta Vigo,33,D(L),32(2),2826,-,3,0.4,0.5,0.5,0.6,0.1,0.4,0.5,6.90
Gary Medel,Sevilla,31,"D(C),DMC",31(1),2654,6,3,1,0.6,0.3,0.8,0.1,0.9,0.6,6.89
Aritz Aduriz,Athletic Bilbao,38,FW,33(3),2594,14,6,2.3,0.7,0.5,1.5,0.5,1.2,1.7,6.89
Tomás Pina,Mallorca,31,M(C),34(2),2886,-,1,0.6,0.8,1,1.4,0.1,1,0.5,6.89
Allan Nyom,Granada,31,"D(LR),M(R)",35,2960,-,2,0.5,0.5,0.7,0.5,-,0.3,0.3,6.89
Jorge Molina,Real Betis,37,FW,22(10),2122,13,2,1.8,0.9,0.5,2.1,0.5,1.1,1.3,6.88
Sofiane Feghouli,Valencia,29,M(CR),23(4),2109,3,6,1.1,1.4,0.9,1.1,0.4,1.1,1.6,6.88
Juan Valera,Getafe,34,D(R),30,2593,2,-,0.5,0.6,0.3,1.5,0.4,0.2,0.5,6.88
Laure,Deportivo La Coruna,34,D(R),10(1),945,-,1,0.2,1.2,0.9,1,0.1,0.8,0.6,6.88
Cicinho,Sevilla,32,D(R),19(8),1723,1,2,0.6,0.6,0.9,1.1,-,1,0.6,6.88
Jordi Figueras,Rayo Vallecano,32,D(C),13(1),1185,-,1,0.4,0.4,0.3,0.9,-,-,0.4,6.87
Willy Caballero,Malaga,37,GK,36,3194,-,-,-,-,-,0.1,-,-,0.1,6.87
Eder Vilarchao,Real Betis,29,Midfielder,0(1),33,-,-,1,1,-,-,1,1,1,6.87
Álvaro Cejudo,Osasuna,35,M(LR),25(7),2010,3,5,2.1,1.4,1,1.6,0.1,1.7,1.6,6.87
Aly Cissokho,Valencia,31,"D(L),M(L)",18(7),1687,2,2,0.4,0.6,0.5,0.4,-,0.1,0.4,6.87
Henrique Sereno,Real Valladolid,34,D(C),19(1),1676,1,-,0.4,0.1,-,0.8,-,0.2,0.3,6.86
Javi Fuego,Rayo Vallecano,35,M(C),36,3217,-,1,0.5,0.4,0.1,1.5,-,0.9,0.9,6.86
Toño,Granada,39,GK,25,2250,-,-,-,-,-,0.1,-,-,-,6.86
Silvio,Deportivo La Coruna,31,D(LR),16(1),1346,2,-,1,0.3,0.4,0.6,-,0.6,0.2,6.86
Markel Bergara,Real Sociedad,33,M(C),27(1),2364,-,-,0.3,0.2,0.1,0.8,-,0.5,0.5,6.85
Borja Ekiza,Athletic Bilbao,31,D(C),23(1),2061,-,-,0.1,0.1,0.1,0.3,-,0.2,0.2,6.85
Jeremy Mathieu,Valencia,35,D(CL),16(1),1423,1,-,0.5,0.2,0.1,0.1,-,0.1,0.2,6.85
Juan Forlín,Espanyol,31,"D(C),M(C)",32(1),2771,-,-,0.3,0.3,-,0.6,-,0.3,0.6,6.85
Álvaro González,Real Zaragoza,29,D(C),33,2942,1,-,0.6,0.2,0.2,0.6,-,0.1,0.1,6.85
Sami Khedira,Real Madrid,32,M(C),19(6),1744,3,2,0.8,0.8,0.2,0.9,0.2,0.5,0.7,6.85
Iñigo Pérez,Athletic Bilbao,31,M(C),5,398,-,1,0.6,1.2,0.2,1.6,-,0.8,0.8,6.84
Sergio García,Espanyol,36,"M(CLR),FW",27(1),2405,7,5,2.1,1.6,1.5,1.4,0.8,2.9,2.9,6.84
Carlos Marchena,Deportivo La Coruna,39,D(C),22,1855,2,-,0.5,0.2,0.1,0.5,-,0.1,0.3,6.84
Andrés Fernández,Osasuna,32,GK,37,3330,-,-,-,-,-,0.1,-,-,-,6.84
Javier Mascherano,Barcelona,35,"D(C),M(C)",21(4),1931,-,-,0.1,-,0.1,0.5,-,-,0.2,6.84
Paco Montañés,Real Zaragoza,32,AM(LR),38,3253,5,1,1.4,1.2,0.9,2.3,0.2,1.3,0.9,6.84
Cristian Álvarez,Espanyol,33,GK,18,1598,-,-,-,-,0.1,0.2,-,-,0.1,6.84
Jonny,Celta Vigo,25,"D(CLR),M(L)",19,1628,-,-,0.2,0.3,0.5,0.5,-,0.4,0.5,6.84
Juanfran,Atletico Madrid,34,D(R),35,3150,1,3,0.2,0.5,0.5,0.8,0.1,0.9,0.7,6.84
Marc Bertrán,Osasuna,37,D(R),20(3),1854,-,-,0.3,0.6,0.6,0.3,-,0.1,0.3,6.83
Borja Fernández,Getafe,38,M(C),14(2),1097,1,1,0.3,0.3,-,1.4,-,0.6,0.7,6.83
Jesús Rueda,Real Valladolid,32,D(C),26(2),2411,-,-,0.1,0.1,-,0.2,-,-,0.2,6.83
Tomer Hemed,Mallorca,32,FW,28(9),2396,11,1,2.6,0.7,0.5,0.9,0.4,1.3,1.1,6.83
Marc Valiente,Real Valladolid,32,D(C),28,2408,-,1,0.3,0.2,0.1,0.2,-,0.1,0.1,6.83
Vadim Demidov,Celta Vigo,32,D(C),12,1022,-,-,0.3,-,-,0.6,-,0.1,-,6.83
Bruno Gama,Deportivo La Coruna,31,AM(LR),38,3154,6,6,1.5,1.1,1.4,2.4,0.2,1.6,1.5,6.83
Beto,Sevilla,37,GK,14,1260,-,-,-,-,-,-,-,-,-,6.83
Ricardo Carvalho,Real Madrid,41,D(C),9,810,-,1,0.7,0.2,0.2,0.4,-,-,0.2,6.83
Geoffrey Kondogbia,Sevilla,26,DMC,23(8),1926,1,1,0.7,0.3,1.1,1,0.1,1,0.7,6.83
Thibaut Courtois,Atletico Madrid,27,GK,37,3330,-,-,-,-,-,0.1,-,-,-,6.83
Óscar,Real Valladolid,36,AM(CL),33(2),2948,12,7,1.5,1.2,0.6,1.2,0.8,1.6,1.4,6.83
Yacine Brahimi,Granada,29,M(CLR),21(6),1850,-,1,1.4,1,2.7,1.5,-,2.3,1.3,6.83
Recio,Granada,28,M(C),14(1),1252,2,-,0.8,0.3,0.3,1.2,-,0.6,0.7,6.83
Rubén González,Osasuna,37,D(C),15(1),1327,-,-,0.4,0.1,0.2,0.3,0.1,0.1,0.2,6.83
Gonzalo Castro,Real Sociedad,34,"AM(LR),FW",13(18),1324,7,4,1.7,1,1,0.8,0.2,1,0.6,6.82
Diego López,Real Madrid,37,GK,16,1440,-,-,-,-,-,0.1,-,-,0.1,6.82
Carlos Peña,Real Valladolid,35,D(CL),11(6),1056,-,1,0.4,0.2,0.4,0.4,0.1,-,0.2,6.82
Mikel Rico,Granada,34,M(C),38,3342,2,-,0.9,0.6,0.6,1.1,-,1.2,0.9,6.82
Gustavo Munúa,Levante,41,GK,29,2610,-,1,-,0.1,-,0.2,-,-,-,6.82
Claudio Bravo,Real Sociedad,36,GK,31,2790,-,-,-,0.1,-,0.1,-,-,-,6.81
Cristhian Stuani,Espanyol,32,"AM(CLR),FW",21(11),2157,7,4,1.5,0.8,0.6,1.9,0.2,1.1,1.6,6.81
