Name,Team,Age,Position,Apps,Minutes,Tackles per game,Interceptions per game,Fouls per game,Offsides per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals,Rating
Lionel Messi,Barcelona,32,"AM(CR),FW",28(4),2644,0.6,0.3,0.4,-,-,0.3,-,-,8.83
Jesús Fernández,Real Madrid,31,GK,1,90,-,-,-,-,3,-,-,-,8.37
Cristiano Ronaldo,Real Madrid,34,"M(L),FW",30(4),2721,0.4,0.3,0.8,-,0.7,0.1,-,1,8.15
Jorge Pulido,Atletico Madrid,28,D(C),1,90,2,6,-,-,11,-,-,-,7.62
Carlos Martínez,Real Sociedad,33,D(R),29,2589,2.9,3.1,0.6,0.4,4.2,0.8,0.5,-,7.59
Sergio Escudero,Getafe,29,"D(L),M(L)",9,787,5.3,3.6,0.9,0.2,3.6,1.7,0.2,-,7.58
Casemiro,Real Madrid,27,DMC,1,90,2,6,2,1,2,2,-,-,7.51
Patrick Ebert,Real Valladolid,32,M(CLR),22(1),1809,2.2,0.5,1.7,-,0.7,0.7,0.1,-,7.46
Cesc Fàbregas,Barcelona,32,"M(CL),FW",30(2),2325,1.4,0.6,1,-,0.4,0.7,-,-,7.45
Sergio Ramos,Real Madrid,33,D(CR),26,2268,2.4,1.8,2.1,0.6,5.4,0.7,0.3,-,7.45
Andrés Iniesta,Barcelona,35,M(CL),24(7),2096,1.1,0.5,0.5,-,0.3,0.5,0.1,-,7.41
Ivan Rakitic,Sevilla,31,M(C),34,2967,1.5,0.9,1.2,-,1.2,0.7,0.2,1,7.41
Carlos Vela,Real Sociedad,30,"M(CLR),FW",32(3),2715,0.9,0.5,1.2,-,0.1,0.3,-,-,7.40
Mesut Özil,Real Madrid,30,M(CLR),23(9),2042,0.9,0.6,0.7,-,-,0.3,-,-,7.39
Domingo Cisma,Atletico Madrid,37,D(L),2,166,2.5,2,1.5,-,3.5,1,-,-,7.39
Emiliano Armenteros,Osasuna,33,AM(CLR),30,2629,2.9,1.4,1.7,-,0.8,0.6,-,-,7.34
Diego Godín,Atletico Madrid,33,D(C),35,3107,2,2.4,0.9,0.3,8.3,0.4,0.4,-,7.33
Damiá,Osasuna,37,D(LR),29,2482,2.8,3,1.5,0.6,6,0.7,0.4,-,7.33
Koke,Atletico Madrid,27,M(CLR),29(4),2519,2.5,0.9,0.8,-,0.5,0.9,0.1,-,7.32
Xabi Alonso,Real Madrid,37,M(C),22(6),2147,3.2,1.9,1.3,0.1,1.6,1.3,0.3,-,7.31
Fábio Coentrão,Real Madrid,31,"D(L),M(LR)",17,1471,2.6,1.9,0.7,0.3,2.9,0.4,0.6,-,7.31
Álvaro Negredo,Sevilla,33,FW,34(2),3036,0.4,0.1,1.1,-,1.3,0.3,0.2,-,7.30
Gabi,Atletico Madrid,35,M(C),34(1),2884,4.1,2.2,2.7,-,1,1.4,0.3,1,7.28
Emir Spahic,Sevilla,38,D(C),22,1959,3,3,1.9,0.6,8.2,0.5,0.5,1,7.27
Filipe Luís,Atletico Madrid,33,D(L),32,2802,3.2,2.4,1,0.1,2.3,0.5,0.2,-,7.27
Pedro Morales,Malaga,34,M(CL),5(2),400,0.7,1,0.3,-,-,0.4,-,-,7.27
Diego Mainz,Granada,36,D(C),26(1),2367,1.9,2.5,1.3,1.1,11.1,0.3,0.7,-,7.27
Hugo Mallo,Celta Vigo,28,"D(CR),M(R)",17,1530,4.8,2.4,1.6,0.6,4.5,0.6,0.5,-,7.25
Radamel Falcao,Atletico Madrid,33,FW,34,2908,0.5,0.1,1.6,-,0.6,0.1,0.1,-,7.25
Asier Illarramendi,Real Sociedad,29,M(C),32,2717,3.8,2.3,1.6,0.1,1.6,1,0.4,-,7.25
Gonzalo Higuaín,Real Madrid,31,FW,19(9),1741,0.8,0.3,0.7,0.1,0.8,0.3,0.1,-,7.24
Nacho Monreal,Malaga,33,"D(CL),M(L)",14,1191,2.1,2.1,1,0.5,3.4,0.3,0.2,-,7.23
Keylor Navas,Levante,32,GK,9,810,0.1,0.2,-,-,1.7,-,-,-,7.23
Roberto Soldado,Valencia,34,FW,33(2),2932,0.6,0.2,1,-,1.1,0.3,0.1,-,7.23
Sergio Busquets,Barcelona,30,DMC,25(6),2250,3,1.7,1,0.1,1.3,0.7,0.3,-,7.22
Geromel,Mallorca,33,D(C),29(1),2613,2.9,4.4,1.4,0.8,8.7,0.4,0.8,-,7.22
Adriano,Barcelona,34,"D(CLR),M(L)",18(5),1444,2.2,1.6,1.1,0.5,3,0.2,0.1,-,7.20
Luka Modric,Real Madrid,33,M(C),25(8),2189,1.3,1.4,0.7,-,0.5,0.5,0.1,-,7.19
Jordi Alba,Barcelona,30,D(L),27(2),2500,2,3.5,1.2,0.2,2.1,0.4,0.1,1,7.18
Xavi,Barcelona,39,DMC,24(6),2197,0.4,0.7,0.1,-,0.4,0.5,-,-,7.18
Maurizio Lanzaro,Real Zaragoza,37,D(CLR),0(1),59,4,2,3,1,7,1,-,-,7.18
Jérémy Toulalan,Malaga,35,"D(C),M(C)",18(1),1554,4.1,3.3,1.3,-,1.7,1.4,0.3,-,7.18
Karim Benzema,Real Madrid,31,FW,19(11),1791,0.5,0.2,0.5,-,0.4,0.2,-,-,7.18
Pedro León,Getafe,32,M(LR),26(3),2281,2.1,1,0.9,-,0.7,0.5,0.1,-,7.18
Martín Demichelis,Malaga,38,D(C),31,2728,3.3,2.2,1.1,1,6.3,1,0.7,-,7.17
Markel Susaeta,Athletic Bilbao,31,M(LR),36,3077,2.2,0.9,0.9,-,0.3,0.6,0.1,-,7.17
Dani Alves,Barcelona,36,"D(R),M(CR)",26(4),2272,2.8,0.9,1.9,0.3,1.4,0.8,0.2,-,7.16
Weligton,Malaga,39,D(C),33,2970,2.3,3,1,1.1,7.3,0.6,0.8,1,7.16
Pedro,Barcelona,31,M(CLR),23(5),2078,1.1,0.4,0.8,-,0.2,0.3,-,-,7.16
Pizzi,Deportivo La Coruna,29,M(CLR),35,3093,1,0.7,0.7,-,0.5,0.8,0.1,-,7.15
Federico Fazio,Sevilla,32,D(C),25(1),2118,1.7,2.2,0.9,0.4,7.8,0.3,0.7,-,7.14
Alexandre Song,Barcelona,31,M(C),17(3),1537,2.2,2.2,1.2,0.3,1.9,0.7,0.1,-,7.14
Nacho,Real Betis,39,D(L),26(4),2363,3.5,2.4,1.4,0.4,3.7,1,0.1,-,7.14
Dorlan Pabón,Real Betis,31,"AM(CLR),FW",14(3),1262,0.8,0.5,1.1,-,0.4,0.4,-,-,7.14
Éver Banega,Valencia,31,M(C),22(7),1982,1.9,0.7,1.2,-,0.3,0.5,-,-,7.14
Ander Herrera,Athletic Bilbao,29,M(C),29,2436,4,1.3,1.8,-,0.8,1.2,0.1,-,7.14
Jordi Codina,Getafe,37,GK,6(1),618,-,-,-,-,1.3,-,-,-,7.14
Thiago Alcántara,Barcelona,28,M(C),15(12),1416,1.6,1.3,0.8,-,0.6,0.5,0.2,-,7.14
Iago Aspas,Celta Vigo,31,"AM(CR),FW",34,2818,0.9,0.3,1.2,-,0.1,0.2,0.1,-,7.14
Manuel Lucena,Granada,36,Defender,2,180,3,3.5,0.5,-,2,-,-,-,7.14
Piti,Rayo Vallecano,38,M(CLR),33(2),2839,1.4,0.8,1.4,-,0.8,0.2,-,-,7.13
Antoine Griezmann,Real Sociedad,28,"AM(CLR),FW",32(2),2859,1.7,1,1.1,-,0.3,0.4,0.1,-,7.12
Nacho,Rayo Vallecano,30,D(LR),8(2),749,3.4,1.9,1.2,0.1,1.8,0.4,0.3,-,7.12
Federico Fernández,Getafe,30,D(C),13(1),1173,1.7,2.9,0.7,1.6,9.1,0.7,0.8,-,7.11
Gerard Piqué,Barcelona,32,D(C),27(1),2403,1.8,2.2,0.5,1,4.5,0.6,0.7,-,7.11
Francisco Silva,Osasuna,33,"D(C),M(C)",14(2),1303,4.1,2.4,2.6,-,1.2,0.9,0.1,-,7.11
Dani Hernández,Real Valladolid,33,GK,24,2160,-,-,-,-,1.9,0.1,-,-,7.10
Xabi Prieto,Real Sociedad,35,M(CLR),33(2),2856,1,0.5,0.7,-,1,0.2,0.2,-,7.09
Javi López,Espanyol,33,"D(R),DMC",28(4),2553,4.6,2.5,1.8,0.2,2.9,1,0.4,1,7.09
