Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Robert Lewandowski,Bayern Munich,30,FW,33,2959,7,1.4,22.1,77.5,-,0.6,0.2,7.65
Thiago Alcántara,Bayern Munich,28,M(C),26(4),2409,6,1.3,83.6,91.8,0.5,7.3,0.1,7.59
Kerem Demirbay,Hoffenheim,25,AM(C),24(2),2023,9,3.1,48.8,81.2,1.7,2.9,0.2,7.59
Marcel Halstenberg,RasenBallsport Leipzig,27,"D(L),M(L)",27(1),2414,6,2,40.9,74.3,1.6,1.4,-,7.56
Sébastien Haller,Eintracht Frankfurt,25,FW,23(6),2181,9,1.3,27.1,63.4,-,0.4,0.1,7.55
Jadon Sancho,Borussia Dortmund,19,AM(LR),26(8),2464,14,1.9,38.3,84.9,0.8,0.6,0.1,7.52
Joshua Kimmich,Bayern Munich,24,"D(CR),DMC",34,3060,13,2.4,74.1,90.5,2.2,4.2,0.1,7.49
Gregor Kobel,Hoffenheim,21,GK,1,90,-,-,39,61.5,-,15,-,7.48
Frederik Rönnow,Eintracht Frankfurt,26,GK,1(1),122,-,-,26,59.6,-,10.5,-,7.47
Thorgan Hazard,Borussia M.Gladbach,26,"AM(CLR),FW",33,2878,10,2.2,34.8,76.9,1.4,1.6,0.2,7.44
Willi Orban,RasenBallsport Leipzig,26,D(C),23(1),2050,-,-,41.6,78.2,-,2.7,-,7.41
Lukasz Piszczek,Borussia Dortmund,34,"D(CR),M(R)",20,1759,6,1.1,56.2,83.3,0.6,1.3,0.2,7.41
Marco Reus,Borussia Dortmund,30,"M(CLR),FW",27,2322,8,1.4,37.6,81.8,0.4,1.5,0.1,7.39
Ihlas Bebou,Hannover 96,25,"AM(CLR),FW",12,1068,3,1.3,30.1,71.5,0.8,0.8,0.2,7.34
Kingsley Coman,Bayern Munich,23,"AM(LR),FW",17(4),1392,4,1.3,29.4,85,0.7,0.5,-,7.34
Ignacio Camacho,Wolfsburg,29,"D(C),M(C)",6,540,-,0.3,50,78.3,-,5.8,0.3,7.34
Tyler Adams,RasenBallsport Leipzig,20,M(CR),8(2),723,2,0.5,52.4,80.3,-,1.8,0.4,7.30
George Timotheou,Schalke 04,21,Defender,1,90,-,-,46,80.4,-,4,-,7.30
Ishak Belfodil,Hoffenheim,27,"AM(LR),FW",20(8),1864,3,1.1,15.6,72.2,0.1,0.1,-,7.29
Kevin Volland,Bayer Leverkusen,26,"AM(CLR),FW",32(2),2820,9,1.3,25.3,75,0.6,0.7,0.1,7.28
Daniel Caligiuri,Schalke 04,31,"D(R),M(LR),FW",31,2760,3,1.9,37.2,68.5,1.5,2.7,-,7.28
Yussuf Poulsen,RasenBallsport Leipzig,25,"AM(R),FW",27(4),2454,3,1.1,24.9,60.8,0.2,0.3,0.1,7.27
Marko Grujic,Hertha Berlin,23,DMC,20(2),1780,1,0.7,43.1,81.9,-,1.6,-,7.26
Filip Kostic,Eintracht Frankfurt,26,"M(LR),FW",33(1),2961,10,1.4,29.7,64.7,1.4,1.4,0.1,7.26
Julian Brandt,Bayer Leverkusen,23,"M(CLR),FW",30(3),2674,11,2.6,51.6,81.4,1.2,2.4,0.2,7.26
Kai Havertz,Bayer Leverkusen,20,M(CR),33(1),2901,3,1,52.6,87.2,0.1,2.2,0.1,7.25
Vincenzo Grifo,Freiburg,26,AM(CL),16,1431,3,2.2,43.3,79.2,1.1,2.9,0.1,7.25
Wout Weghorst,Wolfsburg,26,FW,33(1),2931,7,1.1,23.6,69.5,0.1,0.5,0.1,7.24
James Rodríguez,Bayern Munich,27,AM(CLR),13(7),1143,3,2.6,43.9,87.1,1.6,2.4,0.2,7.24
Max Kruse,Werder Bremen,31,"M(CLR),FW",32,2837,9,2.6,49.9,79.1,1.7,3.4,0.1,7.23
Joelinton,Hoffenheim,22,FW,25(3),2136,5,1.5,24.7,79.3,0.2,0.3,0.1,7.21
Thomas Müller,Bayern Munich,29,"M(CLR),FW",28(4),2391,9,1.9,37.5,74.7,0.2,1.2,0.1,7.19
Ibrahima Konaté,RasenBallsport Leipzig,20,D(C),27(1),2431,1,0.2,37,76,-,1.9,-,7.19
Mark Flekken,Freiburg,26,GK,1,90,-,-,28,78.6,-,7,-,7.18
Kevin Stöger,Fortuna Duesseldorf,25,M(CL),24(1),2121,7,2.2,54.8,85,1.2,5.4,0.2,7.17
Timo Werner,RasenBallsport Leipzig,23,"AM(L),FW",29(1),2525,7,1.2,25.5,74.2,0.2,0.4,0.1,7.17
Mats Hummels,Bayern Munich,30,D(C),20(1),1776,1,0.6,82.6,89.4,-,4.5,0.1,7.17
Serge Gnabry,Bayern Munich,23,"AM(CLR),FW",21(9),1774,5,0.9,26.4,83.4,0.3,1,0.1,7.15
Kevin Kampl,RasenBallsport Leipzig,28,M(CLR),25(2),2122,5,1.8,52.9,84.4,0.7,2.4,0.1,7.13
Thomas Delaney,Borussia Dortmund,27,DMC,27(3),2290,5,0.5,53.6,85.5,0.1,2.7,-,7.13
Louis Beyer,Borussia M.Gladbach,19,D(R),8(1),721,-,0.2,47.6,87.9,0.1,1.3,-,7.12
Maximilian Arnold,Wolfsburg,25,M(CR),33,2879,6,1.4,39.6,80.8,1,4.7,0.1,7.11
Axel Witsel,Borussia Dortmund,30,M(C),32(1),2873,1,0.5,72.8,93.1,-,2.4,0.1,7.11
Achraf Hakimi,Borussia Dortmund,20,D(LR),19(2),1740,4,0.5,63.4,86.1,0.4,2.1,0.1,7.11
Nils Petersen,Freiburg,30,FW,20(4),1930,3,0.9,21.3,68.2,-,0.7,-,7.11
Sebastian Rode,Eintracht Frankfurt,28,"D(R),M(C)",12,931,-,1.5,43.1,83.4,1,2.3,0.1,7.10
Benjamin Hübner,Hoffenheim,29,D(C),9(1),813,-,-,50,82.6,-,2.9,-,7.10
Jordan Torunarigha,Hertha Berlin,21,D(C),13(1),1161,2,0.4,33.9,79.4,0.1,3.1,-,7.09
William,Wolfsburg,24,"D(LR),M(R)",30(1),2676,1,1.3,43.8,74.4,0.9,4,-,7.09
Andrej Kramaric,Hoffenheim,28,"AM(CLR),FW",28(2),2404,4,1.6,31.9,80.9,0.8,1.2,0.1,7.09
Florian Grillitsch,Hoffenheim,23,"DMC,M(L)",27(3),2395,3,0.9,51.6,83.5,0.2,3.5,0.1,7.06
Salif Sané,Schalke 04,28,"D(C),DMC",29(1),2613,-,0.2,51.1,83.2,0.1,3.1,-,7.06
Theodor Gebre Selassie,Werder Bremen,32,"D(LR),DMC,M(R)",32,2815,2,0.7,41.9,79.8,0.3,0.9,-,7.03
Almamy Touré,Eintracht Frankfurt,23,D(CR),6(1),520,-,0.1,34.7,73.3,0.3,1.3,0.1,7.03
Jérôme Roussillon,Wolfsburg,26,"D(L),M(L)",28,2466,4,1.1,36.6,77.3,1.1,1.9,-,7.03
Emil Forsberg,RasenBallsport Leipzig,27,AM(CLR),14(6),1254,7,2,23.9,81.6,0.7,0.8,0.2,7.02
Raphael Guerreiro,Borussia Dortmund,25,"D(L),M(CL)",17(6),1532,6,1.7,46.1,85.5,0.7,0.9,0.1,7.02
Ondrej Duda,Hertha Berlin,24,"AM(C),FW",30(2),2575,5,1.3,37.6,76.9,0.5,1.4,0.1,7.02
Marc-Oliver Kempf,VfB Stuttgart,24,D(C),23,2026,-,0.3,44,81.2,0.1,3.2,-,7.01
David Alaba,Bayern Munich,27,"D(CL),M(C)",29(2),2534,3,0.9,56.9,85.5,0.7,1.7,-,7.01
Samuel Sahin-Radlinger,Hannover 96,26,Goalkeeper,1,90,-,-,23,69.6,-,9,-,7.01
Lukas Klostermann,RasenBallsport Leipzig,23,"D(LR),M(R)",22(4),2003,1,0.8,30.6,74,0.3,1.5,-,7.01
Charles Aránguiz,Bayer Leverkusen,30,M(C),22(2),1897,7,1.3,67.8,88.6,0.5,3.3,-,7.00
Mario Götze,Borussia Dortmund,27,"M(CLR),FW",19(7),1680,7,1.6,33.3,81.5,0.3,0.7,0.2,7.00
Luka Jovic,Eintracht Frankfurt,21,FW,25(7),2249,5,0.8,18.7,70.4,0.1,0.9,0.1,7.00
Nadiem Amiri,Hoffenheim,22,AM(C),10(3),760,1,1.2,27.5,87.4,0.2,1.2,0.2,7.00
Bastian Oczipka,Schalke 04,30,"D(CL),M(L)",21,1876,5,2.1,36.8,77.1,2.4,1,-,7.00
Valentino Lazaro,Hertha Berlin,23,"D(R),M(CLR)",31,2743,6,1.8,38.9,76.3,1.5,1.6,-,7.00
Nordi Mukiele,RasenBallsport Leipzig,21,"D(CR),M(R)",14(5),1227,1,0.6,30.5,72.8,0.4,1.5,0.1,6.99
Lukas Kübler,Freiburg,26,"D(R),M(R)",15(1),1187,2,0.4,26.1,69.8,0.4,1.9,-,6.98
Milot Rashica,Werder Bremen,23,"AM(LR),FW",19(7),1559,5,1.2,14.7,69.1,1,0.3,-,6.98
Michael Esser,Hannover 96,31,GK,32,2880,-,0.1,34.2,67.9,-,10.3,-,6.98
Maximilian Eggestein,Werder Bremen,22,M(C),34,3053,4,1.4,45.8,80.5,0.2,1.4,0.1,6.98
Aarón Martín,Mainz 05,22,D(L),32(1),2879,3,1.9,36.2,81.9,1.6,1.8,-,6.98
Josuha Guilavogui,Wolfsburg,28,M(C),18(1),1572,1,0.4,42.1,81.6,0.1,2.7,0.1,6.97
Lucas Torró,Eintracht Frankfurt,24,DMC,6(2),561,-,0.3,32.6,72,-,1.5,-,6.97
Leon Goretzka,Bayern Munich,24,M(CR),23(7),2021,4,0.6,38.4,87.5,-,1.2,-,6.96
Niklas Süle,Bayern Munich,23,D(C),29(2),2652,-,0.2,82.6,92.9,-,5.3,-,6.96
Julian Baumgartlinger,Bayer Leverkusen,31,DMC,16(5),1557,1,0.5,65.3,89.6,-,3.5,-,6.96
Maximilian Mittelstädt,Hertha Berlin,22,"D(L),M(L)",20(5),1802,1,0.8,29.6,73.2,0.6,2.3,-,6.96
Admir Mehmedi,Wolfsburg,28,"M(CLR),FW",20(6),1701,5,1.4,26,76.4,0.8,1,0.1,6.96
Lars Bender,Bayer Leverkusen,30,"D(R),M(C)",18(2),1367,4,0.7,41.3,82.9,0.1,1.1,-,6.95
Jonathan Tah,Bayer Leverkusen,23,D(C),33,2939,1,0.2,75.5,89.8,0.1,3.8,-,6.95
Ozan Kabak,VfB Stuttgart,19,D(C),15,1350,-,0.1,37.2,77.2,-,2.4,-,6.95
Marcel Sabitzer,RasenBallsport Leipzig,25,"AM(CLR),FW",26(4),2356,3,1.2,36.9,70.4,0.4,1.3,-,6.94
Lars Stindl,Borussia M.Gladbach,30,"M(CR),FW",19(2),1513,1,1,35.6,82.7,0.1,1.5,0.2,6.93
Jean-Philippe Mateta,Mainz 05,22,FW,29(5),2495,2,0.9,13.2,71.2,0.1,0.3,-,6.93
Péter Gulácsi,RasenBallsport Leipzig,29,GK,33,2926,-,-,27.2,58.9,-,7.9,-,6.93
Jonathan Schmid,Augsburg,29,"D(R),M(LR)",28,2520,7,1.6,35.8,81.1,1.4,1.6,-,6.93
