Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Paulo Dybala,Juventus,25,"AM(CR),FW",26(7),2358,5,1.6,38,87.3,0.8,2.3,-,7.77
Luis Alberto,Lazio,26,"AM(CL),FW",32(2),2677,14,2.6,47,79.9,1.8,2.5,0.4,7.69
Faouzi Ghoulam,Napoli,28,D(L),11,987,3,2.5,75.4,89.1,1.6,1,0.2,7.65
Alejandro Gómez,Atalanta,31,"M(CL),FW",31(2),2758,10,2.9,37.7,81.9,2.3,1.5,0.2,7.65
Lukasz Skorupski,Roma,28,GK,1,90,-,-,26,73.1,-,8,-,7.63
Aleksandar Kolarov,Roma,33,"D(CL),M(L)",34(1),3061,8,2.3,56.8,81.2,1.9,3,-,7.52
Lorenzo Insigne,Napoli,28,"AM(CL),FW",36(1),3104,11,2.8,65.9,85.2,0.3,1.3,0.2,7.51
Alex Sandro,Juventus,28,"D(L),M(L)",23(3),2115,4,1,54.7,86.4,1,4.2,0.1,7.47
Douglas Costa,Juventus,28,M(CLR),18(13),1793,12,1.9,30.2,84,1,1.9,-,7.45
Felipe Anderson,Lazio,26,"M(CLR),FW",9(12),1152,7,1.8,28.3,76.6,1,0.8,0.1,7.45
Marco Silvestri,Verona,28,GK,2,180,-,-,22,68.2,-,6.5,-,7.44
Miralem Pjanic,Juventus,29,M(C),28(3),2489,8,1.9,66.7,90.2,0.9,5.3,0.2,7.42
Edin Dzeko,Roma,33,FW,33(3),3019,4,1.4,21.3,70.8,0.1,1.6,0.1,7.40
Josip Ilicic,Atalanta,31,"AM(CLR),FW",21(10),2004,8,2.1,34.1,81.6,1.4,2.1,-,7.39
Sergej Milinkovic-Savic,Lazio,24,AM(C),33(2),2850,3,1.5,50,79.9,0.1,2.4,0.3,7.39
Ciro Immobile,Lazio,29,FW,33,2697,9,1.2,23.3,79.1,0.1,0.6,-,7.39
Ivan Perisic,Inter,30,AM(CLR),37,3316,9,2,37.5,75.4,0.6,1.2,0.1,7.35
Juan Cuadrado,Juventus,31,"D(R),M(CLR),FW",15(6),1359,6,1.9,35.9,89,1,3.3,-,7.28
Mauro Icardi,Inter,26,FW,34,2971,1,0.9,13.1,74,-,0.4,-,7.28
Lucas Leiva,Lazio,32,"D(C),M(C)",35(1),2894,3,1.1,58.5,86.9,0.1,3.3,0.1,7.26
Christian Puggioni,Sampdoria,38,GK,9,810,-,-,28.2,66.9,-,8,-,7.26
Federico Fazio,Roma,32,D(C),32(2),2920,-,0.1,58.4,84.4,0.1,3.4,-,7.26
Gonzalo Higuaín,Juventus,31,FW,32(3),2818,6,0.9,19.9,80.4,-,1.3,0.1,7.25
Medhi Benatia,Juventus,32,D(C),19(1),1755,-,0.1,69.3,90.5,-,3.5,-,7.25
Mattia De Sciglio,Juventus,26,"D(LR),M(LR)",10(2),967,-,0.5,57.6,89.9,0.3,3.8,-,7.24
Simone Verdi,Bologna,26,"AM(CLR),FW",34,2836,10,1.5,31.6,78,1.3,2.4,-,7.23
Lorenzo Tonelli,Napoli,29,D(C),3(1),350,-,-,58,94,-,1.5,-,7.23
Suso,AC Milan,25,"AM(CLR),FW",33(2),2847,7,2.3,40,81.3,1.1,2.6,0.1,7.22
