Name,Team,Age,Position,Apps,Minutes,Tackles per game,Interceptions per game,Fouls per game,Offsides per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals,Rating
Mario Balotelli,AC Milan,28,FW,12(1),1145,1.1,0.3,3.2,-,0.5,0.5,0.1,-,8.23
Lúcio,Juventus,41,D(C),1,90,4,2,-,1,5,1,-,-,8.17
Andrea Pirlo,Juventus,40,M(C),32,2858,2.6,1.2,1.1,-,0.2,1.1,0.1,-,7.82
Arturo Vidal,Juventus,32,M(C),29(2),2588,4.9,1.5,1.9,-,1.5,1.9,0.3,-,7.77
Giorgio Chiellini,Juventus,34,D(C),23(1),2039,3.1,3,1.5,0.3,6.2,0.5,0.4,-,7.73
Edinson Cavani,Napoli,32,"AM(LR),FW",33(1),2981,1.4,0.4,1.4,-,1.8,0.6,0.2,-,7.69
Hugo Campagnaro,Napoli,39,D(CR),27(1),2413,3.1,3.1,1.4,0.8,7.1,0.7,0.5,-,7.64
Antonio Donnarumma,Genoa,28,Goalkeeper,1,90,-,-,-,-,1,-,-,-,7.62
Erik Lamela,Roma,27,AM(CLR),30(3),2600,1.8,0.6,2.2,-,0.2,1.1,0.2,-,7.59
Alberto Frison,Catania,31,GK,4,360,-,-,0.3,-,1.8,-,-,-,7.58
Juan Cuadrado,Fiorentina,31,"D(R),M(CLR),FW",34(2),2967,2.5,1,1.4,0.1,0.7,0.7,-,-,7.57
Francesco Totti,Roma,42,"AM(CL),FW",33(1),2824,0.8,0.9,1.1,-,0.1,0.8,-,-,7.57
Stevan Jovetic,Fiorentina,29,"AM(C),FW",31,2521,1.2,0.3,1.3,-,0.5,0.4,-,-,7.54
Alessandro Diamanti,Bologna,36,"M(CR),FW",33(1),2946,1.6,0.6,2.4,-,0.3,1.2,-,-,7.53
Medhi Benatia,Udinese,32,D(C),19,1624,3.5,3.7,1.7,0.3,7.5,0.8,0.4,-,7.53
Marek Hamsik,Napoli,31,AM(C),37(1),3282,1.2,0.4,0.8,-,0.6,0.5,-,-,7.52
Hernanes,Lazio,34,M(C),30(4),2559,2.1,0.9,1.5,-,0.8,0.7,0.1,-,7.49
Daniele Capelli,Atalanta,33,D(CR),1,74,4,2,1,-,7,1,1,-,7.49
Andrea Ranocchia,Inter,31,D(C),32,2794,3.7,2.5,1.3,0.7,7.3,1.2,0.9,-,7.48
Riccardo Montolivo,AC Milan,34,M(C),31(1),2702,3.3,1.9,0.9,0.1,1.6,1.4,0.3,-,7.47
Kwadwo Asamoah,Juventus,30,"D(L),M(CL)",22(5),1978,2.5,1,0.3,0.1,1.5,0.6,-,-,7.46
Daniele Conti,Cagliari,40,DMC,29,2560,2.7,2.4,1.7,-,3.3,0.9,0.8,-,7.44
David Pizarro,Fiorentina,39,M(C),28(1),2476,2.4,1.3,0.7,-,0.8,1.3,0.2,-,7.42
Paul Pogba,Juventus,26,M(C),18(9),1732,2.5,1.3,1.5,-,1.8,0.7,-,-,7.42
Gabriele Angella,Udinese,30,D(C),11(3),1072,1.9,2.4,1.5,0.3,8.1,0.9,0.4,-,7.40
Boukary Dramé,Chievo,33,"D(L),M(L)",21(1),1771,3.2,1.9,1.5,0.2,4.9,0.6,0.4,-,7.40
Gonzalo Rodríguez,Fiorentina,35,D(C),35,3122,2.4,2.8,1.1,1,7.2,0.7,0.5,1,7.40
Luca Cigarini,Atalanta,33,M(C),26(1),2269,3.9,1.8,1.9,-,1.1,1.9,0.6,-,7.39
Juraj Kucka,Genoa,32,M(CL),32(1),2820,4.2,2.1,2.5,0.1,2.5,1.7,0.4,-,7.38
Nicolás Spolli,Catania,36,D(C),29,2536,2.2,3.1,1.5,1,9.7,0.6,0.6,-,7.37
