Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Lionel Messi,Barcelona,32,"AM(CR),FW",29(2),2508,11,2.4,44.4,84.9,0.3,1.1,0.4,8.34
Cristiano Ronaldo,Real Madrid,34,"M(L),FW",30,2545,9,1.6,31.9,80.2,0.3,0.8,0.1,8.27
Sergio Álvarez,Celta Vigo,32,GK,3,270,-,-,35.7,62.6,-,10.3,-,8.26
Gareth Bale,Real Madrid,29,"M(CLR),FW",24(3),2073,12,1.5,27.2,76.3,0.4,1.3,0.2,7.75
Ivan Rakitic,Sevilla,31,M(C),29(4),2676,10,2.3,50.6,79.3,2.1,4.9,0.2,7.61
Gabi,Atletico Madrid,35,M(C),35(1),3119,8,1.5,57.6,79.4,1.2,4.7,0.2,7.58
Alexis Sánchez,Barcelona,30,"M(CLR),FW",27(7),2386,10,1.4,26.7,79.8,0.4,0.6,0.1,7.54
Neymar,Barcelona,27,"AM(CLR),FW",19(7),1742,8,1.6,36.6,84.5,0.4,0.3,0.2,7.51
Tiago,Atletico Madrid,38,M(C),21(1),1866,1,0.5,50.8,81.4,-,3.3,-,7.49
Gerard Piqué,Barcelona,32,D(C),26,2311,-,0.2,60.5,90.2,-,5.7,0.1,7.49
Javi Flores,Elche,33,Midfielder,1,75,-,2,33,78.8,1,2,-,7.48
Sergio Ramos,Real Madrid,33,D(CR),32,2759,1,0.3,61.7,88.8,-,8.3,0.1,7.47
Carles Puyol,Barcelona,41,D(C),5,429,-,0.2,44.2,92.3,-,1.2,-,7.46
Ángel Di María,Real Madrid,31,"M(CLR),FW",27(7),2384,17,2.6,40,82.1,2.1,3.3,0.2,7.46
Diego Godín,Atletico Madrid,33,D(C),34,3060,1,0.1,33.4,78.7,0.1,3.6,-,7.44
Karim Benzema,Real Madrid,31,FW,34(1),2779,9,1.8,23.4,81.9,0.1,0.4,0.3,7.44
Dani Alves,Barcelona,36,"D(R),M(CR)",26(1),2388,3,1.3,68,87.3,1.1,2.1,0.1,7.44
Felipe Mattioni,Espanyol,30,D(R),2,180,-,1.5,28,78.6,1,0.5,-,7.44
Federico Fazio,Sevilla,32,D(C),27,2387,1,0.2,37.1,76.7,-,4.1,-,7.43
Carlos Vela,Real Sociedad,30,"M(CLR),FW",35(2),3116,12,2.1,26.1,78.9,0.8,1,0.2,7.42
Pepe,Real Madrid,36,D(C),30,2700,2,0.3,52.1,85.9,0.1,6.7,-,7.42
Isco,Real Madrid,27,"AM(CLR),FW",23(9),2001,6,2.2,43.6,88,0.9,1.7,0.5,7.41
Ander Herrera,Athletic Bilbao,29,M(C),31(2),2577,5,1.6,46.7,80.6,0.5,2.2,0.4,7.40
Diego Costa,Atletico Madrid,30,FW,34(1),2965,3,1.3,22.3,75.5,0.3,0.5,0.1,7.40
Daniel Parejo,Valencia,30,M(C),28(3),2423,5,2.1,62.5,87.9,1.3,5.1,0.2,7.39
Marc Bartra,Barcelona,28,D(CR),17(3),1590,1,0.3,50.4,89.9,-,3.7,-,7.39
Koke,Atletico Madrid,27,M(CLR),33(3),2819,13,1.9,43.4,80.6,1.6,1.8,0.3,7.39
Rafinha,Celta Vigo,26,M(CR),27(5),2437,5,1.6,36.8,83,0.6,3,0.1,7.36
Andrés Iniesta,Barcelona,35,M(CL),27(8),2487,7,1.5,62.1,90.7,0.1,3.6,0.3,7.34
Edu Albácar,Elche,39,D(L),18,1588,1,1.2,48.4,69.4,1.7,3.3,-,7.34
Cesc Fàbregas,Barcelona,32,"M(CL),FW",28(7),2446,12,1.6,61.5,87,0.1,3.7,0.7,7.32
Aritz Aduriz,Athletic Bilbao,38,FW,26(5),2410,7,1,18,61.7,0.1,0.2,0.1,7.32
Luka Modric,Real Madrid,33,M(C),29(5),2651,6,1.5,58.4,89.7,0.7,6.1,0.1,7.31
Javier Manquillo,Atletico Madrid,25,"D(LR),M(R)",3,270,-,0.3,31.7,72.6,0.3,1,-,7.30
Gurpegi,Athletic Bilbao,38,"D(C),M(C)",27,2386,-,0.1,45.9,82.9,0.1,4.3,-,7.28
Marcelo,Real Madrid,31,D(L),24(4),2176,6,1.6,45.8,85,0.9,2,0.1,7.28
Adriano,Barcelona,34,"D(CLR),M(L)",24(2),2119,1,0.8,52.1,89.4,0.5,2.9,-,7.26
Filipe Luís,Atletico Madrid,33,D(L),32,2879,2,0.8,40.1,80.2,0.6,1.4,-,7.25
Keylor Navas,Levante,32,GK,37,3250,-,0.1,30.9,43.3,-,9,-,7.24
Javi Jiménez,Levante,32,Goalkeeper,1(1),168,-,-,28,58.9,-,11.5,-,7.24
Joseba Zaldua,Real Sociedad,27,D(R),10,890,-,1.3,31.4,72.3,0.6,1,-,7.24
Asier Riesgo,Osasuna,35,GK,1(1),119,-,-,21.5,62.8,-,9,-,7.23
Iker Muniain,Athletic Bilbao,26,AM(CLR),32(3),2730,3,0.9,34.2,82.7,0.4,1.8,0.1,7.23
Antoine Griezmann,Real Sociedad,28,"AM(CLR),FW",31(4),2666,3,1,26.7,77.3,0.5,0.7,0.1,7.22
Sergio Busquets,Barcelona,30,DMC,30(2),2656,1,0.6,75.4,92.5,-,4.4,-,7.21
Daniel Carvajal,Real Madrid,27,D(R),25(6),2236,2,1.1,39.9,86.7,0.8,1.4,-,7.21
Antonio Amaya,Real Betis,36,D(C),22(2),2027,1,0.5,27.8,72.3,0.1,3,-,7.21
Jonathan Viera,Valencia,29,"AM(CLR),FW",1,79,-,-,38,84.2,-,-,-,7.21
Cote,Real Sociedad,29,D(L),22,1911,5,0.8,36.3,78.7,1,2.8,-,7.21
Stéphane Mbia,Sevilla,33,"D(C),M(C)",18(1),1508,4,0.7,32.7,83.4,0.1,2.4,-,7.20
Aymeric Laporte,Athletic Bilbao,25,D(CL),33(2),2948,-,0.3,47.9,81.9,0.1,5.3,-,7.20
Mesut Özil,Real Madrid,30,M(CLR),2,134,-,5,36,83.3,2.5,0.5,-,7.18
Víctor Sánchez,Espanyol,31,"D(LR),M(CL)",32(1),2886,1,0.4,31.5,76,0.1,1.8,-,7.17
Ignacio Camacho,Malaga,29,"D(C),M(C)",27(6),2377,1,0.2,38.1,78.3,0.1,3.6,-,7.16
Daniel Carriço,Sevilla,30,"D(C),DMC",22,1939,-,0.3,37.5,80.1,-,3.7,-,7.16
Miranda,Atletico Madrid,34,D(C),32,2880,1,0.2,28.1,79.5,-,4.1,-,7.15
Vicente Iborra,Sevilla,31,M(C),25(2),2121,2,0.4,35.9,77,-,2.7,0.2,7.15
Markel Susaeta,Athletic Bilbao,31,M(LR),34(4),2978,12,2.1,27.8,78.8,2.2,0.4,-,7.15
Sergio Escudero,Getafe,29,"D(L),M(L)",18(1),1440,2,0.5,27.8,68.9,0.4,1.8,0.1,7.15
Javier Mascherano,Barcelona,35,"D(C),M(C)",27(1),2367,-,0.1,53.6,88.9,-,8.1,-,7.14
Martín Montoya,Barcelona,28,D(LR),12(1),1122,2,0.3,48.2,87.5,0.3,1.5,-,7.14
Bruno Soriano,Villarreal,35,M(C),35(1),2940,2,0.6,49.6,85.5,-,3.1,0.2,7.14
Patrick Ebert,Real Valladolid,32,M(CLR),13,1005,5,1.2,36.2,72.6,1.9,3.1,-,7.14
Mateo Musacchio,Villarreal,28,D(C),32,2844,1,0.2,34.1,79.3,-,2.4,-,7.13
Liassine Cadamuro,Real Sociedad,31,D(CL),4,360,-,1,46.8,84,1.3,5.8,-,7.13
Nolito,Celta Vigo,32,AM(L),24(11),2264,2,1.4,24.4,71.8,0.7,1.6,0.1,7.13
Ander Iturraspe,Athletic Bilbao,30,M(C),31(2),2707,2,0.5,49.1,81.5,0.1,5,0.1,7.13
Pedro,Barcelona,31,M(CLR),28(9),2367,8,1,27.1,84.5,0.6,0.5,0.1,7.13
Fran Vélez,Almeria,28,"D(C),DMC",4,257,-,-,24,68.8,-,2,-,7.13
Heinz,Real Valladolid,31,Defender,1,90,-,-,46,78.3,-,2,-,7.12
Yacine Brahimi,Granada,29,M(CLR),33(2),2793,4,1.1,30.1,83,0.3,1.5,0.1,7.12
Sebastián Dubarbier,Almeria,33,"D(L),M(L)",26(1),2304,-,0.7,27.9,67.4,0.6,1.3,-,7.11
Gabriel Paulista,Villarreal,28,D(CR),17(1),1473,1,0.1,25.8,83.9,-,4.7,-,7.11
Alejandro Arribas,Osasuna,30,D(C),36,3198,1,0.2,28.9,78.5,-,3.4,-,7.10
Fabián Orellana,Celta Vigo,33,AM(CLR),22(8),1957,6,1.5,25.9,76.5,1.1,1.2,0.2,7.10
Mikel Balenziaga,Athletic Bilbao,31,D(L),31,2670,-,0.6,33.3,72.1,0.8,0.7,-,7.10
Fran Rico,Granada,31,M(C),28(4),2471,5,2.1,47.9,82.6,1.8,5,0.1,7.10
Carlos Peña,Real Valladolid,35,D(CL),37,3327,4,0.9,39.8,69.7,0.7,2.2,-,7.09
Jordi Alba,Barcelona,30,D(L),14(1),1202,2,1.2,65,89.4,0.5,1.2,-,7.08
