Name,Team,Age,Position,Apps,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating
Neymar,Barcelona,27,"AM(CLR),FW",30,2652,13,11,6,1,3.5,76.5,0.3,9,8.52
Lionel Messi,Barcelona,32,"AM(CR),FW",32(2),2833,37,9,6,-,5.3,80.2,0.2,16,8.47
Lucas Pérez,Deportivo La Coruna,30,"AM(CR),FW",1,90,1,1,-,-,3,84,-,-,8.08
Davy Roef,Deportivo La Coruna,25,GK,1,90,-,-,-,-,-,72.7,1,-,7.98
Luis Suárez,Barcelona,32,"AM(CLR),FW",34(1),2865,29,13,8,-,3.4,74.8,0.3,4,7.80
Toni Kroos,Real Madrid,29,M(C),28(1),2501,3,12,6,-,1.1,92.2,0.4,3,7.67
Cristiano Ronaldo,Real Madrid,34,"M(L),FW",29,2544,25,6,4,-,5.6,80,1.2,4,7.61
Filipe Luís,Atletico Madrid,33,D(L),34,3009,3,6,5,-,0.7,82.7,0.9,6,7.55
Cote,Villarreal,29,D(L),7,630,-,1,2,-,1,82.4,0.4,2,7.54
Gareth Bale,Real Madrid,29,"M(CLR),FW",17(2),1425,7,2,3,1,3.4,78.9,1.7,3,7.49
Danilo,Real Madrid,27,D(LR),17,1488,1,2,2,-,0.6,86.4,1.7,-,7.41
Borja Viguera,Athletic Bilbao,32,"AM(L),FW",0(1),26,1,-,-,-,1,64.3,1,-,7.39
Antoine Griezmann,Atletico Madrid,28,"AM(CLR),FW",36,3067,16,8,3,-,2.4,78.3,1.2,4,7.37
Aleix Vidal,Barcelona,29,"D(R),M(LR)",5(1),472,2,2,-,-,1.5,82.4,0.3,-,7.34
Asier Illarramendi,Real Sociedad,29,M(C),33(1),3004,1,2,13,-,0.6,84.1,1.2,6,7.32
Dani Ceballos,Real Betis,22,M(CL),24(6),2336,2,2,8,-,1.2,80.8,0.4,3,7.32
Saúl Ñíguez,Atletico Madrid,24,"D(CL),M(CLR)",29(4),2544,4,3,8,-,1.4,77.4,2.6,4,7.31
James Rodríguez,Real Madrid,27,AM(CLR),13(9),1180,8,6,1,-,1.5,89.1,0.3,2,7.27
Ignacio Camacho,Malaga,29,"D(C),M(C)",35,3146,4,2,15,-,1.1,75.6,4.5,2,7.26
Bruno Soriano,Villarreal,35,M(C),33(1),2984,5,2,5,-,0.5,90.5,1.2,-,7.25
Isco,Real Madrid,27,"AM(CLR),FW",18(12),1638,10,8,4,-,1.1,89.4,0.2,5,7.24
Gerard Moreno,Espanyol,27,"AM(C),FW",37,3280,13,4,6,-,2.2,71.4,2.6,6,7.24
Diego Godín,Atletico Madrid,33,D(C),30(1),2706,3,1,10,1,1,79.5,3.1,1,7.23
Luka Modric,Real Madrid,33,M(C),22(3),1892,1,2,2,-,0.8,89.1,0.4,2,7.23
Daniel Carvajal,Real Madrid,27,D(R),21(2),2015,-,4,11,-,0.4,86.9,1.3,-,7.22
Pepe,Real Madrid,36,D(C),13,1081,2,1,1,-,0.4,85.3,3.2,1,7.22
Yeray Álvarez,Athletic Bilbao,24,D(C),25(1),2270,-,-,3,-,0.5,77.1,2.1,1,7.22
Sergio Escudero,Sevilla,29,"D(L),M(L)",25(1),2282,-,3,7,-,1.2,82.2,1.8,2,7.21
Carlos Martínez,Real Sociedad,33,D(R),10,870,-,2,2,-,0.1,75.8,2,-,7.20
Gerard Piqué,Barcelona,32,D(C),25,2193,2,-,6,-,0.8,90.2,2.2,-,7.20
Ivan Rakitic,Barcelona,31,M(C),26(6),2345,8,5,5,-,1.5,85.8,0.9,1,7.18
Jonathan Viera,Las Palmas,29,"AM(CLR),FW",30(1),2589,7,7,4,-,2.2,85.1,0.2,2,7.18
Marcelo,Real Madrid,31,D(L),26(4),2277,2,10,2,-,0.8,81.6,0.3,2,7.17
José Giménez,Atletico Madrid,24,D(CR),12(5),1013,-,-,5,-,0.8,73.7,2.9,3,7.17
Álvaro Morata,Real Madrid,26,"AM(L),FW",14(12),1334,15,4,8,-,2.1,78.8,0.9,1,7.17
Casemiro,Real Madrid,27,DMC,20(5),1709,4,-,9,-,0.6,85.6,1.7,1,7.16
Marcos Llorente,Deportivo Alaves,24,DMC,31(1),2806,-,2,5,-,0.4,87,1,2,7.16
Raúl García,Athletic Bilbao,32,"M(CLR),FW",34(2),2884,10,4,11,-,2.7,60.9,4.2,3,7.16
Koke,Atletico Madrid,27,M(CLR),36,3171,4,8,6,1,0.8,84,0.3,1,7.16
Daniel Parejo,Valencia,30,M(C),36,3195,5,7,12,-,1.4,86.5,0.8,2,7.16
Deyverson,Deportivo Alaves,28,FW,29(3),2583,7,1,14,-,1.8,54.9,6.7,3,7.16
Fabián Orellana,Celta Vigo,33,AM(CLR),6(1),522,2,2,2,-,1.6,76.6,0.4,1,7.16
Arda Turan,Barcelona,32,AM(CLR),14(4),1244,3,3,1,-,0.8,87.1,0.6,-,7.15
Rafinha,Barcelona,26,M(CR),14(4),1078,6,2,1,-,1.4,92.6,0.2,1,7.15
Gabi,Atletico Madrid,35,M(C),33(1),2897,-,-,9,-,0.7,81.7,1.2,1,7.14
Aritz Aduriz,Athletic Bilbao,38,FW,27(5),2431,16,1,8,1,2.7,62.5,4.4,5,7.14
Steven Nzonzi,Sevilla,30,M(C),34(1),3067,2,3,6,-,0.9,89.9,3,-,7.13
Pedro León,Eibar,32,M(LR),34(3),3010,10,5,6,-,2.3,68.1,0.9,7,7.13
David López,Espanyol,29,"D(C),DMC",36,3240,3,2,3,-,0.5,79.2,2,1,7.12
Mateo Kovacic,Real Madrid,25,M(CL),19(8),1689,1,3,2,-,0.5,91.3,0.1,1,7.12
Iago Aspas,Celta Vigo,31,"AM(CR),FW",25(7),2320,19,3,8,1,2.4,76.3,0.5,6,7.11
Mario Gaspar,Villarreal,28,"D(CR),M(R)",36,3240,-,3,6,-,0.9,77.3,1.6,2,7.10
Sergio Ramos,Real Madrid,33,D(CR),28,2489,7,-,8,1,1.3,89.6,2.7,1,7.10
Vitolo,Sevilla,29,M(CLR),25(5),2336,6,6,5,1,1.1,83.9,0.6,2,7.08
Carlos Vela,Real Sociedad,30,"M(CLR),FW",31(4),2562,9,2,6,-,1.8,79.6,0.3,3,7.07
Yuri,Real Sociedad,29,"D(L),M(L)",35,3090,3,2,9,-,1.2,81.8,1.8,1,7.07
Karim Benzema,Real Madrid,31,FW,23(6),1914,11,5,-,-,2.4,80.8,0.6,3,7.06
Nani,Valencia,32,"M(CLR),FW",22(3),1871,5,7,6,-,2.7,76.9,1.1,2,7.06
Pablo Piatti,Espanyol,30,M(LR),30,2351,10,10,8,-,1.4,76.8,0.5,2,7.06
Sandro Ramírez,Malaga,23,"AM(LR),FW",28(2),2316,14,3,4,-,3.1,79,0.3,5,7.05
Iván Ramis,Eibar,34,D(C),20(2),1722,3,-,5,-,0.5,81.3,2.9,2,7.05
Lucas Hernández,Atletico Madrid,23,D(CL),13(2),1253,-,-,2,-,0.1,79,2.5,-,7.04
Franco Vázquez,Sevilla,30,"AM(CR),FW",26(4),2092,7,3,8,-,1.8,77.5,1.3,3,7.03
Enzo Pérez,Valencia,33,M(CR),26(1),2196,-,1,14,1,0.4,87.8,1.3,1,7.03
Manu Trigueros,Villarreal,27,M(C),35(2),3043,5,1,4,-,1.2,86.4,0.7,4,7.03
Raphael Varane,Real Madrid,26,D(C),23,1928,1,2,1,-,0.5,87.8,2.3,-,7.03
Jaume Costa,Villarreal,31,"D(L),M(L)",30(1),2681,1,3,12,1,0.3,80.1,1.3,3,7.02
Stefan Savic,Atletico Madrid,28,D(C),30(2),2727,1,1,5,1,0.1,78.2,1.8,-,7.02
Sergio Busquets,Barcelona,30,DMC,33,2693,-,3,9,-,0.1,89.9,1.3,-,7.02
Florian Lejeune,Eibar,28,D(C),33(1),2971,1,1,6,1,0.8,74.8,3.4,3,7.01
Nacho,Real Madrid,29,D(CLR),24(4),2302,2,3,5,-,0.3,91.7,1.5,-,7.01
Víctor Sánchez,Espanyol,31,"D(LR),M(CL)",25(1),2281,1,1,8,-,0.3,74.2,1.2,1,7.01
Sergi Roberto,Barcelona,27,"D(R),M(CR)",26(6),2383,-,6,5,-,0.5,88,1,-,7.01
David Soria,Sevilla,26,GK,1,90,-,-,-,-,-,84.2,-,-,7.01
Yannick Carrasco,Atletico Madrid,25,"M(LR),FW",27(8),2270,10,4,5,-,2.4,83,0.4,3,7.01
Diego Rico,Leganes,26,D(L),25,2222,1,-,6,-,0.6,74.2,1.4,2,7.01
Theo Hernández,Deportivo Alaves,21,D(L),30(2),2727,1,3,12,1,0.8,80.6,0.7,2,7.00
Dimitrios Siovas,Leganes,30,D(C),16,1393,1,-,4,-,0.6,75.4,2.4,-,7.00
Antonio Luna,Eibar,28,"D(L),M(L)",24(2),2117,1,5,3,-,0.1,71.4,1,2,6.99
Jhon Mondragón,Osasuna,24,Defender,4(1),429,2,-,-,-,0.8,72,2.4,1,6.99
Samuel Umtiti,Barcelona,25,D(CL),24(1),2133,1,-,4,-,0.2,92.9,1.8,-,6.98
Celso Borges,Deportivo La Coruna,31,M(C),30(4),2723,6,-,5,-,1.2,83.1,3.9,2,6.98
Roberto Soriano,Villarreal,28,AM(CL),31(2),2471,9,5,8,1,1.2,79.9,0.8,2,6.98
Marc Navarro,Espanyol,23,D(R),10(2),789,2,1,-,-,1.3,75.7,0.9,2,6.98
Iker Muniain,Athletic Bilbao,26,AM(CLR),28(7),2412,7,2,5,-,1.2,81.7,0.3,4,6.98
Beñat Etxebarria,Athletic Bilbao,32,M(C),28(4),2412,1,5,9,-,1.1,83.7,0.4,2,6.97
Roberto Rosales,Malaga,30,"D(R),M(R)",32,2861,1,2,4,1,0.6,77.6,1.4,-,6.97
Aymeric Laporte,Athletic Bilbao,25,D(CL),33,2866,2,-,10,-,0.5,84.1,2.3,2,6.97
Martín Montoya,Valencia,28,D(LR),26(3),2223,2,1,8,-,0.4,81.7,1.6,-,6.96
Anaitz Arbilla,Eibar,32,D(CLR),17(5),1573,-,2,5,-,0.4,70.7,2.2,-,6.96
Luis Hernández,Malaga,30,D(CR),19,1679,1,1,3,-,0.2,84.6,1.5,-,6.96
José Gayá,Valencia,24,D(L),24(3),2090,1,2,4,-,0.5,77.9,0.4,1,6.96
Marlon Santos,Barcelona,23,D(C),2,180,-,-,-,-,-,95.5,0.5,-,6.96
Dani Castellano,Las Palmas,31,D(L),25(2),2110,-,1,2,-,0.3,88.9,0.9,4,6.95
Sime Vrsaljko,Atletico Madrid,27,"D(LR),M(R)",11(3),924,-,-,2,-,0.2,68.5,1.4,-,6.95
David Zurutuza,Real Sociedad,32,M(CL),29(2),2505,3,1,7,1,0.8,83.9,1.4,1,6.94
Xabi Prieto,Real Sociedad,35,M(CLR),32(6),2822,8,6,2,-,0.9,82.1,2,1,6.94
Andrés Iniesta,Barcelona,35,M(CL),13(10),1332,-,3,2,-,0.8,88.9,0.2,1,6.93
Gabriel Pires,Leganes,25,"M(C),FW",33(1),2753,5,2,9,-,1.6,67.1,4.4,2,6.93
Roberto Soldado,Villarreal,34,FW,12,748,4,3,8,-,1.4,72.1,0.4,-,6.93
Pablo Sarabia,Sevilla,27,"D(L),M(CLR)",22(12),2134,8,8,10,-,1.3,79.1,0.4,1,6.93
Pervis Estupiñán,Granada,21,Defender,2,180,-,-,1,-,0.5,81.3,0.5,-,6.93
Carles Planas,Celta Vigo,28,"D(L),M(L)",11(1),948,-,-,3,-,0.2,78.3,1.2,1,6.93
Eneko Bóveda,Athletic Bilbao,30,D(CR),18(1),1559,-,-,1,-,0.1,77.4,1.9,-,6.92
Douglas,Sporting Gijon,28,"D(R),M(R)",20(1),1719,3,-,6,-,0.7,74.3,0.9,-,6.92
Manu García,Deportivo Alaves,33,DMC,25(2),2015,3,1,8,-,0.9,80.7,1.9,4,6.92
Willian José,Real Sociedad,27,FW,27(1),2078,12,4,4,-,2.5,72.7,1,2,6.92
Samir Nasri,Sevilla,32,M(CLR),22(1),1845,2,3,7,-,1.1,89.5,-,-,6.92
Lucas Digne,Barcelona,25,D(L),14(3),1175,-,-,3,-,0.3,87.3,1.2,-,6.92
Leo Baptistão,Espanyol,26,"AM(CLR),FW",16(5),1429,6,4,1,-,1.6,70.9,0.8,1,6.91
Miguel Ángel Moyá,Atletico Madrid,35,GK,8(1),770,-,-,-,-,-,53.2,0.2,1,6.91
Rubén Blanco,Celta Vigo,23,GK,11,990,-,-,2,-,-,48.3,0.3,1,6.91
Zouhair Feddal,Deportivo Alaves,29,D(C),27,2246,2,1,6,2,0.4,76.1,1.7,1,6.91
Jordi Alba,Barcelona,30,D(L),21(5),1966,1,6,4,-,0.2,88.8,0.5,-,6.91
Mariano,Sevilla,33,"D(R),M(R)",29(2),2643,-,2,9,-,0.3,81.1,0.5,-,6.90
João Cancelo,Valencia,25,"D(LR),M(R)",27(8),2426,1,4,5,1,0.6,73.1,0.9,-,6.90
Samu Castillejo,Villarreal,24,AM(CLR),24(9),2050,2,3,2,-,1,78.8,0.6,2,6.90
Juanfran,Atletico Madrid,34,D(R),21(2),1979,-,2,2,-,0.1,78,0.5,-,6.90
Andrés Fernández,Villarreal,32,GK,14(1),1315,-,-,2,-,-,49.9,0.5,1,6.90
Juanfran,Deportivo La Coruna,30,"D(R),M(R)",34,2962,-,6,2,1,0.7,74.3,1.1,1,6.90
Raúl Navas,Real Sociedad,31,D(C),31(1),2799,1,1,5,-,0.8,83.8,2.3,-,6.90
Alex Berenguer,Osasuna,23,"D(LR),M(CL)",22(7),2119,1,6,3,-,0.6,65.8,0.9,4,6.89
Sergi Enrich,Eibar,29,FW,31(7),2829,11,7,5,-,1.7,70.5,2.8,2,6.89
David Juncà,Eibar,25,D(L),7(2),683,-,2,1,-,0.4,66.7,1.2,1,6.89
Sergio Asenjo,Villarreal,30,GK,24,2105,-,-,-,-,-,36,0.3,1,6.89
Víctor Laguardia,Deportivo Alaves,29,D(C),24(2),2148,2,1,6,-,0.4,78,1.9,-,6.89
Diego Reyes,Espanyol,26,"D(C),DMC",32(2),2889,1,-,2,-,0.3,79.5,2.3,-,6.88
Aarón Martín,Espanyol,22,D(L),28(2),2587,-,-,5,-,0.1,77.2,0.7,1,6.88
Sergio Álvarez,Sporting Gijon,27,"D(C),M(C)",34(2),3007,2,1,9,-,0.4,79.1,1.9,1,6.88
Mehdi Carcela-González,Granada,29,"AM(LR),FW",20(2),1753,5,1,6,-,1.4,77.8,0.5,1,6.87
Augusto Fernández,Atletico Madrid,33,M(CR),2(1),143,-,-,-,-,-,90.7,1.7,-,6.87
Juankar,Malaga,29,"D(L),M(L)",23(5),2065,2,4,8,1,0.5,73.5,1.4,-,6.87
Fernando Pacheco,Deportivo Alaves,27,GK,36,3240,-,-,1,-,-,57,0.2,3,6.87
Gustavo Cabral,Celta Vigo,33,D(C),25,2179,2,1,6,-,0.8,84.3,2.3,2,6.87
Ander Capa,Eibar,27,"D(R),M(R)",29(2),2553,-,3,8,1,0.3,63.7,0.8,-,6.87
Mauricio Lemos,Las Palmas,23,D(C),21(2),1854,5,-,6,-,0.8,83.3,1.3,-,6.86
Víctor Ruiz,Villarreal,30,D(C),27(1),2367,1,1,4,2,0.2,84.3,2.1,-,6.86
Gorka Elustondo,Athletic Bilbao,32,"D(C),M(C)",1(1),104,-,-,-,-,0.5,78.6,1,-,6.86
