Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Luuk de Jong,PSV Eindhoven,28,"AM(C),FW",32(1),2862,8,1.9,31.6,71.2,0.1,0.8,0.2,8.02
Robert Zwinkels,ADO Den Haag,36,GK,1,90,-,-,45,51.1,-,12,-,7.94
Joël Veltman,Ajax,27,D(CR),34,3026,5,0.5,56.9,78.9,0.1,5.1,0.1,7.77
Hakim Ziyech,Twente,26,M(CR),33,2953,10,2.8,35.4,71.5,2.5,2.6,0.1,7.75
Nemanja Gudelj,Ajax,27,M(C),34,2989,8,1.8,50.7,82.8,1.8,2.8,-,7.73
Oussama Tannane,Heracles,25,"AM(LR),FW",9(2),847,3,1.8,22.9,76.2,0.5,1.6,0.3,7.63
Davy Pröpper,PSV Eindhoven,27,M(C),33,2922,6,2,39.3,76.6,1.2,2.5,0.1,7.63
Andrés Guardado,PSV Eindhoven,32,"D(L),M(CL)",25,2190,9,2.4,61.7,83.2,1.9,7.1,0.2,7.52
Vincent Janssen,AZ Alkmaar,25,FW,32(2),2751,4,1.7,24.7,73.5,0.2,1.8,0.1,7.52
Marco van Ginkel,PSV Eindhoven,26,M(C),13,1170,1,1,48.8,79,-,4.1,0.2,7.52
Sébastien Haller,FC Utrecht,25,FW,37,3195,5,1.1,29.1,60.3,0.2,0.7,0.2,7.52
Diederik Boer,Ajax,38,GK,1,90,-,-,34,35.3,-,8,-,7.51
Guram Kashia,Vitesse,31,D(C),26(1),2341,4,0.7,67.1,82.8,0.1,7.4,0.1,7.45
Ben Rienstra,PEC Zwolle,29,"D(C),M(C)",3,270,-,2.3,40.7,77.9,-,4.7,-,7.44
Eric Botteghin,FC Groningen,31,D(C),1,90,-,1,79,91.1,-,6,-,7.41
Stijn Wuytens,Willem II,29,"D(C),DMC",18,1620,5,1.2,54.2,78.4,1.2,4.9,0.1,7.41
Dirk Kuyt,Feyenoord,38,"M(CLR),FW",31(1),2753,3,1.3,47.7,71.6,0.6,1.8,0.1,7.41
Edouard Duplan,ADO Den Haag,36,AM(CLR),31,2735,11,2.7,29.6,75.8,3,1.2,-,7.40
Jerson Cabral,Twente,28,AM(LR),21(3),1938,5,1.4,20.5,82.3,0.9,0.8,-,7.39
Amin Younes,Ajax,25,AM(CL),25(2),1914,5,1.4,23.7,81.6,0.4,1,0.1,7.39
Santiago Arias,PSV Eindhoven,27,D(R),32,2847,2,1.7,45.6,86.4,0.9,3.4,0.1,7.38
Ridgeciano Haps,AZ Alkmaar,26,D(L),26(1),2286,2,0.8,28.6,70.4,0.2,3.1,-,7.37
Alireza Jahanbakhsh,AZ Alkmaar,25,AM(CLR),21(2),1673,5,1.4,27.7,69.8,0.9,1.2,-,7.36
Davy Klaassen,Ajax,26,AM(C),30(1),2636,8,1.8,37.2,78.7,0.1,1.3,0.1,7.35
Eljero Elia,Feyenoord,32,"AM(LR),FW",27(4),2385,4,1.4,32.1,77.7,0.7,1,-,7.32
Mitchell Dijks,Ajax,26,"D(L),M(L)",29,2493,6,1.1,43.2,81.1,1.3,2.6,-,7.32
Sam Larsson,SC Heerenveen,26,AM(L),34,3003,8,2.7,41.1,78.3,0.7,1.5,0.2,7.30
Arkadiusz Milik,Ajax,25,FW,28(3),2474,7,1,24.4,72,-,0.5,0.1,7.30
Marvelous Nakamba,Vitesse,25,M(C),30,2608,2,1.3,58.8,85.4,-,2.1,-,7.30
Jetro Willems,PSV Eindhoven,25,"D(L),DMC,M(L)",11(4),989,4,1.3,34.7,81.4,2.1,3.1,-,7.29
Christian Santos,NEC Nijmegen,31,FW,29(1),2649,1,1.1,31.3,59.9,0.2,1.2,-,7.29
Dirk Marcellis,PEC Zwolle,31,D(CR),31,2693,3,0.4,44.8,77.2,0.2,4.4,-,7.28
Bart Nieuwkoop,Feyenoord,23,D(R),5,392,1,1.2,40,71,1.6,4,0.2,7.27
Rochdi Achenteh,Vitesse,31,"D(L),DMC",5,450,2,1.4,56,86.4,-,7,0.4,7.22
Jürgen Locadia,PSV Eindhoven,25,"AM(LR),FW",23(6),1982,10,1.5,27.1,83.2,0.5,1.7,0.1,7.22
Luciano Narsingh,PSV Eindhoven,28,AM(LR),25(5),2091,5,1.7,21.4,83.3,1.2,0.2,-,7.21
Milot Rashica,Vitesse,23,"AM(LR),FW",29(2),2369,3,1.1,15.7,73.4,0.6,0.5,-,7.21
Nick Viergever,Ajax,29,"D(CL),DMC",14(3),1430,2,0.6,54.6,86.5,0.2,2.2,0.1,7.20
Kenny Tete,Ajax,23,"D(R),M(R)",19(2),1595,1,0.5,42.5,85.4,0.2,2.3,-,7.19
Rasmus Lindgren,FC Groningen,34,"D(C),DMC",21(1),1914,1,0.2,55.5,86.5,-,4.2,-,7.19
Wilfried Kanon,ADO Den Haag,25,D(CL),12(2),1095,1,0.1,30.7,84.9,0.1,3.4,-,7.18
Riechedly Bazoer,Ajax,22,DMC,27(2),2324,4,0.8,45,85.2,0.2,3.3,0.1,7.18
Stijn Wuytens,AZ Alkmaar,29,"D(C),DMC",15,1324,-,0.5,47.5,83.3,0.6,4.4,0.1,7.18
Bartholomew Ogbeche,Cambuur,34,"AM(LR),FW",15(1),1232,2,1.1,22.4,68,0.1,0.6,0.1,7.17
Terence Kongolo,Feyenoord,25,D(CL),29,2526,1,0.7,44.2,82.1,0.3,2.4,-,7.17
Bart van Hintum,PEC Zwolle,32,D(L),25(1),2199,2,1.3,36.8,76.2,1.3,3.6,-,7.17
Kevin Diks,Vitesse,22,D(R),29(1),2559,3,0.9,46.1,78.7,0.3,3.3,-,7.16
Brad Jones,NEC Nijmegen,37,GK,17,1530,-,0.1,28.9,61.4,-,6.9,-,7.16
Sean Klaiber,FC Utrecht,24,"D(R),M(CR)",16(1),1373,4,1.4,37.3,75.1,1.1,2.8,0.1,7.15
Markus Henriksen,AZ Alkmaar,26,M(C),28,2449,6,1.5,25.5,71.2,0.3,1.1,0.1,7.15
Jop van der Linden,AZ Alkmaar,28,D(C),13(1),1125,1,0.7,44.2,82.6,1,6.8,-,7.14
Lars Veldwijk,PEC Zwolle,27,FW,35,3032,10,1.5,22.2,62.4,0.1,0.5,0.1,7.14
Fernando Lewis,AZ Alkmaar,26,"D(CR),M(L)",1,86,-,3,30,83.3,1,2,-,7.13
Anwar El Ghazi,Ajax,24,"AM(LR),FW",20(7),1760,2,0.9,16.3,75.6,0.7,0.2,-,7.12
Iliass Bel Hassani,Heracles,26,AM(CLR),37,3168,4,1.4,39.4,74.8,1,2.6,0.2,7.11
Aaron Meijers,ADO Den Haag,31,"D(L),DMC",30,2697,3,1.1,40.9,69.5,0.7,3.9,-,7.11
Ruben Ligeon,FC Utrecht,27,D(LR),4(3),483,1,0.4,24.1,74,0.9,2.3,-,7.10
Lucas Andersen,Willem II,24,AM(CLR),27(3),2265,4,1.6,24.3,77.5,0.7,0.7,0.1,7.10
Gino Bosz,Heracles,26,Defender,2(2),206,-,0.3,33.3,85.7,-,5.5,-,7.10
Jairo Riedewald,Ajax,22,"D(CL),DMC",21(2),1852,1,0.3,62.6,89.3,-,5,0.1,7.09
Joost van Aken,SC Heerenveen,25,D(CL),19(1),1662,2,0.2,46.4,77.7,0.1,4.1,-,7.09
Timo Letschert,FC Utrecht,26,D(CLR),34,2813,-,0.4,52.3,85.2,-,6.1,-,7.09
Héctor Moreno,PSV Eindhoven,31,D(CL),29,2582,-,0.3,62.6,87.8,0.4,5.8,-,7.08
Johan Kappelhof,FC Groningen,28,"D(CR),DMC",18,1620,1,0.2,46.4,80.7,0.1,2.9,-,7.08
Mattias Johansson,AZ Alkmaar,27,D(R),26,2283,3,0.5,37.8,77.1,0.2,2.9,-,7.07
Felipe Gutiérrez,Twente,28,DMC,26(3),2296,3,1.1,38.4,78.3,0.3,2.7,0.1,7.07
Mark-Jan Fledderus,Heracles,36,"D(L),M(CL)",31(1),2659,1,1.1,35.6,75,0.9,2.8,-,7.07
Eric Botteghin,Feyenoord,31,D(C),18(4),1644,-,0.2,48.7,85.2,-,5.1,-,7.07
Jeffrey Bruma,PSV Eindhoven,27,D(C),30(2),2663,1,0.3,48.3,89.3,-,5.2,-,7.06
Tonny Vilhena,Feyenoord,24,M(CL),19(8),1886,4,1.6,39.6,78.4,1.2,3.3,0.1,7.06
Mike van der Hoorn,Ajax,26,D(C),13(2),1168,1,0.4,41.9,78.8,-,4.8,-,7.06
Kelvin Leerdam,Vitesse,29,"D(LR),DMC",14(1),1269,1,0.8,50.5,81.5,0.1,5.1,-,7.06
Nacer Barazite,FC Utrecht,29,"AM(C),FW",32(4),2686,7,1.4,26.8,78.6,1.5,1,0.1,7.05
Wout Droste,Heracles,30,D(CR),33,2943,2,0.5,36.6,73.8,0.5,4.3,-,7.05
Ramon Zomer,Heracles,36,D(C),35,3069,2,0.3,45.7,79,-,6.8,-,7.04
Jeremiah St. Juste,SC Heerenveen,22,"D(CR),DMC",27(1),2370,-,0.4,43.7,81.7,-,3.1,-,7.04
Michiel Kramer,Feyenoord,30,FW,25(5),2075,4,0.9,12.5,67.1,0.1,0.1,-,7.04
Jordens Peters,Willem II,32,D(C),29,2610,-,0.1,51.7,78.6,-,7.1,-,7.04
Daan Bovenberg,Excelsior,30,D(R),13(3),1220,-,0.9,27.9,62,0.4,4,0.1,7.04
Dabney dos Santos,AZ Alkmaar,22,AM(CL),25(5),2109,8,1.8,20,68.1,0.8,1.2,0.2,7.03
Timothy Derijck,ADO Den Haag,32,"D(C),DMC",23(4),2055,1,0.3,28.9,76.4,0.1,2.1,-,7.03
Marko Vejinovic,Feyenoord,29,M(C),21(2),1737,1,1.3,46.3,79.9,1.2,3.7,-,7.03
Thomas Bruns,Heracles,27,AM(CL),37,3174,6,1.3,35.7,73.7,0.7,3.8,0.1,7.02
Ted van de Pavert,De Graafschap,27,D(C),28,2497,1,0.3,33.9,80,-,4.5,-,7.02
Robin Gosens,Heracles,24,"D(L),M(CL)",23(12),2206,2,0.6,19.3,69.3,1,1.4,-,7.01
Rens van Eijden,NEC Nijmegen,31,D(C),25,2230,1,0.3,48,84.8,-,5.6,-,7.01
Levi García,AZ Alkmaar,21,AM(L),4(4),392,1,1.5,10.5,79.8,0.6,0.4,0.1,7.01
Mike Havenaar,ADO Den Haag,32,FW,31,2735,3,1,18.4,61.7,0.1,0.1,-,7.01
Jeffrey Gouweleeuw,AZ Alkmaar,27,D(C),16,1440,-,0.9,51.9,79.4,0.1,5.8,0.1,7.00
Joshua Brenet,PSV Eindhoven,25,"D(LR),M(R)",21(6),1984,1,0.4,33,81.4,0.6,1.8,-,7.00
Rick Karsdorp,Feyenoord,24,D(R),28(1),2462,10,1.4,53.1,82.1,1.1,4.7,0.1,7.00
Christian Kum,FC Utrecht,33,D(CLR),21(4),1986,2,0.7,36.4,81.2,0.5,4,-,7.00
Jurgen Mattheij,Excelsior,26,D(C),21,1882,-,0.1,36.5,80.4,-,5.2,-,6.99
Arnold Kruiswijk,Vitesse,34,D(CL),20(2),1692,-,-,54.9,89.8,-,4.1,-,6.99
Mike te Wierik,Heracles,27,D(CR),36,3265,-,0.1,41.8,81.4,-,5.1,-,6.99
Adil Auassar,Excelsior,32,"D(C),M(CL)",33(1),2999,4,1.8,38.2,61,1.1,3.3,0.1,6.99
Stefan Thesker,Twente,28,"D(CL),DMC",6(2),531,1,0.5,29,74.1,0.3,3.4,-,6.98
Bram van Polen,PEC Zwolle,33,D(CLR),29(2),2519,2,0.7,33.9,79.2,0.5,3.5,0.1,6.98
Wout Weghorst,Heracles,26,FW,36(1),3152,-,1.1,21.6,69,0.1,0.3,-,6.97
Maikel van der Werff,Vitesse,30,D(C),25(1),2285,2,0.3,68.9,83.7,-,7.8,-,6.97
Lewis Baker,Vitesse,24,M(C),23(8),2085,4,2.3,39.8,83.1,1.8,2.6,0.1,6.96
Hidde ter Avest,Twente,22,"D(R),M(R)",28(1),2383,2,0.7,30.7,73.7,0.3,1.9,-,6.96
Yassin Ayoub,FC Utrecht,25,M(C),22(2),1823,5,1.5,34.9,79.5,1,1.4,0.2,6.96
Funso Ojo,Willem II,27,DMC,32,2880,2,0.5,48.4,79.7,0.2,2.6,-,6.96
Lucas Woudenberg,NEC Nijmegen,25,D(L),29(1),2554,2,0.6,37.9,79.2,0.6,2.5,-,6.96
Ouasim Bouy,PEC Zwolle,26,"D(C),DMC",27(1),2367,7,1.3,47.9,73.2,0.5,6.5,0.1,6.96
Giorgos Katsikas,Twente,29,D(C),3,270,-,-,38.7,89.7,-,3,-,6.95
Caner Cavlan,SC Heerenveen,27,"D(L),DMC,M(L)",27(4),2348,-,1,36.8,77.7,0.8,3.6,-,6.95
Marvin Peersman,Cambuur,28,D(CLR),31(1),2809,3,0.5,48.1,76.8,0.2,4.3,-,6.95
Sven van Beek,Feyenoord,24,D(C),30(2),2669,-,0.4,58.1,86.5,-,6.4,-,6.95
Rydell Poepon,Roda,31,FW,16(1),1452,1,1.4,22.5,70.2,0.3,0.9,0.1,6.94
Kamohelo Mokotjo,Twente,28,DMC,31,2784,4,1.4,57,87.3,-,4.1,0.1,6.94
Georgiy Zhukov,Roda,24,M(CR),15(1),1197,1,0.7,27.7,76.5,0.5,1.4,-,6.94
Jorrit Hendrix,PSV Eindhoven,24,"D(C),DMC",21(5),1759,2,0.5,33.2,83.8,0.1,2.8,-,6.94
Gregor Breinburg,NEC Nijmegen,27,DMC,29(1),2575,3,0.7,44,84.3,0.1,3,-,6.94
Guus Joppen,Willem II,29,D(LR),11(4),1098,1,0.5,28.1,76.5,0.3,2.1,-,6.93
Bram Castro,Heracles,36,GK,38,3450,-,-,31.1,62.6,-,8.6,-,6.93
Anthony Limbombe,NEC Nijmegen,24,"AM(L),FW",32,2776,2,1.6,28.5,82.5,1.8,1.2,-,6.92
Navarone Foor,NEC Nijmegen,27,M(CLR),34,3009,4,1.3,43.8,77,0.9,2.9,-,6.92
