Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Hakim Ziyech,Ajax,26,M(CR),28,2404,11,3.8,49.4,76,2,2.8,0.4,7.82
Andrés Guardado,PSV Eindhoven,32,"D(L),M(CL)",27,2273,9,2.6,67.1,83.5,2.1,7.4,0.2,7.73
Lasse Schöne,Ajax,33,M(CLR),26(1),2216,4,2.4,56.6,83.6,0.8,2.3,-,7.73
Renze Fij,Heracles,26,Goalkeeper,0(1),67,-,-,30,36.7,-,6,-,7.71
Nicolai Jørgensen,Feyenoord,28,FW,32,2698,11,1.8,26.3,75.1,0.2,0.4,-,7.70
Joël Veltman,Ajax,27,D(CR),30,2694,3,0.9,61.6,84.6,0.5,6.3,0.2,7.70
Eljero Elia,Feyenoord,32,"AM(LR),FW",21(3),1707,8,1.5,29.1,77.9,0.9,1.3,-,7.69
Nemanja Gudelj,Ajax,27,M(C),5(1),459,1,2,41.5,89.2,2,2.5,-,7.62
David Neres,Ajax,22,AM(CLR),5(3),498,1,1.8,22.1,84.2,0.6,0.3,0.3,7.60
Hakim Ziyech,Twente,26,M(CR),4,360,1,2.8,37,73,1.3,3.5,0.5,7.60
Eric Botteghin,Feyenoord,31,D(C),34,3060,1,0.4,64.5,86.9,-,7,-,7.59
Marco van Ginkel,PSV Eindhoven,26,M(C),15,1288,3,1.9,48.5,79.9,0.1,3,-,7.53
Bertrand Traoré,Ajax,23,"AM(R),FW",22(2),1797,-,1,33.3,80.2,-,1,-,7.49
Sam Larsson,SC Heerenveen,26,AM(L),31(2),2650,12,2.2,39.9,73.6,0.5,1.8,0.3,7.48
Tonny Vilhena,Feyenoord,24,M(CL),29,2610,1,1.5,47.2,80.3,0.8,3.3,-,7.47
Luuk de Jong,PSV Eindhoven,28,"AM(C),FW",31(1),2759,7,1.8,33.6,67.1,0.1,0.5,0.1,7.45
Sébastien Haller,FC Utrecht,25,FW,36,3224,5,1.4,33.3,65.9,0.1,0.9,0.1,7.45
Amin Younes,Ajax,25,AM(CL),28(1),2371,6,1.8,30.2,81.7,0.3,1.1,0.1,7.43
Yassin Ayoub,FC Utrecht,25,M(C),35(1),3114,6,1.9,39.8,79.2,1,2,0.1,7.43
Kasper Dolberg,Ajax,21,FW,26(3),2158,6,1,17.2,73.3,0.1,0.1,0.1,7.41
Alireza Jahanbakhsh,AZ Alkmaar,25,AM(CLR),26(4),2277,8,1.7,31.3,68.6,1,1.1,0.2,7.41
Karim El Ahmadi,Feyenoord,34,DMC,30,2653,1,0.6,51,88,0.1,3.3,-,7.38
Steven Berghuis,Feyenoord,27,"AM(R),FW",25(5),2110,5,2.1,38.1,79.4,1.9,2.7,0.1,7.38
Jens Toornstra,Feyenoord,30,AM(CLR),31(3),2801,9,1.7,39.8,80.4,1.4,2.5,0.2,7.37
Santiago Arias,PSV Eindhoven,27,D(R),28,2509,2,1.4,57.8,85.5,1,3.5,-,7.37
Enes Ünal,Twente,22,FW,31(1),2729,3,0.8,20.1,63.5,0.1,0.3,-,7.36
Davy Pröpper,PSV Eindhoven,27,M(C),33(1),2891,7,2.3,48.6,80.2,1.3,2.1,0.2,7.35
Davy Klaassen,Ajax,26,AM(C),33,2851,9,1.8,40.8,80,0.1,1.1,0.2,7.35
Daley Sinkgraven,Ajax,23,"D(L),M(CL)",21(3),1791,5,1,44.4,84.7,0.4,2.8,-,7.34
Remko Pasveer,PSV Eindhoven,35,GK,3,270,-,-,24,73.6,-,8.3,-,7.34
Django Warmerdam,PEC Zwolle,23,"D(L),M(CL)",23(3),2140,5,1.2,30.6,80.3,0.9,2,-,7.33
Mateusz Klich,Twente,29,M(C),29,2603,4,2.1,61.9,82.3,0.9,3.5,0.2,7.33
Davinson Sánchez,Ajax,23,D(C),32,2764,2,0.2,70.9,88.9,-,4.8,-,7.31
Kostas Lamprou,Willem II,27,GK,34,3060,-,-,32.6,60.4,-,10.6,-,7.29
Obbi Oularé,Willem II,23,FW,10(1),840,2,1.4,23.5,51.9,-,1,-,7.27
Stijn Wuytens,AZ Alkmaar,29,"D(C),DMC",33,2948,4,1,52.6,84.7,0.6,5.7,-,7.24
Iliass Bel Hassani,Heracles,26,AM(CLR),4,356,-,2,51.3,75.6,0.5,2.3,0.3,7.23
