Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Zlatan Ibrahimovic,Paris Saint-Germain,37,FW,32(1),2774,11,2.1,44.7,76.4,0.2,2.8,0.3,7.79
Loic Perrin,Saint-Etienne,33,D(C),34,2981,1,0.2,38.1,84.9,-,4.3,-,7.73
Yassine Jebbour,Rennes,27,D(LR),2,180,1,2,49.5,85.9,1,2,-,7.61
Nemanja Pejcinovic,Nice,31,D(CR),14(1),1324,-,0.1,50.5,87.2,-,4.3,-,7.52
Jérémy Toulalan,Monaco,35,"D(C),M(C)",29,2504,1,0.4,65.7,82.6,0.1,3.4,0.1,7.51
Mathieu Bodmer,Nice,36,"D(C),M(C)",27,2306,1,0.3,46.1,84,-,5.4,-,7.48
Layvin Kurzawa,Monaco,26,"D(L),M(L)",28,2406,3,0.7,36.4,77.4,0.9,1,-,7.44
James Rodríguez,Monaco,27,AM(CLR),30(4),2644,12,2.5,46.2,81.1,1.5,3.3,0.3,7.44
Serge Aurier,Toulouse,26,"D(CLR),M(R)",34,3045,6,1,46.4,76.8,1.1,1.6,0.1,7.42
Thiago Silva,Paris Saint-Germain,34,D(C),28,2386,-,0.2,66.3,92.7,-,7.1,-,7.42
Aristote Ndongala,Nantes,25,Midfielder,1,90,-,-,37,62.2,-,2,-,7.39
Marko Basa,Lille,36,D(C),32,2789,2,0.4,41.2,91.1,-,2.9,-,7.38
Christophe Jallet,Paris Saint-Germain,35,D(LR),13,1085,-,1.5,50.3,89,0.9,2,-,7.37
Faouzi Ghoulam,Saint-Etienne,28,D(L),16(1),1466,4,0.8,29.7,72.1,0.7,1.4,0.1,7.36
Rémy Cabella,Montpellier,29,"M(CLR),FW",36(1),3206,5,2.2,41,79.5,1.4,1.2,0.2,7.36
Grégory Sertic,Bordeaux,29,"D(C),M(C)",29(1),2582,10,1.7,50,85.7,1.2,5.3,-,7.36
Grzegorz Krychowiak,Reims,29,"D(C),M(C)",33(2),2830,1,0.6,49.2,80.3,0.1,4.8,-,7.34
João Moutinho,Monaco,32,M(C),31,2564,8,1.9,63.6,85.8,1.5,4.5,0.3,7.30
Lucas Digne,Paris Saint-Germain,25,D(L),15,1336,1,1,47.1,90.7,0.8,1.3,0.1,7.30
Idrissa Gueye,Lille,29,M(C),37,3330,1,0.9,56.8,85.8,0.2,3.2,-,7.29
David Ospina,Nice,30,GK,29,2572,-,-,14.3,61.8,-,3.1,-,7.28
Thiago Motta,Paris Saint-Germain,36,M(C),31(1),2544,2,1.5,85.9,92.5,0.8,6.6,0.2,7.28
André Ayew,Marseille,29,"M(CLR),FW",24(1),2121,3,1.1,37.7,79.1,0.3,1,-,7.28
Florent Chaigneau,Lorient,35,GK,11(1),962,-,-,12.5,49.3,-,3.5,-,7.27
Simon Kjaer,Lille,30,D(C),34,3036,1,0.2,42.1,78.3,-,6.4,0.1,7.27
Papy Djilobodji,Nantes,30,D(C),28,2426,-,0.1,37.8,75.3,0.1,4.2,-,7.26
Souleymane Diawara,Marseille,40,D(C),19(1),1708,-,0.3,34.5,85.2,0.1,3.6,-,7.26
Nicolas Douchez,Paris Saint-Germain,39,GK,1,90,-,-,13,92.3,-,1,-,7.26
Moustapha Bayal Sall,Saint-Etienne,33,D(C),31(1),2815,1,0.3,39.1,83.3,-,4.4,-,7.24
