Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Luis Suárez,Liverpool,32,"AM(CLR),FW",33,2965,12,2.7,38.3,74.8,0.8,2.2,0.5,8.43
James Wilson,Manchester United,23,FW,1,64,-,-,18,66.7,-,-,-,8.04
Chris David,Fulham,24,Midfielder,0(1),67,-,2,41,90.2,4,3,-,8.02
Lukasz Fabianski,Arsenal,34,GK,1,90,-,-,35,62.9,-,6,-,7.90
Anders Lindegaard,Manchester United,35,GK,1,90,-,-,30,43.3,-,9,-,7.82
Steven Gerrard,Liverpool,39,M(C),33(1),2900,13,2,65.3,86,1.4,7.6,0.2,7.77
Aaron Ramsey,Arsenal,28,M(CR),20(3),1764,8,1.4,65.9,84.4,-,3.3,0.4,7.76
Marouane Fellaini,Everton,31,M(C),3,270,-,1,73.3,89.1,0.3,4.3,-,7.75
Sergio Agüero,Manchester City,31,"AM(CL),FW",20(3),1539,6,1.6,21.3,84.9,0.2,0.3,0.2,7.71
Eden Hazard,Chelsea,28,"M(CLR),FW",32(3),2898,7,2.7,44,83.4,0.3,1.6,0.2,7.68
Nemanja Matic,Chelsea,30,DMC,15(2),1364,4,1.4,56,84.8,0.1,4.5,0.2,7.63
Wayne Rooney,Manchester United,33,"M(CLR),FW",27(2),2448,10,1.9,45.7,80.1,1.2,4.9,0.2,7.62
David Silva,Manchester City,33,M(CLR),26(1),2174,9,3.2,69.2,88.2,1.2,1.9,0.6,7.57
Yaya Touré,Manchester City,36,M(C),35,2927,9,1.2,71.5,90.1,0.1,4.6,0.1,7.55
Mile Jedinak,Crystal Palace,34,"D(C),DMC",38,3389,1,0.9,42.5,71.9,-,3.2,-,7.55
Yohan Cabaye,Newcastle United,33,M(C),17(2),1509,2,1.7,49,82,0.9,3.2,0.4,7.48
Martin Skrtel,Liverpool,34,D(C),36,3222,1,0.2,48.9,90.8,-,3.1,-,7.46
Daniel Sturridge,Liverpool,29,"M(R),FW",26(3),2277,7,1,25.5,79.3,-,1.5,0.3,7.45
