Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Arjen Robben,Bayern Munich,35,"M(CLR),FW",20(1),1679,7,2.4,48,83.1,0.8,1.6,0.2,8.45
Kevin De Bruyne,Wolfsburg,28,"M(CLR),FW",34,3052,20,3.3,44.7,74.5,1.6,4.5,0.3,7.95
Franck Ribéry,Bayern Munich,36,AM(L),9(6),959,7,1.9,55.3,84.3,0.5,2.6,0.1,7.93
Roberto Firmino,Hoffenheim,27,"M(CLR),FW",33,2918,10,2.1,39.8,72.7,0.2,0.6,0.2,7.79
Naldo,Wolfsburg,36,D(C),32,2879,2,0.3,54,83.6,-,6.1,-,7.78
Ricardo Rodríguez,Wolfsburg,26,"D(CL),M(L)",26,2294,4,2.1,56.1,80.9,1.7,4.8,-,7.72
Cléber Reis,Hamburger SV,28,D(C),11(1),1029,-,-,49.8,77.4,0.1,3.8,-,7.68
Karim Bellarabi,Bayer Leverkusen,29,"AM(CLR),FW",32(1),2725,6,1.4,27.4,67.2,0.2,0.7,0.1,7.64
Granit Xhaka,Borussia M.Gladbach,26,M(C),30,2639,1,0.7,78.2,86.1,-,7.8,0.2,7.61
Mats Hummels,Borussia Dortmund,30,D(C),23(1),2032,-,0.4,59,77.3,-,5.1,-,7.60
Bas Dost,Wolfsburg,30,FW,17(4),1530,4,0.7,18.2,64.9,-,0.3,-,7.59
Marco Reus,Borussia Dortmund,30,"M(CLR),FW",18(2),1571,5,2.5,33.3,75.7,1,1,0.2,7.54
Alexander Meier,Eintracht Frankfurt,36,"M(C),FW",24(2),2210,2,0.8,24.2,66.3,-,1.1,0.1,7.54
Eric Maxim Choupo-Moting,Schalke 04,30,"M(CLR),FW",30(1),2557,6,1.2,30,71.1,0.2,0.4,-,7.50
Stefan Bell,Mainz 05,27,D(CR),31,2790,1,0.2,48.9,76.4,0.1,4.4,-,7.50
Xabi Alonso,Bayern Munich,37,M(C),24(2),1973,3,1.3,103.5,90.1,0.7,8.5,-,7.47
Timm Klose,Wolfsburg,31,D(C),11(1),959,-,0.1,60.6,84.3,-,6.7,0.1,7.44
Nuri Sahin,Borussia Dortmund,30,M(C),6(1),544,-,1,48.1,74.5,-,2.6,0.1,7.44
Robert Lewandowski,Bayern Munich,30,FW,28(3),2487,5,1,22.6,76.3,-,0.2,-,7.43
Lars Bender,Bayer Leverkusen,30,"D(R),M(C)",25(1),2028,3,0.7,41.1,70.5,0.1,1.5,-,7.43
Raffael,Borussia M.Gladbach,34,"AM(CL),FW",28(3),2379,2,1.4,32.7,83.9,0.1,1.3,0.1,7.43
