Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Mousa Dembélé,Fulham,31,M(CR),2,180,-,1.5,63,96,0.5,2,-,8.42
Kieran Richardson,Sunderland,34,"D(L),M(CL)",1,90,-,1,37,83.8,-,1,1,7.96
Ján Mucha,Everton,36,GK,2,180,-,-,29,46.6,-,9,-,7.95
Gareth Bale,Tottenham,29,"M(CLR),FW",33,2925,4,2.3,34.2,78.6,1.9,1.1,0.1,7.92
Luis Suárez,Liverpool,32,"AM(CLR),FW",33,2955,5,2.8,36.5,76.6,0.5,2.2,0.4,7.89
Santi Cazorla,Arsenal,34,M(CLR),37(1),3311,11,2.6,65,86.8,1.2,4.9,0.8,7.86
Robin van Persie,Manchester United,35,"AM(C),FW",35(3),3123,9,1.9,26.8,80.4,1.1,1.1,0.1,7.71
Daniel Sturridge,Liverpool,29,"M(R),FW",11(3),1093,3,2.1,26.1,85,0.1,2.1,0.1,7.64
Jan Vertonghen,Tottenham,32,D(CL),34,3060,3,0.7,47.8,87.1,0.3,3.6,0.1,7.62
Marouane Fellaini,Everton,31,M(C),31,2786,5,1.3,52.5,79.3,0.1,1.8,0.1,7.59
Andy Carroll,West Ham,30,FW,22(2),1939,4,1.4,28.8,60.9,-,0.8,-,7.58
Matt Upson,Stoke,40,D(C),1,90,-,-,29,62.1,-,3,-,7.56
Steven Gerrard,Liverpool,39,M(C),36,3223,9,2.6,66.3,85.5,1.4,8.4,0.3,7.54
Chico Flores,Swansea,32,D(C),26,2241,-,0.3,56.8,89.4,-,3.1,-,7.47
Christian Benteke,Aston Villa,28,FW,32(2),2824,4,1.5,33.5,65,0.1,1,0.1,7.45
Leighton Baines,Everton,34,"D(L),M(L)",38,3420,5,3.1,43.8,82.3,2.8,1.3,-,7.43
Sandro,Tottenham,30,M(C),22,1780,2,1,42.3,85.7,0.2,2.5,0.1,7.40
Nemanja Vidic,Manchester United,37,D(C),18(1),1619,-,0.1,41.5,87.4,0.1,4.3,-,7.39
Andros Townsend,Queens Park Rangers,27,"AM(LR),FW",12,1019,1,1.3,26.6,78.1,0.7,0.4,0.1,7.37
Mikel Arteta,Arsenal,37,M(C),34,2985,3,0.8,80.9,91.5,0.3,5.3,0.2,7.37
Rafael,Manchester United,28,"D(LR),M(R)",27(1),2317,3,0.9,43.2,84.5,0.7,1.1,-,7.36
Alexander Büttner,Manchester United,30,"D(L),M(L)",4(1),382,1,0.4,34,82.4,0.2,1,-,7.34
Micah Richards,Manchester City,31,D(CR),7,618,-,0.4,33.9,89.5,0.3,1.3,-,7.34
Eden Hazard,Chelsea,28,"M(CLR),FW",31(3),2640,11,1.9,44.8,85.1,0.5,1.2,0.1,7.33
Michael Harriman,Queens Park Rangers,26,Defender,1,90,-,-,26,73.1,-,1,-,7.32
Patrice Evra,Manchester United,38,"D(CL),M(L)",34,3060,5,0.7,41.8,87.1,0.6,1.1,-,7.31
Ryan Nelsen,Queens Park Rangers,41,D(C),21,1884,-,0.1,29.9,81.3,-,2.4,-,7.30
Coutinho,Liverpool,27,M(CLR),12(1),933,5,1.6,33.4,74.4,0.2,0.8,0.8,7.30
