Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Cristiano Ronaldo,Juventus,34,"M(L),FW",30(1),2689,8,1.5,33.3,85.1,0.5,1,-,7.68
Alejandro Gómez,Atalanta,31,"M(CL),FW",34(1),2913,11,3.2,46,84.4,2.9,2.2,0.2,7.64
Josip Ilicic,Atalanta,31,"AM(CLR),FW",23(8),2151,7,2.1,39.2,80.2,0.5,2.3,0.1,7.39
Suso,AC Milan,25,"AM(CLR),FW",35,3031,10,2.8,43.1,82.5,1.5,3.1,0.1,7.39
Rodrigo de Paul,Udinese,25,"AM(CLR),FW",36,3194,8,2.7,44.1,76.4,1.6,4.9,0.3,7.37
Pierluigi Frattali,Parma Calcio 1913,33,Goalkeeper,1,90,-,-,34,64.7,-,5,-,7.35
Mario Mandzukic,Juventus,33,"M(L),FW",23(2),2020,6,1.2,23.4,71.1,0.2,0.4,-,7.34
Duván Zapata,Atalanta,28,FW,32(5),2900,7,1.8,18.8,79,0.1,0.5,0.1,7.32
Leonardo Pavoletti,Cagliari,30,FW,31(1),2738,1,0.8,26.3,69,-,0.4,-,7.32
Stephan El Shaarawy,Roma,26,"AM(CLR),FW",23(5),2109,3,1.3,29.1,81.7,0.4,1.4,0.1,7.26
Fabián Ruiz,Napoli,23,M(CL),20(7),1991,4,2.3,66.6,89.8,0.3,3.2,-,7.25
Edin Dzeko,Roma,33,FW,28(5),2576,6,1.4,21.4,70.9,0.2,1.4,0.1,7.24
Armando Izzo,Torino,27,D(C),37,3274,1,0.3,49.5,77.8,0.1,4.3,-,7.24
Andrea Belotti,Torino,25,FW,37,3301,3,0.9,19.8,64.8,0.1,0.6,0.1,7.23
Dries Mertens,Napoli,32,"AM(CLR),FW",23(12),2253,11,2,24.2,79,0.5,0.7,0.1,7.20
João Cancelo,Juventus,25,"D(LR),M(R)",22(3),1967,3,1.4,50.3,86.2,1,2.4,-,7.20
Krzysztof Piatek,Genoa,23,FW,18(1),1594,-,0.8,15.7,73.2,-,0.7,0.1,7.20
Cristian Ansaldi,Torino,32,"D(CLR),DMC,M(LR)",23(1),1816,2,1.5,24.2,73.3,1.7,2.3,-,7.19
Giacomo Bonaventura,AC Milan,29,M(CLR),8,651,1,1.3,45.4,88.7,0.3,1.9,-,7.16
Lorenzo Insigne,Napoli,28,"AM(CL),FW",24(4),2080,6,2.3,43.9,86,0.4,2.8,0.2,7.16
Domenico Criscito,Genoa,32,"D(CL),M(L)",35,3071,4,1.4,41.4,75.7,0.9,3.5,0.1,7.15
Alex Sandro,Juventus,28,"D(L),M(L)",28(3),2392,2,1.2,51,84.6,0.6,2.5,-,7.15
Tiemoué Bakayoko,AC Milan,24,DMC,26(5),2301,1,0.8,42.9,86.6,-,1.3,-,7.15
Sergej Milinkovic-Savic,Lazio,24,AM(C),29(2),2405,3,1.5,45.2,79.6,0.1,2.6,0.2,7.15
Allan,Napoli,28,DMC,28(5),2614,3,1,66.2,89.6,0.1,3.2,0.1,7.13
Medhi Benatia,Juventus,32,D(C),5,450,-,-,63.4,90.5,-,4.8,-,7.13
Arkadiusz Milik,Napoli,25,FW,27(8),2398,3,1.1,16.8,82.7,0.1,0.5,-,7.13
Aleksandar Kolarov,Roma,33,"D(CL),M(L)",32(1),2906,2,1.8,48.7,80.6,1.8,2.7,-,7.12
Adrian Semper,Chievo,21,GK,6,540,-,-,28.2,53.3,-,8,-,7.12
Hakan Calhanoglu,AC Milan,25,"M(CLR),FW",34(2),2898,6,2.3,47.5,85.2,0.8,3.6,0.1,7.12
Robin Gosens,Atalanta,24,"D(L),M(CL)",23(5),1947,2,0.6,34.9,78.9,0.6,1,-,7.11
Erick Pulgar,Bologna,25,DMC,27(1),2363,2,2.1,51.4,83.9,1.2,3.6,-,7.11
Merih Demiral,Sassuolo,21,D(C),14,1260,-,0.1,50.4,87,-,1.7,-,7.11
Lucas Leiva,Lazio,32,"D(C),M(C)",22(5),1988,2,1.1,51,87.9,0.4,2.6,0.1,7.11
Fabio Quagliarella,Sampdoria,36,FW,37,3211,8,1,23.2,69,0.2,0.6,-,7.11
Kevin Malcuit,Napoli,27,"D(R),M(R)",20(4),1806,2,0.9,41.2,85.9,1,1.4,-,7.11
Bartlomiej Dragowski,Empoli,21,GK,14,1260,-,-,28.2,60,-,4.9,-,7.10
Kevin Strootman,Roma,29,DMC,1,90,-,2,36,77.8,-,-,1,7.09
Marcelo Brozovic,Inter,26,M(CR),31(1),2657,1,1.6,78.8,90.1,0.8,7.2,0.1,7.08
Paulo Dybala,Juventus,25,"AM(CR),FW",24(6),2137,4,1.7,39.1,89.3,0.9,3.7,0.1,7.08
Sime Vrsaljko,Inter,27,"D(LR),M(R)",8(2),726,2,1.6,49.6,85.9,2.1,1.8,-,7.08
Alessio Cragno,Cagliari,25,GK,38,3420,-,-,28.3,61,-,9.6,-,7.07
Federico Fazio,Roma,32,D(C),31(3),2805,-,0.2,41.4,85.1,-,2.6,-,7.07
Germán Pezzella,Fiorentina,28,D(C),32,2852,1,0.2,50.9,85.9,-,3.6,-,7.06
Kalidou Koulibaly,Napoli,28,D(C),35,3134,2,0.2,71.9,88.7,-,4.5,-,7.06
Ivan Perisic,Inter,30,AM(CLR),30(4),2707,3,1.8,33.1,74.6,1.4,1,0.1,7.06
Steven Nzonzi,Roma,30,M(C),29(1),2619,2,0.8,56.3,87.7,-,3.2,-,7.06
