Name,Team,Age,Position,Apps,Minutes,Tackles per game,Interceptions per game,Fouls per game,Offsides per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals,Rating
Franco Vázquez,Palermo,30,"AM(CR),FW",37,3224,1.8,0.7,2.2,-,0.5,1.2,0.1,-,7.74
Paul Pogba,Juventus,26,M(C),24(2),2110,2.2,0.7,2.3,-,0.7,0.8,0.1,-,7.67
Carlos Tevez,Juventus,35,"AM(CL),FW",29(3),2593,0.8,0.3,1,-,0.1,0.8,0.1,-,7.66
Fredy Guarín,Inter,33,M(CR),25(3),2210,1.8,1.6,1.9,-,0.8,1.1,0.1,-,7.56
Juan Cuadrado,Fiorentina,31,"D(R),M(CLR),FW",17,1450,1.2,0.9,1.4,-,0.2,0.8,0.1,-,7.52
Diego Perotti,Genoa,30,"M(CLR),FW",27,2303,1.2,0.8,0.4,-,0.4,0.7,0.1,-,7.48
Felipe Anderson,Lazio,26,"M(CLR),FW",23(9),2097,1.9,0.9,1.1,-,0.3,1,-,-,7.47
Lucas Biglia,Lazio,33,DMC,27,2327,3.7,2.4,2,-,1.1,2.1,0.3,-,7.42
Andrea Pirlo,Juventus,40,M(C),19(1),1611,1.6,1.5,0.6,-,0.6,1.4,0.1,-,7.41
Davide Astori,Roma,32,D(C),22(2),2039,1.5,3.2,1.6,0.9,7.1,0.4,0.5,-,7.40
Gonzalo Rodríguez,Fiorentina,35,D(C),30,2680,2.1,2.7,1.1,1.5,5.4,0.9,0.9,-,7.38
Nikola Maksimovic,Torino,27,"D(CR),M(R)",27,2402,2,3.4,1,0.2,3.9,1.1,0.4,-,7.38
Giorgio Chiellini,Juventus,34,D(C),27(1),2447,2.1,2.6,1.3,0.4,5.1,0.3,0.9,-,7.37
Paulo Dybala,Palermo,25,"AM(CR),FW",34,2965,0.7,0.5,0.9,-,0.1,0.5,-,-,7.37
Claudio Marchisio,Juventus,33,M(C),33(2),2866,2.4,2.1,1.4,-,1.2,1.3,0.2,-,7.37
Allan,Udinese,28,DMC,33(2),3005,4.6,1.5,1.5,-,1.3,2.1,0.4,-,7.36
Stefan de Vrij,Lazio,27,D(C),29(1),2534,1.9,3.4,1,0.9,6,0.5,0.5,-,7.35
Eugenio Lamanna,Genoa,29,GK,6(2),637,-,0.1,-,-,0.9,0.1,-,-,7.34
Arturo Vidal,Juventus,32,M(C),23(5),2088,3.1,1.6,1.5,-,0.8,1.7,0.1,-,7.34
Simone Missiroli,Sassuolo,33,AM(C),30(3),2654,2.4,2.8,1.3,0.1,2.5,1.6,0.2,-,7.33
Molla Wagué,Udinese,28,D(C),10,893,3.3,2.3,1.9,0.2,6.5,0.2,0.8,-,7.33
Domenico Berardi,Sassuolo,24,"AM(R),FW",32,2682,1.7,1,1.8,-,0.5,1.3,0.1,-,7.31
Marco Parolo,Lazio,34,M(C),34,2999,2.9,1.6,1.9,-,1.7,1.3,0.4,-,7.29
Jérémy Ménez,AC Milan,32,"M(CLR),FW",31(2),2703,1.2,0.7,1.6,-,0.2,0.5,0.1,-,7.29
Antonio Candreva,Lazio,32,M(CLR),31(3),2654,0.6,0.6,0.6,-,0.1,0.5,-,-,7.27
José Holebas,Roma,35,"D(L),M(L)",23(1),2054,2.5,2.4,1.1,0.3,3,0.7,0.3,-,7.27
Hernanes,Inter,34,M(C),17(9),1628,1.2,1,1,-,0.4,0.6,0.2,-,7.26
Daniele Gastaldello,Sampdoria,36,D(C),13(1),1187,1.4,2.6,1,0.5,6.1,0.4,0.7,-,7.25
Davide Santon,Inter,28,D(LR),7(2),715,1.2,2.1,0.7,0.1,2.4,1.6,0.2,-,7.25
Manolo Gabbiadini,Sampdoria,27,"AM(CLR),FW",11(2),979,0.8,0.2,1.1,-,0.4,0.5,0.2,-,7.22
Andrea Bertolacci,Genoa,28,M(C),31(3),2673,2.1,1.3,1.6,-,1.1,0.6,0.1,-,7.22
Luca Antonelli,AC Milan,32,"D(L),M(CL)",12,1057,2.6,2.6,2.1,0.3,3,0.4,0.5,-,7.22
Radja Nainggolan,Roma,31,M(C),30(5),2776,2.5,1.1,1.5,-,0.6,1,0.1,-,7.21
