Name,Team,Age,Position,Apps,Minutes,Total goals,Total Assists,Shots per game,Key passes per game,Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Rating
Luca Crosta,Cagliari,21,Goalkeeper,1,90,-,-,-,-,-,-,-,-,-,8.32
Edin Dzeko,Roma,33,FW,33(4),3056,29,9,4.8,1.2,0.9,1.4,0.7,1.6,2,7.85
Dries Mertens,Napoli,32,"AM(CLR),FW",28(7),2566,28,9,4.2,1.6,1.7,1.6,0.5,0.9,1.7,7.76
Alejandro Gómez,Atalanta,31,"M(CL),FW",37,3140,16,10,3.2,2.5,2.3,2.9,0.7,1.9,1.6,7.75
Lorenzo Insigne,Napoli,28,"AM(CL),FW",35(2),2935,18,9,4,1.8,1.6,0.6,0.7,1.3,1.6,7.67
Marcos Alonso,Fiorentina,28,"D(CL),M(L)",2,180,-,-,-,-,3,1,-,0.5,-,7.66
Alex Sandro,Juventus,28,"D(L),M(L)",25(2),2310,3,4,0.7,1.9,1.8,2,0.1,1.4,1.4,7.63
Felipe Anderson,Lazio,26,"M(CLR),FW",33(3),2919,4,9,2,2.1,3.3,1.4,0.1,2.2,2.4,7.62
Andrea Belotti,Torino,25,FW,34(1),3071,26,7,3.7,1.6,0.9,3.6,1,2.1,2.5,7.58
Federico Fazio,Roma,32,D(C),35(2),3117,2,1,0.6,0.2,0.5,0.5,-,0.1,0.2,7.50
Giacomo Bonaventura,AC Milan,29,M(CLR),19,1574,3,2,2.5,2.2,3.2,2.4,0.1,2.2,1.7,7.50
Gonzalo Higuaín,Juventus,31,FW,32(6),2968,24,3,3.5,1,1.4,1,0.8,1.4,1.8,7.50
Mohamed Salah,Roma,27,"AM(CLR),FW",29(2),2487,15,11,2.6,2.3,1.2,0.8,0.8,1.8,1.8,7.48
Paulo Dybala,Juventus,25,"AM(CR),FW",26(5),2154,11,7,2.9,1.9,2.2,1.7,0.4,2.1,2,7.46
José Callejón,Napoli,32,M(LR),37,3149,14,12,2.3,2.1,0.3,1.8,0.4,0.6,1,7.42
Radja Nainggolan,Roma,31,M(C),35(2),3044,11,5,2.4,1.9,0.8,1.5,0.2,1.3,1.9,7.37
Emerson,Roma,24,"D(L),M(L)",23(2),1966,-,1,0.7,1.2,1.8,1.8,-,1,1,7.37
Marek Hamsik,Napoli,31,AM(C),37(1),3050,12,10,2.3,2,1.1,0.8,0.1,1.1,0.9,7.37
