Name,Team,Age,Position,Apps,Minutes,Total goals,Total Assists,Shots per game,Key passes per game,Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Rating
Benjamin André,Rennes,28,"D(R),M(CLR)",34,3016,3,3,0.9,1,1,1.4,-,1.6,1.9,7.26
Tanguy NDombele,Lyon,22,DMC,28(4),2364,-,6,0.8,1.4,2.5,2.2,-,1.5,1.8,7.25
Mario Balotelli,Nice,28,FW,26(2),2279,18,1,3.9,1.2,1.1,2.6,0.8,1.6,1.9,7.24
Júlio Tavares,Dijon,30,"AM(LR),FW",23(3),2056,12,2,2,1,0.4,1.1,0.5,0.7,2,7.22
Luiz Gustavo,Marseille,31,"D(C),M(C)",34,3023,5,1,1.7,0.4,1.1,1.2,-,0.8,0.7,7.22
Maxime Poundjé,Bordeaux,26,D(L),19,1704,-,1,0.8,0.8,1.8,0.7,0.2,0.9,0.9,7.21
Nordi Mukiele,Montpellier,21,"D(CR),M(R)",31(2),2791,-,1,0.6,1.1,1.2,2,-,0.8,1.3,7.20
Marcelo,Lyon,32,D(C),35,3107,3,1,0.6,0.2,0.1,0.2,-,0.1,0.4,7.18
Dimitri Lienard,Strasbourg,31,M(CL),29(4),2606,5,5,1.6,1.8,1,1.1,-,1.4,1.7,7.17
Yuri,Paris Saint-Germain,29,"D(L),M(L)",19(3),1714,2,4,0.5,0.7,0.6,1.3,0.1,0.3,0.9,7.16
Benjamin Bourigeaud,Rennes,25,M(CLR),35(2),3106,10,7,1.8,2.6,0.6,0.4,0.1,1,1.4,7.16
Clément Grenier,Guingamp,28,M(CL),14(1),1211,5,4,1.8,2.3,1.5,1.1,0.1,1.3,1.9,7.16
Radamel Falcao,Monaco,33,FW,25(1),2140,18,4,2.7,0.6,0.7,1.9,0.3,2.2,3.3,7.15
Mariano,Lyon,25,FW,30(4),2518,18,4,2.9,0.9,0.9,0.3,0.7,1.4,1.8,7.15
Allan Saint-Maximin,Nice,22,"AM(CLR),FW",26(4),2265,3,7,1.3,1.5,3.6,1.3,0.2,2.5,2,7.15
Jordan Amavi,Marseille,25,"D(L),M(L)",24(3),2192,-,6,0.7,0.8,1.6,0.8,-,1,1.1,7.15
Djibril Sidibe,Monaco,26,"D(LR),M(R)",25(2),2157,2,7,0.7,1.2,0.8,1.4,-,0.7,1.4,7.14
Anthony Walongwa,Nantes,25,D(C),1,90,-,-,-,-,-,-,-,-,-,7.14
Alassane Pléa,Nice,26,"AM(LR),FW",34(1),3042,16,5,3.1,0.9,1.9,1.7,0.4,1.7,1.8,7.14
Frederic Guilbert,Caen,24,"D(CLR),M(R)",36,3240,1,2,0.4,0.4,0.6,1,-,1.1,1.2,7.13
Mathieu Dossevi,Metz,31,"M(CR),FW",30,2516,1,11,1.1,2.9,2.4,1.2,0.2,1.8,3.1,7.13
Ellyes Skhiri,Montpellier,24,DMC,35,3052,4,1,1.1,0.9,1.1,0.9,-,0.6,0.9,7.13
Max-Alain Gradel,Toulouse,31,"M(LR),FW",27(2),2418,8,1,2.4,1.6,2.7,1.6,0.3,2.1,3.3,7.13
Gaël Kakuta,Amiens,28,M(CLR),36,3092,6,6,1.5,1.8,2.5,1.8,0.2,3.5,3,7.12
Layvin Kurzawa,Paris Saint-Germain,26,"D(L),M(L)",19(1),1707,2,1,1.1,0.6,0.9,0.6,-,0.8,1.4,7.12
Léo Dubois,Nantes,24,D(LR),34,3025,3,4,1.3,1.7,1.1,0.9,0.1,0.9,1.5,7.12
Kamil Glik,Monaco,31,D(C),36,3240,3,3,0.7,0.2,0.1,0.9,0.1,0.1,0.3,7.12
Hamari Traoré,Rennes,27,"D(R),M(R)",30,2640,-,1,0.5,0.6,0.8,1.2,0.1,0.2,1,7.12
Kevin Malcuit,Lille,27,"D(R),M(R)",21(2),1817,-,6,0.4,1.1,2.5,1.4,0.2,1.3,1.7,7.11
Youssouf Sabaly,Bordeaux,26,D(LR),35,3094,-,5,0.3,1,1.5,0.9,0.1,0.9,1.6,7.11
André-Frank Zambo Anguissa,Marseille,23,DMC,21(11),2002,-,-,0.9,0.8,1.8,1.6,-,1.1,1.1,7.11
Adrien Rabiot,Paris Saint-Germain,24,DMC,27(6),2366,1,5,0.7,0.8,1.2,0.7,-,1.1,1,7.11
João Moutinho,Monaco,32,M(C),31(2),2801,1,6,0.7,1.7,0.6,0.8,-,0.5,0.9,7.11
Jérôme Roussillon,Montpellier,26,"D(L),M(L)",22,1887,3,3,0.9,1.2,1.7,1.2,0.2,1,1.9,7.11
Lucas Ocampos,Marseille,24,"M(CLR),FW",23(8),2038,9,3,2,0.7,1.5,1.5,0.2,1.8,2.4,7.10
Thomas Lemar,Monaco,23,AM(CLR),27(3),2383,2,8,1.6,1.8,1.5,1.4,0.1,1.4,1.7,7.10
Rafael,Lyon,28,"D(LR),M(R)",22(2),1819,1,2,0.3,0.9,1,1.1,0.1,0.6,1,7.09
Ronny Rodelin,Caen,29,"AM(CLR),FW",36(1),3167,5,6,2.9,1.6,1.5,0.9,0.4,1.6,2.2,7.09
Thomas Meunier,Paris Saint-Germain,27,"D(R),M(R)",16(8),1573,4,4,0.5,0.9,0.8,0.2,0.1,0.3,0.6,7.09
Thiago Silva,Paris Saint-Germain,34,D(C),24(1),2117,1,-,0.4,0.2,-,0.5,-,-,0.1,7.08
Marçal,Lyon,30,D(CL),14(4),1294,-,3,0.1,0.9,0.1,1.4,0.1,0.5,1,7.08
Ruben Aguilar,Montpellier,26,"D(R),M(R)",27(4),2459,-,2,0.5,1.2,0.9,1.6,0.1,0.9,1.1,7.08
Lass Diarra,Paris Saint-Germain,34,M(C),8(2),609,-,1,-,0.4,3.2,0.4,-,1.1,1.1,7.07
Neven Subotic,Saint-Etienne,30,D(C),16,1440,2,1,0.4,0.3,0.1,0.3,-,-,0.4,7.06
Giovani Lo Celso,Paris Saint-Germain,23,"AM(C),FW",18(15),1769,4,3,1.2,0.5,1.4,1.2,-,0.9,1,7.06
Pierre Lees-Melou,Nice,26,AM(CLR),33(1),2898,5,6,1.4,1.7,1,1.1,0.2,1.1,1.5,7.05
Pablo,Bordeaux,28,D(C),15,1292,-,3,0.5,0.3,0.3,0.4,0.1,-,0.1,7.05
Lima,Nantes,27,"D(L),M(L)",30(3),2661,2,3,1,1.6,0.7,0.8,0.1,1.1,1.5,7.05
Bouna Sarr,Marseille,27,"D(R),M(CLR)",18(11),1782,-,3,0.6,1,1.5,0.9,0.1,0.9,1,7.04
Julian Draxler,Paris Saint-Germain,25,AM(CLR),19(11),1706,4,5,0.8,0.9,1.5,0.3,0.1,1.1,0.9,7.04
Diego Benaglio,Monaco,35,GK,2(1),225,-,-,-,-,-,-,-,-,-,7.03
Jonathan Martins Pereira,Guingamp,33,D(R),14,1137,-,-,0.4,1.1,0.6,1.2,-,0.8,0.9,7.03
Loic Perrin,Saint-Etienne,33,D(C),28,2466,-,1,0.5,0.3,0.4,1,-,0.2,0.3,7.02
Bakaye Dibassy,Amiens,29,D(CL),31(1),2779,1,1,0.4,0.3,1.2,0.7,0.1,1,0.9,7.02
Ferland Mendy,Lyon,24,"D(L),M(L)",24(3),2123,-,5,0.7,1,1.8,1.7,-,1,1.6,7.02
Flavien Tait,Angers,26,AM(CLR),26(5),2248,4,3,1.9,1.2,2.2,1.6,0.1,1.9,1.7,7.02
Rony Lopes,Monaco,23,AM(CLR),32(6),2553,15,5,1.8,1.1,1.2,1,0.2,1.3,2.3,7.01
Stevan Jovetic,Monaco,29,"AM(C),FW",7(8),751,8,1,2.3,0.6,0.4,0.7,0.5,1.2,1.7,7.01
Ramy Bensebaini,Rennes,24,"D(CL),DMC",26(3),2345,-,1,0.7,0.3,0.8,1.4,0.1,0.2,0.5,7.01
Brice Samba,Caen,25,GK,3(1),315,-,-,-,-,0.3,-,-,-,-,7.01
Wahbi Khazri,Rennes,28,"M(CLR),FW",23(1),1927,9,2,2.7,1.4,1.9,2.2,0.7,2.3,2.9,7.00
Renaud Cohade,Metz,34,M(C),38,3301,1,3,1,1.1,0.8,0.7,0.1,1,1.8,6.99
Morgan Sanson,Marseille,24,M(CLR),25(8),2173,9,2,1.6,1.1,1.4,1.8,0.2,1.8,2.2,6.99
Ibrahim Sangaré,Toulouse,21,DMC,18(2),1589,1,2,1,1,1.5,1.1,-,1.3,1.2,6.99
Javier Pastore,Paris Saint-Germain,30,AM(CLR),14(11),1344,4,5,1,1.1,1.1,0.5,0.1,1,1.3,6.99
Racine Coly,Nice,23,"D(L),M(L)",7,618,-,-,0.3,0.1,2,1.1,0.1,0.9,1.3,6.98
Papy Djilobodji,Dijon,30,D(C),30,2700,-,1,0.6,0.3,0.5,0.9,-,0.4,0.2,6.97
Soualiho Meité,Bordeaux,25,AM(C),15(3),1335,1,2,0.6,0.8,1.9,1.2,-,1.8,1.4,6.97
Yves Bissouma,Lille,22,M(C),15(9),1557,2,1,1.7,0.5,2.3,0.5,0.2,0.8,1.2,6.97
Adil Rami,Marseille,33,D(C),33,2957,1,2,0.5,0.3,0.2,0.7,-,0.1,0.2,6.97
Karl Toko Ekambi,Angers,26,"AM(L),FW",33(4),3041,17,6,2.8,1.3,1.8,0.9,0.8,2.3,2.9,6.96
Hilton,Montpellier,41,D(C),27,2430,-,-,0.7,0.3,0.3,0.9,0.1,-,0.3,6.96
Kenny Lala,Strasbourg,27,"D(LR),M(R)",30(1),2725,3,4,0.5,0.8,2,0.9,-,1.1,1.2,6.96
Patrice Evra,Marseille,38,"D(CL),M(L)",4,350,-,-,0.5,0.5,1,0.5,0.8,-,1.3,6.96
Lucas Tousart,Lyon,22,DMC,37,3140,-,-,0.4,0.4,0.5,0.6,-,0.6,1,6.95
Yassine Benzia,Lille,24,"AM(CLR),FW",30(1),2308,1,5,0.9,2,1.7,1.8,0.1,1.5,1.7,6.95
Diego Carlos,Nantes,26,D(C),27(1),2294,1,-,0.9,0.3,0.1,0.6,0.1,0.3,0.5,6.95
Arnaud Souquet,Nice,27,D(CR),27(2),2415,-,2,0.2,0.4,0.8,1.6,-,0.8,1.3,6.95
Almamy Touré,Monaco,23,D(CR),13(7),1242,1,6,0.4,0.9,0.7,0.2,0.1,0.6,0.9,6.94
Abdoulaye Touré,Nantes,25,DMC,31(5),2813,1,1,1.1,0.5,1.3,1.5,-,1.3,1.2,6.94
Jules Koundé,Bordeaux,20,D(C),17(1),1588,2,-,0.6,0.2,0.2,0.3,0.1,0.2,0.1,6.94
Yannis Salibur,Guingamp,28,"AM(CLR),FW",19(3),1529,3,3,2.5,1.2,2.3,1.7,0.3,1.4,1.4,6.94
Thomas Monconduit,Amiens,28,DMC,34,2956,1,3,0.8,0.7,1.1,1.4,0.1,0.9,1.2,6.94
Lukas Lerager,Bordeaux,25,DMC,37,3286,3,1,1.1,0.6,0.2,1.4,0.1,0.8,1.2,6.94
Moussa Sylla,Monaco,19,FW,3(2),303,2,-,2,0.6,1,0.8,0.4,1.2,1.8,6.94
Yann M'Vila,Saint-Etienne,29,M(C),17,1482,-,-,0.2,0.2,0.3,1.2,-,0.5,0.6,6.93
Boubacar Kamara,Marseille,19,"D(CL),DMC",5(1),455,-,1,0.3,0.2,0.8,0.7,-,0.8,0.8,6.93
Jemerson,Monaco,26,"D(C),DMC",33,2857,2,-,0.5,0.1,0.1,0.5,-,0.1,0.4,6.93
Jonathan Bamba,Saint-Etienne,23,"AM(LR),FW",27(7),2572,7,8,2,1.6,1.3,1.4,0.6,2.5,2.2,6.93
Adama Mbengue,Caen,25,D(L),18(1),1596,-,-,0.7,0.6,1.5,1.3,-,1.4,2.2,6.92
Danilo Avelar,Amiens,30,"D(L),M(L)",20(1),1728,1,-,0.3,0.7,0.5,0.9,-,0.7,0.7,6.92
Ismaila Sarr,Rennes,21,"AM(LR),FW",22(2),1866,5,3,1.7,0.8,2.7,2.7,0.8,2.3,3.7,6.92
Anthony Lopes,Lyon,28,GK,34,3060,-,-,-,-,-,0.1,-,-,-,6.92
Jean Michael Seri,Nice,27,M(C),30(1),2623,2,5,1.1,2.1,1.2,2,-,0.8,1.6,6.92
Alexander Djiku,Caen,24,D(CR),28,2520,-,-,0.6,0.1,0.2,1.4,-,0.2,0.3,6.92
Ambroise Oyongo,Montpellier,28,"D(LR),M(L)",3,203,-,-,0.3,0.7,2,1,-,0.7,1,6.92
John Stiven Mendoza,Amiens,27,AM(CLR),12(1),1038,2,-,1.9,1,2,0.6,-,1.9,2.5,6.92
Nicolas Pepe,Lille,24,"AM(R),FW",31(5),2846,13,4,1.8,1.1,2,2.3,0.7,3.3,3,6.91
Marquinhos,Paris Saint-Germain,25,"D(CR),DMC",25(1),2264,-,2,0.5,0.2,0.1,0.3,-,-,0.2,6.91
Adrien Tameze,Nice,25,M(C),19(7),1683,-,1,0.3,0.3,1.4,1.1,-,1.2,0.9,6.91
Régis Gurtner,Amiens,32,GK,37,3330,-,-,-,-,0.1,0.2,-,-,-,6.90
Christophe Kerbrat,Guingamp,32,D(C),37,3321,1,-,0.2,0.1,0.1,0.8,-,0.2,0.2,6.90
Jean Eudes Aholou,Strasbourg,25,DMC,35,3011,5,-,1.1,0.4,1.1,1.4,-,0.8,1.1,6.90
Pedro Mendes,Montpellier,28,D(CR),32(2),2856,1,1,0.3,0.2,0.4,1.5,-,0.3,0.3,6.90
Ole Selnaes,Saint-Etienne,24,DMC,23(3),2060,-,2,0.5,0.7,0.3,0.5,-,0.2,0.1,6.89
Hiroki Sakai,Marseille,29,"D(LR),M(R)",30(3),2523,-,3,0.1,0.4,0.6,0.8,0.1,0.4,0.7,6.89
Terence Kongolo,Monaco,25,D(CL),3,258,-,-,0.3,0.3,0.3,1.3,-,0.7,1.3,6.89
Christopher Jullien,Toulouse,26,D(C),30,2607,1,2,0.8,0.3,-,0.2,-,0.1,0.3,6.89
Alphonse Areola,Paris Saint-Germain,26,GK,34,3060,-,-,-,-,-,0.1,-,-,-,6.88
Paul Lasne,Montpellier,30,M(CLR),34(3),3063,1,2,1.2,1,0.7,1.9,-,0.8,1.3,6.88
Thomas Mangani,Angers,32,M(C),34(1),3027,2,6,1.1,1.8,0.6,0.9,0.1,1.2,1.2,6.88
Yoann Andreu,Angers,30,D(LR),23,2070,1,2,0.3,0.6,0.6,0.7,-,0.7,0.9,6.87
Kenny Tete,Lyon,23,"D(R),M(R)",16(6),1603,1,4,0.3,0.6,0.5,0.9,0.2,1,1.1,6.87
Benjamin Corgnet,Strasbourg,32,"M(CLR),FW",15(3),1382,-,2,1.5,1,1.4,1.9,0.1,1.4,1.7,6.87
Moustapha Diallo,Guingamp,33,M(C),16(10),1381,5,-,1.3,0.2,0.3,1.5,0.2,0.3,0.4,6.86
Baptiste Reynet,Dijon,28,GK,38,3420,-,-,-,-,0.1,0.2,-,-,-,6.86
Daniel Congré,Montpellier,34,D(CLR),29(3),2633,1,-,0.3,0.2,0.1,0.8,-,0.1,0.4,6.86
Kevin Trapp,Paris Saint-Germain,28,GK,4,360,-,-,-,-,-,0.3,-,-,-,6.86
Damien Da Silva,Caen,31,D(C),32,2838,4,-,0.6,-,0.3,0.8,0.2,0.1,0.4,6.85
Maxime Le Marchand,Nice,29,D(CL),29,2536,-,3,0.4,0.4,0.6,0.6,-,0.6,0.6,6.85
Martin Terrier,Strasbourg,22,"AM(L),FW",19(6),1673,3,3,2,1.1,0.8,1.1,0.3,0.9,2,6.85
Keita,Monaco,24,"AM(LR),FW",19(4),1484,8,5,1.4,0.7,1.3,1.2,0.6,1.2,1.8,6.85
Giannelli Imbula,Toulouse,26,M(C),28,2256,1,1,1.2,0.9,2.3,1.9,-,1.5,1.5,6.84
Romain Amalfitano,Dijon,29,M(CR),31(2),2706,-,3,0.4,0.7,1.4,1.6,-,1.5,1.7,6.84
Presnel Kimpembe,Paris Saint-Germain,23,D(C),27(1),2425,-,-,0.4,0.1,0.7,1.7,-,0.3,0.4,6.84
Nolan Roux,Metz,31,"AM(LR),FW",33(2),2845,15,1,2.3,0.7,0.6,1.7,0.5,1,1.5,6.84
Julien Féret,Caen,36,M(C),36(1),3069,-,1,0.7,1.9,0.7,0.9,-,1,1.5,6.84
Youri Tielemans,Monaco,22,M(C),18(9),1567,-,1,0.9,0.6,0.9,1,-,0.7,0.7,6.84
Nicolas Benezet,Guingamp,28,AM(CLR),18(11),1653,3,3,1,1.2,1.6,1.4,0.3,1.4,1.5,6.83
Ernest Seka,Strasbourg,32,D(LR),25(2),2179,1,1,0.6,0.7,0.8,0.4,0.1,0.6,1,6.83
Erwin Zelazny,Troyes,27,GK,17,1530,-,-,-,-,-,0.3,-,-,0.1,6.83
Koffi Djidji,Nantes,26,D(CL),27(2),2419,-,-,0.3,0.2,0.4,0.3,-,0.3,0.7,6.83
Bryan Dabo,Saint-Etienne,27,"D(R),M(CR)",15(1),1289,2,-,1.2,0.9,1.6,2.4,0.1,1.6,1.9,6.83
Christophe Herelle,Troyes,26,D(C),34,2959,-,-,0.4,0.1,-,0.8,-,-,0.3,6.82
Issa Diop,Toulouse,22,D(C),34,3060,3,-,0.6,0.1,0.3,0.7,-,0.1,0.3,6.82
Ludovic Baal,Rennes,33,"D(L),M(L)",14(3),1161,-,-,-,0.4,1.1,0.9,0.1,0.7,0.5,6.81
Nuno da Costa,Strasbourg,28,"AM(R),FW",22(4),1739,5,2,1.2,0.5,1.9,1.3,0.3,1.4,3.2,6.81
Charles Traoré,Troyes,27,D(L),33(1),2998,-,3,0.3,0.6,0.6,0.8,-,0.4,0.8,6.81
Saif-Eddine Khaoui,Troyes,24,AM(CR),21(11),1960,5,2,1.9,1,1.5,0.8,-,0.9,1.6,6.81
Cedric Varrault,Dijon,39,D(C),10(1),885,1,-,0.3,0.3,0.3,0.9,-,-,0.4,6.81
Pierrick Capelle,Angers,32,"D(L),M(CLR)",23(5),1895,2,1,1.4,1.1,1.2,0.6,-,1.6,1.5,6.80
Somália,Toulouse,30,"D(R),M(CR)",23(4),2011,1,-,1,0.8,1.4,1.9,0.1,1.2,1.8,6.80
Patrick Burner,Nice,23,D(R),10(3),896,-,-,0.2,0.8,2,1.1,-,0.5,0.6,6.80
Kader Mangane,Strasbourg,36,"D(C),DMC",20,1719,1,1,0.7,0.2,0.4,0.4,0.1,0.2,0.3,6.80
Tomas Koubek,Rennes,26,GK,34,3060,-,-,-,-,-,0.1,-,-,0.1,6.79
Mamadou Samassa,Troyes,29,GK,21,1890,-,-,-,-,-,0.2,-,-,0.1,6.79
Khaled Adénon,Amiens,33,D(C),32(2),2919,-,1,0.1,0.1,0.1,1.1,-,0.2,0.4,6.79
Kwon Chang-Hoon,Dijon,25,AM(R),26(8),2143,11,3,1.9,0.9,0.8,1.4,0.4,1.3,1.4,6.79
Martin Braithwaite,Bordeaux,28,"AM(CLR),FW",11(3),915,4,3,1.6,0.5,0.6,0.5,0.3,1.1,1.8,6.79
Joris Gnagnon,Rennes,22,D(C),32(4),2918,2,2,0.8,0.1,0.2,0.8,0.1,0.1,0.4,6.79
Thiago Motta,Paris Saint-Germain,36,M(C),14(5),1159,1,1,0.4,0.6,0.3,0.7,0.1,0.6,0.4,6.79
Wesley Said,Dijon,24,"AM(CLR),FW",20(9),1841,9,2,1.7,0.5,1.1,0.6,0.2,0.9,1.2,6.79
Kostas Mitroglou,Marseille,31,FW,9(10),871,9,-,2.3,0.6,0.1,0.2,0.3,0.2,0.9,6.79
Jimmy Briand,Guingamp,33,"M(LR),FW",36(1),3213,11,2,2,0.8,0.6,2.6,1,1.6,3.1,6.79
Jérémy Morel,Lyon,35,D(CL),32(1),2915,-,-,-,0.1,0.2,0.7,-,0.1,0.5,6.78
Júnior Alonso,Lille,26,D(CL),30(4),2780,2,1,0.5,0.3,0.4,0.3,-,0.3,0.4,6.78
Prince,Amiens,25,D(C),32,2751,-,-,0.3,0.1,0.2,0.8,-,0.1,0.2,6.78
Benjamin Lecomte,Montpellier,28,GK,38,3420,-,-,-,0.1,-,0.1,-,-,-,6.78
Mathieu Deplagne,Troyes,27,D(LR),28,2414,-,2,0.2,0.5,0.5,0.9,-,0.6,0.4,6.78
Xeka,Dijon,24,M(C),15(2),1395,2,3,2,1.4,0.9,1.8,-,1.5,1.7,6.78
Valère Germain,Marseille,29,"AM(L),FW",24(11),2170,9,5,1.7,0.7,0.1,0.4,0.3,0.5,0.8,6.78
Jeff Reine-Adélaïde,Angers,21,"AM(CR),FW",7(3),443,-,-,0.4,0.5,2.2,1.4,0.1,2.1,0.8,6.78
Sanjin Prcic,Rennes,25,M(C),18(1),1569,1,2,0.9,0.4,0.1,0.5,-,0.4,0.6,6.77
Junior Sambia,Montpellier,22,AM(C),16(12),1539,1,4,1.4,1.2,1.1,1.2,0.1,1.4,1.9,6.77
Issa Cissokho,Amiens,34,"D(LR),M(R)",18(1),1629,-,-,0.2,0.5,0.4,1,-,0.3,1,6.77
Robert Beric,Saint-Etienne,28,FW,12(3),1046,7,1,1.7,0.3,0.2,1.4,1,0.6,0.9,6.77
Fouad Chafik,Dijon,32,"D(R),M(R)",19(4),1621,-,2,0.2,0.7,1,0.8,0.1,0.6,0.8,6.77
Nicolas de Preville,Bordeaux,28,"AM(CLR),FW",22(7),1941,4,4,2,0.8,1.8,1.3,0.2,1.5,2.8,6.77
Oualid El Hajjam,Amiens,28,D(R),24(2),2197,1,1,0.7,0.4,0.7,1,-,1.1,1.5,6.77
Giovanni Sio,Montpellier,30,FW,27(6),2203,10,3,2.5,0.6,0.6,1.3,0.8,1.4,1.9,6.76
Edgar Ié,Lille,25,D(CR),35,3147,1,-,0.4,0.3,0.7,0.5,0.1,0.6,0.9,6.76
Clinton N'Jie,Marseille,25,"AM(L),FW",9(13),871,7,3,1.4,0.7,1.1,0.1,0.5,1.1,1.3,6.76
Romain Hamouma,Saint-Etienne,32,"M(CLR),FW",22(7),1854,5,3,1.4,1.2,0.7,1.3,0.4,1.5,1.9,6.76
Otávio,Bordeaux,25,DMC,19(2),1492,-,-,0.6,0.5,0.8,0.5,-,0.4,0.3,6.76
Yannick Cahuzac,Toulouse,34,DMC,18(2),1522,-,-,0.2,0.2,0.2,1.4,-,0.4,0.4,6.75
Stéphane Ruffier,Saint-Etienne,32,GK,35,3113,-,-,-,-,-,-,-,-,-,6.75
Gabriel Silva,Saint-Etienne,28,"D(LR),M(L)",23(2),2080,1,2,0.4,0.6,0.7,1.8,0.1,0.8,1.3,6.75
Florent Mollet,Metz,27,AM(CL),16(6),1415,7,1,2,0.9,1,1.2,0.1,1,1.7,6.75
Jonathan Rivierez,Metz,30,D(LR),24(2),2067,-,-,0.3,0.3,1,0.5,-,0.1,0.5,6.75
Valentin Rongier,Nantes,24,M(C),29(3),2361,1,2,0.9,0.9,1.1,0.7,0.1,1.6,1.2,6.75
Marcus Thuram,Guingamp,21,"AM(L),FW",20(12),1926,3,1,1.6,0.7,1.8,1.2,0.5,1.4,2.2,6.74
Valentin Rosier,Dijon,22,"D(LR),M(L)",31(5),2781,-,3,0.4,0.4,1.3,0.6,0.1,1.4,1.2,6.74
Valentin Eysseric,Nice,27,AM(CLR),1,90,-,-,1,2,3,-,1,6,2,6.74
François Kamano,Bordeaux,23,"AM(LR),FW",23(12),2022,8,4,1.8,0.8,1.3,1,0.5,1.5,2,6.74
Jonas Martin,Strasbourg,29,M(CL),36,3042,4,2,0.8,1.2,0.8,1.1,0.1,1.4,1.1,6.74
Emiliano Sala,Nantes,28,FW,34(2),3035,12,4,2.6,1,0.8,1.6,0.9,2.2,3.6,6.74
Félix Eboa Eboa,Guingamp,22,D(CR),16(7),1519,1,-,0.4,0.2,0.5,0.3,-,0.3,0.3,6.73
Jordan Ikoko,Guingamp,25,D(LR),26(2),2419,-,2,0.4,0.7,0.9,0.6,0.1,0.7,1.3,6.73
Thiago Mendes,Lille,27,"D(R),M(CR)",27(4),2300,3,4,1.5,1.4,1.2,1.5,0.1,1.4,2.2,6.73
Rolando,Marseille,33,D(C),28(3),2512,1,-,0.5,0.1,0.1,0.5,0.1,0.1,0.2,6.73
Jérémy Toulalan,Bordeaux,35,"D(C),M(C)",21,1890,-,-,-,0.1,0.4,0.7,-,0.1,0.3,6.73
Pedro Rebocho,Guingamp,24,D(L),19(2),1723,-,2,0.1,0.9,0.8,0.5,-,0.6,1.6,6.73
Younousse Sankharé,Bordeaux,29,M(C),20(9),1882,7,1,1.3,0.7,0.7,1.2,0.2,0.8,0.7,6.73
