Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Eden Hazard,Chelsea,28,"M(CLR),FW",38,3379,9,2.6,58.4,86.8,0.3,2.3,0.2,7.96
Alexis Sánchez,Arsenal,30,"M(CLR),FW",34(1),2953,8,2.3,42,76.8,0.6,1.3,0.4,7.81
Sergio Agüero,Manchester City,31,"AM(CL),FW",30(3),2540,8,1,25.2,85.6,0.1,0.5,0.1,7.67
Cesc Fàbregas,Chelsea,32,"M(CL),FW",33(1),2890,18,2.8,80.6,85.2,1.7,5.4,0.5,7.62
Santi Cazorla,Arsenal,34,M(CLR),33(4),2992,11,2.1,64,89,1.1,2.2,0.2,7.60
Mesut Özil,Arsenal,30,M(CLR),21(1),1860,5,3.1,63.6,88.3,1.8,0.9,0.2,7.57
Mile Jedinak,Crystal Palace,34,"D(C),DMC",24,2081,3,0.6,39.7,66.6,0.2,2.1,-,7.55
David Silva,Manchester City,33,M(CLR),32,2661,7,2.9,67.1,85.7,0.4,1.4,0.6,7.53
Phil Jones,Manchester United,27,"D(CR),DMC",22,1879,-,0.2,52.8,85.3,-,5.1,-,7.51
Morgan Schneiderlin,Southampton,29,DMC,24(2),2188,1,0.8,61.2,89.3,0.3,5.1,-,7.51
Nemanja Matic,Chelsea,30,DMC,35(1),3124,3,0.7,63.8,86.4,0.1,3.3,-,7.50
Francis Coquelin,Arsenal,28,M(CLR),19(3),1663,-,0.2,45.5,85.8,-,1.5,-,7.47
Victor Moses,Stoke,28,M(CLR),19,1455,3,1.7,21.1,81.5,1.6,0.4,-,7.45
Diego Costa,Chelsea,30,FW,24(2),2085,3,1.6,27.3,77.4,0.2,0.4,-,7.43
Robert Huth,Leicester,34,D(C),14,1180,-,-,18.9,74.7,-,0.9,-,7.42
Yaya Touré,Manchester City,36,M(C),27(2),2357,1,1.1,83.1,88.9,0.1,3.9,0.2,7.40
James Tomkins,West Ham,30,D(CR),20(2),1852,3,0.5,33.5,75.3,0.1,2.6,-,7.40
Laurent Koscielny,Arsenal,33,D(C),26(1),2288,-,0.1,42.9,88.9,-,2.4,-,7.40
Federico Fazio,Tottenham,32,D(C),20,1777,-,0.2,44.7,80.9,-,2,-,7.39
Gaël Clichy,Manchester City,33,D(L),23,2058,3,1.1,59,81.5,0.3,2.7,-,7.38
Gabriel Paulista,Arsenal,28,D(CR),4(2),349,1,0.2,21.7,85.4,-,1.2,-,7.36
Boaz Myhill,West Bromwich Albion,36,GK,10(1),934,-,-,30.3,40.5,-,9.8,-,7.36
Chris Smalling,Manchester United,29,D(CR),21(4),1880,-,0.2,48,88.6,-,4.4,-,7.34
Jonás Gutiérrez,Newcastle United,35,"D(LR),M(CLR)",6(4),634,1,0.5,25.3,76.7,0.1,0.3,-,7.34
Coutinho,Liverpool,27,M(CLR),32(3),2801,5,1.7,45.7,80.2,0.6,1.8,0.4,7.34
Nacho Monreal,Arsenal,33,"D(CL),M(L)",26(2),2311,1,0.4,44.5,85.6,0.2,1.1,-,7.33
Ander Herrera,Manchester United,29,M(C),19(7),1869,4,1,59.8,89.2,0.3,3,0.2,7.33
Curtis Davies,Hull,34,D(C),21,1815,-,0.1,26.8,85.6,-,1,-,7.32
Aleksandar Kolarov,Manchester City,33,"D(CL),M(L)",16(5),1486,3,1.1,38.7,80.6,1.6,2,-,7.32
Jussi Jääskeläinen,West Ham,44,GK,0(1),27,-,-,13,46.2,-,6,-,7.30
Harry Kane,Tottenham,25,"AM(C),FW",28(6),2582,4,0.8,25.4,75.2,0.2,0.8,0.1,7.28
Andy Carroll,West Ham,30,FW,12(2),1027,1,0.8,26.1,61.1,-,0.6,-,7.28
Wayne Rooney,Manchester United,33,"M(CLR),FW",33,2877,5,1.4,50.3,84.7,0.6,5.2,0.2,7.28
Raheem Sterling,Liverpool,24,"M(CLR),FW",34(1),3053,7,2.1,32.4,81.1,0.5,0.7,-,7.27
Leroy Fer,Queens Park Rangers,29,M(CL),27(2),2368,2,1.7,34.9,79.9,0.2,2.3,0.1,7.27
Phil Jagielka,Everton,36,D(CR),37,3286,-,0.1,53.1,87.5,-,5.7,-,7.27
Jason Shackell,Burnley,35,D(C),38,3347,-,0.2,32.7,77.8,0.1,4.6,-,7.26
Leighton Baines,Everton,34,"D(L),M(L)",31,2774,9,2.3,49.1,84,1.6,2.2,0.1,7.26
Marcos Rojo,Manchester United,29,D(CL),20(2),1765,-,0.5,60.2,85.5,0.2,5.4,-,7.26
Branislav Ivanovic,Chelsea,35,D(CR),38,3420,5,0.9,39.5,81.2,0.4,1.5,-,7.25
Mathieu Debuchy,Arsenal,33,D(CR),10,808,-,0.2,36.9,79.7,-,1.7,0.1,7.24
César Azpilicueta,Chelsea,29,"D(CLR),M(R)",29,2484,3,0.6,44.9,83.6,0.2,1.6,-,7.24
Ashley Young,Manchester United,33,"D(LR),M(LR)",23(3),2068,5,1.3,33.4,80.9,1.7,2.2,0.1,7.23
Antonio Valencia,Manchester United,33,"D(R),M(R)",29(3),2584,2,0.8,52.3,89.5,0.7,2.5,-,7.23
Olivier Giroud,Arsenal,32,FW,21(6),1867,3,1.1,28.3,67.7,0.1,0.3,0.3,7.23
Danny Rose,Tottenham,28,"D(L),M(L)",27(1),2372,4,1,39.4,78.5,0.7,1.5,-,7.23
Ashley Williams,Swansea,34,D(C),37,3330,-,0.2,49,85.4,-,4.8,-,7.23
Pablo Zabaleta,Manchester City,34,"D(R),DMC,M(R)",29,2586,4,0.9,49.9,85.3,0.3,1.4,-,7.23
Sebastián Coates,Sunderland,28,D(C),9(1),822,-,0.2,24,69.6,-,1.8,-,7.22
Craig Dawson,West Bromwich Albion,29,D(CR),29,2591,-,0.2,34.8,73.4,0.2,2.7,-,7.22
Wilfried Bony,Swansea,30,FW,16(4),1302,2,1,23.6,77.5,-,0.6,0.3,7.22
Martin Skrtel,Liverpool,34,D(C),33,2970,-,0.2,52.3,90,-,2,-,7.21
James Collins,West Ham,35,D(C),21(6),1879,-,0.2,20.6,64.9,-,1.7,-,7.21
Oscar,Chelsea,27,M(CLR),26(2),2038,8,1.3,46.1,82.6,0.2,1.6,0.1,7.20
José Fonte,Southampton,35,D(C),37,3330,1,0.3,52.9,83.5,0.1,4.5,-,7.20
Wes Morgan,Leicester,35,D(C),37,3288,2,0.2,24.7,76.6,0.1,1.5,-,7.20
Fernandinho,Manchester City,34,"D(R),DMC",25(8),2273,3,0.9,52.5,88.5,0.1,1.5,0.2,7.19
Cheikhou Kouyaté,West Ham,29,"D(CR),DMC",30(1),2662,2,0.5,28.7,79,0.2,1,-,7.19
Daley Blind,Manchester United,29,"D(CL),DMC,M(L)",25,2172,2,0.7,63.3,87.7,-,4.1,0.1,7.19
Chris Brunt,West Bromwich Albion,34,"D(L),M(CLR)",33(1),2898,10,1.5,34.6,72.6,1.6,2.1,0.1,7.19
Gylfi Sigurdsson,Swansea,29,"M(CLR),FW",32,2697,10,2.3,35.8,84.9,1.4,0.3,0.3,7.18
Jack Cork,Swansea,30,DMC,15,1325,-,0.5,56.2,85.4,0.1,2.4,-,7.18
Danny Welbeck,Arsenal,28,"AM(CLR),FW",18(7),1667,3,1.2,21,81.9,-,0.1,0.1,7.18
Héctor Bellerín,Arsenal,24,"D(R),M(R)",17(3),1562,1,0.6,37.4,83.7,0.5,0.9,-,7.18
James McArthur,Crystal Palace,31,M(CLR),29(3),2607,-,0.9,33.6,78.6,0.1,2,-,7.17
John Stones,Everton,25,D(CR),23,2044,-,0.2,45.1,89.5,-,3.2,-,7.17
Ahmed El Mohamady,Hull,31,"D(R),M(R)",38,3420,5,1.7,41.7,73.8,1.4,1.9,-,7.17
Steven Caulker,Queens Park Rangers,27,D(C),34(1),3017,-,0.5,25.1,69.2,-,2.2,-,7.17
Riyad Mahrez,Leicester,28,AM(CLR),25(5),2084,3,1.5,24.9,73.3,1.2,1.2,0.3,7.16
Marouane Fellaini,Manchester United,31,M(C),19(8),1831,-,0.8,41.3,84.7,0.2,1.1,-,7.16
Bojan,Stoke,28,"AM(CLR),FW",14(2),1209,1,1.6,34.9,85,0.9,1.9,0.1,7.16
Kieran Trippier,Burnley,28,"D(R),M(R)",38,3416,4,1.7,44.3,60.7,2.4,5.7,-,7.15
Alex Oxlade Chamberlain,Arsenal,25,M(CLR),17(6),1495,1,1.5,30.8,81.4,0.8,1.2,0.1,7.15
Jordan Henderson,Liverpool,29,M(CLR),36(1),3256,9,1.8,59,82.4,0.8,3.1,0.2,7.14
Jonny Evans,Manchester United,31,D(CL),12(2),1091,-,0.1,59.8,85.1,-,4.8,0.1,7.13
Marc Albrighton,Leicester,29,M(LR),10(8),1028,3,1.7,19.2,58.1,1.9,1.8,-,7.13
