Name,Team,Age,Position,Apps,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating
Lorenzo Insigne,Napoli,28,"AM(CL),FW",34(3),2626,12,10,2,-,3.6,80.5,0.1,5,7.25
Diego Perotti,Genoa,30,"M(CLR),FW",14(2),1087,1,2,1,2,0.9,82.1,0.4,-,7.23
Maurizio Pugliesi,Empoli,42,Goalkeeper,1,90,-,-,-,-,-,52.2,1,-,7.23
Andrea Costa,Empoli,33,D(CL),23(1),2080,1,-,4,-,0.3,87,2.9,1,7.22
Piotr Zielinski,Empoli,25,AM(CL),35,3035,5,4,5,1,1.8,82.5,0.5,4,7.22
Fernando,Sampdoria,27,M(C),34(1),2986,4,2,14,-,1.4,85.6,0.5,3,7.22
Luca Antonelli,AC Milan,32,"D(L),M(CL)",25(3),2334,3,1,2,-,0.7,79.3,1,2,7.22
Jorginho,Napoli,27,DMC,32(3),2913,-,4,10,1,0.2,90.9,0.6,1,7.22
Bruno Peres,Torino,29,"D(LR),M(LR)",30(1),2596,3,4,9,-,1.3,82.4,0.3,4,7.21
Allan,Napoli,28,DMC,32(3),2824,3,5,5,-,0.8,86.3,0.5,-,7.21
Mohamed Salah,Roma,27,"AM(CLR),FW",32(2),2739,14,6,1,1,2.1,82.9,0.2,4,7.20
Mario Mandzukic,Juventus,33,"M(L),FW",24(3),2050,10,4,5,-,1.4,70.6,2.4,4,7.20
Kalidou Koulibaly,Napoli,28,D(C),32(1),2888,-,-,11,-,0.2,85.9,2.5,3,7.19
Ignazio Abate,AC Milan,32,"D(R),M(R)",27,2254,1,1,7,-,0.1,78.1,0.6,3,7.19
Francesco Magnanelli,Sassuolo,34,DMC,34,3060,1,1,8,-,0.5,82.5,1.5,1,7.18
Christian Abbiati,AC Milan,41,GK,0(1),71,-,-,-,-,-,47.6,-,-,7.18
Armando Izzo,Genoa,27,D(C),30(3),2659,-,1,6,2,0.5,81.6,1.8,2,7.18
Alex,AC Milan,37,D(C),24(1),2094,3,1,5,-,0.9,87.9,3,-,7.18
Leonardo Pavoletti,Genoa,30,FW,22(3),1917,14,3,3,1,2.7,69.6,4.6,3,7.17
Sime Vrsaljko,Sassuolo,27,"D(LR),M(R)",35,3062,-,4,8,1,0.3,78.7,2.1,4,7.17
Alessandro Florenzi,Roma,28,"D(R),M(CLR)",31(2),2728,7,3,4,-,1.4,78.9,0.7,3,7.16
Sergio Floccari,Sassuolo,37,FW,5(2),439,4,-,1,-,2.9,82.5,1.3,1,7.14
Federico Mattiello,Chievo,23,M(LR),1,90,-,1,-,-,3,75,2,-,7.14
Archimede Morleo,Bologna,35,"D(L),M(L)",5,399,-,-,-,-,0.8,71.1,1.8,-,7.14
Milan Badelj,Fiorentina,30,M(C),25(2),2138,1,1,7,1,1,87,0.7,2,7.13
Éder,Sampdoria,32,"AM(CLR),FW",19,1646,12,2,2,-,2.8,80.8,0.1,1,7.13
Lucas Digne,Roma,25,D(L),32(1),2859,3,3,4,-,0.5,81.3,2.3,1,7.13
Andrea Seculin,Chievo,28,GK,3,270,-,-,-,-,-,51.9,-,-,7.13
Nikola Maksimovic,Torino,27,"D(CR),M(R)",16,1440,-,1,3,-,0.1,84,1.2,-,7.12
Simone Colombi,Carpi,27,GK,1,90,-,-,-,-,-,27.8,-,-,7.12
Matías Vecino,Fiorentina,27,M(C),27(3),2399,2,1,8,-,1.7,87.5,1.7,4,7.12
Leonardo Bonucci,Juventus,32,D(C),35(1),3157,3,1,6,-,0.8,87,1.3,-,7.12
Lorenzo Tonelli,Empoli,29,D(C),26,2288,2,-,8,1,0.3,84.1,2.5,4,7.11
Ezequiel Muñoz,Genoa,28,D(C),17(1),1407,-,-,7,-,0.4,82.8,2,2,7.11
Borja Valero,Fiorentina,34,M(CL),35(2),3099,4,6,5,-,1,89.2,0.2,3,7.10
Juraj Kucka,AC Milan,32,M(CL),24(5),2083,1,3,11,-,1.6,76.2,2.2,3,7.10
Davide Astori,Fiorentina,32,D(C),32(1),2901,-,-,5,-,0.4,88.7,2,-,7.09
Simone Missiroli,Sassuolo,33,AM(C),22(2),1833,2,-,6,1,0.4,73.9,3.1,2,7.09
Vlad Chiriches,Napoli,29,D(CR),8,698,1,-,2,-,0.5,90.2,2.9,-,7.09
Riccardo Montolivo,AC Milan,34,M(C),31,2689,-,1,5,-,0.9,82.1,0.5,-,7.09
Giorgio Chiellini,Juventus,34,D(C),21(3),1789,1,-,4,1,0.6,86.6,1.5,-,7.08
Adam Masina,Bologna,25,"D(L),M(L)",30(3),2625,2,3,8,1,0.4,74.2,2.2,2,7.08
Alex Telles,Inter,26,"D(L),M(L)",18(3),1578,-,1,5,1,0.6,80.5,1,1,7.08
Faouzi Ghoulam,Napoli,28,D(L),32(2),2917,-,3,3,-,0.6,86.7,2.3,2,7.08
Domenico Maietta,Bologna,36,D(C),18(1),1565,-,-,4,-,0.1,84.8,1.5,1,7.07
Patrice Evra,Juventus,38,"D(CL),M(L)",24(2),2051,2,3,5,1,0.6,85.7,1.3,-,7.07
Boukary Dramé,Atalanta,33,"D(L),M(L)",25,2053,-,-,1,1,0.7,81.9,1.7,1,7.07
Marcos Alonso,Fiorentina,28,"D(CL),M(L)",26(5),2346,3,4,8,-,1.8,83.4,1.6,3,7.07
Riccardo Gagliolo,Carpi,29,D(CL),29(2),2636,1,-,11,1,0.4,70,1,2,7.07
Emiliano Viviano,Sampdoria,33,GK,37,3330,-,-,2,-,-,54.6,0.2,5,7.07
Marcelo Brozovic,Inter,26,M(CR),25(7),2388,4,5,7,-,1.8,82.5,0.5,2,7.06
Abdelhamid El Kaoutari,Palermo,29,D(CL),7,630,1,-,2,-,0.1,82.7,0.9,-,7.06
Kostas Manolas,Roma,28,D(C),36(1),3124,2,2,7,-,0.4,86.5,3.4,1,7.05
Gonzalo Rodríguez,Fiorentina,35,D(C),35,3142,4,-,7,-,0.3,87.1,1.5,4,7.05
Daniele Gastaldello,Bologna,36,D(C),26,2203,1,2,7,1,0.3,82.7,2.5,3,7.05
Philippe Mexes,AC Milan,37,D(C),4(1),399,1,-,4,-,1,85.2,3,1,7.05
Cristian Tello,Fiorentina,27,M(LR),13(2),1079,2,4,1,-,1.5,82.7,0.1,-,7.05
Andrea Barzagli,Juventus,38,D(CR),31,2739,1,-,2,-,0.1,88.6,1.1,-,7.05
Marten de Roon,Atalanta,28,DMC,35(1),3095,1,2,9,1,0.6,77.2,1.8,2,7.05
Abdoulay Konko,Lazio,35,"D(LR),M(R)",17(1),1530,-,-,3,-,0.7,77.2,1.3,-,7.04
Josip Ilicic,Fiorentina,31,"AM(CLR),FW",24(6),1925,13,5,2,-,2.5,81.5,0.1,2,7.04
Leandro Paredes,Empoli,25,DMC,29(4),2490,2,1,11,-,1.6,83.9,0.7,1,7.04
Felipe,Udinese,34,D(CL),26,2146,1,1,11,1,0.4,76.8,2.7,2,7.04
Cyril Théréau,Udinese,36,"AM(CL),FW",34(2),2904,11,3,2,1,2.1,77.7,2.6,5,7.03
Andrea Belotti,Torino,25,FW,31(4),2597,12,4,4,-,2,76.7,1.5,5,7.03
Radja Nainggolan,Roma,31,M(C),33(2),2939,6,1,10,1,1.9,85.2,0.6,2,7.03
Domenico Berardi,Sassuolo,24,"AM(R),FW",26(3),2181,7,6,10,1,3,70.7,0.4,1,7.03
Hernanes,Juventus,34,M(C),10(4),863,1,1,6,-,2.1,91.1,0.6,1,7.03
Raúl Albiol,Napoli,33,D(C),36,3240,1,1,10,-,0.3,87.8,3.1,2,7.03
Suso,Genoa,25,"AM(CLR),FW",15(4),1179,6,1,4,-,1.9,79.4,0.1,2,7.03
Geoffrey Kondogbia,Inter,26,DMC,23(3),1995,1,-,6,1,1.5,87.1,0.9,-,7.02
M'Baye Niang,AC Milan,24,"AM(LR),FW",15(1),1162,5,4,1,-,2.3,73.7,1.3,-,7.02
Roberto Gagliardini,Atalanta,25,DMC,1,82,-,-,-,-,2,82.4,2,-,7.02
Jeison Murillo,Inter,27,D(C),32(2),2843,2,1,4,3,0.6,86.9,1.9,2,7.01
Sami Khedira,Juventus,32,M(C),20,1542,5,4,3,1,1.1,85.2,0.7,-,7.01
Nicolas Burdisso,Genoa,38,D(C),28,2447,-,-,7,-,0.4,81.9,1.9,-,7.00
Perparim Hetemaj,Chievo,32,M(CL),26(2),2261,1,-,7,-,0.9,79.4,0.4,1,7.00
Milan Bisevac,Lazio,35,D(C),11,908,1,-,-,-,0.2,86.4,1.3,-,7.00
Senad Lulic,Lazio,33,"D(L),M(CL)",28(2),2356,3,3,9,1,0.6,78,1.2,1,7.00
Federico Peluso,Sassuolo,35,"D(CL),M(L)",34,3038,1,1,11,-,0.6,74,2.1,-,6.99
Samir Handanovic,Inter,34,GK,36,3240,-,-,5,-,-,69.3,0.1,3,6.99
Cristian Zaccardo,Carpi,37,D(CR),26(1),2404,1,-,4,-,0.6,72.8,1,3,6.99
Dario Dainelli,Chievo,40,D(C),15(3),1378,1,-,5,-,0.1,79.7,1.6,-,6.98
Ali Adnan,Udinese,25,"D(L),M(L)",21(7),1903,1,1,6,-,0.8,70.4,1.9,-,6.97
Facundo Roncaglia,Fiorentina,32,D(CLR),26(4),2436,1,-,9,-,0.4,88.7,1.4,-,6.97
Mauro Icardi,Inter,26,FW,32(1),2600,16,4,1,-,1.7,73,1.4,3,6.97
Marios Oikonomou,Bologna,26,D(C),17(3),1617,-,1,5,1,0.2,80.9,1.6,-,6.96
Alessandro Gamberini,Chievo,37,D(C),22,1815,-,1,1,-,0.1,80.7,2.2,2,6.96
Mauricio,Lazio,30,D(C),19(5),1917,-,-,13,1,0.4,82.5,3,1,6.96
Miranda,Inter,34,D(C),31(1),2743,1,3,6,2,0.3,82.4,2,3,6.96
Gaetano Letizia,Carpi,29,"D(LR),M(LR)",33(2),2894,1,-,5,-,0.7,68.5,0.6,1,6.96
Marco Parolo,Lazio,34,M(C),30(1),2564,3,-,9,-,1.8,78.6,2,-,6.95
Gabriel Silva,Genoa,28,"D(LR),M(L)",8(3),767,-,-,-,-,0.3,68.6,1,1,6.95
José Callejón,Napoli,32,M(LR),35(3),2832,7,7,4,-,1.6,82.9,0.7,4,6.95
Federico Bernardeschi,Fiorentina,25,"M(CLR),FW",25(8),2275,2,4,6,-,1.6,82,0.2,1,6.94
Maximiliano Moralez,Atalanta,32,"AM(CLR),FW",16(1),1362,1,4,2,-,1.5,83,0.1,1,6.94
Cristián Zapata,AC Milan,32,D(C),14(2),1335,1,-,3,-,0.2,82.4,1.9,-,6.94
Felipe Anderson,Lazio,26,"M(CLR),FW",21(14),2072,7,4,2,-,1.4,71.6,0.2,3,6.94
Kamil Glik,Torino,31,D(C),33,2970,-,-,11,-,0.6,88.9,1.8,-,6.93
Simone Romagnoli,Carpi,29,D(C),30,2639,-,-,5,-,0.4,71,2.4,-,6.93
Martín Montoya,Inter,28,D(LR),3,256,-,-,-,-,-,84.2,0.7,-,6.93
Diego Laxalt,Genoa,26,"D(L),M(CL)",35,3074,3,4,3,-,0.9,75.1,1.1,3,6.93
Bostjan Cesar,Chievo,36,D(C),30(1),2716,1,-,9,1,0.5,81.6,2.1,-,6.93
Luca Cigarini,Atalanta,33,M(C),21(4),1825,2,2,10,-,1.7,79.9,0.9,-,6.93
Keita,Lazio,24,"AM(LR),FW",15(16),1767,4,2,5,-,2,85.4,0.3,-,6.92
Valter Birsa,Chievo,32,"M(CLR),FW",32(3),2390,6,7,4,-,1.5,74.7,0.5,3,6.92
Kingsley Coman,Juventus,23,"AM(LR),FW",1,65,-,-,-,-,3,90.9,2,-,6.92
Mattia Perin,Genoa,26,GK,25,2250,-,-,2,-,-,53,0.3,1,6.92
Daniele De Rossi,Roma,35,"D(C),M(C)",23(1),1911,1,2,9,-,0.4,88.9,0.7,-,6.92
Marco Borriello,Carpi,37,FW,8(4),748,4,3,1,1,2.5,80.8,1.6,-,6.92
Giuseppe Vives,Torino,38,"DMC,M(L)",28(5),2549,1,1,9,1,0.5,84.1,0.9,1,6.92
Riccardo Saponara,Empoli,27,AM(C),32(1),2641,5,11,6,1,2.1,76.2,0.1,2,6.91
Dodô,Sampdoria,27,"D(L),M(L)",16(1),1424,-,1,4,-,0.6,76.2,0.8,1,6.91
Ricardo Álvarez,Sampdoria,31,AM(CR),9(4),808,1,1,2,-,1.1,86.4,0.4,-,6.91
Santiago Gentiletti,Lazio,34,D(C),19,1710,-,-,10,-,0.5,85.4,1.4,-,6.91
Ivan Radovanovic,Chievo,30,DMC,25(1),2080,-,-,9,-,0.7,81.1,1.8,-,6.91
Uros Cosic,Empoli,26,D(C),9,810,-,-,4,-,0.1,86.9,1.7,-,6.91
Pontus Jansson,Torino,28,D(C),6(1),614,1,-,1,-,0.9,93.3,0.9,-,6.90
Leonardo Blanchard,Frosinone,31,D(C),27(1),2455,3,1,11,1,0.8,69.4,2.9,-,6.90
Bruno Fernandes,Udinese,24,M(CLR),24(7),2115,3,4,7,1,1.7,75.4,0.5,2,6.90
Elseid Hysaj,Napoli,25,D(LR),37,3285,-,2,5,-,0.3,85.6,1.1,-,6.90
Mário Rui,Empoli,28,D(L),36,3240,-,2,6,1,0.8,81.7,0.4,1,6.90
Lucas Castro,Chievo,30,AM(CLR),32(2),2788,3,1,9,-,1.3,75.1,1.6,1,6.90
Luca Rossettini,Bologna,34,D(CR),28(1),2542,3,1,5,-,0.5,76.2,2.3,1,6.89
Stevan Jovetic,Inter,29,"AM(C),FW",18(8),1532,6,2,4,-,2.7,74.6,1,2,6.89
Carlos Bacca,AC Milan,32,FW,36(2),3170,18,2,2,-,2,73,0.7,-,6.89
Ivan Perisic,Inter,30,AM(CLR),26(8),2409,7,6,5,-,2,77,2,1,6.89
Luca Rigoni,Genoa,34,M(CR),14(4),1202,3,-,4,-,1.3,77.3,1.2,1,6.89
Gabriel Silva,Carpi,28,"D(LR),M(L)",14(2),1279,-,2,4,-,0.6,66.9,0.9,2,6.89
Ogenyi Onazi,Lazio,26,DMC,14(1),1186,1,1,2,-,0.8,80.8,0.7,-,6.89
Alessio Romagnoli,AC Milan,24,D(CL),33(1),2943,-,-,8,1,0.2,86.4,2.3,1,6.89
Carlos Carbonero,Sampdoria,28,AM(CR),11(3),1032,-,3,3,-,0.4,85.6,0.9,-,6.89
Alberto Grassi,Atalanta,24,M(C),13,985,-,-,4,1,1.2,78.5,1.3,-,6.87
Wojciech Szczesny,Roma,29,GK,34,3060,-,-,1,-,-,66.9,0.1,2,6.87
Daniele Rugani,Juventus,24,D(C),11(6),1161,-,-,2,-,0.2,88.9,1.3,-,6.87
Daniele Baselli,Torino,27,M(C),25(10),2272,4,3,6,-,0.9,79.3,0.3,1,6.87
Jonathan Biabiany,Inter,31,"M(LR),FW",7(13),861,1,2,3,-,1,86,0.6,2,6.87
Albano Bizzarri,Chievo,41,GK,35,3150,-,-,2,-,-,49.7,0.2,1,6.86
Roberto Soriano,Sampdoria,28,AM(CL),33(4),2829,8,4,7,-,1.4,83.5,0.2,1,6.86
Rafael Tolói,Atalanta,28,D(C),21(3),1896,1,-,6,1,0.4,77.2,1.3,1,6.86
Eros Pisano,Verona,32,"D(LR),M(R)",33(1),2906,5,-,7,-,0.6,69.1,1,-,6.86
Enzo Maresca,Palermo,39,M(C),10(5),982,1,-,3,-,0.7,84.3,0.7,1,6.86
Miroslav Klose,Lazio,41,FW,14(10),1360,7,7,3,-,1.3,66.4,1.6,3,6.86
Emanuele Giaccherini,Bologna,34,M(CLR),27(1),2187,7,-,7,-,1.6,80.4,0.2,-,6.86
Edin Dzeko,Roma,33,FW,21(10),1954,8,6,4,1,2.7,66.4,3.3,1,6.86
Riccardo Meggiorini,Chievo,33,FW,19(7),1655,5,7,8,1,1.5,63.1,3.2,2,6.85
Cristian Molinaro,Torino,35,"D(L),M(L)",23(4),1965,1,1,3,1,0.4,77.5,0.7,-,6.85
Guilherme,Udinese,28,M(C),4(1),339,-,-,1,-,1.2,80,1.8,-,6.85
Nicolás Spolli,Chievo,36,D(C),8(2),770,-,-,3,1,0.2,84.5,1.3,1,6.85
Sebastien De Maio,Genoa,32,D(C),25(3),2237,1,1,5,1,0.5,80.4,2,-,6.85
Alessandro Gazzi,Torino,36,M(C),11(4),966,-,-,4,-,0.1,82.1,2.9,1,6.85
Felipe Melo,Inter,36,M(C),21(5),1775,1,1,6,2,0.9,86.3,1.8,2,6.85
Andrea Masiello,Atalanta,33,D(CR),27(2),2401,-,1,7,-,0.1,76.3,0.8,-,6.84
Roberto Pereyra,Juventus,28,M(CLR),9(4),798,-,1,-,-,0.8,90.5,-,1,6.84
Keisuke Honda,AC Milan,33,AM(CR),23(7),1931,1,3,2,-,1.5,81.9,1.1,2,6.84
Alfred Duncan,Sassuolo,26,M(C),27(6),2487,1,5,5,-,1.2,75.3,0.5,-,6.84
Stefan Radu,Lazio,32,D(CL),13,1092,-,1,3,1,0.5,85.3,0.8,1,6.83
Wesley Hoedt,Lazio,25,D(C),24(1),2050,-,-,4,1,0.5,82.9,1.4,3,6.83
Gary Medel,Inter,31,"D(C),DMC",28(2),2416,1,1,10,-,0.4,89,1,-,6.83
Sergej Milinkovic-Savic,Lazio,24,AM(C),17(8),1644,1,-,5,1,1.4,72.4,3.6,1,6.83
Gastón Silva,Torino,25,"D(CL),M(L)",10(2),897,-,1,3,-,0.6,80.5,0.7,-,6.83
Maicon,Roma,37,D(R),12(3),1012,1,2,2,1,0.7,84.6,0.9,1,6.83
Godfred Donsah,Bologna,23,DMC,18(2),1359,2,2,2,-,0.8,69.2,1.5,2,6.83
Paolo Sammarco,Frosinone,36,M(C),25(3),2321,4,1,7,-,0.8,76.6,1,-,6.83
Ibrahima Mbaye,Bologna,24,"D(LR),M(LR)",11(4),979,-,-,3,1,0.3,81.7,1.5,1,6.83
Seydou Keita,Roma,39,M(C),16(4),1368,1,-,4,-,0.7,86.1,2,-,6.83
Luca Antei,Sassuolo,27,D(C),4(1),342,-,1,2,-,-,81.3,0.8,-,6.82
Berat Djimsiti,Atalanta,26,D(C),3,270,-,-,1,-,0.3,82,2,-,6.82
Lorenzo Lollo,Carpi,28,AM(C),25(2),2096,3,1,10,2,1.3,73.8,1,-,6.82
Massimo Maccarone,Empoli,39,FW,35(2),2765,13,5,4,-,2.2,71.2,0.6,1,6.82
Adem Ljajic,Inter,27,"AM(CLR),FW",16(9),1445,3,3,2,-,1.5,87.5,0.1,1,6.82
Vincent Laurini,Empoli,30,D(R),24(1),1955,1,-,5,-,0.1,83.7,1.2,-,6.82
Raffaele Bianco,Carpi,31,M(C),21(5),1861,1,3,5,1,0.7,78.1,0.8,-,6.82
Antonio Rüdiger,Roma,26,D(CR),29(1),2634,2,-,4,-,0.6,86.8,1.5,-,6.82
Nicola Rigoni,Chievo,28,DMC,22(6),1983,3,1,7,-,1,80.4,0.9,2,6.82
Federico Barba,Empoli,25,D(CL),10,890,-,1,3,-,0.3,88.7,2,-,6.82
Mauricio Pinilla,Atalanta,35,FW,16(4),1342,5,2,8,1,2.1,68.4,2.8,1,6.81
Francesco Totti,Roma,42,"AM(CL),FW",2(11),387,5,3,3,-,1.7,76.7,0.2,-,6.81
Molla Wagué,Udinese,28,D(C),20(1),1691,-,-,5,1,0.5,80.6,2.1,1,6.81
Artur Ionita,Verona,28,AM(C),27(4),2383,4,2,2,-,1.2,80.2,1.7,1,6.81
Davide Calabria,AC Milan,22,"D(LR),M(R)",3(3),370,-,-,4,-,0.2,72.1,0.5,-,6.81
Vangelis Moras,Verona,37,D(C),30(1),2749,1,1,4,1,0.2,81.5,1.9,1,6.81
Stefano Sorrentino,Palermo,40,GK,35,3098,-,-,1,-,-,50.4,0.1,3,6.81
Antonio Floro Flores,Sassuolo,36,"AM(L),FW",8(6),640,3,2,-,-,2.3,64.9,0.9,2,6.80
Antonio Candreva,Lazio,32,M(CLR),28(2),2204,10,3,4,-,3,81.6,0.1,1,6.80
Lorenzo Pasciuti,Carpi,29,M(R),19(2),1554,2,3,4,1,0.3,65.4,0.8,1,6.80
Mattia De Sciglio,AC Milan,26,"D(LR),M(LR)",21(1),1843,-,1,3,-,0.6,76.8,1.4,-,6.80
Nenad Tomovic,Fiorentina,31,D(CLR),19(5),1672,-,-,5,-,0.3,87.1,1.6,-,6.80
Luca Marrone,Verona,29,"D(C),DMC",10(2),874,-,3,3,-,0.6,79.8,0.3,1,6.80
Fabrizio Cacciatore,Chievo,32,D(LR),25(4),2310,1,3,6,-,0.4,80.2,0.8,1,6.80
Marco Sportiello,Atalanta,27,GK,36,3240,-,-,2,-,-,50.8,0.1,-,6.79
Massimo Gobbi,Chievo,38,"D(L),M(L)",31(3),2785,-,1,7,-,0.4,76.7,0.8,-,6.79
Danilo D'Ambrosio,Inter,30,"D(CLR),M(LR)",18(2),1616,2,-,3,1,0.4,74.8,1,1,6.79
Hernanes,Inter,34,M(C),0(2),50,-,-,-,-,1,77.8,0.5,-,6.79
Sinisa Andjelkovic,Palermo,33,D(C),21(2),1907,-,1,3,1,0.1,79,1.8,1,6.79
Antonio Mirante,Bologna,35,GK,33,2970,-,-,2,-,-,54.2,0.2,-,6.79
Blerim Dzemaili,Genoa,33,M(C),22(5),1789,3,2,6,1,1.4,82,0.8,1,6.79
Juan Jesus,Inter,28,D(CL),16(3),1414,-,-,3,-,0.2,83.1,1.2,-,6.79
Eugenio Lamanna,Genoa,29,GK,13,1170,-,-,-,-,-,56.3,0.2,-,6.78
Emmanuel Badu,Udinese,28,DMC,30(3),2665,4,1,6,-,1.1,76.4,1.8,1,6.78
Daniel Pavlovic,Frosinone,31,D(L),22,1933,-,5,6,-,0.5,64.8,1.2,-,6.78
Gabriel Paletta,Atalanta,33,D(C),24,2014,1,-,5,2,0.3,78.1,1.8,-,6.78
Ante Rebic,Fiorentina,25,"AM(CLR),FW",3(1),229,1,-,2,-,1.5,75.2,-,-,6.78
Ciro Immobile,Torino,29,FW,11(3),988,5,2,2,-,2.7,70.9,0.9,2,6.78
Gianluigi Buffon,Juventus,41,GK,35,3150,-,-,1,-,-,78.1,0.1,1,6.77
Gianluigi Donnarumma,AC Milan,20,GK,30,2629,-,-,3,-,-,62.6,0.1,1,6.77
Michelangelo Albertazzi,Verona,28,D(L),9(1),708,-,-,4,-,-,67.8,0.9,-,6.77
Andrea Conti,Atalanta,25,"D(R),M(R)",10(4),814,2,1,1,1,0.4,77.2,1,-,6.77
Cesare Bovo,Torino,36,D(C),20(1),1789,2,-,10,-,0.5,83.5,1.1,1,6.77
Achraf Lazaar,Palermo,27,"D(L),M(L)",26(4),2297,1,2,2,1,0.9,72.6,0.7,-,6.76
Alex Ferrari,Bologna,24,D(CR),13(8),1255,-,-,6,-,0.3,78,1,-,6.76
Lukasz Skorupski,Empoli,28,GK,31,2790,-,-,2,-,-,66.6,0.3,2,6.76
Álvaro Morata,Juventus,26,"AM(L),FW",16(18),1456,7,7,6,-,1.4,79.1,0.6,1,6.76
Martín Cáceres,Juventus,32,"D(CLR),M(R)",5(1),449,-,-,-,-,0.2,94.2,1.5,-,6.76
Amadou Diawara,Bologna,21,DMC,31(3),2731,-,1,9,2,0.6,84.2,0.5,-,6.76
Paolo Cannavaro,Sassuolo,38,D(C),30(1),2643,-,1,8,-,0.1,79.5,1,-,6.75
Andrea Consigli,Sassuolo,32,GK,37,3269,-,-,3,1,-,66.2,0.3,2,6.75
Davide Santon,Inter,28,D(LR),11(1),978,-,1,1,-,0.3,88,0.9,-,6.75
Francesco Benussi,Carpi,37,GK,4,299,-,-,-,-,-,38.9,-,-,6.75
Danilo,Udinese,35,D(C),34,2947,-,-,9,2,0.4,72.7,2.2,-,6.75
Gianluca Pegolo,Sassuolo,38,GK,1(1),149,-,-,1,-,-,55.6,-,-,6.75
Simone Verdi,Carpi,26,"AM(CLR),FW",3(5),272,3,-,1,-,1.9,77.5,0.5,1,6.74
Lorenzo De Silvestri,Sampdoria,31,"D(R),M(R)",17,1396,1,2,4,-,0.7,65.5,2.6,-,6.74
Lorenzo Pellegrini,Sassuolo,23,M(C),13(6),1152,3,-,4,1,1.2,78,1.3,2,6.74
Emil Hallfredsson,Verona,35,AM(C),15(1),1220,-,1,8,-,0.9,79.7,1.6,1,6.74
Nicola Leali,Frosinone,26,GK,33,2970,-,-,3,-,-,48.7,0.2,-,6.74
Kwadwo Asamoah,Juventus,30,"D(L),M(CL)",6(5),567,-,1,1,-,0.8,90.9,0.4,-,6.73
Andrea Bertolacci,AC Milan,28,M(C),21(6),1804,1,1,6,-,0.7,81.8,0.5,2,6.73
Vid Belec,Carpi,29,GK,30,2700,-,-,1,-,-,34.2,0.3,1,6.73
Emiliano Moretti,Torino,38,D(CL),35,3150,1,1,4,-,0.3,87.5,0.9,-,6.72
