Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Riyad Mahrez,Leicester,28,AM(CLR),36(1),3058,11,1.8,27.9,73.6,0.9,1.4,0.4,7.84
Dimitri Payet,West Ham,32,M(CLR),29(1),2573,12,4,42.3,80.2,3.1,2.6,0.3,7.74
Alexis Sánchez,Arsenal,30,"M(CLR),FW",28(2),2446,4,2.1,47.8,79.6,0.4,2.4,0.4,7.72
Mousa Dembélé,Tottenham,31,M(CR),27(2),2273,1,1,47.6,90,-,1.4,-,7.69
Mesut Özil,Arsenal,30,M(CLR),35,3049,19,4.2,65.1,86.3,2.6,1.5,0.5,7.66
N'Golo Kanté,Leicester,28,DMC,33(4),3020,4,0.8,39.2,81.6,0.1,1.7,0.1,7.61
Virgil van Dijk,Southampton,27,D(C),34,3060,-,0.3,40.8,83.1,-,3.5,-,7.56
Harry Kane,Tottenham,25,"AM(C),FW",38,3370,1,1.2,25.3,73.1,0.1,1.2,-,7.53
Santi Cazorla,Arsenal,34,M(CLR),15,1293,3,2.5,81.9,90.2,1,3.5,0.3,7.53
Jamie Vardy,Leicester,32,"AM(L),FW",36,3140,6,1.3,17.4,65.8,0.3,0.4,-,7.51
Christian Fuchs,Leicester,33,"D(CL),M(L)",30(2),2710,4,1.4,36.9,72.4,1.1,2.8,-,7.50
Jordan Amavi,Aston Villa,25,"D(L),M(L)",9(1),836,2,0.7,37,78.9,0.5,1.9,-,7.48
Laurent Koscielny,Arsenal,33,D(C),33,2847,-,0.2,51.3,87,-,2.5,-,7.48
Nicolás Otamendi,Manchester City,31,D(C),30,2672,-,0.2,52.3,84.1,-,3.2,-,7.47
Christian Eriksen,Tottenham,27,M(CLR),33(2),2942,13,3.3,52.6,81.2,1.2,2.2,0.1,7.45
Kevin De Bruyne,Manchester City,28,"M(CLR),FW",22(3),2004,9,3.2,45.1,78.3,1.9,1.9,0.2,7.45
Sergio Agüero,Manchester City,31,"AM(CL),FW",29(1),2375,2,0.9,24.2,84.7,0.1,0.5,-,7.39
Luke Shaw,Manchester United,23,"D(L),M(L)",5,450,1,0.8,54.2,86,1,2.6,0.2,7.36
Andros Townsend,Newcastle United,27,"AM(LR),FW",12(1),1089,2,2,28,81.3,1.3,0.2,-,7.35
Dele Alli,Tottenham,23,M(CL),28(5),2482,9,1.7,32.9,75.9,0.1,0.8,0.2,7.35
Michail Antonio,West Ham,29,"D(R),M(CLR),FW",23(3),2063,3,0.9,20.1,69.6,0.6,1.2,-,7.35
Ross Barkley,Everton,25,M(CLR),36(2),3087,8,1.5,47.4,86,0.6,2.7,0.2,7.31
Daniel Drinkwater,Leicester,29,DMC,35,3039,7,1.3,56.7,77.6,0.3,3.9,0.3,7.30
Coutinho,Liverpool,27,M(CLR),24(2),2005,5,1.9,42,78.9,0.4,2.2,0.3,7.29
Troy Deeney,Watford,31,FW,36(2),3293,7,1.5,34,60.9,-,0.9,0.1,7.28
Vincent Kompany,Manchester City,33,D(C),13(1),1179,-,0.2,48.4,82.9,-,3.9,-,7.28
David Silva,Manchester City,33,M(CLR),22(2),1802,11,2.8,57.8,86.4,1.4,2.1,0.2,7.28
Lamine Koné,Sunderland,30,D(C),15,1315,1,0.3,26.7,62.6,-,2,-,7.27
Cédric Soares,Southampton,27,"D(R),M(R)",23(1),1971,2,1.1,32.6,68.8,1.3,2.8,-,7.27
Cheikhou Kouyaté,West Ham,29,"D(CR),DMC",34,3010,2,0.6,36.3,79.6,0.1,1.2,-,7.26
Kieran Trippier,Tottenham,28,"D(R),M(R)",5(1),458,1,1,44.2,74,1.2,1.8,-,7.26
Nacho Monreal,Arsenal,33,"D(CL),M(L)",36(1),3248,3,0.8,49.9,85.5,0.5,1,-,7.26
Danny Rose,Tottenham,28,"D(L),M(L)",24,2132,3,1,44.2,79.4,0.5,2,-,7.25
Idrissa Gueye,Aston Villa,29,M(C),35,3076,1,0.8,53.4,85.6,0.1,2.7,-,7.25
Sébastien Pocognoli,West Bromwich Albion,31,D(L),0(1),35,1,2,19,63.2,2,1,-,7.24
Gaël Clichy,Manchester City,33,D(L),12(2),1088,1,0.9,49.5,81.4,0.6,2.1,-,7.24
Gabriel Paulista,Arsenal,28,D(CR),18(3),1762,-,-,52.9,90.2,-,1.6,-,7.23
Anthony Martial,Manchester United,23,"AM(LR),FW",29(2),2632,4,1.2,29.8,76.7,0.2,0.4,0.1,7.23
Yohan Cabaye,Crystal Palace,33,M(C),32(1),2704,1,1.5,38.5,82.6,1.3,2.9,-,7.23
Yaya Touré,Manchester City,36,M(C),28(4),2335,5,1.4,57.4,86.5,0.1,3.4,0.4,7.22
Aaron Ramsey,Arsenal,28,M(CR),29(2),2624,4,1.2,69.5,86.1,0.4,1.9,0.2,7.21
Timm Klose,Norwich,31,D(C),10,850,-,-,25.7,65.4,-,2.9,-,7.21
Manuel Lanzini,West Ham,26,AM(CLR),23(3),1921,2,1.3,42,88.9,0.5,1,0.1,7.21
James Milner,Liverpool,33,"D(LR),M(CLR)",28,2416,11,2.2,49.1,77.4,2.1,2.5,0.1,7.21
Phil Jagielka,Everton,36,D(CR),21,1852,-,0.1,49.3,84.3,-,7,-,7.20
Jonny Evans,West Bromwich Albion,31,D(CL),30,2593,1,0.3,32.8,75.1,0.4,3.7,-,7.20
Willian,Chelsea,30,AM(CLR),32(3),2751,6,2.3,42.9,82.4,1.5,2.9,0.1,7.20
Roberto Firmino,Liverpool,27,"M(CLR),FW",24(7),1982,7,1.6,32.2,76.6,0.1,0.7,0.2,7.19
Kyle Walker,Tottenham,29,"D(CR),M(R)",33,2943,3,1,37.9,78.4,0.5,2.3,-,7.19
Ashley Williams,Swansea,34,D(C),36,3240,1,0.3,52.3,85,-,4.9,-,7.19
Héctor Bellerín,Arsenal,24,"D(R),M(R)",36,3240,5,0.7,46.9,85.7,0.5,0.9,0.1,7.19
Younes Kaboul,Sunderland,33,D(C),22(1),2009,1,0.3,28.3,68.4,0.1,2.2,-,7.18
Winston Reid,West Ham,30,D(C),24,2136,1,0.3,34.7,83.1,-,3.8,-,7.18
Ramiro Funes Mori,Everton,28,"D(C),DMC",24(4),2191,1,0.2,44.2,83.8,0.1,3.8,-,7.18
Fernandinho,Manchester City,34,"D(R),DMC",31(2),2732,2,0.9,56.7,87.4,0.1,2.5,-,7.17
Chris Smalling,Manchester United,29,D(CR),35,3150,1,0.2,43.8,82.4,-,3,-,7.17
Toby Alderweireld,Tottenham,30,D(CR),38,3420,2,0.3,54.6,80.5,0.1,6.3,-,7.16
Simon Francis,Bournemouth,34,D(CR),38,3387,4,0.9,55.4,79.2,0.7,4.7,-,7.16
Romelu Lukaku,Everton,26,"AM(R),FW",36(1),3177,6,1.4,29.7,72.6,0.2,0.6,0.1,7.16
Robbie Brady,Norwich,27,"D(L),M(CLR)",34(2),2988,2,1.5,31.6,70.5,1.7,2.1,-,7.15
Robert Huth,Leicester,34,D(C),35,3150,-,0.1,23.1,71.6,-,1,-,7.15
Erik Lamela,Tottenham,27,AM(CLR),28(6),2385,9,2.2,29,78.6,1.1,0.6,0.3,7.15
Mark Noble,West Ham,32,M(C),37,3205,4,1.4,52,86.4,0.2,4.1,-,7.15
Nathan Aké,Watford,24,"D(CL),DMC",20(4),1875,-,0.4,25.4,72.7,0.2,1.3,-,7.15
Sadio Mané,Southampton,27,"AM(CLR),FW",30(7),2608,6,1.1,26.1,80.8,0.4,0.8,0.1,7.14
Daley Blind,Manchester United,29,"D(CL),DMC,M(L)",35,3117,1,0.7,58,83.7,0.9,4.9,-,7.14
Yannick Bolasie,Crystal Palace,30,"AM(LR),FW",23(3),2077,3,0.9,19.5,72.5,1,0.5,-,7.14
Cesc Fàbregas,Chelsea,32,"M(CL),FW",33(4),2899,7,1.8,76.5,84,0.6,5,0.4,7.14
Aleksandar Kolarov,Manchester City,33,"D(CL),M(L)",25(4),2282,3,1.3,46.9,78.7,1.4,2.2,-,7.14
Jordan Henderson,Liverpool,29,M(CLR),15(2),1293,3,1.1,55.2,79.1,0.7,4.6,0.1,7.14
Danny Simpson,Leicester,32,D(R),30,2613,-,0.2,29,71.6,0.2,1.8,-,7.13
Brede Hangeland,Crystal Palace,38,D(C),7,630,-,-,34.6,86,-,1.7,-,7.13
Bacary Sagna,Manchester City,36,D(CR),27(1),2448,3,1,56.7,82.7,0.7,1.9,-,7.12
Daniel Sturridge,Liverpool,29,"M(R),FW",11(3),980,1,0.5,22.6,78.2,0.1,0.9,0.1,7.12
Patrick van Aanholt,Sunderland,28,"D(L),M(L)",33,2970,3,0.9,32.4,77.4,0.4,1.4,-,7.11
David Ospina,Arsenal,30,GK,4,360,-,-,27.5,55.5,-,8.8,-,7.11
Eden Hazard,Chelsea,28,"M(CLR),FW",25(6),2192,3,2.1,45.7,86,0.3,2.4,0.1,7.11
Francis Coquelin,Arsenal,28,M(CLR),21(5),1647,-,0.2,42.9,89.1,0.1,2.2,-,7.10
Yann M'Vila,Sunderland,29,M(C),36(1),3189,4,1.2,45.3,81.4,0.5,2.8,0.1,7.10
Lucas Leiva,Liverpool,32,"D(C),M(C)",21(6),1953,1,0.8,55,83.4,-,3.1,0.1,7.08
Jan Kirchhoff,Sunderland,28,"D(C),DMC",14(1),1084,-,0.7,36.6,69.8,0.1,2.5,-,7.08
Karl Darlow,Newcastle United,28,GK,9,810,-,-,23.9,43.7,-,8.4,-,7.08
Diego Costa,Chelsea,30,FW,27(1),2379,6,1.1,29.4,77.8,-,0.6,-,7.08
Graziano Pellè,Southampton,33,FW,23(7),2174,6,1.2,29,66.1,0.1,1,-,7.08
Adam Lallana,Liverpool,31,AM(CLR),23(7),2113,6,1.7,33,82.4,0.4,0.8,0.2,7.08
Wes Morgan,Leicester,35,D(C),38,3420,-,0.1,21.5,74.4,-,1.2,-,7.07
Mamadou Sakho,Liverpool,29,D(C),21(1),1855,-,0.2,56.5,87.9,-,3.1,-,7.07
