Name,Team,Age,Position,Apps,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating
Jean-Louis Leca,Valenciennes,33,GK,1,90,-,-,-,-,-,60,-,-,8.18
Anthony Mounier,Lyon,31,AM(CLR),1,90,-,1,-,-,-,71.1,1,-,7.96
Nenê,Monaco,37,AM(CLR),34,2997,14,4,5,-,4,66.7,-,8,7.73
Fabio Grosso,Lyon,41,D(CL),1,90,-,-,1,-,-,73.9,-,-,7.68
Florian Bague,Boulogne,34,Goalkeeper,1,90,-,-,1,-,-,58.8,-,-,7.67
Laurent Koscielny,Lorient,33,D(C),35,3118,3,-,3,-,0.3,74.9,1.8,4,7.57
Benoit Pedretti,Auxerre,38,M(C),36,3220,4,4,8,-,1,77.9,0.6,6,7.53
Mamadou Niang,Marseille,39,"AM(CLR),FW",29(3),2494,18,6,7,-,3.2,76.4,1,4,7.50
Yohan Cabaye,Lille,33,M(C),30(2),2557,13,7,4,1,3.2,76.5,0.3,6,7.50
Yoann Gourcuff,Bordeaux,32,M(CL),26(3),2269,6,7,3,-,2.9,81.5,0.4,5,7.49
Cris,Lyon,42,D(C),34,3060,4,1,7,-,0.6,82,2,5,7.47
Abdoulaye Diallo,Rennes,27,GK,1,90,-,-,-,-,-,34.3,-,-,7.43
Wendel,Bordeaux,37,M(CL),25(6),2205,11,6,3,-,3,81.6,1.1,3,7.42
Gervinho,Lille,32,"M(LR),FW",28(4),2472,13,4,4,-,1.8,80.6,0.1,3,7.40
Hamdi Kasraoui,Lens,36,GK,6,540,-,-,-,-,-,50,-,1,7.39
Serge Aurier,Lens,26,"D(CLR),M(R)",5,450,-,-,1,-,0.2,66.1,2.2,-,7.36
Lionel Letizi,Nice,46,Goalkeeper,1(1),145,-,-,-,-,-,56.8,-,1,7.35
Souleymane Diawara,Marseille,40,D(C),37,3330,4,1,6,-,0.6,82.8,1.9,1,7.34
Mathieu Debuchy,Lille,33,D(CR),30(1),2674,1,1,3,1,0.7,69.9,1.9,-,7.34
Julien Féret,Nancy,36,M(C),35(2),3155,5,9,2,-,1.5,73.2,1.6,4,7.34
Lionel Cappone,Lorient,40,GK,3,270,-,-,-,-,-,32.9,-,1,7.33
Rudy Mater,Valenciennes,38,D(R),28,2316,2,5,9,-,0.7,69.4,1.3,2,7.33
Emir Spahic,Montpellier,38,D(C),34,3005,2,1,8,2,0.5,74.9,2.3,5,7.33
Jean-Alain Boumsong,Lyon,39,"D(CL),DMC",19,1705,1,-,1,-,0.3,82.1,2.2,1,7.32
Sylvain Marveaux,Rennes,33,"AM(CLR),FW",33(2),2724,10,5,1,-,1.9,79.7,0.4,5,7.31
Benoit Cheyrou,Marseille,38,M(C),27(5),2408,5,5,6,-,2.1,78.7,0.3,3,7.31
Stéphane Grichting,Auxerre,40,"D(CL),DMC",37,3217,-,-,7,-,0.1,75,1.2,1,7.30
Lucho González,Marseille,38,M(C),28(4),2370,5,12,2,-,1.9,77.1,0.2,3,7.30
Alou Diarra,Bordeaux,37,"D(C),M(C)",30,2554,1,-,6,-,0.7,86.6,2.1,-,7.29
Michael Ciani,Bordeaux,35,D(C),29(1),2513,2,-,4,2,0.6,85.6,1.9,4,7.28
Elinton Andrade,Marseille,40,Goalkeeper,2(1),243,-,-,1,-,-,71,-,-,7.28
Jérémy Toulalan,Lyon,35,"D(C),M(C)",27(4),2482,-,1,7,-,0.7,79.2,1.3,1,7.27
Aurélien Chedjou,Lille,34,"D(C),DMC",28(3),2449,2,1,6,-,0.5,81.7,1.5,2,7.26
Guy NDy Assembe,Valenciennes,33,GK,17,1530,-,-,-,-,-,55.5,-,3,7.26
Aly Cissokho,Lyon,31,"D(L),M(L)",31,2735,-,3,5,-,0.3,80.5,0.8,1,7.26
Maxime Gonalons,Lyon,30,"D(C),M(C)",12(3),1073,1,-,5,1,1.1,80.1,1.9,-,7.26
Loic Perrin,Saint-Etienne,33,D(C),15(3),1309,2,-,4,-,0.3,74,1.3,3,7.26
Tino Costa,Montpellier,34,M(C),31,2674,7,6,7,1,3.3,75.6,0.3,3,7.24
Pascal Berenguer,Nancy,38,"D(C),M(CR)",29(1),2600,2,1,9,-,1.5,75.6,1.2,2,7.24
Sylvain Marchal,Lorient,39,D(C),31,2704,1,-,9,-,0.3,75.3,2.6,2,7.24
Adama Coulibaly,Auxerre,38,"D(CL),DMC",33,2960,1,2,1,-,0.7,82.4,2,3,7.24
Rod Fanni,Rennes,37,D(CR),38,3420,-,3,3,-,0.3,75.5,1.6,2,7.22
Taye Taiwo,Marseille,34,D(CL),24(3),2165,3,2,2,-,1.4,74.1,1.1,2,7.22
Gabriel Heinze,Marseille,41,"D(CL),DMC",26(1),2252,4,1,4,-,0.7,78.9,0.9,2,7.21
Brandão,Marseille,39,FW,27(3),2452,8,5,6,-,2.7,64.3,2.9,4,7.21
Eden Hazard,Lille,28,"M(CLR),FW",31(6),2696,5,8,3,-,1.4,77.3,0.2,3,7.20
Stéphane Sessegnon,Paris Saint-Germain,35,M(CLR),27(2),2358,4,5,3,1,2.3,76.2,0.3,1,7.20
André-Pierre Gignac,Toulouse,33,FW,30(1),2718,8,4,6,-,4.8,71.4,0.5,2,7.20
Abdoulaye Keita,Bordeaux,28,Goalkeeper,0(1),56,-,-,-,-,-,68.4,-,-,7.20
Habib Bellaid,Boulogne,33,D(L),9,805,-,-,3,-,0.2,86.1,0.4,2,7.20
Cedric Hengbart,Auxerre,38,D(CR),37,3259,5,1,3,-,0.8,71.1,1.2,2,7.19
Lamine Sané,Bordeaux,32,"D(C),M(C)",14(3),1313,1,-,2,-,0.4,80.5,2.4,1,7.19
Arnaud Le Lan,Lorient,41,D(L),17(3),1517,-,2,4,-,-,78.6,0.8,-,7.19
Dany Nounkeu,Toulouse,33,D(C),17,1530,-,-,4,-,0.4,77.5,1.9,1,7.18
Anthony Loustallot,Toulouse,27,Goalkeeper,1,90,-,-,-,-,-,33.3,-,-,7.18
Kevin Gameiro,Lorient,32,FW,34(1),2995,17,7,2,-,2.9,76.9,0.1,4,7.18
Dejan Lovren,Lyon,29,D(C),8,682,-,-,-,-,0.3,72.3,2.4,-,7.17
Morgan Amalfitano,Lorient,34,M(CLR),37,3286,6,5,7,-,2.1,77,0.1,2,7.17
Guillaume Hoarau,Paris Saint-Germain,35,FW,17(5),1546,6,3,3,-,2.7,68.5,3.5,3,7.16
Florent Balmont,Lille,39,DMC,35,3036,2,5,12,-,1,82.4,0.1,-,7.16
Antony Lecointe,Boulogne,38,D(R),19(3),1773,-,3,3,-,0.2,74.4,-,1,7.16
Cheikh M'Bengue,Toulouse,30,"D(CL),M(L)",30,2624,1,2,3,1,0.1,78.3,1,2,7.15
Siaka Tiéné,Valenciennes,37,"D(L),M(L)",26(2),2274,1,1,7,1,1.1,74.1,0.4,1,7.15
Kim Källström,Lyon,36,M(C),28(4),2294,4,6,3,-,1.9,74.9,0.5,3,7.15
Anthony Le Tallec,Le Mans,34,FW,33(3),2968,8,5,8,-,2.6,67.1,4.6,3,7.14
Christophe Jallet,Paris Saint-Germain,35,D(LR),24(11),2365,3,7,2,-,1,76.4,0.8,3,7.14
Marc Planus,Bordeaux,37,D(C),26,2193,1,1,5,1,0.2,85.3,0.8,1,7.13
Dorian Lévêque,Boulogne,29,D(LR),6,540,-,-,4,-,0.3,70,0.5,-,7.13
Franck Beria,Lille,36,D(CLR),31(2),2762,1,1,8,-,0.2,73.8,1.4,-,7.12
Sébastien Puygrenier,Monaco,37,D(C),36,3235,2,2,11,-,0.7,77.7,1.3,4,7.12
Ismaël Gace,Nice,32,D(C),19(1),1685,1,1,4,-,0.2,67.6,0.8,1,7.12
Lisandro López,Lyon,36,"AM(L),FW",27(6),2529,15,5,2,-,2.3,80.3,0.3,-,7.12
Yohan Demont,Lens,41,"D(CR),DMC",37,3314,1,5,5,-,0.9,73.4,0.4,-,7.11
Fabien Audard,Lorient,41,GK,35,3147,-,-,3,1,-,33.3,0.2,3,7.11
Adil Rami,Lille,33,D(C),34,3020,3,-,10,-,1.1,76.7,2.9,1,7.10
Stéphane Mbia,Marseille,33,"D(C),M(C)",26(1),2218,2,1,3,1,0.9,86,1.1,-,7.10
Blaise Matuidi,Saint-Etienne,32,M(CL),35(1),3042,1,1,5,-,0.7,82.1,0.6,-,7.09
Olivier Sorin,Auxerre,38,GK,35,3150,-,-,-,-,-,53.8,0.1,2,7.09
Youssouf Hadji,Nancy,39,FW,24(2),2141,11,3,1,1,2.5,72.8,1.8,2,7.09
Marouane Chamakh,Bordeaux,35,"AM(C),FW",32(6),2878,10,1,7,-,1.3,73.5,2.8,2,7.09
Moussa Sissoko,Toulouse,29,M(CR),35(2),3190,7,3,4,-,1.4,77.8,1.9,3,7.08
Eric Chelle,Lens,41,DMC,31,2759,-,1,4,-,0.2,80.4,1.7,1,7.08
Jean Calvé,Grenoble,35,D(R),20(4),1852,-,1,2,-,0.8,72.1,0.5,1,7.08
Jeremie Bréchet,Sochaux,39,D(C),33,2902,2,-,5,-,0.5,81.3,1.4,1,7.08
Mouhamadou Dabo,Saint-Etienne,32,D(LR),23(2),1918,-,-,3,-,0.3,78.9,0.6,3,7.08
