Name,Team,Age,Position,Apps,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating
Luciano,Chievo,43,M(CR),3(1),212,-,1,-,-,1,70.1,1,1,7.29
Antonio Floro Flores,Genoa,36,"AM(L),FW",18,1438,10,2,2,1,3.6,72.3,2.2,2,7.29
Gökhan Inler,Udinese,35,DMC,35,2962,3,3,5,1,1.2,83,0.6,2,7.27
Marco Parolo,Cesena,34,M(C),37,3198,5,1,4,-,1.8,74.9,1.9,5,7.27
Andrea Barzagli,Juventus,38,D(CR),14(1),1283,-,1,1,-,0.2,82.1,1.7,1,7.27
Wesley Sneijder,Inter,35,AM(CL),22(3),2000,4,4,1,-,4.3,85.4,-,1,7.27
Christian Maggio,Napoli,37,"D(R),M(R)",33,2808,4,5,6,-,1.1,77.4,2.1,3,7.26
Josip Ilicic,Palermo,31,"AM(CLR),FW",30(4),2609,8,7,2,-,2.2,83.1,-,4,7.25
Juan,Roma,40,D(C),29(2),2555,2,-,4,-,0.7,86.6,2.7,5,7.25
Massimo Ambrosini,AC Milan,42,M(C),16(2),1388,1,1,5,-,0.6,86.8,0.6,1,7.25
Cristián Zapata,Udinese,32,D(C),35,3107,2,-,6,-,0.5,84.4,1.9,2,7.25
Daniele Conti,Cagliari,40,DMC,27(2),2345,5,1,9,-,1.7,83.8,1.6,1,7.25
Nicolas Frey,Chievo,35,D(CLR),19(2),1686,-,2,2,-,0.1,72.8,0.4,2,7.24
Gabriel Paletta,Parma,33,D(C),26(1),2370,-,-,7,1,0.4,82.2,1,2,7.23
Andrea Cossu,Cagliari,39,M(CL),35,2948,4,13,8,-,1.3,78.4,-,2,7.23
Mark van Bommel,AC Milan,42,"D(C),DMC,M(R)",14,1127,-,1,5,1,0.7,88.7,0.3,-,7.22
Dejan Stankovic,Inter,40,"D(C),M(CR),FW",22(4),1818,5,5,6,-,2.8,83.3,0.8,2,7.20
David Pizarro,Roma,39,M(C),20(2),1823,1,1,3,-,0.5,88.4,0.1,-,7.20
Giuseppe Colucci,Cesena,38,DMC,32(1),2757,1,-,11,2,1.1,79.6,1,1,7.20
André Dias,Lazio,40,D(C),33,2965,2,1,8,1,0.6,87.5,2,1,7.20
Riccardo Montolivo,Fiorentina,34,M(C),29,2528,2,3,3,1,1.7,83.2,0.3,5,7.20
Cristian Ledesma,Lazio,36,M(C),30(4),2673,1,8,3,2,0.8,81.7,0.5,2,7.19
Mauricio Pinilla,Palermo,35,FW,13(9),1226,8,5,2,-,3,65.2,1.8,3,7.19
Mauro Zárate,Lazio,32,"M(CLR),FW",28(7),2501,9,7,2,-,3.3,79.7,0.1,5,7.19
Milos Krasic,Juventus,34,M(R),33,2616,6,6,4,-,1.5,83,0.6,2,7.19
Gianluca Zambrotta,AC Milan,42,D(CR),15,1317,-,-,1,-,0.5,89.7,0.6,-,7.18
Giulio Migliaccio,Palermo,38,DMC,35,3031,2,2,4,-,0.6,72.8,3.7,4,7.17
Alexandre Pato,AC Milan,29,"M(CLR),FW",19(6),1602,14,3,3,-,2.5,75.4,0.3,4,7.17
Francesco Grandolfo,Bari,26,Forward,1(2),115,3,-,-,-,2.3,84.8,0.3,-,7.17
Thiago Motta,Inter,36,M(C),15(4),1367,4,3,5,-,1.4,90,0.7,1,7.17
Andrea Ranocchia,Genoa,31,D(C),16,1318,2,-,1,-,0.8,86.7,1.5,1,7.16
Rodrigo Palacio,Genoa,37,"AM(CLR),FW",24(3),2130,9,8,4,-,1.6,79.3,1,2,7.16
Bojan Jokic,Chievo,33,"D(CL),M(L)",13(2),1095,-,-,1,-,0.9,76.3,1.1,-,7.16
Giuseppe Vives,Lecce,38,"DMC,M(L)",29(4),2598,-,3,5,1,0.6,77.4,0.8,1,7.16
Paolo De Ceglie,Juventus,32,"D(L),M(CL)",6(1),463,-,1,-,-,0.1,86.4,1.3,-,7.15
Luis Jiménez,Cesena,35,"AM(CL),FW",30(1),2548,9,2,5,-,2,80.1,0.2,3,7.15
Alberto Aquilani,Juventus,34,M(C),31(2),2670,2,5,3,-,1.8,82.2,0.5,2,7.15
Massimo Oddo,AC Milan,43,"D(R),M(R)",3(4),433,-,2,1,-,0.3,74.9,0.9,-,7.15
Giampaolo Pazzini,Inter,34,FW,14(3),1226,11,-,-,-,2.2,76.6,0.6,1,7.15
Gianluca Grava,Napoli,42,"D(C),M(R)",12(1),935,-,-,4,-,0.1,80.8,1.2,1,7.15
Dario Dainelli,Genoa,40,D(C),33(1),2839,1,1,8,-,0.3,80.5,1.6,2,7.14
Rodney Strasser,AC Milan,29,M(C),1(2),159,1,-,-,-,1,85.7,2.3,-,7.14
Luca Antonelli,Parma,32,"D(L),M(CL)",12,1080,-,-,1,-,0.4,81,0.7,2,7.14
Mauricio Isla,Udinese,31,"D(R),M(CR)",34,2874,2,7,1,-,1,80.3,0.4,1,7.13
Kakha Kaladze,Genoa,41,"D(C),DMC",23(3),2139,1,-,2,-,0.2,80.7,1.5,1,7.12
Mattia Perin,Genoa,26,GK,1,90,-,-,1,-,-,56.5,-,-,7.12
Diego Pérez,Bologna,39,M(C),27,2276,-,3,12,-,0.6,79.1,0.7,1,7.12
Davide Zoboli,Brescia,37,D(C),18,1592,2,-,6,-,0.4,81.7,1.2,1,7.12
Rubén Olivera,Lecce,36,M(C),30(1),2521,4,4,10,1,1.5,74.8,0.5,3,7.11
Sebastian Giovinco,Parma,32,"AM(C),FW",28(2),2283,7,3,5,-,2.8,77.4,0.1,4,7.11
Yuto Nagatomo,Inter,32,"D(LR),M(LR)",10(3),915,2,-,-,-,0.8,84.4,0.6,1,7.11
Robinho,AC Milan,35,"AM(CLR),FW",26(8),2330,14,3,2,-,2.8,85.9,0.1,4,7.11
Matteo Sereni,Brescia,44,GK,15,1350,-,-,-,-,-,51.9,-,1,7.11
Juan Vargas,Fiorentina,35,"D(L),M(CL)",19(5),1653,4,5,1,1,2.7,83.1,0.5,4,7.10
Daniele De Rossi,Roma,35,"D(C),M(C)",28,2380,2,3,7,2,1.4,83.4,0.8,1,7.10
Javier Zanetti,Inter,45,"D(R),DMC,M(R)",35,3147,-,2,3,-,0.2,93.2,0.2,1,7.10
Cesare Bovo,Palermo,36,D(C),31(1),2802,4,1,14,-,1.2,82.1,0.9,2,7.09
Marco Andreolli,Chievo,33,D(C),27(1),2349,-,-,5,-,0.2,84.9,1.3,-,7.09
Felipe Melo,Juventus,36,M(C),28(1),2350,1,-,6,1,1.2,85.7,1.6,-,7.09
Gennaro Gattuso,AC Milan,41,"D(C),M(C)",28(3),2211,2,2,7,-,0.6,82.9,0.5,-,7.09
Federico Balzaretti,Palermo,37,D(L),33,2893,2,7,5,-,0.7,88.1,0.3,-,7.09
Claudio Marchisio,Juventus,33,M(C),32,2806,4,4,9,-,1.2,84.4,0.3,1,7.09
Esteban Cambiasso,Inter,38,"D(C),M(C)",28(2),2375,7,-,-,-,0.9,90.1,0.4,-,7.09
Andrea Bertolacci,Lecce,28,M(C),9,644,3,-,-,-,1.3,76.8,0.2,1,7.08
Leandro Rinaudo,Juventus,36,D(C),1,75,-,-,1,-,-,84.2,2,-,7.08
Fabiano,Lecce,37,"D(L),DMC",28(1),2507,1,1,5,-,0.8,73.1,1.3,1,7.07
John Arne Riise,Roma,38,D(L),31(1),2863,-,5,-,-,1.2,84.3,0.9,1,7.07
Daniele Gastaldello,Sampdoria,36,D(C),28(1),2517,1,2,7,1,0.6,84.2,1.6,2,7.06
Kwadwo Asamoah,Udinese,30,"D(L),M(CL)",37(1),3289,2,4,3,-,0.7,83,0.9,1,7.06
Francesco Benussi,Palermo,37,GK,1,90,-,-,-,-,-,51.4,-,-,7.06
Andrea Pirlo,AC Milan,40,M(C),12(5),1140,1,3,3,-,0.8,86.4,0.1,1,7.06
Stefano Sorrentino,Chievo,40,GK,37,3312,-,-,2,-,-,54,-,1,7.06
Alessandro Gamberini,Fiorentina,37,D(C),35,3148,1,1,2,-,0.2,82.7,2.2,3,7.06
Simone Bentivoglio,Bari,34,M(C),16,1363,2,2,4,-,1.8,81.9,0.6,2,7.06
Mirko Vucinic,Roma,35,FW,22(6),1868,10,2,4,-,3.4,73.6,0.6,3,7.05
Fabiano Santacroce,Napoli,32,D(C),10(1),827,-,-,3,-,0.3,79,0.5,-,7.05
Stephan Lichtsteiner,Lazio,35,"D(R),M(R)",33(1),2918,-,2,8,-,0.5,80.6,0.6,2,7.05
Marco Borriello,AC Milan,37,FW,1,62,-,-,-,-,4,50,1,-,7.05
Fabrizio Miccoli,Palermo,40,FW,17(4),1217,9,2,-,-,3.3,80.5,-,-,7.05
Sergio Almirón,Bari,38,M(C),21(4),1841,-,3,5,-,1.6,82.9,1.3,3,7.05
Gilberto Martinez,Brescia,39,"D(C),DMC",19,1653,-,-,5,-,0.1,90.5,0.5,-,7.05
Radja Nainggolan,Cagliari,31,M(C),33(3),2913,2,1,6,-,1.2,81.5,0.8,3,7.05
Blerim Dzemaili,Parma,33,M(C),26(4),2225,1,-,8,2,1,85.2,1,1,7.04
Clarence Seedorf,AC Milan,43,M(C),23(7),2137,4,6,1,-,2,86,0.1,1,7.04
Julio César,Inter,39,GK,25,2158,-,-,-,1,-,66.7,-,2,7.04
Samir Handanovic,Udinese,34,GK,35,3151,-,-,4,-,-,58.9,-,-,7.04
Valon Behrami,Fiorentina,34,M(C),15(2),1327,-,3,-,-,0.9,84.3,0.5,-,7.04
Djamel Mesbah,Lecce,34,"D(L),M(L)",29(5),2655,2,3,7,-,1.3,77.3,0.7,2,7.04
Alessandro Gazzi,Bari,36,M(C),29(2),2566,1,3,4,-,0.6,80.6,2.7,2,7.03
Angelo Palombo,Sampdoria,37,"D(C),DMC",34,3007,1,1,2,-,1.8,78.7,0.7,-,7.03
Michele Pazienza,Napoli,36,DMC,30(1),2439,1,2,6,2,0.6,83.9,1,-,7.03
Cristian Chivu,Inter,38,D(C),24,1992,1,-,6,1,0.5,87.1,0.5,-,7.03
Kevin Constant,Chievo,32,"D(L),M(CL)",27(5),2245,2,4,7,-,1.3,62.4,1.1,1,7.03
Matteo Rubin,Bologna,31,"D(L),M(L)",28(1),2450,-,2,3,-,0.6,82.2,0.5,1,7.02
Perparim Hetemaj,Brescia,32,M(CL),28(2),2490,2,3,12,-,1,85.5,0.6,1,7.02
Miguel Britos,Bologna,33,D(CL),34,2932,3,1,8,-,0.4,81.2,2,5,7.02
Luca Rigoni,Chievo,34,M(CR),27(2),2347,1,1,11,1,0.7,79.3,1.4,-,7.02
Marco Cassetti,Roma,42,"D(C),M(R)",31(1),2604,-,2,10,-,0.5,82.2,0.6,1,7.02
Gilberto Martinez,Sampdoria,39,"D(C),DMC",8(1),703,-,-,2,-,-,85.1,0.6,-,7.01
Cristian Zaccardo,Parma,37,D(CR),34,3042,3,2,8,-,0.8,80.8,0.8,2,7.01
Stefano Mauri,Lazio,39,"M(CLR),FW",26(3),2275,6,9,4,1,1.7,78.3,0.5,2,7.01
Simone Loria,Roma,42,D(C),2(4),313,2,-,-,-,0.7,93.5,0.7,1,7.01
Alessandro Nesta,AC Milan,43,D(C),26,2231,-,-,3,-,0.3,88.3,0.5,-,7.01
Mario Santana,Fiorentina,37,M(L),22(6),1931,4,3,3,-,1.6,79.9,0.3,1,7.01
Antonio Floro Flores,Udinese,36,"AM(L),FW",10(2),788,3,2,-,-,3.8,72.1,2.2,1,7.01
Mattia Cassani,Palermo,35,"D(CR),M(R)",32,2797,-,4,7,-,0.5,81.8,0.4,-,7.01
Christian Abbiati,AC Milan,41,GK,35,3081,-,-,2,-,-,61.2,-,1,7.01
Luca Ceccarelli,Cesena,36,D(CR),25(7),2367,1,5,6,-,0.5,78.1,0.6,4,7.01
Houssine Kharja,Inter,36,"D(C),M(C),FW",10(5),923,2,4,3,-,0.9,86.5,0.5,2,7.00
Gaetano D'Agostino,Fiorentina,37,M(C),12(8),1224,5,1,2,-,1.1,79.1,0.1,1,7.00
Jonathan Zebina,Brescia,40,D(C),26(2),2357,-,-,10,-,0.5,84,0.6,-,7.00
Yuto Nagatomo,Cesena,32,"D(LR),M(LR)",16,1440,-,1,3,-,0.6,80.1,0.6,-,7.00
Alessandro Diamanti,Brescia,36,"M(CR),FW",29(3),2397,6,7,8,1,3.4,79,0.1,4,7.00
Matías Silvestre,Catania,34,D(C),36,3234,6,1,6,-,0.9,80,1.2,1,6.99
David Di Michele,Lecce,43,"AM(CL),FW",22(1),1880,8,4,3,-,3,71.7,0.5,-,6.99
Francesco Pisano,Cagliari,33,D(LR),15(3),1340,-,1,2,-,0.2,76.8,0.3,-,6.99
Archimede Morleo,Bologna,35,"D(L),M(L)",7(2),611,-,-,1,-,0.4,78.2,0.4,1,6.98
Giandomenico Mesto,Genoa,37,"D(R),M(R)",32(4),2799,2,1,1,1,0.6,72.1,0.7,2,6.98
Giuseppe Mascara,Catania,39,"AM(CL),FW",16(2),1376,1,2,4,-,2,71,0.9,2,6.98
Gennaro Sardo,Chievo,40,"D(R),M(R)",20(7),1893,2,1,6,-,1.1,72.8,1.6,1,6.98
Gonzalo Bergessio,Catania,34,FW,12(1),1058,5,2,2,-,2.6,76,1.1,-,6.97
Fabio Grosso,Juventus,41,D(CL),17(2),1599,-,3,6,-,0.6,78.9,0.6,1,6.97
Dídac Vilá,AC Milan,30,D(L),1,90,-,-,-,-,1,93,1,-,6.97
Jérémy Ménez,Roma,32,"M(CLR),FW",23(9),1808,2,2,3,-,1.9,83,0.2,-,6.97
Bostjan Cesar,Chievo,36,D(C),29(3),2623,3,-,9,2,0.6,81.9,1.1,2,6.96
Francesco Lodi,Catania,35,M(C),10(6),952,3,2,-,-,1.8,80.1,0.3,1,6.96
Giuseppe Biava,Lazio,42,D(C),35,3042,3,-,7,2,0.3,87.8,0.7,1,6.96
Marek Hamsik,Napoli,31,AM(C),36(1),2987,11,6,5,-,1.8,82.8,0.3,-,6.96
Andrea Caracciolo,Brescia,37,"AM(C),FW",30(3),2631,12,2,3,1,2.5,64.1,3.1,2,6.95
Paolo Cannavaro,Napoli,38,D(C),31(1),2722,2,1,9,1,0.3,75.8,1.4,1,6.95
Massimo Volta,Sampdoria,32,D(C),20(5),1963,1,-,9,-,0.3,75.5,1.4,1,6.95
Daniele Bonera,AC Milan,38,D(CR),15(1),1280,-,1,3,-,0.4,84.6,0.5,-,6.94
Pablo Armero,Udinese,32,"D(L),M(L)",29(2),2578,2,3,4,-,0.7,78,0.4,-,6.94
Juraj Kucka,Genoa,32,M(CL),15(2),1303,-,-,1,-,2.5,73.7,1.6,1,6.94
Giuseppe Bellusci,Catania,29,D(CR),6(3),527,-,-,1,-,0.2,69.8,0.2,1,6.94
Mariano Bogliacino,Chievo,39,"AM(C),FW",23(11),2078,1,3,1,-,1.3,79,0.8,-,6.94
Tommaso Berni,Lazio,36,GK,2,180,-,-,-,-,-,75.5,-,-,6.94
Gelson Fernandes,Chievo,32,DMC,24(5),2337,2,1,11,1,0.6,84.3,0.6,1,6.93
Francesco Bega,Brescia,44,"D(CL),DMC,M(L)",25(2),2290,1,-,6,-,0.3,79.1,0.4,-,6.93
Ciro Capuano,Catania,37,D(L),22(1),1817,1,1,2,-,0.6,77.1,0.7,1,6.93
Antonio Cassano,AC Milan,36,"AM(CL),FW",9(8),923,4,6,-,1,1.3,77,0.1,1,6.93
Sergio Pellissier,Chievo,40,FW,35,3058,11,4,1,-,2.7,70.3,0.9,4,6.92
Manuel Pasqual,Fiorentina,37,"D(L),M(L)",33(1),2997,1,1,7,-,0.4,81.3,0.6,2,6.92
Alessandro Matri,Juventus,34,FW,15(1),1256,9,1,-,-,1.8,65.9,1.1,3,6.92
Rafinha,Genoa,33,"D(CLR),M(R)",28(6),2613,2,1,7,1,0.7,82.9,0.2,-,6.91
Michele Canini,Cagliari,34,D(C),36,3240,2,-,6,-,0.3,76.3,0.7,-,6.91
Alessandro Parisi,Bari,42,D(CL),27,2281,2,1,8,1,1.4,80.3,0.7,2,6.91
Walter Gargano,Napoli,34,DMC,29(7),2619,-,4,8,-,0.9,82.5,0.4,1,6.91
Alessandro Del Piero,Juventus,44,"AM(CL),FW",19(14),1825,8,2,-,-,2.7,78.2,0.2,2,6.91
Alessandro Lucarelli,Parma,41,D(C),32,2880,1,-,10,1,0.2,77.7,0.7,-,6.90
Nicola Belmonte,Bari,32,M(R),25(1),2138,-,-,4,-,0.5,81.6,0.8,1,6.90
Juan Camilo Zuñiga,Napoli,33,"D(LR),M(L)",15(12),1542,2,2,2,-,1.1,86.1,0.3,2,6.90
Reto Ziegler,Sampdoria,33,"D(CL),M(L)",32(2),2922,1,1,4,-,0.9,85.1,0.6,1,6.90
Luca Antonini,AC Milan,36,"D(CL),M(L)",18(4),1623,-,2,2,-,0.3,86.3,0.5,1,6.90
Nicolás Córdova,Brescia,40,"D(C),DMC",17(4),1465,2,2,2,-,1.8,81.3,0.2,-,6.90
Omar Milanetto,Genoa,43,"D(C),DMC",28(3),2448,2,3,9,-,0.7,83.6,0.2,-,6.90
Paulo Barreto,Bari,33,FW,13,992,4,1,-,-,1.5,78.8,0.1,1,6.90
Christian Terlizzi,Catania,39,D(C),9(3),942,2,-,2,-,0.5,81.7,1.2,1,6.89
Jean-François Gillet,Bari,40,GK,36,3240,-,-,1,-,-,59.4,-,1,6.89
Marco Biagianti,Catania,35,M(C),15,1287,-,-,2,-,0.5,80.3,0.9,-,6.89
Francesco Valiani,Parma,38,M(C),31(4),2791,-,4,10,-,0.9,75.2,0.7,-,6.89
Cicinho,Roma,39,D(R),3(3),353,-,1,2,-,0.5,86.7,-,-,6.89
Adrian Mutu,Fiorentina,40,FW,18(2),1526,4,1,4,-,3.2,80.4,0.9,1,6.88
Massimo Paci,Parma,41,D(C),18(1),1557,-,-,6,2,0.3,84.2,1.6,3,6.88
Ronaldinho,AC Milan,39,AM(C),7(4),606,-,3,-,-,1.5,81.9,-,1,6.88
Stefano Lucchini,Sampdoria,38,D(C),26,2081,-,-,6,1,0.4,75.7,1.2,2,6.87
Andrea Mantovani,Chievo,35,D(C),31,2757,-,1,9,-,0.5,72.3,1,-,6.87
Nicolas Burdisso,Roma,38,D(C),28,2415,2,-,7,3,0.3,81.5,1.5,1,6.87
Fabrizio Cacciatore,Sampdoria,32,D(LR),5,392,-,1,1,-,-,82.4,-,-,6.87
Marco Borriello,Roma,37,FW,25(9),2289,11,3,2,-,2.6,82.6,1,3,6.87
Dorin Goian,Palermo,38,D(C),12(4),1152,1,-,5,-,0.1,81.5,0.9,1,6.87
Stefan Radu,Lazio,32,D(CL),26,2267,-,-,5,1,0.2,80.9,0.6,-,6.86
Luciano Zauri,Sampdoria,41,D(CLR),26(1),2277,-,1,2,-,-,76.1,0.2,-,6.86
Gaby Mudingayi,Bologna,37,M(C),32,2693,1,1,9,1,0.8,84.1,0.5,-,6.86
Emanuele Giaccherini,Cesena,34,M(CLR),34(2),2910,7,4,5,1,2.2,81.5,0.1,1,6.86
Emilson Cribari,Napoli,39,"D(L),M(L)",6(3),617,-,-,-,-,0.2,83.1,1.1,-,6.86
Emiliano Viviano,Bologna,33,GK,38,3406,-,-,2,-,-,49.9,-,1,6.86
Davide Mandelli,Chievo,42,"D(CL),DMC",16(4),1570,2,-,6,-,0.3,72.2,1.6,-,6.85
Marco Motta,Juventus,33,"D(R),M(R)",19(3),1522,-,1,8,1,0.3,76.5,0.7,-,6.85
Alessio Cerci,Fiorentina,31,"M(R),FW",17(7),1380,7,3,1,-,1.9,72.9,0.3,1,6.85
Marco Di Vaio,Bologna,42,FW,38,3415,19,2,3,-,3.5,75.4,0.4,3,6.85
Michele Arcari,Brescia,41,GK,22,1980,-,1,3,-,-,55.2,-,-,6.85
Pablo Ledesma,Catania,35,M(C),25(7),2258,2,1,4,1,0.7,82.8,0.8,-,6.84
Nenê,Cagliari,35,FW,18(9),1636,6,-,6,-,1.9,72.1,1.8,3,6.84
Steve Von Bergen,Cesena,36,D(C),34,3043,-,1,3,2,-,85.1,0.6,-,6.84
Adrián Ricchiuti,Catania,41,"D(C),M(C),FW",19(12),1800,1,3,-,-,1.2,81.2,0.3,3,6.84
Guillermo Giacomazzi,Lecce,41,"D(C),M(C)",30(2),2597,3,4,5,3,0.7,77.6,1.2,-,6.84
Artur Boruc,Fiorentina,39,GK,26,2340,-,-,3,-,-,48.8,-,1,6.84
Ezequiel Carboni,Catania,40,"D(C),DMC",24(4),2027,-,-,3,-,0.6,87,0.4,-,6.84
Frederik Sörensen,Juventus,27,D(CR),12(5),1138,-,1,2,-,0.1,78.2,0.3,1,6.83
Fabio Simplicio,Roma,39,"D(C),M(C),FW",18(6),1618,4,1,2,-,1,86.6,0.3,-,6.83
Víctor Ruiz,Napoli,30,D(C),6,540,-,-,2,-,-,82.5,0.7,-,6.83
Matuzalém,Lazio,39,M(C),18(4),1707,-,-,4,-,0.7,91.7,0.6,-,6.83
Alejandro Gómez,Catania,31,"M(CL),FW",30(6),2567,4,4,3,-,2.1,79.6,0.1,3,6.83
Antonio Rosati,Lecce,36,GK,37(1),3366,-,-,3,-,-,39.6,-,3,6.83
Fernando Tissone,Sampdoria,32,M(C),20(2),1556,1,1,3,1,1.1,80,0.4,-,6.83
Giampiero Pinzi,Udinese,38,M(C),30(4),2738,1,5,9,1,0.8,83.8,0.5,-,6.83
Maurizio Domizzi,Udinese,39,D(C),28(2),2407,2,-,8,1,0.7,76.2,0.4,-,6.83
Marco Donadel,Fiorentina,36,M(C),26(3),2187,1,-,10,-,0.8,80.6,0.5,1,6.83
Ezequiel Muñoz,Palermo,28,D(C),32(2),2881,-,-,9,-,0.7,82.9,1.2,-,6.82
Fernando Marqués,Parma,34,M(CL),12(1),1102,-,1,1,-,1.2,76.7,0.3,-,6.82
Francesco Antonioli,Cesena,49,GK,37,3330,-,-,-,-,-,47.7,-,2,6.81
Daniele Portanova,Bologna,40,D(C),33,2945,1,1,6,-,0.6,80.4,1.1,-,6.81
Antonio Nocerino,Palermo,34,M(C),38,3393,4,4,1,-,1.3,84.5,0.1,-,6.81
Fernando Muslera,Lazio,33,GK,36,3240,-,-,-,-,-,57,-,-,6.81
Rolf Feltscher,Parma,28,D(R),2(1),193,-,-,-,-,-,73.1,2,-,6.81
Sergio Floccari,Lazio,37,FW,25(5),2191,8,-,-,-,1.9,79.3,1.1,-,6.81
Luis Pedro Cavanda,Lazio,28,"D(LR),M(R)",2(1),210,-,-,1,-,0.3,85.5,-,-,6.80
Walter Samuel,Inter,41,D(C),8(2),659,-,-,-,-,0.2,84.1,0.7,1,6.80
Michele Marcolini,Chievo,43,AM(C),14(12),1309,2,1,5,-,1,76.8,0.4,-,6.79
Alberto Gilardino,Fiorentina,36,FW,35,3043,12,3,3,-,2,78.3,0.9,1,6.79
Nicolás Spolli,Catania,36,D(C),23(2),2027,-,-,6,-,0.4,85.8,0.9,-,6.79
Alessandro Matri,Cagliari,34,FW,19(3),1687,11,-,3,-,2.3,67.7,0.8,3,6.79
Fabio Caserta,Cesena,40,"D(C),DMC",19(6),1619,1,2,6,-,1.4,79.3,0.5,-,6.79
Hassan Yebda,Napoli,35,M(C),15(14),1595,-,-,3,-,1.1,86.5,1.3,-,6.78
Per Kroldrup,Fiorentina,39,D(C),17(2),1538,-,-,5,2,0.3,84.3,1.2,-,6.78
Simone Pepe,Juventus,35,M(C),22(8),2009,4,1,9,-,1.5,79.7,0.3,-,6.78
Emanuele Belardi,Udinese,41,Goalkeeper,3,270,-,-,-,-,-,57.1,-,-,6.78
Mathieu Flamini,AC Milan,35,M(C),14(8),1414,2,-,3,-,1.3,87.1,0.4,-,6.78
Davide Biondini,Cagliari,36,M(C),35(2),3151,1,3,5,-,0.9,75.1,0.9,-,6.78
Leonardo Bonucci,Juventus,32,D(C),32(2),2884,-,-,7,1,0.6,79.3,0.9,-,6.78
Stefano Guberti,Sampdoria,34,"AM(CL),FW",29(7),2343,5,2,3,-,1.4,74.2,0.1,2,6.77
Cristian Brocchi,Lazio,43,"D(C),M(C)",25(6),2307,-,1,8,-,0.7,84.8,0.1,-,6.77
Massimo Donati,Bari,38,"D(C),DMC",23(8),2211,1,1,7,1,0.7,81.3,1,-,6.77
Gaetano Berardi,Brescia,30,D(CLR),24(3),2088,-,-,7,-,0.3,80.7,0.5,-,6.77
Sokratis,AC Milan,31,D(CR),3(2),343,-,-,1,-,0.6,92.8,0.8,-,6.77
Michele Rinaldi,Bari,32,Defender,2(4),364,-,-,2,-,0.2,89.6,0.7,-,6.77
Salvatore Sirigu,Palermo,32,GK,37,3330,-,-,3,-,-,52.4,-,1,6.76
Marco Zambelli,Brescia,33,D(R),25(3),2111,-,2,1,-,0.3,82.5,0.6,1,6.76
Jeda,Lecce,40,"AM(C),FW",22(3),1684,4,2,4,-,1.2,73.9,2.2,-,6.76
Gianluca Curci,Sampdoria,33,GK,35,3139,-,-,2,-,-,43.8,-,-,6.76
