Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Lionel Messi,Barcelona,32,"AM(CR),FW",30(5),2841,10,1.9,44.3,85.7,0.6,1.3,0.7,8.67
Cristiano Ronaldo,Real Madrid,34,"M(L),FW",28(1),2490,7,2.6,38.6,79.7,0.6,0.5,0.2,8.54
Gonzalo Higuaín,Real Madrid,31,FW,28(4),2401,5,1.6,24.1,81.5,0.3,0.9,0.3,7.90
Dani Alves,Barcelona,36,"D(R),M(CR)",28(1),2505,10,1.9,64.7,85.1,1.6,3.2,0.3,7.85
Ruud van Nistelrooy,Real Madrid,43,"AM(L),FW",0(1),11,1,2,3,66.7,-,-,-,7.81
Javi Martínez,Athletic Bilbao,30,"D(C),M(C)",34,3003,1,0.6,32.5,75.6,0.1,2.1,0.1,7.71
Sergio Ramos,Real Madrid,33,D(CR),33,2902,5,0.8,53,85.3,0.6,4.7,0.1,7.71
Marcelo,Real Madrid,31,D(L),34(1),3001,9,1.5,44.5,81,0.7,2,0.2,7.68
Xavi,Barcelona,39,DMC,31(3),2805,13,3.2,83.9,90.4,1.7,6,1,7.67
Juan Cala,Sevilla,29,D(C),5,450,-,0.2,52.2,76.6,0.6,3.8,-,7.66
Chema,Xerez,39,Goalkeeper,3,270,-,-,29.7,43.8,-,10,-,7.65
Antonio Luna,Sevilla,28,"D(L),M(L)",1,90,-,-,28,64.3,-,2,-,7.62
Armando,Athletic Bilbao,48,Goalkeeper,1,90,-,-,30,60,-,13,-,7.61
Xabi Alonso,Real Madrid,37,M(C),34,3010,5,1.9,73.7,85.6,0.7,7.6,0.2,7.58
Duda,Malaga,39,M(CLR),33(1),2917,7,2.5,30.3,63.8,1.9,2.1,0.1,7.56
David Villa,Valencia,37,"AM(L),FW",31(1),2711,3,1.2,19,67.3,0.2,0.7,0.1,7.51
Zlatan Ibrahimovic,Barcelona,37,FW,23(6),2037,7,1.2,25.1,73.7,0.2,0.7,0.3,7.48
Pepe,Real Madrid,36,D(C),10,856,-,0.3,41.4,80.7,-,4.6,-,7.47
Luís Fabiano,Sevilla,38,FW,18(5),1645,3,0.8,15.8,69.4,0.1,0.4,0.3,7.45
Pedro León,Getafe,32,M(LR),33(2),2776,9,2.3,30.2,75.9,2.3,0.9,0.1,7.44
Kaká,Real Madrid,37,"M(CL),FW",21(4),1829,5,2.6,39.6,85.8,0.6,2,0.5,7.43
Eric Abidal,Barcelona,39,D(C),15(2),1407,4,0.6,52.2,83.2,0.5,1.8,0.1,7.42
Gonzalo Castro,Mallorca,34,"AM(LR),FW",32(3),2868,8,1.1,25.1,74.7,1,1.5,0.1,7.42
Filipe Luís,Deportivo La Coruna,33,D(L),20(1),1786,1,1.1,34.6,78.8,0.8,2.3,-,7.38
Fernando Llorente,Athletic Bilbao,34,FW,35(2),2870,5,1.3,25.8,61.1,0.2,0.6,0.1,7.34
Christian Fernández,Racing Santander,33,D(L),28(1),2507,-,0.3,31.7,68.4,0.3,2.4,-,7.34
David Silva,Valencia,33,M(CLR),28(2),2424,7,2,40.6,81.7,0.6,1.2,0.6,7.34
Andrés Iniesta,Barcelona,35,M(CL),20(9),1928,5,1.4,49.5,88.4,0.4,3.6,0.5,7.33
Borja Valero,Mallorca,34,M(CL),32(1),2881,8,1.8,38.7,77.3,1.2,3,0.3,7.32
Esteban Granero,Real Madrid,31,M(CLR),21(10),1867,5,1.8,35.3,84.6,1.5,1.6,0.2,7.30
Xabier Etxeita,Athletic Bilbao,31,D(C),1(2),199,-,-,19.7,62.7,-,1.7,-,7.30
Jordi Alba,Valencia,30,D(L),12(3),1125,-,0.9,38.8,83.7,0.7,0.6,0.1,7.29
César,Valencia,47,GK,30,2700,-,-,31.4,56.8,-,9.5,-,7.28
Yaya Touré,Barcelona,36,M(C),18(5),1493,4,0.7,58,91.1,0.1,5.9,-,7.28
Diego Perotti,Sevilla,30,"M(CLR),FW",22(6),1834,3,1.8,27.8,81.4,2.2,0.6,0.1,7.27
Jirí Jarosik,Real Zaragoza,41,D(C),20,1800,1,0.3,32.9,81.7,-,2.1,-,7.27
Carles Puyol,Barcelona,41,D(C),31(1),2720,2,0.1,51.7,91.6,0.2,3.5,-,7.27
Álvaro Arbeloa,Real Madrid,36,D(LR),30,2649,2,1.1,47.7,87.3,0.5,1.3,0.1,7.27
Aritz Aduriz,Mallorca,38,FW,33(1),2798,4,1.1,21.2,67.2,0.1,0.2,0.2,7.26
Julio Álvarez,Mallorca,38,M(CR),21(5),1741,5,2.2,26.8,80.5,2,1.5,0.2,7.26
Maxwell,Barcelona,37,D(L),25,2167,4,0.4,51.6,87.5,0.2,1.6,0.1,7.26
Sergio Agüero,Atletico Madrid,31,"AM(CL),FW",24(7),2205,4,1.2,16.9,77.3,0.1,0.5,0.3,7.25
Seydou Keita,Barcelona,39,M(C),23(6),2089,2,0.5,45.3,87.9,0.1,1.6,0.1,7.25
Ivica Dragutinovic,Sevilla,43,"D(C),DMC",20,1793,1,0.6,37.7,79.9,0.5,3.9,0.1,7.23
Diego Godín,Villarreal,33,D(C),36,3184,2,0.2,32.2,71.8,0.1,2.5,-,7.23
Rafa,Getafe,34,D(CL),27,2430,-,0.3,39.8,84.5,-,3,-,7.22
Hernán Pellerano,Almeria,35,D(C),17(2),1545,-,0.1,33.4,78.1,-,3.3,-,7.22
Dídac Vilá,Espanyol,30,D(L),11,990,-,0.2,33.6,64.1,0.4,2.1,0.1,7.22
Roberto Jiménez,Real Zaragoza,33,GK,15,1350,-,-,25.9,40.5,-,8.1,-,7.22
Federico Fazio,Sevilla,32,D(C),10,826,-,0.1,27.5,76,0.1,2.5,-,7.21
Jesús Navas,Sevilla,33,"D(R),M(R)",32(2),2830,9,1.6,31.9,78.1,1.5,1.1,0.4,7.21
Christoph Metzelder,Real Madrid,38,DMC,2,180,-,-,29.5,86.4,0.5,-,-,7.21
Nunes,Mallorca,42,D(C),34,3053,1,0.1,18.9,75.3,-,2.1,-,7.20
Éver Banega,Valencia,31,M(C),33(3),2824,8,0.8,52.7,83.6,0.2,4.4,0.2,7.20
Diego Forlán,Atletico Madrid,40,FW,30(3),2577,6,1.2,23.4,68.1,0.3,0.9,0.3,7.20
Diego Alves,Almeria,34,GK,37,3304,-,0.1,26.3,60,-,10.6,-,7.19
Rafael van der Vaart,Real Madrid,36,M(C),16(10),1216,7,1.8,25.3,85.8,0.7,1.2,0.3,7.19
Sergio Busquets,Barcelona,30,DMC,26(7),2325,2,0.5,59,89.5,0.1,3.5,0.1,7.19
Rubén González,Mallorca,37,D(C),16(3),1533,-,-,20.4,69.3,-,1.6,-,7.19
Ezequiel Garay,Real Madrid,32,D(C),19(1),1686,2,0.3,48.6,86.1,0.1,5.8,0.1,7.18
Roberto Soldado,Getafe,34,FW,25(1),2269,2,1,21.3,71.4,0.1,0.7,0.2,7.18
Pedro,Barcelona,31,M(CLR),22(12),2124,3,1,28.3,86.6,0.5,0.8,0.2,7.18
Gaizka Toquero,Athletic Bilbao,34,"AM(R),FW",26(5),2222,4,1.1,15.6,56.5,0.8,0.2,-,7.17
Roberto Fernández,Osasuna,40,GK,2,180,-,-,30,41.7,-,11.5,-,7.17
Iván Ramis,Mallorca,34,D(C),26,2245,-,0.3,26.1,75.8,-,4.3,-,7.16
Guti,Real Madrid,42,AM(C),10(16),1243,9,1.8,43.4,86.1,0.3,3.7,0.7,7.16
Walter Pandiani,Osasuna,43,"AM(L),FW",28(1),2419,1,1,33,62,0.1,2.2,0.3,7.16
Pablo Sicilia,Tenerife,37,"D(C),DMC",33(1),3003,2,0.5,30.6,70.2,0.2,1.9,0.1,7.15
Javi Márquez,Espanyol,33,M(C),12(3),1136,1,1.1,38.5,78.5,0.3,4.1,0.3,7.14
Héctor Sánchez Cabrera,Tenerife,34,D(C),11,955,1,0.4,26.2,60.4,0.3,2.5,-,7.14
Sergio Sánchez,Sevilla,33,D(CR),6(1),558,1,0.7,37.7,76.9,-,3.9,0.1,7.14
Weligton,Malaga,39,D(C),20(1),1753,-,0.1,25.5,74.8,-,3.5,-,7.13
Felipe Mattioni,Mallorca,30,D(R),14(6),1337,-,0.5,24.1,77.1,0.4,1.3,0.1,7.13
Fernando Gago,Real Madrid,33,M(C),14(4),1181,2,0.7,50,85.2,0.1,2.9,0.3,7.13
Leonardo Ponzio,Real Zaragoza,37,M(C),34,3006,1,0.4,41.8,70.1,0.2,3.7,0.1,7.13
Ion Vélez,Athletic Bilbao,34,Forward,1(1),113,-,1,10,80,-,-,-,7.13
Adriano,Sevilla,34,"D(CLR),M(L)",23(4),2078,5,1,35,71.6,1.1,2.4,-,7.13
José Antonio Culebras,Tenerife,40,D(L),16(2),1413,-,0.1,21.1,67.9,-,1.6,-,7.13
Gerard Piqué,Barcelona,32,D(C),29(3),2485,-,0.2,59,86.9,-,6.4,-,7.12
Enrique Corrales,Mallorca,37,D(L),5(2),516,2,0.6,26.7,74.3,0.7,2.6,-,7.12
Tiago,Atletico Madrid,38,M(C),16(2),1452,-,0.9,49.7,80.7,0.2,3.6,0.1,7.11
Gonzalo Colsa,Racing Santander,40,"D(C),M(CR)",28(2),2537,1,0.4,42.6,77.6,0.1,3.8,0.1,7.11
Frederic Kanoute,Sevilla,41,"AM(CL),FW",20(7),1790,2,0.7,28.8,70,0.1,0.5,0.1,7.11
Diego Castro,Sporting Gijon,36,M(CLR),31(4),2763,2,1.7,29.8,75.2,0.6,1.7,0.3,7.11
Bruno Soriano,Villarreal,35,M(C),31(2),2799,3,0.8,53.5,84.5,-,2.7,0.1,7.11
Guilherme Santos,Almeria,31,D(C),11(4),1009,-,0.5,25.3,78.2,0.5,1.9,0.1,7.10
Jeremy Mathieu,Valencia,35,D(CL),14(3),1234,2,0.9,31.2,70.4,0.9,0.6,0.1,7.10
Thiago Alcántara,Barcelona,28,M(C),0(1),13,-,1,6,83.3,-,-,-,7.09
Ricardo León,Tenerife,36,"D(C),M(CR)",29,2525,1,1,52.7,76,0.3,4,0.1,7.09
Marcos Senna,Villarreal,42,"D(C),DMC,M(R)",26(4),2203,2,1.1,45.4,80.1,0.6,4.1,0.2,7.09
Henrique,Racing Santander,32,D(CR),21(1),1921,-,-,25.1,76.8,-,2.6,-,7.09
Alberto Lora,Sporting Gijon,32,D(R),31(1),2751,4,0.8,32,66.9,0.6,2.3,0.1,7.08
Renato,Sevilla,40,M(C),30(3),2608,3,1.5,41.3,80.5,0.8,3.9,0.2,7.08
Giuseppe Rossi,Villarreal,32,FW,27(7),2333,3,1.1,19.5,80.6,0.3,0.6,0.2,7.07
Pablo Hernández,Valencia,34,M(CLR),25(8),2180,6,1.6,32.9,75.8,1.2,1.4,0.3,7.07
Ustaritz,Athletic Bilbao,36,"D(CL),DMC",15,1253,-,0.3,23.5,66.9,0.1,1.4,-,7.07
