Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Neymar,Paris Saint-Germain,27,"AM(CLR),FW",20,1788,13,3.5,66.8,79.6,1.1,2.1,1.1,8.95
Florian Thauvin,Marseille,26,"AM(CLR),FW",35,2966,11,2.2,45.8,78.2,1.2,1.5,0.3,7.94
Nabil Fekir,Lyon,25,"AM(CR),FW",28(2),2481,8,2,37.9,85.3,1.3,1,0.1,7.86
Adama Traoré II,Monaco,24,AM(C),2(1),189,-,0.3,24,84.7,-,1,0.3,7.77
Edinson Cavani,Paris Saint-Germain,32,"AM(LR),FW",30(2),2589,6,1.2,15.9,80.2,-,0.4,0.2,7.69
Jean-Christophe Bouet,Amiens,35,Goalkeeper,1,90,-,-,26,42.3,-,8,-,7.69
Kylian Mbappé,Paris Saint-Germain,20,"AM(LR),FW",24(3),2097,8,1.9,24.7,83.1,0.4,0.3,0.3,7.54
Dimitri Payet,Marseille,32,M(CLR),28(3),2358,13,3.9,45.3,80.6,2.5,3,0.6,7.54
Mathieu Debuchy,Saint-Etienne,33,D(CR),15,1316,-,0.9,37.9,74.5,0.9,1.3,-,7.53
Fabinho,Monaco,25,"D(R),DMC",34,3060,3,1.1,58.2,86.3,0.1,4.7,0.1,7.51
Kylian Mbappé,Monaco,20,"AM(LR),FW",1,75,-,-,27,70.4,-,1,-,7.51
Malcom,Bordeaux,22,AM(CLR),32(3),2867,7,2.5,38.6,82.1,1.5,1.8,0.1,7.46
Dani Alves,Paris Saint-Germain,36,"D(R),M(CR)",23(2),2063,7,1.9,72,87.8,1.2,4.2,0.3,7.45
Bertrand Traoré,Lyon,23,"AM(R),FW",27(4),2292,4,0.8,32.2,82.7,0.1,1.2,0.1,7.43
Tanguy NDombele,Amiens,22,DMC,3,237,-,1.3,36.7,78.2,-,1.7,0.3,7.43
Houssem Aouar,Lyon,21,M(CL),27(5),2438,5,1.2,48.5,85.6,-,1.4,0.2,7.41
Memphis Depay,Lyon,25,"AM(CL),FW",28(8),2564,13,2.1,31,79.7,1.3,0.9,0.1,7.40
David Alcibiade,Nantes,27,Defender,2(1),207,1,0.7,23.7,73.2,0.3,2,0.3,7.38
Ángel Di María,Paris Saint-Germain,31,"M(CLR),FW",26(4),2122,6,1.7,35.9,79.4,1.1,1.9,0.2,7.37
Enock Kwateng,Nantes,22,"D(R),M(R)",1,90,-,-,33,63.6,-,1,-,7.35
Rémy Cabella,Saint-Etienne,29,"M(CLR),FW",25(1),2261,6,1.9,56.7,82.3,0.6,2.1,0.2,7.34
Seydou Sy,Monaco,23,GK,2(1),256,-,-,26.3,60.8,-,8,-,7.34
Jorge,Monaco,23,D(L),22,1922,2,0.6,34,77.8,0.6,1.5,-,7.32
Naim Sliti,Dijon,26,AM(CL),26(5),2297,6,1.9,25.6,73.1,1.1,1.2,0.1,7.31
Jessy Moulin,Saint-Etienne,33,GK,3(1),304,-,-,31.3,52.8,-,8.8,-,7.30
Marco Verratti,Paris Saint-Germain,26,DMC,20(2),1724,3,1.3,92.7,91.2,0.1,4.9,0.5,7.28
Benjamin André,Rennes,28,"D(R),M(CLR)",34,3016,3,1,54.6,79,0.1,2.2,-,7.26
Tanguy NDombele,Lyon,22,DMC,28(4),2364,6,1.4,47.3,89.4,0.1,1.4,0.2,7.25
Mario Balotelli,Nice,28,FW,26(2),2279,1,1.2,27.4,76.5,0.1,1.9,0.2,7.24
Júlio Tavares,Dijon,30,"AM(LR),FW",23(3),2056,2,1,20.1,60.3,0.1,0.1,-,7.22
Luiz Gustavo,Marseille,31,"D(C),M(C)",34,3023,1,0.4,57.1,89.9,0.1,3.3,-,7.22
Maxime Poundjé,Bordeaux,26,D(L),19,1704,1,0.8,35.2,78.6,0.7,1.4,0.1,7.21
Nordi Mukiele,Montpellier,21,"D(CR),M(R)",31(2),2791,1,1.1,45.5,78.7,0.7,3,0.1,7.20
Marcelo,Lyon,32,D(C),35,3107,1,0.2,63.7,87.6,-,5.9,-,7.18
Dimitri Lienard,Strasbourg,31,M(CL),29(4),2606,5,1.8,41.6,79.9,2.3,4.2,-,7.17
Yuri,Paris Saint-Germain,29,"D(L),M(L)",19(3),1714,4,0.7,45.7,89.4,0.4,0.8,-,7.16
Benjamin Bourigeaud,Rennes,25,M(CLR),35(2),3106,7,2.6,39.8,80.2,2.4,2.3,-,7.16
Clément Grenier,Guingamp,28,M(CL),14(1),1211,4,2.3,44.7,74.6,1.4,2.5,0.1,7.16
Radamel Falcao,Monaco,33,FW,25(1),2140,4,0.6,21.2,78.8,0.1,0.2,-,7.15
Mariano,Lyon,25,FW,30(4),2518,4,0.9,13.8,72.3,-,0.1,0.1,7.15
Allan Saint-Maximin,Nice,22,"AM(CLR),FW",26(4),2265,7,1.5,27.8,78.5,0.5,0.9,-,7.15
Jordan Amavi,Marseille,25,"D(L),M(L)",24(3),2192,6,0.8,40.7,83.6,0.4,1.8,0.1,7.15
Djibril Sidibe,Monaco,26,"D(LR),M(R)",25(2),2157,7,1.2,51,85.3,0.4,1.5,0.1,7.14
Anthony Walongwa,Nantes,25,D(C),1,90,-,-,19,68.4,-,1,-,7.14
Alassane Pléa,Nice,26,"AM(LR),FW",34(1),3042,5,0.9,29.1,79.6,-,1,0.1,7.14
Frederic Guilbert,Caen,24,"D(CLR),M(R)",36,3240,2,0.4,29.5,74.9,0.7,1.9,-,7.13
Mathieu Dossevi,Metz,31,"M(CR),FW",30,2516,11,2.9,28.7,78.4,2.6,1.1,-,7.13
Ellyes Skhiri,Montpellier,24,DMC,35,3052,1,0.9,44.8,86.2,-,3.5,-,7.13
Max-Alain Gradel,Toulouse,31,"M(LR),FW",27(2),2418,1,1.6,26.2,66.3,1.7,1.2,-,7.13
Gaël Kakuta,Amiens,28,M(CLR),36,3092,6,1.8,33.9,69.2,1.2,1.3,0.1,7.12
Layvin Kurzawa,Paris Saint-Germain,26,"D(L),M(L)",19(1),1707,1,0.6,46.3,86.4,0.3,0.4,0.1,7.12
Léo Dubois,Nantes,24,D(LR),34,3025,4,1.7,40.4,75.4,1.8,2.9,-,7.12
Kamil Glik,Monaco,31,D(C),36,3240,3,0.2,46.7,81.1,-,4.2,-,7.12
Hamari Traoré,Rennes,27,"D(R),M(R)",30,2640,1,0.6,45.5,79.5,0.4,2.6,-,7.12
Kevin Malcuit,Lille,27,"D(R),M(R)",21(2),1817,6,1.1,42.5,81,0.9,1.6,-,7.11
Youssouf Sabaly,Bordeaux,26,D(LR),35,3094,5,1,44.5,82.3,0.9,1.7,0.1,7.11
