Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
James Rodríguez,Bayern Munich,27,AM(CLR),19(4),1627,11,2.8,62.3,90,1.8,5,0.2,7.63
Daniel Caligiuri,Schalke 04,31,"D(R),M(LR),FW",32(1),2918,10,1.5,38.5,71.9,1.2,2.2,-,7.57
Robert Lewandowski,Bayern Munich,30,FW,24(6),2169,2,0.7,19.8,79.5,-,0.5,-,7.49
Arturo Vidal,Bayern Munich,32,M(C),17(5),1461,2,1.2,52.8,88.5,-,4.4,-,7.49
Niklas Dorsch,Bayern Munich,21,DMC,1,90,-,1,39,79.5,-,1,-,7.45
Ignacio Camacho,Wolfsburg,29,"D(C),M(C)",11,953,-,0.4,47.8,76,-,3.5,0.1,7.42
Naldo,Schalke 04,36,D(C),34,3060,2,0.4,49.9,85.7,-,3.6,-,7.42
Serge Gnabry,Hoffenheim,23,"AM(CLR),FW",20(2),1507,5,1.2,22,77.4,0.3,0.5,0.2,7.41
Alexander Hack,Mainz 05,25,D(C),14(1),1288,-,0.3,43.3,76.6,0.1,3.9,-,7.41
Marco Reus,Borussia Dortmund,30,"M(CLR),FW",11,935,-,1.6,31.6,80.2,1.1,0.8,0.1,7.39
Thiago Alcántara,Bayern Munich,28,M(C),12(7),1243,2,1.5,67.7,91.5,0.1,5.8,-,7.36
Salif Sané,Hannover 96,28,"D(C),DMC",32,2880,1,0.3,56,81,-,4.2,-,7.34
Leon Bailey,Bayer Leverkusen,21,M(LR),25(5),2223,6,2,28.2,75,2.3,1.6,-,7.32
Arjen Robben,Bayern Munich,35,"M(CLR),FW",19(2),1518,5,1.6,36.4,85,1,1.5,-,7.31
Thomas Müller,Bayern Munich,29,"M(CLR),FW",22(7),1966,14,2,32,76.9,0.9,1.1,-,7.28
Mats Hummels,Bayern Munich,30,D(C),25(1),2213,1,0.3,77.7,87.3,0.1,5.8,-,7.27
Pierre-Emerick Aubameyang,Borussia Dortmund,30,"M(LR),FW",16,1417,3,1,19.7,76.5,0.3,0.2,-,7.25
Naby Keita,RasenBallsport Leipzig,24,M(C),23(4),1962,5,1.4,44.8,81.4,0.3,1.2,0.3,7.24
Lars Stindl,Borussia M.Gladbach,30,"M(CR),FW",31,2731,3,1.7,51.1,82.7,0.3,2,0.1,7.23
Joshua Kimmich,Bayern Munich,24,"D(CR),DMC",26(3),2334,10,1.8,61.8,90.3,2.1,5.1,-,7.23
Sandro Wagner,Hoffenheim,31,FW,10(1),872,2,1.6,24,68.6,-,0.5,0.1,7.21
Benjamin Hübner,Hoffenheim,29,D(C),27,2319,2,0.4,53.8,83.7,0.1,3.1,-,7.20
Kingsley Coman,Bayern Munich,23,"AM(LR),FW",10(11),1149,3,1,26,85.9,0.5,0.8,-,7.20
Lars Bender,Bayer Leverkusen,30,"D(R),M(C)",20(1),1603,4,0.9,39.6,78.6,0.3,1.8,-,7.20
Lukasz Piszczek,Borussia Dortmund,34,"D(CR),M(R)",24,2140,3,0.7,54.5,81.3,0.5,1.7,-,7.19
Marc Bartra,Borussia Dortmund,28,D(CR),9(3),806,1,0.4,54.5,79.5,0.2,2.3,-,7.16
Mario Gomez,VfB Stuttgart,33,FW,16,1389,1,0.9,21.8,63,0.2,0.4,-,7.15
Caiuby,Augsburg,30,"AM(CL),FW",32(1),2859,7,1,30,66.7,0.6,1.4,-,7.15
Jérôme Boateng,Bayern Munich,30,D(CR),19,1644,2,0.7,74.3,86.9,0.3,8.6,0.1,7.14
Maximilian Philipp,Borussia Dortmund,25,"AM(LR),FW",15(5),1209,1,0.8,14.7,73.1,0.2,0.3,0.1,7.13
Marcel Sabitzer,RasenBallsport Leipzig,25,"AM(CLR),FW",21(1),1793,5,1.5,37.1,73.6,0.9,1.5,0.1,7.13
Ridle Baku,Mainz 05,21,M(C),3,234,-,0.3,27,81.5,-,0.7,-,7.12
Thilo Kehrer,Schalke 04,22,"D(CR),M(R)",27(1),2365,-,0.4,42.6,83.4,-,2.8,-,7.12
Alfred Finnbogason,Augsburg,30,FW,22,1826,3,1.5,20,71.6,-,0.5,-,7.11
Thorgan Hazard,Borussia M.Gladbach,26,"AM(CLR),FW",33(1),2947,5,1.9,34.6,76.3,1.3,1,0.1,7.11
Nuri Sahin,Borussia Dortmund,30,M(C),14(4),1227,2,1.2,59.7,84.9,0.3,2.7,0.1,7.10
Javi Martínez,Bayern Munich,30,"D(C),M(C)",18(4),1612,2,0.5,53.8,88.3,0.1,3,0.1,7.10
Benjamin Pavard,VfB Stuttgart,23,D(CR),34,3060,-,0.3,54.8,83.7,-,3.2,-,7.10
Marcel Halstenberg,RasenBallsport Leipzig,27,"D(L),M(L)",14(1),1179,2,1,39.4,78.3,0.3,0.8,0.1,7.10
Bastian Oczipka,Schalke 04,30,"D(CL),M(L)",26(3),2320,1,2,34.6,76.3,2,1.3,-,7.09
Philipp Max,Augsburg,25,"D(L),M(L)",33,2960,12,2.4,31.8,70,3.2,2.2,-,7.09
Tom Starke,Bayern Munich,38,GK,2,180,-,-,24,62.5,-,2.5,-,7.09
Ihlas Bebou,Hannover 96,25,"AM(CLR),FW",20(10),2142,2,1.4,19.4,74.7,0.3,0.7,-,7.08
Omar Mascarell,Eintracht Frankfurt,26,DMC,8(1),770,-,0.8,53.4,83.2,0.2,4.3,0.1,7.08
Raffael,Borussia M.Gladbach,34,"AM(CL),FW",23(4),2083,2,1.3,29,83.5,0.2,1.1,-,7.08
Juan Bernat,Bayern Munich,26,"D(L),M(CL)",11,892,2,1,43.7,92.5,0.5,1.5,-,7.08
Michael Gregoritsch,Augsburg,25,"AM(CR),FW",30(2),2535,2,0.7,23.4,68.4,0.1,1.1,-,7.07
Lars Lukas Mai,Bayern Munich,19,Defender,2,180,-,-,56,90.2,-,2,-,7.07
Niclas Füllkrug,Hannover 96,26,FW,26(8),2389,3,1.1,22,62.9,0.1,0.6,-,7.06
Douglas Santos,Hamburger SV,25,"D(L),M(L)",26(1),2378,1,0.8,40.3,71.9,0.8,2.9,-,7.06
Thomas Delaney,Werder Bremen,27,DMC,31(1),2796,4,0.9,39,71.9,0.3,2.6,-,7.06
Dayot Upamecano,RasenBallsport Leipzig,20,D(C),25(3),2265,-,0.3,52.2,83.7,-,3.4,-,7.05
Pirmin Schwegler,Hannover 96,32,M(C),27(2),2330,6,1.6,42.6,78.9,1.7,1.1,-,7.04
Jean-Philippe Gbamin,Mainz 05,23,"D(CR),DMC",29(1),2591,3,0.4,39,78.6,-,3.1,-,7.04
Marius Wolf,Eintracht Frankfurt,24,"D(R),M(CLR)",27(1),2368,8,1.2,27.1,70.9,1,1.5,0.1,7.04
Willi Orban,RasenBallsport Leipzig,26,D(C),25(1),2127,-,0.3,52.5,83.4,-,2.8,-,7.04
Leon Goretzka,Schalke 04,24,M(CR),21(5),1983,2,0.7,32.7,79.8,0.3,1.6,-,7.03
Mark Uth,Hoffenheim,27,"AM(CR),FW",24(7),2177,8,0.9,17.2,75.3,0.3,0.7,0.1,7.03
Andrej Kramaric,Hoffenheim,28,"AM(CLR),FW",22(12),2222,6,1.5,23.1,80,1.4,1.1,0.1,7.02
Christian Pulisic,Borussia Dortmund,20,M(CLR),27(5),2313,5,0.9,24.8,79.4,0.6,0.6,-,7.02
Michy Batshuayi,Borussia Dortmund,25,FW,9(1),837,1,0.4,17.7,68.9,-,0.3,-,7.01
Alexander Meier,Eintracht Frankfurt,36,"M(C),FW",0(1),3,-,-,3,66.7,-,-,-,7.01
Ademola Lookman,RasenBallsport Leipzig,21,"AM(CLR),FW",7(4),576,3,1.5,19.8,76.6,0.3,0.4,0.1,7.01
Jonas Hector,FC Cologne,29,"D(L),DMC,M(L)",20,1761,2,1.1,47.8,81.8,0.5,1.7,-,7.00
