Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Didier Drogba,Chelsea,41,FW,31(1),2775,10,1.8,20,59.7,0.7,0.8,0.2,8.32
Cesc Fàbregas,Arsenal,32,"M(CL),FW",26(1),2194,13,3.5,66.1,79.3,1.1,4.2,1,8.25
Robin van Persie,Arsenal,35,"AM(C),FW",14(2),1256,7,2.6,27.4,79.7,0.9,0.6,0.8,8.07
Luís Boa Morte,West Ham,41,"AM(C),FW",1,64,-,1,21,81,-,1,-,8.01
Frank Lampard,Chelsea,41,M(C),36,3220,14,3.2,53.4,81,1.6,3.9,0.6,7.95
Wayne Rooney,Manchester United,33,"M(CLR),FW",32,2723,3,1.8,40.1,73.6,0.6,2.8,0.4,7.91
Mikel Arteta,Everton,37,M(C),11(2),1031,1,2.5,62.2,86.1,1.8,6.5,0.1,7.84
Rafael,Manchester United,28,"D(LR),M(R)",8,683,1,0.8,46,77.7,0.8,2,0.1,7.82
Abou Diaby,Arsenal,33,M(C),26(3),2322,3,1.2,53.3,83.1,0.1,1.4,0.3,7.76
James Collins,West Ham,35,D(C),3,270,-,-,32.3,78.4,-,2.3,-,7.73
Fernando Torres,Liverpool,35,FW,20(2),1718,3,1,17.2,69.4,0.2,0.3,0.1,7.65
Gareth Bale,Tottenham,29,"M(CLR),FW",18(5),1707,5,1.7,26.4,64.9,1.6,1.5,-,7.64
Florent Malouda,Chelsea,39,M(CL),26(7),2304,8,2.5,41.2,84.1,1.8,2.2,0.2,7.63
Richard Dunne,Manchester City,39,D(C),2,180,-,-,37,85.1,-,1.5,-,7.61
Glen Johnson,Liverpool,34,"D(CLR),M(R)",24(1),2141,3,1.4,45.4,81.6,1.1,2.5,0.1,7.61
Michael Essien,Chelsea,36,"D(R),DMC",13(1),1195,-,0.9,66.6,87.8,0.2,4.5,0.1,7.60
Nicolas Anelka,Chelsea,40,FW,31(2),2705,7,1.8,31.4,78.6,0.6,1,0.1,7.60
Nemanja Vidic,Manchester United,37,D(C),24,2107,-,0.1,50.4,83.2,-,3.8,-,7.59
Ciaran Clark,Aston Villa,29,D(CL),1,90,-,-,33,84.8,-,1,-,7.58
Michael Dawson,Tottenham,35,D(C),25(4),2334,-,0.3,36.9,73.3,0.1,6.6,-,7.58
Carlos Tevez,Manchester City,35,"AM(CL),FW",32(3),2871,7,1.5,31.9,81.7,0.2,2.3,0.4,7.57
Christopher Samba,Blackburn,35,D(C),30,2597,-,0.5,22.9,63,-,1.5,-,7.55
Curtis Davies,Aston Villa,34,D(C),2,180,-,-,18.5,59.5,-,-,-,7.55
