Name,Team,Age,Position,Apps,Minutes,Tackles per game,Interceptions per game,Fouls per game,Offsides per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals,Rating
Neymar,Paris Saint-Germain,27,"AM(CLR),FW",16(1),1444,0.8,0.3,0.7,-,0.1,1,-,-,8.26
Kylian Mbappé,Paris Saint-Germain,20,"AM(LR),FW",24(5),2344,0.3,0.2,0.7,-,0.1,0.2,-,-,8.00
Téji Savanier,Nimes,27,DMC,32,2866,3,2,1.6,-,1.5,2.3,0.5,-,7.89
Jessy Moulin,Saint-Etienne,33,GK,1,90,1,-,-,-,4,-,-,1,7.76
Nicolas Pepe,Lille,24,"AM(R),FW",37(1),3332,0.7,0.3,0.6,-,0.2,0.7,-,-,7.62
Ángel Di María,Paris Saint-Germain,31,"M(CLR),FW",28(2),2339,1,0.5,0.4,-,0.1,1.1,-,-,7.52
Youcef Atal,Nice,23,"D(R),M(R)",25(4),2261,2.3,1.9,1.4,0.2,1.3,1.1,0.3,-,7.48
Yassine Benzia,Lille,24,"AM(CLR),FW",2,162,0.5,0.5,1.5,-,-,-,-,-,7.46
Edinson Cavani,Paris Saint-Germain,32,"AM(LR),FW",20(1),1676,0.5,0.3,0.5,-,0.7,0.5,0.1,-,7.44
Hatem Ben Arfa,Rennes,32,"M(CR),FW",23(3),2037,0.6,0.2,0.7,-,-,0.3,-,-,7.35
Memphis Depay,Lyon,25,"AM(CL),FW",29(7),2737,0.3,0.3,1,-,-,0.4,0.1,-,7.34
Nabil Fekir,Lyon,25,"AM(CR),FW",24(5),1991,1.8,0.2,1.5,-,0.1,0.9,-,-,7.31
Adrien Rabiot,Paris Saint-Germain,24,DMC,12(2),1064,2.5,0.7,1.6,-,1.3,0.2,0.1,1,7.31
Flavien Tait,Angers,26,AM(CLR),34(2),2995,1.6,0.8,0.9,-,0.3,1,0.1,-,7.30
Metehan Guclu,Paris Saint-Germain,20,Forward,0(1),16,-,-,1,-,-,-,-,-,7.29
Andy Delort,Montpellier,27,"AM(R),FW",36,3132,0.9,0.1,2.6,-,0.2,0.8,0.2,-,7.27
Thiago Mendes,Lille,27,"D(R),M(CR)",35,3082,2.4,1.9,1.1,0.1,1.2,0.9,0.3,-,7.27
Wahbi Khazri,Saint-Etienne,28,"M(CLR),FW",32,2825,1.3,0.3,1.7,-,0.2,1,0.1,-,7.25
Marcelo,Lyon,32,D(C),33,2880,1.5,1.9,1,0.5,4.5,0.2,0.7,1,7.25
Antoine Bernede,Paris Saint-Germain,20,Midfielder,2,170,6.5,1.5,1,-,0.5,2,0.5,-,7.24
Marquinhos,Paris Saint-Germain,25,"D(CR),DMC",30,2695,2.2,1.5,1,0.4,2.7,0.7,0.4,-,7.24
Allan Saint-Maximin,Nice,22,"AM(CLR),FW",34,2914,0.4,0.1,0.4,-,0.1,0.4,-,-,7.21
Florian Thauvin,Marseille,26,"AM(CLR),FW",30(3),2625,1.3,0.2,0.9,-,0.1,0.6,-,-,7.19
Ronael Pierre Gabriel,Monaco,21,D(LR),4,356,3.3,0.8,1,0.5,3.3,0.3,0.3,-,7.19
Benjamin André,Rennes,28,"D(R),M(CLR)",28(2),2502,3.4,1.8,2,0.1,1.6,1.7,0.2,-,7.18
Gabriel,Lille,21,D(C),11(3),1061,1.3,1.4,1,0.5,3.9,0.2,0.4,-,7.14
Max-Alain Gradel,Toulouse,31,"M(LR),FW",36,3240,1.6,0.5,2,-,0.7,1.3,0.3,-,7.14
Lucas Ocampos,Marseille,24,"M(CLR),FW",31(3),2715,2.4,0.9,1.5,0.1,0.7,1.4,0.1,-,7.14
Ruben Aguilar,Montpellier,26,"D(R),M(R)",29,2531,3,1.3,1.3,0.1,1.6,1,0.1,-,7.13
Rémy Cabella,Saint-Etienne,29,"M(CLR),FW",34,3000,2.6,0.6,1,-,0.1,1.7,-,-,7.13
Youssouf Kone,Lille,23,D(L),19(1),1711,3.4,2,0.9,0.3,2,1.2,0.2,-,7.13
Bobby Allain,Dijon,27,GK,13,1170,-,-,0.1,-,1.6,0.1,-,-,7.13
Mathieu Debuchy,Saint-Etienne,33,D(CR),23(1),1948,1.8,2,1.5,0.2,2.4,0.6,0.3,-,7.12
Kenny Lala,Strasbourg,27,"D(LR),M(R)",34,3060,2.3,0.8,1,0.2,1.5,0.7,0.3,-,7.11
Almamy Touré,Monaco,23,D(CR),4,347,3.3,2.8,1.3,0.3,2.5,1.8,0.3,-,7.10
