Name,Team,Age,Position,Apps,Minutes,Total goals,Total Assists,Shots per game,Key passes per game,Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Rating
Arjen Robben,Bayern Munich,35,"M(CLR),FW",18(6),1779,16,6,3.4,1.8,4,2.2,0.3,2.1,-,8.18
Stefan Kießling,Bayer Leverkusen,35,FW,33,2924,21,5,3,1.6,1.1,3.1,1.8,2.2,-,7.79
Zvjezdan Misimovic,Wolfsburg,37,"AM(C),FW",31,2768,10,13,2.4,3.3,1.5,2.1,0.3,3.1,-,7.74
Edin Dzeko,Wolfsburg,33,FW,33(1),3003,22,7,4.5,1.1,2,1.7,1.6,2.9,-,7.73
Claudio Pizarro,Werder Bremen,40,"AM(C),FW",23(3),2130,16,2,2.6,1.3,1.2,1.2,1.4,3.1,-,7.63
Paolo Guerrero,Hamburger SV,35,FW,4(2),415,4,-,3,1.8,1.5,2.3,0.7,4.2,-,7.63
Mesut Özil,Werder Bremen,30,M(CLR),29(2),2601,9,13,2.2,3,2.3,1.4,0.5,2.9,-,7.62
Naldo,Werder Bremen,36,D(C),31,2762,5,2,2,0.4,0.7,1,0.1,0.3,-,7.59
Toni Kroos,Bayer Leverkusen,29,M(C),26(7),2360,9,9,2.2,2.4,1.2,2.2,0.1,0.9,-,7.59
Raffael,Hertha Berlin,34,"AM(CL),FW",30(1),2654,7,4,2.4,2.3,3,2.4,0.3,2.9,-,7.56
Bastian Schweinsteiger,Bayern Munich,34,"D(C),M(C)",33,2908,2,3,1.7,1.2,1.3,2.3,0.2,1.8,-,7.55
Nuri Sahin,Borussia Dortmund,30,M(C),33,2904,4,7,1.4,2.5,0.8,1,0.2,0.8,-,7.51
Kevin Kurányi,Schalke 04,37,FW,31(2),2802,18,7,3.5,0.9,0.8,1.3,1.5,1.5,-,7.49
Burak Kaplan,Bayer Leverkusen,29,Midfielder,2(2),259,2,2,1.3,1.5,0.3,2,-,1.3,-,7.47
Lucas Barrios,Borussia Dortmund,34,FW,30(3),2623,19,4,3,1.3,0.9,1.6,1.4,2.2,-,7.45
Zé Roberto,Hamburger SV,44,"D(L),M(CL)",23,2056,6,3,1.3,1,2,2.4,0.1,1.2,-,7.43
Thomas Müller,Bayern Munich,29,"M(CLR),FW",29(5),2645,13,6,1.7,1.7,1.2,1.9,0.4,2.2,-,7.39
Marko Marin,Werder Bremen,30,M(CLR),30(2),2419,4,10,1.5,1.7,2.9,1.9,1,1.9,-,7.39
Tranquillo Barnetta,Bayer Leverkusen,34,M(CLR),31(1),2565,4,10,1.7,2.2,1.9,2,0.2,1.5,-,7.38
Eljero Elia,Hamburger SV,32,"AM(LR),FW",20(4),1768,5,7,1.2,1.7,2.8,1.9,1,2.1,-,7.37
Carlos Eduardo,Hoffenheim,31,"M(CLR),FW",32(1),2754,5,8,1.7,2,2.5,3.3,0.3,2.3,-,7.36
Mats Hummels,Borussia Dortmund,30,D(C),27(3),2522,5,1,1.1,0.4,0.3,1,-,0.4,-,7.35
Mohamadou Idrissou,Freiburg,39,"AM(CL),FW",30,2658,9,4,2,1.3,1,1.7,1.7,2.3,-,7.33
Simon Rolfes,Bayer Leverkusen,37,M(C),8(3),772,4,2,1.4,0.6,0.5,1.3,-,1.1,-,7.33
Georg Niedermeier,VfB Stuttgart,33,D(C),12,1080,1,-,1.6,0.3,0.3,1.1,-,0.4,-,7.32
David Jarolim,Hamburger SV,40,"D(C),DMC,M(R)",33,2895,1,4,0.6,1.2,1.1,3.6,0.2,1,-,7.30
Arturo Vidal,Bayer Leverkusen,32,M(C),31,2684,1,2,1.1,0.9,0.9,2.7,-,1.4,-,7.30
Jefferson Farfán,Schalke 04,34,"M(CR),FW",32(1),2833,8,8,1.7,1.5,2,2.5,0.2,2.7,-,7.27
Pirmin Schwegler,Eintracht Frankfurt,32,M(C),25,2162,3,2,1,0.7,1.6,3,-,1.4,-,7.26
Clemens Fritz,Werder Bremen,38,"D(R),DMC",30,2596,1,4,0.5,0.7,0.8,2,-,0.7,-,7.24
Javier Pinola,Nuernberg,36,D(CL),33,2962,-,-,0.7,1,1.7,2.3,0.1,0.6,-,7.24
Sebastian Mielitz,Werder Bremen,29,GK,2,180,-,-,-,-,-,0.5,-,-,-,7.24
Per Mertesacker,Werder Bremen,34,D(C),33,2970,5,1,0.6,0.3,0.1,1.5,-,0.1,-,7.22
Chinedu Obasi,Hoffenheim,33,"M(R),FW",21(2),1749,7,2,1.8,1,1.5,1.8,0.5,1.7,-,7.22
Andreas Luthe,Bochum,32,GK,3,270,-,-,-,-,-,0.3,-,-,-,7.22
Christian Gentner,Wolfsburg,33,M(CLR),34,2795,4,7,1.7,1.7,1,1.5,0.1,1.4,-,7.22
Jakub Blaszczykowski,Borussia Dortmund,33,"D(R),M(CR)",30(2),2407,1,4,1,1.2,1.5,1.5,0.2,1.6,-,7.22
Radoslav Zabavník,Mainz 05,38,D(L),11(1),991,-,2,0.2,0.7,0.2,1.3,-,0.3,-,7.21
Christian Träsch,VfB Stuttgart,31,"D(R),M(C)",28(1),2540,3,2,1,0.8,1.1,1.7,-,1.3,-,7.21
Patrick Owomoyela,Borussia Dortmund,39,D(R),33,2936,1,3,0.9,0.9,0.6,1,-,0.5,-,7.21
Mladen Petric,Hamburger SV,38,FW,25(1),2141,8,1,2.8,0.9,1.1,3.1,0.3,2.2,-,7.21
Mark van Bommel,Bayern Munich,42,"D(C),DMC,M(R)",25,2175,1,4,0.8,1,0.7,2.4,-,0.8,-,7.20
Daniel Van Buyten,Bayern Munich,41,D(C),31,2636,6,-,0.8,0.4,0.1,0.9,0.1,0.1,-,7.20
Sebastian Boenisch,Werder Bremen,32,D(CL),16(1),1444,-,3,1.1,0.5,0.5,1.1,0.1,0.6,-,7.20
Mohamed Zidan,Borussia Dortmund,37,"AM(C),FW",24(3),1783,6,6,1.8,1.4,1.6,1.1,0.6,2.1,-,7.19
Franck Ribéry,Bayern Munich,36,AM(L),10(9),1091,4,5,1.6,1.5,2.8,1.4,0.3,2.2,-,7.19
Adrián Ramos,Hertha Berlin,33,FW,23(6),2232,10,3,2.1,1.4,1.6,1.6,1,2.1,-,7.18
Sami Hyypiä,Bayer Leverkusen,45,"D(C),DMC",32,2865,2,2,1.1,0.3,0.3,0.6,-,0.3,-,7.18
Torsten Frings,Werder Bremen,42,"D(C),M(CR)",29(1),2534,6,2,0.9,1.5,0.6,2.2,-,1.1,-,7.17
Cacau,VfB Stuttgart,38,FW,19(6),1744,13,5,2.4,1.2,1.1,1.4,0.4,2.2,-,7.17
Philipp Lahm,Bayern Munich,35,"D(R),DMC",34,3060,-,6,0.1,1.3,1,0.7,0.1,0.8,-,7.16
Roman Hubnik,Hertha Berlin,35,D(C),7,602,-,-,0.3,-,0.4,1.7,-,0.3,-,7.15
Josué,Wolfsburg,39,M(C),31,2703,1,-,0.1,0.3,0.4,1.2,-,0.8,-,7.15
Aaron Hunt,Werder Bremen,32,"M(CLR),FW",26(6),2313,9,5,1.8,1.5,1.1,1.8,0.2,2.3,-,7.15
Thomas Kessler,FC Cologne,33,GK,3,270,-,-,-,-,-,0.7,-,0.3,-,7.15
Petit,FC Cologne,42,"D(C),M(CR)",32,2822,1,3,1.1,1.2,0.3,2.9,-,1.3,-,7.15
Marcell Jansen,Hamburger SV,33,"D(L),M(L)",15(3),1391,6,4,1.9,1,1.1,0.9,0.8,0.9,-,7.15
Cícero,Hertha Berlin,34,M(CLR),28(2),2531,3,5,2,1.3,1.2,1.8,0.1,1.2,-,7.15
Rafinha,Schalke 04,33,"D(CLR),M(R)",30(1),2672,1,6,0.3,1.6,0.8,2.7,-,1.4,-,7.14
Martín Demichelis,Bayern Munich,38,D(C),17(4),1575,1,-,0.2,0.2,0.5,0.5,-,0.3,-,7.14
Alexander Meier,Eintracht Frankfurt,36,"M(C),FW",34,3014,10,5,2.3,0.8,0.5,1.1,0.7,1.3,-,7.14
Eren Derdiyok,Bayer Leverkusen,31,FW,32(1),2621,12,3,2.9,1,0.7,1.2,0.4,1.4,-,7.14
Marco Reus,Borussia M.Gladbach,30,"M(CLR),FW",27(6),2471,8,3,1.5,1.5,1.3,1.3,0.6,1.9,-,7.14
Boubacar Sanogo,Werder Bremen,36,"AM(L),FW",2,180,1,-,3,0.5,1,0.5,-,1.5,-,7.14
Ivica Olic,Bayern Munich,39,"AM(LR),FW",23(6),1799,11,6,2.2,0.6,0.6,0.8,1.1,1.9,-,7.13
Levan Kobiashvili,Hertha Berlin,41,D(C),16,1440,-,-,0.3,0.9,0.7,2.8,0.1,0.6,-,7.12
Neven Subotic,Borussia Dortmund,30,D(C),34,3060,3,-,0.9,0.1,0.1,0.8,-,0.4,-,7.12
Benedikt Höwedes,Schalke 04,31,D(CLR),32(1),2832,3,1,0.6,0.4,0.2,1.1,-,0.4,-,7.12
Sebastian Kehl,Borussia Dortmund,39,M(C),5(1),382,1,-,0.2,0.3,0.7,0.8,0.3,0.7,-,7.11
Juan Arango,Borussia M.Gladbach,39,AM(L),33(1),2916,2,9,2.8,2.2,0.9,1.7,0.2,1.5,-,7.11
Adam Matuschyk,FC Cologne,30,M(C),9,758,2,1,0.6,0.7,0.8,1.3,-,0.4,-,7.10
Breno,Nuernberg,29,D(C),7,575,-,-,0.1,0.1,0.6,1.7,-,0.6,-,7.10
Zoran Tosic,FC Cologne,32,M(LR),9(4),871,5,2,1.5,0.8,2.3,1.8,0.2,1.5,-,7.09
Chris,Eintracht Frankfurt,40,"D(CL),M(R)",29,2578,1,2,0.5,0.4,0.2,1.8,-,0.4,-,7.09
Demba Ba,Hoffenheim,34,FW,12(5),1213,5,-,2.8,0.6,1.4,2.4,0.5,2.1,-,7.08
Sami Khedira,VfB Stuttgart,32,M(C),24(1),2104,2,5,1.5,1.4,0.9,1.5,0.2,1.6,-,7.08
Malik Fathi,Mainz 05,35,D(CL),14,1260,1,-,0.6,0.6,0.3,1.5,0.1,0.7,-,7.08
Grafite,Wolfsburg,40,FW,27(3),2466,11,3,2.2,0.9,1.7,2,1.5,2.7,-,7.08
Mario Gomez,Bayern Munich,33,FW,21(8),1938,10,3,2.4,0.5,0.7,0.7,1.3,1.3,-,7.07
Geromel,FC Cologne,33,D(C),29,2610,1,1,0.1,-,0.3,0.9,-,0.1,-,7.06
