Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Lúcio,Inter,41,D(C),30(1),2688,1,0.4,42.9,86.1,0.1,4,-,7.77
Alexis Sánchez,Udinese,30,"M(CLR),FW",27(4),2392,6,1.6,33.2,74.9,0.6,2,1.1,7.74
Samuel Eto'o,Inter,38,"M(CL),FW",35,2967,9,1.8,35.4,81.4,0.3,1.4,0.4,7.63
Nicolas Martin Gorobsov,Cesena,29,Midfielder,1,90,-,2,66,90.9,1,5,-,7.62
Zlatan Ibrahimovic,AC Milan,37,FW,29,2535,11,2.2,41.6,71.2,0.3,1.4,0.7,7.59
Antonio Di Natale,Udinese,41,FW,35(1),2941,7,2.1,23.3,74.4,2.2,2.4,0.5,7.54
Thiago Silva,AC Milan,34,D(C),33,2898,-,0.3,60,91.9,-,10.6,0.1,7.48
Medhi Benatia,Udinese,32,D(C),34,3045,-,0.1,34.7,78.9,0.1,2.4,-,7.48
Andrea Ranocchia,Inter,31,D(C),17(1),1486,1,0.1,35.7,89.9,-,3.1,0.1,7.48
Hugo Campagnaro,Napoli,39,D(CR),30(1),2731,-,0.4,48.4,80.7,0.2,3.5,0.1,7.47
Domenico Criscito,Genoa,32,"D(CL),M(L)",36,3201,3,0.8,37.1,81.2,0.9,1.8,0.1,7.47
Hernanes,Lazio,34,M(C),35(1),2863,5,1.4,36.6,80.8,0.4,1.6,0.5,7.44
Giorgio Chiellini,Juventus,34,D(C),32,2880,1,0.4,43.6,83.7,0.1,2.5,-,7.43
Maicon,Inter,37,D(R),28,2457,8,2.1,55.6,84.1,1.8,3.8,0.4,7.42
Ignazio Abate,AC Milan,32,"D(R),M(R)",26(3),2413,1,0.8,45.3,81.8,1.2,3.6,0.1,7.41
Philippe Mexes,Roma,37,D(C),20(2),1773,2,0.3,35.8,83.8,0.1,4.4,-,7.41
Amauri,Parma,39,FW,11,918,1,0.5,18.5,65.2,0.2,0.4,0.1,7.41
Mario Yepes,AC Milan,43,D(C),11(2),1036,-,-,39.6,86,0.1,6.2,-,7.40
Ezequiel Lavezzi,Napoli,34,"AM(CLR),FW",29(2),2650,12,2.4,34.3,77.4,2,1.9,0.5,7.40
Davide Astori,Cagliari,32,D(C),36,3240,1,0.2,36.6,75.8,-,3.8,0.1,7.39
Nicola Pavarini,Parma,45,GK,2(1),241,-,-,21,46,-,6,-,7.39
Francesco Totti,Roma,42,"AM(CL),FW",29(3),2439,8,3,41.8,72.4,1.6,3.2,1.1,7.36
