Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Franck Ribéry,Bayern Munich,36,AM(L),18(4),1643,10,2.5,53.9,83.8,1,2.8,0.2,8.28
Ricardo Rodríguez,Wolfsburg,26,"D(CL),M(L)",34,3060,9,2.2,45.9,80.4,2.1,5.4,0.1,8.01
Robert Lewandowski,Borussia Dortmund,30,FW,31(2),2807,6,1.9,26.2,72.1,0.1,0.5,0.3,8.00
Roberto Firmino,Hoffenheim,27,"M(CLR),FW",33,2916,11,2.1,43.6,74.7,0.2,1.2,0.5,7.94
Marco Reus,Borussia Dortmund,30,"M(CLR),FW",26(4),2221,13,3,33.9,74.7,1.3,1.9,0.2,7.91
Raffael,Borussia M.Gladbach,34,"AM(CL),FW",34,2999,7,1.9,42,84,0.2,1.8,0.2,7.91
Thiago Alcántara,Bayern Munich,28,M(C),11(5),1004,4,1.3,73.6,91.6,0.3,6.8,0.1,7.90
Max Kruse,Borussia M.Gladbach,31,"M(CLR),FW",34,3021,9,2.9,44.5,82.4,1.9,3.8,0.2,7.88
Slobodan Rajkovic,Hamburger SV,30,D(C),2,158,-,-,39.5,78.5,-,3,-,7.88
Adrián Ramos,Hertha Berlin,33,FW,30(2),2665,5,1.5,29.8,73.7,0.1,1.4,0.1,7.75
Diego,Wolfsburg,34,AM(CLR),15,1274,2,2.3,46.2,81.8,1.4,3.9,0.1,7.73
Mario Götze,Bayern Munich,27,"M(CLR),FW",20(7),1830,8,1.4,44,87.9,0.2,0.9,0.2,7.72
Mats Hummels,Borussia Dortmund,30,D(C),23,1962,2,0.6,61.6,81.4,0.1,6.3,0.2,7.71
Kevin De Bruyne,Wolfsburg,28,"M(CLR),FW",16,1420,6,3.1,42.4,74.2,1.8,3.9,0.3,7.71
Stefan Kießling,Bayer Leverkusen,35,FW,30(2),2679,3,1.2,24.8,69.8,0.1,0.7,0.2,7.70
Jefferson Farfán,Schalke 04,34,"M(CR),FW",17(2),1524,5,2.4,36.5,80.1,2.1,1,0.1,7.70
Julian Draxler,Schalke 04,25,AM(CLR),25(1),2154,6,2.3,36.6,84.1,0.9,2.7,0.1,7.69
Arjen Robben,Bayern Munich,35,"M(CLR),FW",20(8),1705,6,1.8,31.4,81.8,1,0.9,0.1,7.62
Henrikh Mkhitaryan,Borussia Dortmund,30,M(CLR),29(2),2454,10,1.6,36.5,76.7,0.4,1.8,0.4,7.59
David Alaba,Bayern Munich,27,"D(CL),M(C)",26(2),2399,6,1.4,59.9,89.3,1.1,2.6,0.1,7.55
Pierre-Michel Lasogga,Hamburger SV,27,FW,18(2),1491,1,0.6,19.3,63.9,0.2,0.6,-,7.54
Naldo,Wolfsburg,36,D(C),33,2970,2,0.4,50.8,80.8,-,6.5,-,7.54
Sokratis,Borussia Dortmund,31,D(CR),24(4),2265,2,0.4,53.5,81.7,-,6.2,-,7.54
Milan Badelj,Hamburger SV,30,M(C),29,2411,2,0.8,50,81.4,-,4.7,-,7.50
Javi Martínez,Bayern Munich,30,"D(C),M(C)",14(4),1341,-,0.1,60.7,89.5,-,5.1,-,7.50
Mario Mandzukic,Bayern Munich,33,"M(L),FW",21(9),2028,4,1,17.7,72.7,0.1,0.3,-,7.50
Daniel Baier,Augsburg,35,M(C),34,3060,3,1.5,60.9,80.1,0.3,5.5,0.2,7.49
Santiago García,Werder Bremen,30,"D(CL),M(L)",21(1),1851,-,0.6,31,59.4,0.4,1.2,-,7.47
Nuri Sahin,Borussia Dortmund,30,M(C),31(3),2779,2,1.2,60.6,79.5,0.9,4.6,0.2,7.46
Joel Matip,Schalke 04,27,D(C),31,2790,2,0.1,44.8,80.8,-,5.9,-,7.45
Klaas-Jan Huntelaar,Schalke 04,35,FW,17(1),1463,-,0.5,24.3,74.2,-,0.8,0.1,7.45
Fabian Lustenberger,Hertha Berlin,31,"D(C),M(C)",19,1710,-,0.2,49.9,85,-,8.7,-,7.44
André Hahn,Augsburg,28,"AM(R),FW",30(2),2736,7,1.1,22.7,57.3,1,0.8,-,7.43
Szabolcs Huszti,Hannover 96,36,M(CLR),30,2599,7,2.3,37.2,76.1,1.9,1.9,-,7.40
Admir Mehmedi,Freiburg,28,"M(CLR),FW",29(3),2618,4,1,29.3,76.7,0.2,0.9,0.1,7.40
Neven Subotic,Borussia Dortmund,30,D(C),10,826,-,0.3,60.3,83.4,-,7.6,-,7.40
Christoph Kramer,Borussia M.Gladbach,28,DMC,30(3),2660,1,0.6,57.6,88.6,-,3.3,0.1,7.39
Claudio Pizarro,Bayern Munich,40,"AM(C),FW",6(11),704,2,0.8,20.3,80.9,-,1.2,0.1,7.39
Son Heung-Min,Bayer Leverkusen,26,"M(CLR),FW",29(2),2387,4,1.1,22.1,80.3,0.5,1,0.1,7.39
Johannes Geis,Mainz 05,25,"D(C),DMC",31(2),2798,5,2.1,48.5,75.7,1.9,8.1,-,7.38
Marcell Jansen,Hamburger SV,33,"D(L),M(L)",20(1),1774,3,1.1,29.5,66.3,0.9,0.6,-,7.38
Dante,Bayern Munich,35,D(C),27(2),2420,1,0.1,75.5,91.4,-,8.7,0.1,7.37
Thomas Müller,Bayern Munich,29,"M(CLR),FW",25(6),2173,10,2,32.4,78.6,0.6,0.8,0.1,7.36
Luiz Gustavo,Wolfsburg,31,"D(C),M(C)",29,2543,2,0.7,48.2,86.6,0.1,5.1,-,7.35
Toni Kroos,Bayern Munich,29,M(C),24(5),2072,4,1.3,75.6,91.9,0.9,8.6,0.1,7.34
Sebastian Prödl,Werder Bremen,32,D(C),26(1),2305,2,0.2,33.8,73.4,-,4.5,-,7.34
Oscar Wendt,Borussia M.Gladbach,33,"D(L),M(L)",16(2),1475,1,0.7,46.8,84.3,0.4,2.2,-,7.34
Eric Maxim Choupo-Moting,Mainz 05,30,"M(CLR),FW",19(13),2046,3,0.8,22.1,78.5,0.1,1.3,0.1,7.33
Sidney Sam,Bayer Leverkusen,31,M(CLR),16(6),1396,7,2,20.6,80.2,0.8,1.3,-,7.33
Tolga Cigerci,Hertha Berlin,27,M(CLR),18(1),1495,3,1.6,34.4,74.3,0.7,2.5,0.1,7.32
Bastian Schweinsteiger,Bayern Munich,34,"D(C),M(C)",22(1),1833,4,1,85,89.9,0.2,6.6,-,7.32
Martin Stranzl,Borussia M.Gladbach,39,D(C),30,2673,-,0.2,59.4,89.3,-,6.1,0.1,7.32
Christopher Avevor,Hannover 96,27,"D(C),DMC",1,90,-,-,31,83.9,-,1,-,7.32
Mame Biram Diouf,Hannover 96,31,"M(LR),FW",18(1),1474,3,0.8,18.4,65.7,0.1,0.3,-,7.32
Tony Jantschke,Borussia M.Gladbach,29,"D(CR),DMC",31,2746,1,0.4,57,90.1,0.1,5.8,-,7.31
Hakan Calhanoglu,Hamburger SV,25,"M(CLR),FW",28(4),2451,4,2.2,31.8,71.5,1.4,2,-,7.31
Emre Can,Bayer Leverkusen,25,"D(CLR),DMC",24(5),2204,3,0.6,36.2,78,0.3,2.7,0.1,7.31
Emir Spahic,Bayer Leverkusen,38,D(C),26(1),2345,2,0.2,51.4,84.9,-,5.2,-,7.31
Aaron Hunt,Werder Bremen,32,"M(CLR),FW",31,2675,6,2.2,34.5,76.5,1.8,2.6,0.1,7.31
Lars Bender,Bayer Leverkusen,30,"D(R),M(C)",28(1),2352,1,0.7,39.1,77.6,0.3,2,-,7.30
Kevin-Prince Boateng,Schalke 04,32,"M(CLR),FW",28,2451,2,1.1,42.3,80,-,3.9,-,7.30
Benedikt Röcker,VfB Stuttgart,29,D(C),1,90,-,-,70,87.1,-,7,-,7.30
Nikolce Noveski,Mainz 05,40,D(C),32,2836,-,0.2,43.3,83,-,5.5,-,7.30
Gonzalo Castro,Bayer Leverkusen,32,M(CR),30,2559,8,2.6,45.5,79,1.7,3.8,0.1,7.29
Kevin Volland,Hoffenheim,26,"AM(CLR),FW",32(1),2880,4,1.2,24.1,69.2,0.5,0.9,0.2,7.29
Jérôme Boateng,Bayern Munich,30,D(CR),25,2169,1,0.6,78.7,87.3,0.2,9.4,-,7.28
Philipp Bargfrede,Werder Bremen,30,"D(C),M(C)",17(3),1589,-,0.5,32.5,68,0.2,1.8,-,7.28
Erik Durm,Borussia Dortmund,27,"D(LR),M(LR)",14(5),1392,-,0.5,35.4,73.8,0.4,1.9,-,7.27
Cristian Molinaro,VfB Stuttgart,35,"D(L),M(L)",1,90,-,-,49,77.6,-,5,-,7.26
Juan Arango,Borussia M.Gladbach,39,AM(L),31,2608,5,0.7,45.3,73.4,0.2,1.8,0.2,7.25
Robin Knoche,Wolfsburg,27,D(C),30(2),2783,2,0.3,56.1,83.6,-,7,0.1,7.25
Marco Russ,Eintracht Frankfurt,33,"D(C),DMC",28(1),2500,2,0.4,43.5,78.7,0.1,3.4,-,7.25
Sejad Salihovic,Hoffenheim,34,"D(L),M(CL)",22(6),1835,5,2,35.6,75.5,1.8,1.8,0.1,7.24
Shinji Okazaki,Mainz 05,33,"AM(CLR),FW",31(2),2719,1,0.8,17.8,76,0.1,0.3,0.1,7.23
Leon Goretzka,Schalke 04,24,M(CR),15(10),1503,1,1.1,27.1,76.8,0.2,1.4,0.1,7.22
Zdenek Pospech,Mainz 05,40,D(R),34,3016,5,1.2,36.6,78.2,0.4,3.1,-,7.22
Atsuto Uchida,Schalke 04,31,"D(R),M(R)",17,1521,3,0.8,45.9,80.1,0.3,2.5,-,7.22
Philipp Lahm,Bayern Munich,35,"D(R),DMC",25(3),2340,4,1.2,79.5,91.7,0.6,5.1,0.2,7.22
Heiko Westermann,Hamburger SV,35,D(CLR),30,2613,2,0.7,45.8,79.7,0.2,4,-,7.22
Lars Stindl,Hannover 96,30,"M(CR),FW",31,2657,2,1.5,45.6,77.3,0.6,2.7,0.2,7.22
Marc-André ter Stegen,Borussia M.Gladbach,27,GK,34,3060,-,0.1,48.1,72.9,-,12.3,-,7.21
Sebastian Kehl,Borussia Dortmund,39,M(C),12(5),1148,1,0.7,41,79.9,-,2.2,-,7.21
Daniel Schwaab,VfB Stuttgart,30,"D(CR),DMC",32,2872,1,0.5,45.8,77.8,0.1,5.3,-,7.20
Xherdan Shaqiri,Bayern Munich,27,M(CLR),10(7),793,2,1.4,24.9,84.7,1.1,1.2,0.1,7.20
Alexander Meier,Eintracht Frankfurt,36,"M(C),FW",18(4),1654,2,1,25.6,75.7,-,1.5,-,7.20
Stefan Bell,Mainz 05,27,D(CR),25(2),2276,4,0.4,37.2,77.2,0.1,5.9,-,7.19
Javier Pinola,Nuernberg,36,D(CL),19(1),1643,-,0.2,48.9,86.2,0.1,4.4,-,7.19
David Abraham,Hoffenheim,32,D(C),20,1724,-,0.1,43,75.2,-,5.5,-,7.19
Sebastian Boenisch,Bayer Leverkusen,32,D(CL),25,2250,3,1,36.4,70.8,0.4,3.4,-,7.18
Johan Djourou,Hamburger SV,32,D(C),22,1894,-,-,45,86.6,-,5.1,-,7.18
Tom Starke,Bayern Munich,38,GK,2,180,-,-,40.5,82.7,-,11.5,-,7.18
Christian Gentner,VfB Stuttgart,33,M(CLR),28,2520,3,0.9,46,76,0.2,4.3,0.2,7.17
Rafael van der Vaart,Hamburger SV,36,M(C),26(1),2190,6,2.6,34.6,80,1.2,3.3,0.1,7.17
Dennis Aogo,Schalke 04,32,"D(L),M(CL)",10,889,4,1.7,48.5,86.4,1.7,4.2,-,7.17
Ivan Perisic,Wolfsburg,30,AM(CLR),24(9),2214,4,0.8,26.1,71.7,0.2,2.2,-,7.17
Marcel Schmelzer,Borussia Dortmund,31,"D(CL),M(L)",19,1592,3,1.1,38.1,77,0.8,1.8,0.1,7.17
Daniel Didavi,VfB Stuttgart,29,"AM(CR),FW",6(1),450,1,1.7,21,79.6,1.1,0.7,-,7.17
Manuel Friedrich,Borussia Dortmund,39,D(C),8(3),798,-,0.2,39.1,84.7,-,2.3,-,7.16
Ivica Olic,Wolfsburg,39,"AM(LR),FW",28(4),2409,5,0.8,16.6,69.4,0.1,0.4,-,7.16
Joselu,Eintracht Frankfurt,29,FW,18(6),1672,2,0.5,23.3,72.1,-,1,-,7.16
Daniel Van Buyten,Bayern Munich,41,D(C),10(2),926,-,0.2,68.8,91.5,-,4.3,-,7.16
Jannik Vestergaard,Hoffenheim,26,D(C),19(6),1861,1,0.2,34.2,72.4,-,3.9,-,7.16
Alexander Schwolow,Freiburg,27,GK,1,90,-,-,55,54.5,-,13,-,7.16
Roberto Hilbert,Bayer Leverkusen,34,"D(R),M(R)",15(1),1293,1,0.8,41.3,73.2,0.6,3.3,-,7.16
Niklas Süle,Hoffenheim,23,D(C),20(5),1887,-,0.1,48.9,79.5,-,5.2,-,7.15
Eugen Polanski,Hoffenheim,33,M(C),32,2686,2,0.7,42.8,77.1,0.1,2.7,0.1,7.15
Benjamin Kessel,Eintracht Braunschweig,31,"D(CR),M(R)",19(1),1696,1,0.3,25.3,61.6,0.3,0.9,0.1,7.14
Deniz Dogan,Eintracht Braunschweig,39,D(C),19(4),1807,1,0.2,35.4,72.6,-,4.7,-,7.14
Ralf Fährmann,Schalke 04,30,GK,22,1980,-,-,31,55.1,-,9.7,-,7.13
Sebastian Langkamp,Hertha Berlin,31,D(C),29,2508,-,-,41.7,82,-,4.5,-,7.13
Sebastian Rudy,Hoffenheim,29,"D(R),M(CR)",26(1),2243,6,1.3,39,78.2,0.5,3.3,0.1,7.13
Hiroki Sakai,Hannover 96,29,"D(LR),M(R)",26,2264,-,0.4,32.9,73.7,0.4,1,-,7.12
Kevin Großkreutz,Borussia Dortmund,30,"D(LR),M(CLR)",31(2),2804,3,1.2,43.1,80.2,0.5,2.1,-,7.12
Rafinha,Bayern Munich,33,"D(CLR),M(R)",25(3),2210,7,1.1,70.2,90,0.6,6.1,-,7.12
Roman Neustädter,Schalke 04,31,"D(C),M(C)",31(1),2595,5,1,50.6,83.2,-,4.1,0.2,7.12
Sven Bender,Borussia Dortmund,30,"D(C),M(C)",18(1),1383,-,0.3,36.9,84,0.1,2.5,0.1,7.12
