Name,Team,Age,Position,Apps,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating
Riyad Mahrez,Leicester,28,AM(CLR),36(1),3058,17,11,1,-,2.3,73.6,0.9,10,7.84
Dimitri Payet,West Ham,32,M(CLR),29(1),2573,9,12,3,-,2.3,80.2,0.1,5,7.74
Alexis Sánchez,Arsenal,30,"M(CLR),FW",28(2),2446,13,4,1,-,3.6,79.6,0.7,6,7.72
Mousa Dembélé,Tottenham,31,M(CR),27(2),2273,3,1,3,-,0.8,90,1.1,4,7.69
Mesut Özil,Arsenal,30,M(CLR),35,3049,6,19,4,-,1.4,86.3,0.1,6,7.66
N'Golo Kanté,Leicester,28,DMC,33(4),3020,1,4,3,-,0.6,81.6,1,3,7.61
Virgil van Dijk,Southampton,27,D(C),34,3060,3,-,2,-,0.9,83.1,4.8,7,7.56
Harry Kane,Tottenham,25,"AM(C),FW",38,3370,25,1,5,-,4.2,73.1,2,8,7.53
Santi Cazorla,Arsenal,34,M(CLR),15,1293,-,3,2,1,1.6,90.2,0.1,1,7.53
Jamie Vardy,Leicester,32,"AM(L),FW",36,3140,24,6,5,1,3.2,65.8,2.6,3,7.51
Christian Fuchs,Leicester,33,"D(CL),M(L)",30(2),2710,-,4,4,-,0.6,72.4,1.5,4,7.50
Jordan Amavi,Aston Villa,25,"D(L),M(L)",9(1),836,-,2,2,-,0.5,78.9,2,3,7.48
Laurent Koscielny,Arsenal,33,D(C),33,2847,4,-,3,-,0.6,87,3.2,3,7.48
Nicolás Otamendi,Manchester City,31,D(C),30,2672,1,-,9,-,0.9,84.1,3,4,7.47
Christian Eriksen,Tottenham,27,M(CLR),33(2),2942,6,13,2,-,2.9,81.2,0.5,2,7.45
Kevin De Bruyne,Manchester City,28,"M(CLR),FW",22(3),2004,7,9,2,-,2,78.3,0.5,4,7.45
Sergio Agüero,Manchester City,31,"AM(CL),FW",29(1),2375,24,2,1,-,4,84.7,0.3,5,7.39
Luke Shaw,Manchester United,23,"D(L),M(L)",5,450,-,1,1,-,0.2,86,2.8,-,7.36
Andros Townsend,Newcastle United,27,"AM(LR),FW",12(1),1089,4,2,-,-,1.8,81.3,-,1,7.35
Dele Alli,Tottenham,23,M(CL),28(5),2482,10,9,7,-,2.2,75.9,1.1,2,7.35
Michail Antonio,West Ham,29,"D(R),M(CLR),FW",23(3),2063,8,3,3,-,2.1,69.6,1.5,2,7.35
Ross Barkley,Everton,25,M(CLR),36(2),3087,8,8,4,-,2.5,86,0.8,3,7.31
Daniel Drinkwater,Leicester,29,DMC,35,3039,2,7,3,1,1.2,77.6,0.8,1,7.30
Coutinho,Liverpool,27,M(CLR),24(2),2005,8,5,2,1,4.3,78.9,0.2,4,7.29
Troy Deeney,Watford,31,FW,36(2),3293,13,7,6,-,2.5,60.9,6.2,3,7.28
Vincent Kompany,Manchester City,33,D(C),13(1),1179,2,-,5,-,0.8,82.9,2.5,-,7.28
David Silva,Manchester City,33,M(CLR),22(2),1802,2,11,1,-,1.2,86.4,0.4,2,7.28
Lamine Koné,Sunderland,30,D(C),15,1315,2,1,-,-,0.7,62.6,3.3,2,7.27
Cédric Soares,Southampton,27,"D(R),M(R)",23(1),1971,-,2,3,-,0.4,68.8,0.8,1,7.27
Cheikhou Kouyaté,West Ham,29,"D(CR),DMC",34,3010,5,2,5,1,1.3,79.6,2.6,1,7.26
Kieran Trippier,Tottenham,28,"D(R),M(R)",5(1),458,1,1,1,-,0.3,74,1.8,-,7.26
Nacho Monreal,Arsenal,33,"D(CL),M(L)",36(1),3248,-,3,1,-,0.3,85.5,1.9,1,7.26
Danny Rose,Tottenham,28,"D(L),M(L)",24,2132,1,3,7,-,1.1,79.4,1,-,7.25
Idrissa Gueye,Aston Villa,29,M(C),35,3076,-,1,10,-,0.9,85.6,0.9,3,7.25
Sébastien Pocognoli,West Bromwich Albion,31,D(L),0(1),35,-,1,-,-,-,63.2,2,-,7.24
Gaël Clichy,Manchester City,33,D(L),12(2),1088,-,1,-,-,0.1,81.4,0.9,-,7.24
Gabriel Paulista,Arsenal,28,D(CR),18(3),1762,1,-,4,1,0.5,90.2,2.4,-,7.23
Anthony Martial,Manchester United,23,"AM(LR),FW",29(2),2632,11,4,2,-,1.8,76.7,1.8,3,7.23
Yohan Cabaye,Crystal Palace,33,M(C),32(1),2704,5,1,7,-,2,82.6,0.2,3,7.23
Yaya Touré,Manchester City,36,M(C),28(4),2335,6,5,3,-,2.4,86.5,0.9,2,7.22
Aaron Ramsey,Arsenal,28,M(CR),29(2),2624,5,4,4,-,2.2,86.1,0.9,2,7.21
Timm Klose,Norwich,31,D(C),10,850,1,-,3,-,0.3,65.4,4,3,7.21
Manuel Lanzini,West Ham,26,AM(CLR),23(3),1921,6,2,3,-,1.8,88.9,0.2,3,7.21
James Milner,Liverpool,33,"D(LR),M(CLR)",28,2416,5,11,9,1,1.4,77.4,1.1,4,7.21
Phil Jagielka,Everton,36,D(CR),21,1852,-,-,-,-,0.4,84.3,2.8,-,7.20
Jonny Evans,West Bromwich Albion,31,D(CL),30,2593,1,1,4,-,0.2,75.1,1.8,1,7.20
Willian,Chelsea,30,AM(CLR),32(3),2751,5,6,5,-,1.7,82.4,0.1,3,7.20
Roberto Firmino,Liverpool,27,"M(CLR),FW",24(7),1982,10,7,1,-,2,76.6,0.3,5,7.19
Kyle Walker,Tottenham,29,"D(CR),M(R)",33,2943,1,3,7,-,0.6,78.4,1.6,1,7.19
Ashley Williams,Swansea,34,D(C),36,3240,2,1,8,-,0.4,85,2,5,7.19
