Name,Team,Age,Position,Apps,Minutes,Tackles per game,Interceptions per game,Fouls per game,Offsides per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals,Rating
Lionel Messi,Barcelona,32,"AM(CR),FW",32(4),2997,0.5,0.2,0.5,-,-,0.4,-,-,8.68
Cristiano Ronaldo,Real Madrid,34,"M(L),FW",27,2293,0.3,0.2,0.7,-,0.5,0.2,0.1,-,7.94
Luis Suárez,Barcelona,32,"AM(CLR),FW",32(1),2902,0.5,0.2,1.4,0.1,0.9,0.5,0.1,-,7.72
Coutinho,Barcelona,27,M(CLR),16(2),1304,1.5,0.3,0.7,-,0.2,1.3,-,-,7.66
João Cancelo,Valencia,25,"D(LR),M(R)",1,90,1,2,4,-,-,-,-,-,7.65
Marc Bartra,Real Betis,28,D(CR),16,1421,2.4,2,1.3,0.9,5.9,1.1,0.6,-,7.54
Yoel Rodríguez,Eibar,30,GK,1,90,-,-,-,-,3,-,-,-,7.50
Casemiro,Real Madrid,27,DMC,30,2601,3.6,2.1,2,0.2,1.5,1.4,0.4,-,7.49
Gareth Bale,Real Madrid,29,"M(CLR),FW",20(6),1803,0.7,0.5,1,-,0.5,0.4,-,-,7.49
Iago Aspas,Celta Vigo,31,"AM(CR),FW",33(1),2938,0.8,0.7,0.7,-,0.3,0.9,-,-,7.49
Toni Kroos,Real Madrid,29,M(C),26(1),2268,2,0.6,0.8,-,0.3,1.4,0.1,-,7.47
Filipe Luís,Atletico Madrid,33,D(L),19(1),1660,4.2,1.8,0.8,0.3,1.6,0.7,0.4,-,7.45
Daniel Parejo,Valencia,30,M(C),34,3005,2.6,1,1.4,-,0.7,1.6,0.3,-,7.41
Jasper Cillessen,Barcelona,30,GK,1,90,-,-,-,-,1,-,-,-,7.41
Geoffrey Kondogbia,Valencia,26,DMC,30(1),2618,2.8,2,1.8,-,2.1,1.5,0.5,-,7.40
Saúl Ñíguez,Atletico Madrid,24,"D(CL),M(CLR)",35(1),3157,3.7,1.5,1.9,-,2,1.8,0.3,-,7.40
Antoine Griezmann,Atletico Madrid,28,"AM(CLR),FW",30(2),2530,1.1,0.3,0.8,-,0.3,0.6,-,-,7.38
Achraf Hakimi,Real Madrid,20,D(LR),8(1),757,2.3,1.1,0.9,0.2,1.8,1.6,0.1,-,7.34
Gerard Moreno,Espanyol,27,"AM(C),FW",38,3413,1.1,0.5,1.5,0.1,1.2,1.1,0.2,-,7.31
Asier Riesgo,Eibar,35,GK,1,90,-,-,-,-,1,-,-,-,7.29
Luka Modric,Real Madrid,33,M(C),23(3),1976,1.3,1.2,0.8,-,0.3,1,0.2,-,7.29
Sergio Busquets,Barcelona,30,DMC,30(1),2600,2.8,1.6,1.2,-,0.4,1.3,0.3,-,7.25
Lucas Hernández,Atletico Madrid,23,D(CL),24(3),2117,3.4,1.5,1.1,0.1,2.9,0.7,0.4,-,7.24
Jordi Alba,Barcelona,30,D(L),30(3),2745,1.9,2.1,1.1,0.5,1.5,0.8,0.2,-,7.22
Sergi Roberto,Barcelona,27,"D(R),M(CR)",24(6),2231,2.1,1.3,0.5,0.2,0.8,0.8,0.3,-,7.21
Asier Illarramendi,Real Sociedad,29,M(C),35(1),3165,2.4,2.1,0.9,0.1,0.8,1.5,0.2,-,7.21
Rodrigo,Villarreal,23,DMC,36(1),3228,2.8,1.4,2.1,0.1,2.6,1.5,0.6,-,7.20
Gabriel Pires,Leganes,25,"M(C),FW",28(1),2388,3.1,1.3,1.9,-,0.9,1.6,0.1,-,7.20
Víctor López,Deportivo Alaves,22,Midfielder,1,61,2,1,-,1,1,1,-,-,7.18
Álex Granell,Girona,30,"DMC,M(L)",33(1),2855,2.3,1.4,2.1,-,0.8,2.2,0.1,-,7.18
Javier Mascherano,Barcelona,35,"D(C),M(C)",6(1),541,2.1,1.1,1.3,0.6,2.7,0.1,1.1,-,7.18
Fabián Ruiz,Real Betis,23,M(CL),30(4),2662,2.4,1.2,0.8,-,1,1.4,0.1,-,7.17
