Name,Team,Age,Position,Apps,Minutes,Tackles per game,Interceptions per game,Fouls per game,Offsides per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals,Rating
James Milner,Aston Villa,33,"D(LR),M(CLR)",1,85,5,6,1,-,1,2,-,-,9.14
Javier Mascherano,Liverpool,35,"D(C),M(C)",1,79,6,3,4,-,-,3,-,-,8.01
Paul Konchesky,Fulham,38,D(L),1,90,2,2,2,-,2,-,-,-,7.79
Nani,Manchester United,32,"M(CLR),FW",31(2),2674,1.6,1,1,-,0.5,0.7,0.1,-,7.71
Luis Suárez,Liverpool,32,"AM(CLR),FW",12(1),1102,1.2,0.5,0.9,-,0.1,0.8,-,-,7.63
Carlos Tevez,Manchester City,35,"AM(CL),FW",30(1),2535,1,0.8,1.4,-,-,0.5,0.1,-,7.59
Robin van Persie,Arsenal,35,"AM(C),FW",19(6),1768,0.8,0.3,1.3,-,1.1,0.2,0.1,-,7.56
Cesc Fàbregas,Arsenal,32,"M(CL),FW",22(3),1887,1.6,1,1,-,0.8,1.1,0.2,-,7.55
Didier Drogba,Chelsea,41,FW,30(6),2793,0.8,0.7,1.6,-,1,0.6,0.3,-,7.55
Andy Carroll,Newcastle United,30,FW,18(1),1624,0.7,0.5,2.5,0.1,2.2,0.1,0.2,-,7.54
Danny Rose,Tottenham,28,"D(L),M(L)",4,352,3.3,2.5,0.3,0.8,3.8,0.5,0.3,-,7.53
Steven Gerrard,Liverpool,39,M(C),20(1),1869,2.8,1.8,1.1,-,1.7,0.3,0.6,-,7.52
Nemanja Vidic,Manchester United,37,D(C),35,3118,2.1,2.6,1.1,0.4,9.5,0.2,0.9,-,7.51
Mike Pollitt,Wigan,47,Goalkeeper,0(1),28,-,-,-,-,1,-,-,-,7.49
Charlie Adam,Blackpool,33,M(C),34(1),3051,2.1,1.9,2,0.1,2.8,1.4,0.5,1,7.48
Florent Malouda,Chelsea,39,M(CL),33(5),2810,0.7,1.1,0.6,-,0.5,0.4,0.1,-,7.44
Rafael van der Vaart,Tottenham,36,M(C),28,2240,2.1,0.8,1.3,-,0.1,0.7,0.1,-,7.44
Stuart Holden,Bolton,33,M(CR),26,2296,4.5,2.6,0.9,-,1.7,1.2,0.1,-,7.43
Antolín Alcaraz,Wigan,36,D(C),34,3029,3.8,3.5,0.7,0.7,8.3,0.7,0.7,-,7.42
Vincent Kompany,Manchester City,33,D(C),37,3330,2.7,2.4,1.2,0.5,9.1,0.3,0.9,-,7.42
Ledley King,Tottenham,38,"D(L),DMC",6,494,2.8,1.8,0.3,0.2,7.7,0.3,1.2,-,7.40
Brede Hangeland,Fulham,38,D(C),37,3330,1.6,2.2,1.1,0.6,11.4,0.6,1.1,2,7.39
Alexandre Song,Arsenal,31,M(C),30(1),2595,3.3,2.6,2.2,0.1,2,0.9,0.4,-,7.38
Wayne Rooney,Manchester United,33,"M(CLR),FW",25(3),2226,0.4,0.3,0.9,-,0.3,0.4,0.1,-,7.38
Gareth Bale,Tottenham,29,"M(CLR),FW",29(1),2452,1.5,1.6,0.4,0.1,1.6,0.4,0.2,-,7.38
Michael Dawson,Tottenham,35,D(C),24,2160,2,2,0.8,0.6,11.1,0.8,1.1,-,7.38
Frank Lampard,Chelsea,41,M(C),23(1),2026,2.2,1.2,0.4,-,0.8,0.8,0.3,-,7.37
Piscu,Wigan,32,D(C),1,69,3,5,-,-,2,6,-,-,7.36
Joey Barton,Newcastle United,36,M(C),32,2880,2.5,1.7,1.3,0.1,0.7,1.4,0.3,-,7.35
Luka Modric,Tottenham,33,M(C),32,2801,1.9,2.5,0.5,-,0.6,1,0.2,-,7.34
Gaël Clichy,Arsenal,33,D(L),33,2970,3.4,3.2,1,0.1,4.5,0.8,0.3,-,7.34
James Tomkins,West Ham,30,D(CR),18(1),1582,2.6,2.4,0.9,0.7,8.5,0.8,1.2,-,7.34
Alex,Chelsea,37,D(C),12(3),1111,2.7,2,0.6,0.7,4.9,0.3,0.9,-,7.34
Christopher Samba,Blackburn,35,D(C),33,2883,1.5,2.1,1.2,0.8,10.9,0.2,1.2,-,7.33
Dimitar Berbatov,Manchester United,38,"AM(C),FW",24(8),2210,0.3,0.5,1.1,-,0.7,0.2,0.1,-,7.32
John Terry,Chelsea,38,D(C),33,2962,2.2,1.6,0.9,0.6,5.1,0.4,0.8,-,7.31
Raul Meireles,Liverpool,36,M(C),32(1),2547,2.4,2.1,0.8,-,0.7,1.1,0.2,-,7.31
Kevin Davies,Bolton,42,"AM(L),FW",38,3387,1.6,0.8,3.2,-,1.5,0.6,0.1,-,7.31
Marcos Alonso,Bolton,28,"D(CL),M(L)",4,360,4.3,2,1,0.3,5.3,1,0.8,-,7.31
Samir Nasri,Arsenal,32,M(CLR),28(2),2392,1,0.9,0.6,-,0.3,0.5,0.1,-,7.31
Gary Cahill,Bolton,33,D(C),36,3214,1.8,1.8,1,1.5,10.7,0.4,1.1,-,7.30
Manuel da Costa,West Ham,33,D(C),14(2),1293,2.1,2.4,1.7,0.8,8.6,0.8,0.9,-,7.29
Dirk Kuyt,Liverpool,38,"M(CLR),FW",32(1),2821,2.3,1.6,1.3,-,0.8,1,0.1,-,7.29
Antonio Valencia,Manchester United,33,"D(R),M(R)",8(2),741,2,1,1.3,-,0.4,-,-,-,7.27
Pablo Zabaleta,Manchester City,34,"D(R),DMC,M(R)",21(5),1946,3.1,2.7,1.5,0.2,3.5,1.1,0.3,-,7.27
Scott Parker,West Ham,38,M(C),30(2),2738,3.8,2.6,1.4,-,1.4,1.2,0.9,-,7.27
Thomas Hitzlsperger,West Ham,37,AM(C),11,990,1.7,1.4,1.2,-,1.3,0.8,-,-,7.27
Kyle Walker,Aston Villa,29,"D(CR),M(R)",15,1338,2.7,2,0.8,0.1,3.3,0.6,0.4,-,7.27
Thomas Vermaelen,Arsenal,33,D(CL),5,450,2.2,3.6,1.4,2,5.8,-,0.4,-,7.26
Mikel Arteta,Everton,37,M(C),29,2412,2.2,1.4,1.1,-,0.7,1,0.2,-,7.26
David Wheater,Bolton,32,D(C),5(2),535,2.9,2,1,1,10.3,0.6,1.1,-,7.25
Rafael,Manchester United,28,"D(LR),M(R)",15(1),1203,3.6,2,1.2,0.1,2.3,0.5,-,-,7.24
Michael Essien,Chelsea,36,"D(R),DMC",32(1),2802,1.5,1.6,1.2,0.1,1,0.5,0.3,-,7.24
Steve Sidwell,Fulham,36,M(C),10(2),940,2.5,2.9,1.8,-,2.7,1.2,0.3,-,7.24
Branislav Ivanovic,Chelsea,35,D(CR),32(2),2830,2.2,2,1.8,0.5,4.3,0.3,0.2,-,7.24
Kenwyne Jones,Stoke,34,FW,33(1),2795,0.6,0.4,0.6,-,1.3,0.3,0.2,-,7.23
Glen Johnson,Liverpool,34,"D(CLR),M(R)",28,2438,2.5,1.7,0.9,0.2,2.9,0.6,0.3,-,7.23
Chris Brunt,West Bromwich Albion,34,"D(L),M(CLR)",34,3016,2.2,1.5,1.2,0.1,1.4,1.1,0.3,-,7.23
Benoit Assou-Ekotto,Tottenham,35,D(L),30,2573,2.7,3.6,1.1,0.2,3.8,0.6,0.3,-,7.22
Park Ji-Sung,Manchester United,38,M(CLR),13(2),1084,2.3,1.1,0.6,-,0.5,0.7,-,-,7.22
Lucas Leiva,Liverpool,32,"D(C),M(C)",32(1),2858,5.2,2,2,-,1.6,1.7,0.3,-,7.21
Peter Odemwingie,West Bromwich Albion,37,"AM(LR),FW",29(3),2685,0.5,0.5,1,-,0.3,0.3,0.1,-,7.21
Mark Halstead,Blackpool,28,Goalkeeper,0(1),24,-,-,-,-,1,-,-,-,7.20
Leighton Baines,Everton,34,"D(L),M(L)",38,3420,2.2,1.3,0.8,0.3,2.7,0.6,0.3,-,7.20
Ryan Giggs,Manchester United,45,M(CL),19(6),1678,1.4,0.9,0.9,-,0.7,0.6,0.1,-,7.18
Johan Elmander,Bolton,38,"M(C),FW",37,3115,2.4,1.2,1.3,-,1.2,1.4,0.2,-,7.18
David Stockdale,Fulham,33,GK,7,630,-,-,-,-,0.9,-,-,-,7.18
Stewart Downing,Aston Villa,34,"D(L),M(CLR)",38,3387,1,1.7,0.2,-,0.7,0.5,0.1,-,7.18
David Luiz,Chelsea,32,"D(C),DMC",11(1),954,1.4,3,1.5,0.3,4.3,0.8,0.7,-,7.17
Yaya Touré,Manchester City,36,M(C),35,2977,1.4,1.1,1.2,-,0.8,0.7,0.1,-,7.17
Charles N'Zogbia,Wigan,33,M(CR),32(2),2801,0.8,0.8,1.3,-,0.1,0.1,-,-,7.17
Philippe Senderos,Fulham,34,D(C),3,270,2.3,2,1,1,11.7,0.3,-,-,7.16
Steve Gohouri,Wigan,38,"D(CLR),DMC",26(1),2361,3,2.3,1.3,0.8,7.5,0.8,0.4,-,7.16
Youssouf Mulumbu,West Bromwich Albion,32,M(C),34,2863,3.2,3.4,1.6,-,1,0.9,0.3,-,7.16
Bacary Sagna,Arsenal,36,D(CR),33,2969,2,1.9,0.6,0.2,4.3,0.2,0.2,-,7.16
David Vaughan,Blackpool,36,M(C),35,3150,4,2,1,0.1,1.6,1.5,0.4,-,7.16
Cheick Tioté,Newcastle United,33,M(C),26,2311,3.3,2.5,3,-,2.3,1.6,0.3,-,7.16
Robert Huth,Stoke,34,D(C),35,3111,1.9,1.8,1.3,0.5,8,0.4,0.9,-,7.15
David Silva,Manchester City,33,M(CLR),30(5),2565,1.6,1,0.7,-,0.5,0.4,0.1,-,7.15
Sylvain Distin,Everton,41,D(C),38,3411,1.8,1.3,0.3,1.1,10.4,0.4,1,-,7.15
Maxi Rodríguez,Liverpool,38,"M(CL),FW",24(4),2044,2.3,1.9,0.7,-,0.5,0.8,-,-,7.14
Ryan Nelsen,Blackburn,41,D(C),28,2415,1.9,3,0.6,0.5,10,0.4,1,-,7.14
Rio Ferdinand,Manchester United,40,D(C),19,1710,1.3,2.6,0.2,0.4,6.5,0.2,0.4,-,7.13
Daniel Sturridge,Bolton,29,"M(R),FW",11(1),973,-,0.2,0.6,-,0.1,0.3,-,-,7.12
Mousa Dembélé,Fulham,31,M(CR),22(2),1923,1.7,0.8,2,-,0.6,0.3,-,-,7.12
Leon Osman,Everton,38,M(CLR),20(6),1809,2,1.2,1.2,-,1.3,0.8,0.2,-,7.12
Phil Jagielka,Everton,36,D(CR),31(2),2796,2.4,2,0.5,0.9,7.6,0.4,1,1,7.11
Ashley Young,Aston Villa,33,"D(LR),M(LR)",34,3054,0.9,1,1.3,0.1,0.3,0.5,0.1,-,7.11
Paulo Da Silva,Sunderland,39,D(C),1,90,4,2,2,-,8,-,1,-,7.11
Jermaine Pennant,Stoke,36,M(R),26(3),2033,1.3,1.2,0.7,-,0.3,0.6,-,-,7.11
Kolo Touré,Manchester City,38,D(C),21(1),1846,2.2,1.8,0.5,0.5,7,0.2,0.5,-,7.10
Patrice Evra,Manchester United,38,"D(CL),M(L)",34(1),2963,2.3,2.3,1.2,-,2.7,0.6,0.2,1,7.10
Marouane Fellaini,Everton,31,M(C),19(1),1654,3.4,1.7,1.9,-,3.1,1.2,0.3,-,7.10
Nicolas Anelka,Chelsea,40,FW,27(5),2364,0.9,0.6,0.5,-,0.1,0.2,-,-,7.10
Demba Ba,West Ham,34,FW,10(2),932,0.7,0.4,0.7,-,0.7,0.5,0.1,-,7.10
Leon Best,Newcastle United,32,FW,9(2),753,0.2,0.1,1.2,-,0.6,0.1,0.1,-,7.09
Clint Dempsey,Fulham,36,"M(CL),FW",35(2),3099,1.7,1.1,1.6,-,1.1,0.6,0.1,-,7.09
Steven Pienaar,Everton,37,M(CL),18,1576,1.8,1.7,1.7,-,0.8,0.9,0.1,-,7.08
Roger Johnson,Birmingham,36,D(C),38,3376,1.4,1.9,0.7,0.8,11,0.5,1.2,2,7.08
Aaron Hughes,Fulham,39,D(CR),38,3406,1.2,2,0.5,1.3,10.2,0.2,0.5,-,7.08
Danny Murphy,Fulham,42,"DMC,M(R)",37,3130,3.2,2.8,1.4,-,1,1.3,0.3,-,7.08
Abou Diaby,Arsenal,33,M(C),13(3),962,1.8,1.1,1,0.1,1.5,0.6,0.1,-,7.08
John Obi Mikel,Chelsea,32,M(C),28,2219,1.9,2,1.1,0.1,0.9,0.8,0.3,-,7.07
Darren Bent,Aston Villa,35,FW,16,1400,0.4,0.4,1,-,0.9,0.1,-,-,7.07
Chris Baird,Fulham,37,"D(LR),DMC",25(4),2386,2.4,1.6,0.6,0.1,4.2,1.1,0.4,-,7.07
Phil Bardsley,Sunderland,34,D(LR),32(2),2824,2.7,1.8,0.6,0.3,4.6,0.4,0.4,-,7.07
Gareth Barry,Manchester City,38,M(C),31(2),2705,2.7,2,1.6,0.1,2.2,1.1,0.6,-,7.06
Andrey Arshavin,Arsenal,38,AM(LR),25(12),2197,1.5,0.9,0.8,-,0.2,0.4,0.1,-,7.06
Ramires,Chelsea,32,M(CR),22(7),1943,3,1.7,1.8,-,1,0.7,0.2,-,7.06
Nigel de Jong,Manchester City,34,M(C),30(2),2612,3,2.7,1.3,-,1.1,1,0.3,-,7.05
Jordan Henderson,Sunderland,29,M(CLR),37,3219,1.7,1.7,0.7,-,0.9,1,0.2,-,7.05
Jack Wilshere,Arsenal,27,M(CLR),31(4),2652,1.7,1.5,1,-,0.6,1,0.2,-,7.05
Laurent Koscielny,Arsenal,33,D(C),30,2619,2,2.8,1,1.5,6.9,0.5,0.4,-,7.04
Titus Bramble,Sunderland,37,D(C),22(1),2001,2.5,2.7,0.7,0.8,9.6,1,0.6,-,7.04
Martin Kelly,Liverpool,29,D(CLR),10(1),859,3.5,0.8,0.5,0.4,5.5,0.9,-,-,7.04
Mike Williamson,Newcastle United,35,D(C),28(1),2565,1.4,1.7,0.6,0.9,9.2,0.4,0.5,-,7.04
James Collins,Aston Villa,35,D(C),31(1),2853,1.3,1.7,1,1,8.3,0.8,1.3,-,7.04
Jamie O'Hara,Wolverhampton Wanderers,32,M(C),13(1),1118,1.7,1.1,0.5,-,0.6,0.4,0.1,-,7.04
