Name,Team,Age,Position,Apps,Minutes,Tackles per game,Interceptions per game,Fouls per game,Offsides per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals,Rating
Benoit Cheyrou,Marseille,38,M(C),27(7),2471,2.2,2.3,1.5,-,0.6,0.6,0.1,-,7.26
Lisandro López,Lyon,36,"AM(L),FW",24(3),2091,1.1,0.8,1.3,-,0.1,0.4,0.1,-,7.26
Etienne Capoue,Toulouse,30,"D(C),M(CL)",37,3330,3.3,3,2.8,0.2,2.1,1.2,0.3,-,7.25
Adil Hermach,Lens,33,M(C),30(1),2639,3.6,2.9,1.7,-,1.2,1.2,0.2,-,7.24
Romain Hamouma,Caen,32,"M(CLR),FW",31(1),2704,1.6,1.4,1.1,-,0.4,0.8,-,-,7.24
Mamadou Sakho,Paris Saint-Germain,29,D(C),35,3037,2.6,1.8,0.8,0.6,6.7,0.3,0.9,-,7.23
Bruno Ecuele Manga,Lorient,30,D(CR),31,2790,1.8,2.3,0.7,1,8.1,0.2,0.7,1,7.23
Blaise Matuidi,Saint-Etienne,32,M(CL),34,3052,3.8,2.4,2.1,-,2.1,0.8,0.4,-,7.21
Gervinho,Lille,32,"M(LR),FW",33(2),2854,0.6,0.9,0.5,-,0.1,0.4,-,-,7.20
Amadou Sidibe,Auxerre,33,D(C),9(1),804,3.7,2.1,0.9,0.1,4,0.7,0.3,-,7.20
Guillaume Hoarau,Paris Saint-Germain,35,FW,31(2),2640,0.6,0.6,1.5,-,1,0.3,0.2,-,7.19
Pascal Berenguer,Nancy,38,"D(C),M(CR)",15(3),1324,2.2,3.6,1.6,-,2.2,1.3,0.4,-,7.19
Lucho González,Marseille,38,M(C),33(3),2913,2.2,1.8,0.8,-,0.8,1.7,0.2,-,7.19
Boukary Dramé,Sochaux,33,"D(L),M(L)",23(3),2162,2.5,1.6,1.3,0.3,6.2,0.3,0.5,-,7.19
Michael Ciani,Bordeaux,35,D(C),27(2),2424,1.9,2.9,1.7,1.4,6.6,0.4,0.4,-,7.18
Jérémy Toulalan,Lyon,35,"D(C),M(C)",27(1),2259,3,2.3,1.9,0.2,2,1,0.3,-,7.18
Anthony Mounier,Nice,31,AM(CLR),33(1),2876,1.7,1.3,1,-,0.6,0.6,-,-,7.16
Jaroslav Plasil,Bordeaux,37,M(C),38,3356,1.4,1.9,1.1,0.1,1.2,0.7,0.1,-,7.16
Jordan Loties,Nancy,34,"D(C),DMC",24(1),2141,3.2,3.4,1.4,0.8,5.5,1,0.6,-,7.16
Matthieu Dreyer,Sochaux,30,GK,10(1),945,-,0.1,-,-,1.5,-,-,-,7.15
Nicolas Seube,Caen,39,M(C),29,2472,3.2,3,1,0.2,3.3,1,0.7,-,7.15
Samba Diakité,Nancy,30,M(C),16(7),1566,3.7,1.5,2.1,-,1.2,1,0.2,-,7.15
Yann M'Vila,Rennes,29,M(C),37,3307,2.9,2.4,1.1,0.1,2.4,0.8,0.2,-,7.15
Lamine Sané,Bordeaux,32,"D(C),M(C)",33,2926,1.8,2.5,1.3,0.8,4.8,0.6,0.3,-,7.15
Mathieu Debuchy,Lille,33,D(CR),35,3056,3.1,2.4,2,0.3,3.5,1.1,0.1,-,7.15
Adama Coulibaly,Auxerre,38,"D(CL),DMC",38,3420,1.5,2.4,1.1,0.4,10.6,0.4,1,-,7.15
Loïc Remy,Nice,32,"M(LR),FW",2,180,0.5,-,2,-,-,-,-,-,7.14
Kevin Gameiro,Lorient,32,FW,36,3223,0.4,0.3,0.4,-,0.1,0.3,-,-,7.13
Jean-Armel Kana-Biyik,Rennes,29,D(C),27(1),2479,2.5,2.6,0.9,1.1,7.2,0.4,0.4,-,7.13
Nicolas Maurice-Belay,Sochaux,34,"M(CL),FW",31(6),2658,1.9,1,1,-,1.1,0.5,-,-,7.13
Alexis Thébaux,Caen,34,GK,35,3150,-,0.1,-,-,1.7,0.1,-,-,7.13
Grégory Pujol,Valenciennes,39,FW,33,2890,1.2,1.1,2.3,-,0.4,0.4,0.1,-,7.12
Foued Kadir,Valenciennes,35,M(CLR),11(1),962,1.8,1.3,1.5,-,0.3,0.7,-,-,7.12
Franck Beria,Lille,36,D(CLR),25(2),2288,2.4,2.9,1.9,0.1,3.1,0.3,0.1,-,7.12
César Azpilicueta,Marseille,29,"D(CLR),M(R)",12(3),1015,3.9,1.6,1.5,0.2,3.7,0.7,0.3,-,7.11
Kévin Théophile-Catherine,Rennes,29,D(CLR),25(1),2266,3,2.5,2.1,0.4,5,0.8,0.2,1,7.10
Gaël Danic,Valenciennes,37,AM(CLR),31(5),2644,1.5,1,0.9,-,0.4,0.7,0.1,-,7.10
Christophe Jallet,Paris Saint-Germain,35,D(LR),35,3053,3.3,2.1,1.5,0.1,3.3,0.7,0.2,-,7.10
Ryad Boudebouz,Sochaux,29,"M(CLR),FW",37(1),3250,1.2,0.8,1,0.1,0.8,0.6,0.1,-,7.10
Morgan Amalfitano,Lorient,34,M(CLR),38,3416,1.2,1.4,1.5,-,0.5,0.5,0.1,-,7.09
Loic Perrin,Saint-Etienne,33,D(C),27,2353,3.2,2.6,2,-,2.1,0.6,0.3,1,7.08
Raphael Varane,Lens,26,D(C),22(1),1977,1.7,2.9,1.3,0.2,6.3,0.5,0.2,-,7.07
Alou Diarra,Bordeaux,37,"D(C),M(C)",32,2800,2.4,2.4,2,0.1,2.8,0.8,0.3,-,7.07
Modibo Maiga,Sochaux,31,FW,35(1),3043,0.5,0.3,2.1,-,0.9,0.3,-,-,7.07
Jérémy Morel,Lorient,35,D(CL),28(1),2550,3.4,1.8,1,0.4,4.1,0.8,0.3,-,7.06
Thomas Bosmel,Caen,31,Goalkeeper,3,270,-,-,-,-,1.7,-,-,-,7.06
Rudy Mater,Valenciennes,38,D(R),26(3),2222,3.2,1.8,1.7,0.2,3.8,1,0.2,-,7.06
Didier Digard,Nice,32,M(C),21(3),1913,3.1,2.5,1.7,-,1.7,1.1,0.3,-,7.06
Cheikh M'Bengue,Toulouse,30,"D(CL),M(L)",25,2133,2.9,2.6,2.4,0.5,3,0.8,0.1,-,7.05
Hamdi Kasraoui,Lens,36,GK,6(1),548,-,-,-,-,0.9,-,-,-,7.05
Paul Baysse,Brest,31,D(CR),29(2),2700,2,2.5,0.9,0.6,7.8,1,0.5,-,7.05
Sylvain Armand,Paris Saint-Germain,38,D(CL),31(2),2803,2.2,2.4,1,0.3,6.3,0.4,0.6,-,7.05
Stéphane Grichting,Auxerre,40,"D(CL),DMC",24(1),2148,3.5,2.6,1.7,0.4,6.1,1.1,0.6,-,7.05
Jacques-Alaixys Romao,Lorient,35,"D(C),M(C)",33,2927,3.8,2.2,2.2,0.3,2.6,0.7,0.3,-,7.05
Jeremie Bréchet,Sochaux,39,D(C),20,1800,2,2.1,1.4,1.1,11.2,0.5,0.5,-,7.05
Brahim Ferradj,Brest,31,D(L),21(5),1895,3.7,3,1,0.2,4.5,0.8,0.2,-,7.04
Loïc Remy,Marseille,32,"M(LR),FW",24(7),2164,0.5,0.4,1.4,-,0.1,0.3,-,-,7.04
Alassane Toure,Lens,30,D(R),10(2),994,3.6,2.8,1.4,0.3,5.1,0.2,0.8,1,7.04
Aly Cissokho,Lyon,31,"D(L),M(L)",29,2509,2.8,1.1,1.1,0.3,2.9,0.2,0.3,1,7.04
Renaud Cohade,Valenciennes,34,M(C),27(4),2438,2.7,1.3,1.8,-,0.9,1.2,0.3,-,7.04
Benoit Lesoimier,Brest,36,M(L),28(5),2560,2.5,1.8,1,-,0.7,0.4,0.1,-,7.04
Kim Källström,Lyon,36,M(C),29(4),2552,2.3,1.8,1.5,-,0.9,1.3,0.2,-,7.03
Cedric Hengbart,Auxerre,38,D(CR),27(1),2438,2.1,2.4,1,0.3,4.5,0.7,0.5,-,7.03
Taye Taiwo,Marseille,34,D(CL),29(1),2619,1.8,1.4,1.1,0.4,2.4,0.4,0.3,-,7.03
Franck Tabanou,Toulouse,30,"D(L),M(L)",32(2),2757,1.3,2.2,1.4,0.1,1.9,0.5,0.1,-,7.03
Damien Perquis,Sochaux,35,D(C),35,3006,1,1.4,0.8,0.9,7.5,0.3,0.9,-,7.01
Brown Ideye,Sochaux,30,FW,33(2),2815,0.5,0.3,1.9,-,0.5,0.2,-,-,7.01
Youssef El-Arabi,Caen,32,"AM(C),FW",36(2),3270,1.2,1.3,2.1,-,0.5,0.5,-,-,7.01
Youssouf Hadji,Nancy,39,FW,25(1),2248,0.8,0.5,1.6,-,0.7,0.3,0.1,-,7.01
Aurélien Chedjou,Lille,34,"D(C),DMC",31(3),2734,2,1.8,1.2,0.3,6.1,0.5,0.5,1,7.00
Wendel,Bordeaux,37,M(CL),26(5),2157,1.9,1.6,1.5,-,0.4,0.5,0.1,-,7.00
Maxime Baca,Lorient,36,D(LR),27(2),2357,2.3,1.8,0.8,0.5,4.1,1,0.3,1,7.00
Yoann Gourcuff,Lyon,32,M(CL),20(4),1649,1.6,0.5,1.8,-,0.1,0.7,-,-,7.00
Jean-Pascal Mignot,Auxerre,38,D(C),16(1),1485,1.9,2.1,1.5,0.5,7.7,0.8,0.7,1,6.99
Yacine Brahimi,Rennes,29,M(CLR),14(8),1228,0.9,0.9,0.5,-,-,0.3,-,-,6.99
Clément Chantôme,Paris Saint-Germain,31,M(C),26,2290,2.4,1.8,2.2,-,0.7,0.9,0.2,-,6.98
Landry N'Guémo,Nancy,33,M(C),30(3),2714,3,2.1,2.4,-,0.8,1.3,0.3,-,6.98
Stéphane Ruffier,Monaco,32,GK,34,2987,-,-,-,-,1,-,-,-,6.98
Marco Estrada,Montpellier,36,M(C),26(4),2186,1.4,1.5,1.3,-,0.7,0.9,0.2,-,6.98
Sébastien Puygrenier,Monaco,37,D(C),28(3),2512,1.6,2.2,1.1,0.6,8.1,0.5,0.6,-,6.97
Alexandre Raineau,Caen,33,D(C),21(2),1969,3.1,1.8,1.3,-,4.3,1.1,0.4,-,6.97
Alaeddine Yahia,Lens,37,D(C),32(2),2873,1.1,2.2,1.6,0.3,9.1,0.3,1.1,-,6.97
Henri Bedimo,Lens,35,D(L),31(4),2873,1.8,2.6,1.3,0.1,3.5,0.5,0.3,1,6.97
Damien Gregorini,Nancy,40,GK,31,2790,-,-,-,-,1.2,-,-,-,6.97
Reynald Lemaître,Nancy,36,D(L),23(2),2059,2.6,2.1,1.6,0.1,3.5,0.7,0.2,-,6.97
David Ospina,Nice,30,GK,35,3091,-,-,-,-,1.3,0.1,-,-,6.96
Serge Aurier,Lens,26,"D(CLR),M(R)",24(3),2019,3.7,2.4,1,0.1,3.9,1,0.2,-,6.96
Sylvain Marveaux,Rennes,33,"AM(CLR),FW",9(1),702,0.8,0.6,0.2,-,0.4,0.5,-,-,6.95
Moustapha Bayal Sall,Saint-Etienne,33,D(C),19,1703,1.8,1.8,1.2,0.8,8.8,0.2,0.9,1,6.95
Ahmed Kantari,Brest,34,D(C),32,2809,2,2.4,1.8,0.5,7.9,0.2,0.7,1,6.95
Vincent Muratori,Monaco,31,D(L),14(3),1288,2.8,2.2,1.7,0.1,2.8,0.6,0.1,-,6.95
Rémi Gomis,Valenciennes,35,M(C),26(3),2324,2,2.2,1.8,-,1.7,0.4,0.5,-,6.95
Cris,Lyon,42,D(C),20(1),1786,1.6,1.7,1,1.2,5.3,0.5,0.5,-,6.95
Rod Fanni,Marseille,37,D(CR),19,1639,1.7,2.6,1.2,0.2,2.4,0.3,0.1,-,6.94
Francois Clerc,Nice,36,D(R),29,2594,2.9,2.5,1.2,0.2,3.4,0.7,0.1,-,6.94
Dejan Lovren,Lyon,29,D(C),26(2),2346,1.8,1.8,1.6,1.1,6.6,0.3,0.4,-,6.94
John Boye,Rennes,32,D(C),8(2),687,2,1.7,1.2,0.3,6.2,0.2,0.4,-,6.94
Thomas Heurtaux,Caen,30,D(CR),29(2),2563,2.2,1.6,1.3,0.5,8.3,0.6,1.1,-,6.93
Mathieu Valbuena,Marseille,34,M(CLR),26(6),2078,1.2,1,1,-,0.1,0.5,-,-,6.93
Pierrick Cros,Sochaux,28,GK,13,1170,-,0.3,-,-,0.9,-,-,-,6.93
Gregory Leca,Caen,39,"D(L),DMC",24(2),2135,2,2.7,1,0.4,6.2,1,0.8,-,6.93
Gabriel Heinze,Marseille,41,"D(CL),DMC",31,2773,1.3,2.1,0.9,0.7,4.7,0.3,0.5,-,6.93
Abdoulrazak Boukari,Lens,32,"M(CL),FW",14(4),1336,0.9,0.9,0.9,-,0.5,0.3,-,-,6.93
Étienne Didot,Toulouse,35,M(C),36,3031,1.8,1.8,1.5,-,0.4,0.7,0.1,-,6.93
Rio Mavuba,Lille,35,M(C),38,3344,2.3,2.1,0.9,-,1.4,0.9,0.2,-,6.93
Nemanja Pejcinovic,Nice,31,D(CR),32(1),2924,2.4,1.8,1.1,0.6,7.5,0.3,0.7,-,6.93
Gaëtan Bong,Valenciennes,31,D(L),22,1922,3.2,1.9,1,0.2,2,0.5,0.2,-,6.93
Florent Balmont,Lille,39,DMC,26(1),2084,2.3,1.5,1.6,-,0.3,0.8,-,-,6.92
Hugo Lloris,Lyon,32,GK,37,3330,-,-,-,-,1,0.1,-,-,6.92
Park Chu-Young,Monaco,33,FW,32(1),2851,0.8,0.8,1.2,-,0.9,0.2,0.1,-,6.92
Romain Danzé,Rennes,32,"D(R),M(CR)",38,3363,2.3,2,1.7,0.3,4.2,0.8,0.2,-,6.92
Emerse Faé,Nice,35,"D(C),M(C),FW",23(1),2099,2.2,1.1,1.1,-,0.7,0.5,0.1,-,6.92
Michel Bastos,Lyon,35,"D(L),M(CLR)",22(6),1849,1.1,0.6,0.8,-,1,0.3,0.1,-,6.92
Andre Luiz,Nancy,39,D(C),34,2992,0.8,1.4,1.6,1.1,8.6,0.3,0.8,-,6.91
Benjamin Angoua,Valenciennes,32,D(CR),30(1),2710,2.2,1.7,1.2,0.7,5.5,0.6,0.7,-,6.91
Gregory Tafforeau,Caen,42,D(C),16,1335,3.2,3.3,2.4,0.3,3.3,0.8,0.3,1,6.91
Romain Poyet,Brest,38,"D(C),M(C),FW",24(8),2211,1.9,1.5,1.4,-,1.2,0.6,0.1,-,6.91
Mickaël Landreau,Lille,40,GK,38,3420,-,-,-,-,0.6,-,-,-,6.91
Omar Daf,Brest,42,D(CR),28,2412,2.8,2,1.2,0.1,3.7,0.6,0.2,-,6.91
Romain Rocchi,Arles-Avignon,37,"DMC,M(R)",13(4),1249,3.5,2.9,2.2,-,0.7,0.9,0.2,-,6.91
Mapou Yanga-Mbiwa,Montpellier,30,D(CR),36,3180,2.1,2.1,1.6,0.5,6.6,0.4,0.1,1,6.90
Kevin Anin,Sochaux,32,M(C),23(1),1876,3.8,1.7,2.5,-,1.8,1,0.2,-,6.90
Renato Civelli,Nice,35,D(C),31,2725,2.6,1.3,1.1,0.4,7.5,0.5,0.7,-,6.90
David Sauget,Sochaux,39,D(L),38,3416,2,1.6,1.2,0.7,4.3,0.4,0.4,1,6.90
Josuha Guilavogui,Saint-Etienne,28,M(C),17(5),1548,2.4,2.9,2.3,-,2.3,0.5,0.4,-,6.89
Steeve Elana,Brest,38,GK,38,3420,-,-,-,-,1.3,0.1,-,-,6.89
Adil Rami,Lille,33,D(C),36,3224,1.7,1.4,1.4,0.4,4.8,0.5,0.7,1,6.89
Jean Makoun,Lyon,36,M(C),11(2),1021,2.4,2.3,1.9,-,0.7,0.7,0.1,-,6.89
Kossi Prince Segbefia,Auxerre,28,M(C),3(1),308,2.3,2.3,1,-,1,1.3,-,-,6.89
Ali Ahamada,Toulouse,27,GK,8(1),723,-,-,-,-,1.6,-,-,-,6.89
Sylvain Marchal,Saint-Etienne,39,D(C),19,1636,2.2,2.6,1.6,1.1,7.6,0.5,0.5,-,6.89
Adriano Pereira,Monaco,37,D(CLR),32,2741,2.2,2.3,1.4,0.2,5.2,0.9,0.4,2,6.88
Larsen Touré,Brest,34,M(R),17(5),1467,2,1.2,2,-,1,0.4,0.1,-,6.88
Loris Nery,Saint-Etienne,28,D(LR),10(4),898,3.8,1.5,1.2,0.5,3.7,1.1,0.1,-,6.88
Samuel Souprayen,Rennes,30,D(L),14(2),1235,2.5,2.2,2.1,0.1,3.4,0.4,0.1,-,6.88
Benoît Trémoulinas,Bordeaux,33,"D(L),M(L)",30(1),2626,1.4,1.4,0.8,0.2,2,0.2,0.2,-,6.88
André-Pierre Gignac,Marseille,33,FW,20(10),1958,0.3,0.4,1.9,-,0.5,0.3,0.1,-,6.87
Francisco Pavón,Arles-Avignon,39,"D(L),DMC",26,2295,2.3,3,1.1,1,6.3,0.7,0.7,-,6.87
Mahamadou Diarra,Monaco,38,DMC,9,810,2,1.8,1.6,-,2.9,0.4,0.6,-,6.87
Paulo Machado,Toulouse,33,M(C),29(4),2458,1.4,1.2,1.4,-,0.1,0.4,-,-,6.87
Laurent Bonnart,Monaco,39,D(L),24(1),2117,2.3,2.8,0.9,0.4,3.9,1.1,0.4,-,6.86
Kafoumba Coulibaly,Nice,33,"D(CR),M(CR)",33(1),2938,3.4,1.3,1.4,0.3,2.3,0.9,0.4,-,6.86
Mauro Cetto,Toulouse,37,D(C),25,2161,1.2,2,1.3,1.3,4.6,0.3,0.6,1,6.86
M'Baye Niang,Caen,24,"AM(LR),FW",4(3),343,0.7,0.4,1.6,-,-,0.1,-,-,6.86
Alain Traoré,Auxerre,30,"M(C),FW",18(2),1574,1.1,1.7,1.3,0.1,1.6,0.8,0.3,-,6.86
David Ducourtioux,Valenciennes,41,M(CR),33(4),3002,2.1,1.6,1.3,0.3,2,0.5,0.2,1,6.86
Cyril Jeunechamp,Montpellier,43,D(CLR),31,2605,2.7,1.7,1.8,0.1,3.2,0.7,0.2,-,6.85
Geoffrey Jourdren,Montpellier,33,GK,37,3330,-,-,-,-,0.9,-,-,1,6.85
Yohan Mollo,Caen,29,"M(CLR),FW",27(8),2373,0.7,0.7,1.1,-,0.2,0.3,-,-,6.85
Carlao,Sochaux,33,"D(C),M(C)",19(5),1713,2.2,1.4,1.8,0.3,3.3,0.4,0.3,-,6.85
Bruno Grougi,Brest,36,M(C),25(8),2310,1,0.6,1.3,-,0.2,0.8,0.1,-,6.85
Nenad Dzodic,Montpellier,42,D(L),3,220,1,2.3,1,1.7,7.3,0.3,-,-,6.85
Garry Bocaly,Montpellier,31,D(R),27(2),2412,3.4,1.3,2.1,0.2,3.4,0.7,0.1,-,6.85
Matthieu Chalmé,Bordeaux,38,D(R),18(2),1637,2.7,1.9,1.2,0.2,3.5,0.6,0.1,-,6.85
Emerson Conceição,Lille,33,D(L),17(3),1546,2.2,1.5,1.1,0.4,3.8,0.2,0.3,-,6.84
Jires Kembo-Ekoko,Rennes,31,"M(LR),FW",16(7),1300,0.6,0.6,0.9,-,0.6,0.1,-,-,6.84
Pascal Feindouno,Monaco,38,Midfielder,2(3),223,1,0.8,0.2,-,0.4,0.2,-,-,6.84
Apoula Edel,Paris Saint-Germain,33,GK,23(1),2126,-,-,0.1,-,1.2,-,-,-,6.84
Elamni Erbate,Arles-Avignon,37,DMC,8,688,3.6,1.9,2.9,0.5,3.1,0.6,0.1,-,6.84
Oscar Ewolo,Brest,40,"D(C),M(CR)",32(3),2860,2.5,3.1,1.9,-,1.3,1.1,0.1,-,6.84
Samba Sow,Lens,30,M(C),7(3),595,2.9,2.1,2.3,-,1.2,1,0.1,-,6.84
Adrián Gunino,Toulouse,30,D(R),29,2583,3.1,2.5,1.1,0.4,2.9,1.7,-,1,6.84
Olivier Giroud,Montpellier,32,FW,33(4),2912,0.4,0.4,1.6,-,0.1,0.3,0.1,-,6.84
Abdoulrazak Boukari,Rennes,32,"M(CL),FW",18,1530,1.1,0.4,1.7,-,0.7,0.4,-,-,6.84
Theophile Junior N'Tamé,Brest,34,Midfielder,0(2),111,3,1,1,0.5,6.5,-,-,-,6.84
Alexander Tettey,Rennes,33,M(C),15(2),1320,2.1,1.4,1.5,0.1,1.3,0.4,-,-,6.83
Layvin Kurzawa,Monaco,26,"D(L),M(L)",5,372,2,2.4,1.2,0.2,5.2,1.2,0.2,-,6.83
Dariusz Dudka,Auxerre,35,"D(CLR),M(CR)",29,2583,1.7,2.2,2.5,0.1,3.3,0.8,0.3,-,6.83
Fabien Audard,Lorient,41,GK,29,2532,-,-,0.1,-,0.8,-,-,-,6.83
Grégory Paisley,Nice,42,"D(C),DMC",8,660,2.5,2,0.9,0.3,5,0.5,0.9,-,6.83
Petter Hansson,Monaco,42,"D(C),DMC",28(2),2578,1.3,1.1,0.6,0.5,8,0.4,0.9,-,6.83
Sylvain Monsoreau,Saint-Etienne,38,DMC,30(1),2687,1.1,1.1,0.7,0.9,8.5,0.3,0.7,-,6.83
Carlos Bocanegra,Saint-Etienne,40,D(C),34,3025,1.9,1.9,1.4,0.3,5.3,0.6,0.2,-,6.82
Stéphane Mbia,Marseille,33,"D(C),M(C)",24(2),2059,1.7,2,1.2,0.5,3.3,0.5,0.2,-,6.82
Sébastien Roudet,Lens,38,M(CL),29(3),2529,1.4,1.2,1,-,0.2,0.5,-,-,6.82
Jussiê,Bordeaux,35,"M(C),FW",21(10),1976,1.3,1.3,1.5,-,0.1,0.5,-,-,6.82
Rod Fanni,Rennes,37,D(CR),11,937,1.9,1.7,0.8,0.5,5.3,0.2,0.5,-,6.82
Vujadin Savic,Bordeaux,29,D(C),7,587,1.7,2,1,0.9,4.4,0.4,0.3,-,6.82
Lamine Gassama,Lyon,29,D(R),3(1),284,2.3,1.8,0.8,1,1.5,0.3,0.3,-,6.82
Yassin Mikari,Sochaux,36,M(L),5(1),406,1.2,0.7,0.3,0.2,4.8,0.3,0.2,-,6.81
Grégory Bourillon,Lorient,35,"D(C),DMC",32(1),2728,1.8,1.7,1.2,1,6.9,0.9,0.5,-,6.81
Stéphane Dalmat,Rennes,40,"M(CR),FW",30(3),2478,1.7,1.1,1.1,-,0.4,0.5,0.1,-,6.81
Timothée Kolodziejczak,Lyon,27,D(CL),7(1),675,3.1,1.5,1.4,0.4,2.4,0.9,0.4,-,6.81
Nicolas Penneteau,Valenciennes,38,GK,38,3420,-,0.1,-,-,1.1,0.1,-,1,6.81
Nicolas Nkoulou,Monaco,29,D(C),26(4),2490,2.5,2.6,2.7,0.2,2.5,0.8,0.3,-,6.81
Benjamin Nivet,Caen,42,M(C),24(7),2248,1.9,1.8,1.5,-,0.5,1,0.2,-,6.81
Moussa Sissoko,Toulouse,29,M(CR),32(4),2958,1.1,1.3,1.7,-,0.3,0.3,0.2,-,6.81
Daniel Braaten,Toulouse,37,M(CLR),21(11),2194,1.3,0.8,2.5,-,0.3,0.5,0.1,-,6.81
Thomas Mangani,Monaco,32,M(C),20(4),1713,1.9,1.9,1.8,-,1.7,0.4,0.2,-,6.81
Carlos Sánchez,Valenciennes,33,"D(C),M(C)",27(1),2387,2.3,1.4,1.5,-,1.3,0.9,0.3,-,6.81
Nolan Roux,Brest,31,"AM(LR),FW",26(2),2349,0.6,0.4,1.6,-,0.3,0.4,0.3,-,6.80
Daniel Congré,Toulouse,34,D(CLR),37,3330,1.8,2.4,1.6,0.7,4,0.5,0.3,-,6.80
Johan Martial,Brest,28,D(C),7,575,2,1.3,1.1,0.6,6.7,0.3,0.9,-,6.80
Younès Belhanda,Montpellier,29,M(CL),28(8),2596,1.4,0.8,2,-,0.4,0.6,-,-,6.80
Jonathan Brison,Nancy,36,D(LR),28(6),2534,1.5,1.5,1.1,-,1.9,1,0.1,-,6.80
Anthony Réveillere,Lyon,39,D(LR),35,3066,2.1,1.9,1.4,0.4,2.3,0.6,0.1,-,6.80
Hilton,Marseille,41,D(C),6(2),583,1.5,1.4,1,0.9,5.1,0.9,0.1,-,6.80
Souleymane Diawara,Marseille,40,D(C),27,2387,1.4,1.6,1,0.8,6,0.3,0.9,-,6.79
Florian Marange,Bordeaux,33,D(CL),11(1),1061,2.2,2.1,2,0.3,4.6,0.3,0.1,-,6.79
Faouzi Ghoulam,Saint-Etienne,28,D(L),10(2),910,1.6,2.2,0.7,0.2,2.2,0.4,0.2,-,6.79
Bakary Sako,Saint-Etienne,31,"M(L),FW",32(6),2745,1,0.9,0.9,-,0.7,0.3,-,-,6.79
David Rozehnal,Lille,38,"D(C),DMC",10(3),956,1,0.7,0.6,0.4,5.6,0.3,0.5,-,6.79
Fernando Menegazzo,Bordeaux,38,"D(CL),M(CR)",34(1),2954,1.4,1.5,1.2,0.7,2.9,0.5,0.3,-,6.79
Nenad Kovacevic,Lens,38,"D(C),M(CR)",13(3),1092,3.1,2.9,1.9,-,0.9,0.8,0.3,-,6.79
Ceará,Paris Saint-Germain,39,D(LR),14(6),1238,2.1,2.1,0.7,0.1,2.6,0.6,0.1,-,6.78
Claude Makelele,Paris Saint-Germain,46,"D(C),M(CR)",33,2877,2.2,2.2,1.5,-,1.2,1,0.2,-,6.78
Milan Bisevac,Valenciennes,35,D(C),32,2800,1.3,1.3,0.8,0.5,6.7,0.4,0.7,-,6.77
Édouard Cissé,Marseille,41,"D(C),M(CR)",21(2),1749,1.7,2.6,2,-,1,0.7,0.5,-,6.77
Bakary Soro,Arles-Avignon,33,D(C),24(4),2232,2.6,3.6,1.1,0.4,3.6,0.8,0.5,-,6.77
Mohamed Fofana,Toulouse,34,D(C),21,1883,1.4,1.5,1.4,0.9,6.5,0.1,0.5,-,6.77
Zoumana Camara,Paris Saint-Germain,40,D(C),14(3),1376,0.9,2.3,0.9,0.3,6.2,0.4,0.6,-,6.77
Gregory Proment,Caen,40,"D(C),M(R)",6(1),496,1.1,2.3,2,0.1,2.1,0.9,0.4,-,6.76
