Name,Team,Age,Position,Apps,Minutes,Tackles per game,Interceptions per game,Fouls per game,Offsides per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals,Rating
Lúcio,Inter,41,D(C),30(1),2737,2.5,4.4,1.3,0.9,9.1,0.7,0.7,-,7.76
Maicon,Inter,37,D(R),33,2970,2.5,2.4,0.9,0.1,2.6,0.7,0.2,-,7.71
David Pizarro,Roma,39,M(C),31,2748,2.8,2.3,0.9,0.1,0.7,1.1,0.3,-,7.58
Antonio Di Natale,Udinese,41,FW,33(2),3012,0.3,0.4,0.3,-,0.1,0.2,-,-,7.58
Francesco Totti,Roma,42,"AM(CL),FW",21(2),1808,0.5,0.3,2.3,-,-,0.3,-,-,7.58
Giorgio Chiellini,Juventus,34,D(C),32,2880,2.5,3,1.1,1.3,9.3,0.7,0.7,-,7.58
Mirko Vucinic,Roma,35,FW,32(2),2559,1.2,0.8,1.1,-,0.6,0.3,-,-,7.55
Alexis Sánchez,Udinese,30,"M(CLR),FW",25(7),2299,2.1,1.5,2.3,-,0.2,0.6,0.1,-,7.53
Ronaldinho,AC Milan,39,AM(C),34(2),2901,0.7,0.4,1.3,-,-,0.2,0.1,-,7.53
Alexandre Pato,AC Milan,29,"M(CLR),FW",20(3),1804,0.7,0.6,0.8,-,-,0.3,-,-,7.52
Fabrizio Miccoli,Palermo,40,FW,32(3),2685,0.4,0.2,0.6,-,-,0.3,-,-,7.50
Daniele Conti,Cagliari,40,DMC,32,2844,4.1,3.6,2,-,1.5,1.2,0.4,-,7.49
Juan,Roma,40,D(C),28(1),2504,2.1,4.1,0.9,1,7.8,0.7,0.5,-,7.48
Daniele De Rossi,Roma,35,"D(C),M(C)",33,2811,2.5,2.4,1.2,0.2,1.7,1.4,0.2,-,7.48
Alessandro Nesta,AC Milan,43,D(C),22(1),1891,2.4,3.2,0.9,1.2,5.2,0.7,0.9,-,7.47
Diego Milito,Inter,40,FW,33(2),2881,0.4,0.4,1.1,-,0.7,0.2,0.1,-,7.47
Alessandro Diamanti,Livorno,36,"M(CR),FW",1,80,-,-,1,-,-,1,-,-,7.46
Thiago Silva,AC Milan,34,D(C),33,2921,2.1,2.7,1.2,1.3,7.4,0.3,0.8,1,7.44
Mauro Zárate,Lazio,32,"M(CLR),FW",27(5),2535,0.8,0.6,1.5,-,0.1,0.3,-,-,7.43
Hugo Campagnaro,Napoli,39,D(CR),28,2374,2.9,3,1.6,0.5,7,0.8,0.4,-,7.41
Jorge Martínez,Catania,36,FW,19(6),1831,1.2,1,2.7,-,0.9,1,0.2,-,7.39
André Dias,Lazio,40,D(C),12,1080,2.4,2.6,2.6,1.7,9.4,0.6,0.5,-,7.38
