Name,Team,Age,Position,Apps,Minutes,Tackles per game,Interceptions per game,Fouls per game,Offsides per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals,Rating
Nicolas Douchez,Paris Saint-Germain,39,GK,1,90,-,-,-,-,-,-,-,-,8.32
Zlatan Ibrahimovic,Paris Saint-Germain,37,FW,29(2),2553,0.5,0.2,0.9,-,0.9,0.4,0.1,-,8.29
Layvin Kurzawa,Monaco,26,"D(L),M(L)",3,229,2,3.7,1,-,2.3,0.7,-,-,7.97
Ángel Di María,Paris Saint-Germain,31,"M(CLR),FW",26(3),2134,0.4,0.7,0.2,-,-,1.2,-,-,7.94
Layvin Kurzawa,Paris Saint-Germain,26,"D(L),M(L)",14(2),1287,2.9,3.3,0.9,0.3,2.1,0.6,0.2,-,7.90
Serge Aurier,Paris Saint-Germain,26,"D(CLR),M(R)",21,1887,4,3.4,1.7,0.2,3.2,1.3,0.1,-,7.75
Mathieu Gorgelin,Lyon,28,GK,1,90,-,-,-,-,3,-,-,-,7.72
Thiago Silva,Paris Saint-Germain,34,D(C),29(1),2622,1.7,3.1,0.6,0.6,4.8,0.5,0.7,-,7.65
Hatem Ben Arfa,Nice,32,"M(CR),FW",33(1),2844,0.4,0.3,0.9,-,0.1,0.4,-,-,7.58
Sofiane Boufal,Lille,25,"AM(CLR),FW",27(2),2343,1.8,0.2,2,-,0.1,0.8,-,-,7.56
Ousmane Dembélé,Rennes,22,AM(CLR),22(4),1937,0.8,0.7,0.1,-,0.1,0.6,-,-,7.55
Ricardo Pereira,Nice,25,"D(LR),M(R)",26,2281,3.9,2.9,1.2,0.2,2.7,1.5,0.1,-,7.48
Djibril Sidibe,Lille,26,"D(LR),M(R)",36(1),3275,3.3,3.2,1.1,0.3,1.5,1.2,0.3,-,7.45
Gregory van der Wiel,Paris Saint-Germain,31,"D(CR),M(R)",16(1),1381,2.4,3,0.8,0.1,1.9,1.1,0.2,-,7.45
Wahbi Khazri,Bordeaux,28,"M(CLR),FW",20,1588,2.1,0.7,1.4,-,0.4,1.1,-,-,7.44
Salvatore Sirigu,Paris Saint-Germain,32,GK,2(1),225,-,-,-,-,0.7,-,-,-,7.42
Erwin Koffi,Lorient,24,D(R),1,90,1,5,1,-,2,-,2,-,7.41
Lucas Moura,Paris Saint-Germain,26,"AM(CLR),FW",26(10),2328,1.3,0.8,0.8,-,0.1,0.9,-,-,7.40
Aissa Laidouni,Angers,22,Midfielder,1,90,3,3,1,-,2,-,-,-,7.38
Alexandre Lacazette,Lyon,28,"M(LR),FW",34,2959,1.1,0.3,1.6,-,-,0.6,-,-,7.36
Almamy Touré,Monaco,23,D(CR),9(1),760,1.9,2.4,1.3,0.3,3.6,0.5,0.1,-,7.35
Loic Perrin,Saint-Etienne,33,D(C),24,2103,2.3,2.1,0.8,0.9,4.8,0.7,0.4,-,7.35
Maxime Gonalons,Lyon,30,"D(C),M(C)",33,2892,3.3,2.7,1.6,0.3,1.4,1.8,0.2,1,7.35
Fabinho,Monaco,25,"D(R),DMC",34,3060,3.2,2.2,2,0.2,2.5,1.3,0.2,-,7.34
Mathieu Debuchy,Bordeaux,33,D(CR),9,783,4,4,1.7,0.1,2.8,1,-,-,7.33
Henri Saivet,Bordeaux,28,"M(CLR),FW",18,1560,3.8,1.7,0.9,-,0.8,1.7,0.2,-,7.33
Cheikh N'Doye,Angers,33,M(C),32,2775,1.9,1.1,2.3,-,2.8,0.8,0.3,-,7.32
Rachid Ghezzal,Lyon,27,AM(CLR),16(13),1588,1.2,0.6,0.9,-,0.2,1.1,-,-,7.32
Olivier Veigneau,Nantes,33,D(L),2,169,3.5,2,-,-,1,0.5,-,-,7.32
Hervin Ongenda,Paris Saint-Germain,24,AM(L),4(1),350,0.8,1.4,0.6,-,-,1,-,-,7.31
