Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Nicolas Douchez,Paris Saint-Germain,39,GK,1,90,-,-,24,91.7,-,4,-,8.32
Zlatan Ibrahimovic,Paris Saint-Germain,37,FW,29(2),2553,13,1.5,44.2,78.9,-,1.6,0.4,8.29
Layvin Kurzawa,Monaco,26,"D(L),M(L)",3,229,-,1.7,46,75.4,1.7,1.7,-,7.97
Ángel Di María,Paris Saint-Germain,31,"M(CLR),FW",26(3),2134,18,3.4,53.2,80.5,2.1,3.5,0.7,7.94
Layvin Kurzawa,Paris Saint-Germain,26,"D(L),M(L)",14(2),1287,5,0.9,50.1,89.9,0.6,0.6,0.1,7.90
Serge Aurier,Paris Saint-Germain,26,"D(CLR),M(R)",21,1887,2,0.6,55,88.4,0.5,1.2,-,7.75
Mathieu Gorgelin,Lyon,28,GK,1,90,-,-,27,51.9,-,6,-,7.72
Thiago Silva,Paris Saint-Germain,34,D(C),29(1),2622,1,0.3,80.6,94.6,0.1,3.7,0.1,7.65
Hatem Ben Arfa,Nice,32,"M(CR),FW",33(1),2844,6,1,36.7,79.7,1,1.9,0.2,7.58
Sofiane Boufal,Lille,25,"AM(CLR),FW",27(2),2343,4,2.5,32.1,77.1,1.5,0.8,0.1,7.56
Ousmane Dembélé,Rennes,22,AM(CLR),22(4),1937,5,1.7,23.2,72.3,0.9,0.6,0.1,7.55
Ricardo Pereira,Nice,25,"D(LR),M(R)",26,2281,4,0.6,50.5,84.4,0.6,2.4,-,7.48
Djibril Sidibe,Lille,26,"D(LR),M(R)",36(1),3275,3,1,40.8,78.5,0.6,1.5,-,7.45
Gregory van der Wiel,Paris Saint-Germain,31,"D(CR),M(R)",16(1),1381,3,0.7,54,89.8,0.3,1.2,0.1,7.45
Wahbi Khazri,Bordeaux,28,"M(CLR),FW",20,1588,7,2.7,29.4,77.4,2.3,2,0.2,7.44
Salvatore Sirigu,Paris Saint-Germain,32,GK,2(1),225,-,-,23.3,80,-,3.7,-,7.42
Erwin Koffi,Lorient,24,D(R),1,90,-,-,48,75,-,1,-,7.41
Lucas Moura,Paris Saint-Germain,26,"AM(CLR),FW",26(10),2328,4,1.6,33.9,85.1,0.7,0.4,0.3,7.40
Aissa Laidouni,Angers,22,Midfielder,1,90,-,1,36,77.8,1,2,-,7.38
Alexandre Lacazette,Lyon,28,"M(LR),FW",34,2959,3,1.3,30.2,77.6,0.1,0.4,0.1,7.36
Almamy Touré,Monaco,23,D(CR),9(1),760,2,0.7,30.2,75.5,0.9,1.9,-,7.35
Loic Perrin,Saint-Etienne,33,D(C),24,2103,1,0.2,53.6,84.5,-,2.8,-,7.35
Maxime Gonalons,Lyon,30,"D(C),M(C)",33,2892,-,0.3,57,89.6,-,5.5,-,7.35
Fabinho,Monaco,25,"D(R),DMC",34,3060,4,0.7,43,81.4,0.6,3.1,-,7.34
Mathieu Debuchy,Bordeaux,33,D(CR),9,783,-,0.3,32.9,77,0.8,1.4,-,7.33
Henri Saivet,Bordeaux,28,"M(CLR),FW",18,1560,-,0.8,54.9,80.9,0.4,3.1,-,7.33
Cheikh N'Doye,Angers,33,M(C),32,2775,4,0.8,35.4,66,-,0.8,-,7.32
Rachid Ghezzal,Lyon,27,AM(CLR),16(13),1588,8,1.6,31,76.2,0.7,1.7,0.3,7.32
Olivier Veigneau,Nantes,33,D(L),2,169,-,1,37.5,72,1,2,-,7.32
Hervin Ongenda,Paris Saint-Germain,24,AM(L),4(1),350,1,1.4,51.4,87.9,1.4,1,-,7.31
Lass Diarra,Marseille,34,M(C),25(1),2090,1,0.7,53.3,86.7,-,3,-,7.31
Jérémy Pied,Nice,30,"D(LR),M(CLR)",33,2961,3,1,51.8,79.7,0.7,1.4,-,7.30
Christophe Jallet,Lyon,35,D(LR),20(3),1761,5,1.1,54.9,85.1,0.5,2.4,-,7.29
Damien Da Silva,Caen,31,D(C),28,2483,-,0.1,35.5,79.8,-,4.6,-,7.28
Presnel Kimpembe,Paris Saint-Germain,23,D(C),5(1),426,-,0.2,64.3,92.5,-,1.8,-,7.28
Edinson Cavani,Paris Saint-Germain,32,"AM(LR),FW",24(8),2305,5,0.8,24.8,85.4,0.1,1,0.1,7.27
Nicolas de Preville,Reims,28,"AM(CLR),FW",34(2),2926,9,2.1,26,68.2,1.4,1.1,0.2,7.27
Youssouf Sabaly,Nantes,26,D(LR),28,2502,1,0.9,47.3,79,1,2.6,-,7.27
Samuel Umtiti,Lyon,25,D(CL),30,2658,-,-,64.3,87.2,-,4,-,7.27
Corentin Tolisso,Lyon,24,"D(R),M(C)",28(5),2581,6,1.2,59.1,84.7,0.1,3.7,0.2,7.27
Adrien Rabiot,Paris Saint-Germain,24,DMC,19(5),1616,1,0.3,60,90.8,0.2,2.3,0.1,7.26
Éder,Lille,31,FW,12(1),1073,4,0.7,25.2,70.9,-,0.2,0.1,7.26
Ryad Boudebouz,Montpellier,29,"M(CLR),FW",37(1),3249,11,3.1,50.1,77.9,2.8,3.9,0.3,7.26
Syam Ben Youssef,Caen,30,D(C),16(2),1477,1,0.4,27.5,71.9,0.1,3.1,-,7.25
Benjamin André,Rennes,28,"D(R),M(CLR)",30(2),2639,2,0.8,59.2,80.1,0.1,3.1,-,7.25
Jérémy Toulalan,Monaco,35,"D(C),M(C)",25,2229,1,0.4,56,80.3,0.1,3.2,-,7.24
Denis Bouanga,Lorient,24,AM(LR),1,77,-,2,9,77.8,-,-,-,7.24
Yrondu Musavu-King,Lorient,27,D(C),2(1),186,-,-,23.7,78.9,-,1,-,7.22
Wesley Lautoa,Lorient,31,"D(C),DMC",11(2),1008,-,0.3,38.3,82.9,-,2.4,-,7.21
Mike Maignan,Lille,23,GK,3(1),288,-,-,18.8,65.3,-,3,-,7.21
Paul Baysse,Nice,31,D(CR),29(1),2584,-,-,55.7,88.3,-,2.8,-,7.21
Nabil Dirar,Monaco,33,"D(R),M(CR)",20,1559,9,1.5,31.2,73.2,1,0.7,0.1,7.20
Lindsay Rose,Lorient,27,D(C),10,900,-,0.1,36.7,78.2,-,3.3,-,7.20
Nicolas Benezet,Guingamp,28,AM(CLR),14(5),1241,4,1.8,21.1,74.1,1.8,1,0.1,7.20
Mehdi Mostefa,Lorient,35,"D(R),M(C)",1,90,-,-,43,88.4,-,9,-,7.19
Blaise Matuidi,Paris Saint-Germain,32,M(CL),23(8),2064,6,0.9,52.8,91.8,0.3,0.8,0.2,7.18
