Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Luca Crosta,Cagliari,21,Goalkeeper,1,90,-,-,26,34.6,-,8,-,8.32
Edin Dzeko,Roma,33,FW,33(4),3056,9,1.2,22.8,69.7,0.1,0.9,0.1,7.85
Dries Mertens,Napoli,32,"AM(CLR),FW",28(7),2566,9,1.6,22.9,76.3,0.2,0.5,0.2,7.76
Alejandro Gómez,Atalanta,31,"M(CL),FW",37,3140,10,2.5,33,80.6,2.6,1.7,-,7.75
Lorenzo Insigne,Napoli,28,"AM(CL),FW",35(2),2935,9,1.8,63.3,86.1,0.5,1.9,0.2,7.67
Marcos Alonso,Fiorentina,28,"D(CL),M(L)",2,180,-,-,55.5,81.1,1,5,-,7.66
Alex Sandro,Juventus,28,"D(L),M(L)",25(2),2310,4,1.9,47.4,84.6,1.3,3.7,-,7.63
Felipe Anderson,Lazio,26,"M(CLR),FW",33(3),2919,9,2.1,43.8,74.9,1.2,2.6,0.2,7.62
Andrea Belotti,Torino,25,FW,34(1),3071,7,1.6,20.2,75.1,-,0.6,-,7.58
Federico Fazio,Roma,32,D(C),35(2),3117,1,0.2,50.6,85.6,-,3.2,-,7.50
Giacomo Bonaventura,AC Milan,29,M(CLR),19,1574,2,2.2,39.1,85.3,1,2.8,0.2,7.50
Gonzalo Higuaín,Juventus,31,FW,32(6),2968,3,1,20,82.6,0.1,2,0.1,7.50
Mohamed Salah,Roma,27,"AM(CLR),FW",29(2),2487,11,2.3,31.2,80.4,0.5,0.6,0.2,7.48
Paulo Dybala,Juventus,25,"AM(CR),FW",26(5),2154,7,1.9,35.7,85.4,0.9,2.4,0.3,7.46
José Callejón,Napoli,32,M(LR),37,3149,12,2.1,41.9,85.4,1,1.3,-,7.42
Radja Nainggolan,Roma,31,M(C),35(2),3044,5,1.9,41.1,80,0.4,2.9,0.2,7.37
Emerson,Roma,24,"D(L),M(L)",23(2),1966,1,1.2,40.6,88,1,1.2,-,7.37
Marek Hamsik,Napoli,31,AM(C),37(1),3050,10,2,81.2,88.4,0.2,5.1,0.2,7.37
Senad Lulic,Lazio,33,"D(L),M(CL)",29(2),2492,9,2.1,39.2,77.4,1,2.9,0.1,7.32
Miralem Pjanic,Juventus,29,M(C),25(5),2173,9,2,54,86.7,1.6,3.5,0.2,7.31
Gerard Deulofeu,AC Milan,25,"AM(LR),FW",16(1),1463,3,2.5,35.2,82.3,0.6,1.5,0.1,7.30
Mauro Icardi,Inter,26,FW,34,3029,8,1.3,13.1,71.5,0.1,0.2,-,7.30
Sergej Milinkovic-Savic,Lazio,24,AM(C),31(3),2734,7,1.2,41.1,73.4,0.2,2.6,0.1,7.30
Kevin Strootman,Roma,29,DMC,31(2),2789,7,1.7,60.7,85.4,0.3,3,0.4,7.29
Mattia Caldara,Atalanta,25,D(C),30,2656,-,0.1,34.1,85,-,1.9,-,7.28
Ivan Perisic,Inter,30,AM(CLR),31(5),2757,8,1.7,33.8,71.4,1.1,1.2,0.1,7.28
Dani Alves,Juventus,36,"D(R),M(CR)",15(4),1347,2,1.7,60.8,85.4,1.4,3.9,0.1,7.28
Roberto Gagliardini,Inter,25,DMC,18,1576,1,1,52.3,84.6,0.2,2.1,0.1,7.27
Domenico Berardi,Sassuolo,24,"AM(R),FW",20(1),1739,9,1.9,40,71.3,1,2.3,0.1,7.27
Ciro Immobile,Lazio,29,FW,35(1),3124,3,1.1,22.3,78.4,0.1,0.9,0.1,7.26
Jorginho,Napoli,27,DMC,27,2148,3,1.4,98,90.5,0.1,3,0.2,7.24
Danilo Avelar,Torino,30,"D(L),M(L)",3,263,-,1.3,43.3,78.5,1.3,1.3,-,7.23
Samir,Udinese,24,D(CL),21,1784,2,0.6,30.5,78.9,0.4,1.8,-,7.23
Cesare Bovo,Torino,36,D(C),4,360,-,-,52.3,82.3,0.3,10.3,-,7.23
Lucas Biglia,Lazio,33,DMC,28(1),2279,3,1.9,55.6,87.3,1.2,4.9,-,7.22
Kalidou Koulibaly,Napoli,28,D(C),28,2472,-,0.2,69.6,89.4,0.1,3.5,-,7.22
Alessandro Florenzi,Roma,28,"D(R),M(CLR)",8(1),750,3,1.6,46.6,80.9,1.9,4.4,-,7.21
Ivan Strinic,Napoli,31,D(L),12,1037,2,0.9,65.3,91.8,0.8,1,-,7.21
Suso,AC Milan,25,"AM(CLR),FW",33(1),2820,9,1.9,35.7,79.5,1,2.1,0.2,7.21
Adem Ljajic,Torino,27,"AM(CLR),FW",30(3),2521,8,1.8,42.3,87.2,0.3,1,0.1,7.18
Keita,Lazio,24,"AM(LR),FW",21(10),1932,3,1.4,22.1,81,0.4,0.4,0.1,7.18
Francesco Acerbi,Sassuolo,31,D(C),38,3420,-,0.2,45.2,85.6,0.1,3.7,-,7.18
Miranda,Inter,34,D(C),32,2880,-,0.3,54.2,84.4,0.1,3.4,-,7.16
Éver Banega,Inter,31,M(C),20(8),1559,6,2.1,41.2,85.4,1.3,2.6,0.1,7.16
Diego Perotti,Roma,30,"M(CLR),FW",20(12),1750,6,1.4,23.2,81.9,1.3,0.6,-,7.16
Francesco Magnanelli,Sassuolo,34,DMC,14(1),1193,-,0.3,61.3,82.3,-,6.5,-,7.15
Medhi Benatia,Juventus,32,D(C),14(1),1183,-,0.1,57.5,90.7,-,3.5,-,7.14
Remo Freuler,Atalanta,27,DMC,29(4),2608,4,1.6,47.7,88.3,0.7,2.6,-,7.14
Marcelo Brozovic,Inter,26,M(CR),20(3),1738,2,1.9,64.2,84.8,0.8,4.1,0.2,7.14
