Name,Team,Age,Position,Apps,Minutes,Tackles per game,Interceptions per game,Fouls per game,Offsides per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals,Rating
Lionel Messi,Barcelona,32,"AM(CR),FW",29(2),2508,0.5,0.1,0.4,-,-,0.2,-,-,8.34
Cristiano Ronaldo,Real Madrid,34,"M(L),FW",30,2545,0.6,0.1,0.7,-,0.5,0.2,-,-,8.27
Sergio Álvarez,Celta Vigo,32,GK,3,270,-,-,-,-,0.7,-,-,-,8.26
Gareth Bale,Real Madrid,29,"M(CLR),FW",24(3),2073,0.9,0.7,0.7,-,0.3,0.1,0.1,-,7.75
Ivan Rakitic,Sevilla,31,M(C),29(4),2676,1.7,1.8,0.8,-,0.8,0.7,0.2,-,7.61
Gabi,Atletico Madrid,35,M(C),35(1),3119,3.8,2.2,1.7,-,0.9,1.8,0.3,-,7.58
Alexis Sánchez,Barcelona,30,"M(CLR),FW",27(7),2386,1.7,0.4,1,-,0.2,0.4,-,-,7.54
Neymar,Barcelona,27,"AM(CLR),FW",19(7),1742,0.8,0.3,1.1,-,0.2,0.3,-,-,7.51
Tiago,Atletico Madrid,38,M(C),21(1),1866,3.5,2.6,1.5,-,2.5,1,0.2,-,7.49
Gerard Piqué,Barcelona,32,D(C),26,2311,2.1,2,1,0.8,5.5,0.5,0.5,-,7.49
Javi Flores,Elche,33,Midfielder,1,75,-,2,-,-,-,-,1,-,7.48
Sergio Ramos,Real Madrid,33,D(CR),32,2759,2.3,2.3,1.7,0.6,4.4,0.3,0.5,-,7.47
Carles Puyol,Barcelona,41,D(C),5,429,0.8,2.4,0.2,-,6,-,0.2,-,7.46
Ángel Di María,Real Madrid,31,"M(CLR),FW",27(7),2384,1.3,0.6,0.7,-,0.1,1.2,0.1,-,7.46
Diego Godín,Atletico Madrid,33,D(C),34,3060,1.8,2.6,1.4,0.1,7.1,0.4,0.3,-,7.44
Karim Benzema,Real Madrid,31,FW,34(1),2779,0.5,0.1,0.9,-,0.3,0.1,0.1,-,7.44
Dani Alves,Barcelona,36,"D(R),M(CR)",26(1),2388,3.1,2,2,0.1,1.4,1.3,-,-,7.44
Felipe Mattioni,Espanyol,30,D(R),2,180,3,4,2,0.5,4,0.5,1,-,7.44
Federico Fazio,Sevilla,32,D(C),27,2387,1.2,3.1,0.9,0.4,7.3,0.5,0.7,-,7.43
Carlos Vela,Real Sociedad,30,"M(CLR),FW",35(2),3116,0.9,0.3,1.3,-,0.2,0.4,-,-,7.42
Pepe,Real Madrid,36,D(C),30,2700,1.5,2.5,0.5,0.5,5.1,0.3,0.8,-,7.42
Isco,Real Madrid,27,"AM(CLR),FW",23(9),2001,1.2,0.6,0.7,-,0.1,0.7,-,-,7.41
Ander Herrera,Athletic Bilbao,29,M(C),31(2),2577,3,1,1.5,-,0.8,0.8,0.2,-,7.40
Diego Costa,Atletico Madrid,30,FW,34(1),2965,0.6,0.2,1.8,-,0.5,0.3,0.1,-,7.40
Daniel Parejo,Valencia,30,M(C),28(3),2423,2.2,1,1,-,0.8,0.9,0.1,-,7.39
Marc Bartra,Barcelona,28,D(CR),17(3),1590,2.7,2.9,0.9,0.2,3.5,0.8,0.6,-,7.39
Koke,Atletico Madrid,27,M(CLR),33(3),2819,2.7,0.9,1.1,-,1.1,1.9,0.3,-,7.39
Rafinha,Celta Vigo,26,M(CR),27(5),2437,2.3,1.3,0.9,-,0.8,0.8,0.2,-,7.36
Andrés Iniesta,Barcelona,35,M(CL),27(8),2487,1.4,0.7,0.6,-,0.4,0.3,0.1,-,7.34
Edu Albácar,Elche,39,D(L),18,1588,2.9,2.2,1.2,0.3,5.3,0.9,0.2,-,7.34
Cesc Fàbregas,Barcelona,32,"M(CL),FW",28(7),2446,1.3,0.5,1.2,-,0.6,0.7,0.1,-,7.32
Aritz Aduriz,Athletic Bilbao,38,FW,26(5),2410,0.5,0.2,1.9,-,0.8,0.2,0.2,-,7.32
Luka Modric,Real Madrid,33,M(C),29(5),2651,2.1,1.4,1,-,0.4,0.4,0.3,-,7.31
Javier Manquillo,Atletico Madrid,25,"D(LR),M(R)",3,270,4.7,1,1.3,-,5,-,0.7,-,7.30
Gurpegi,Athletic Bilbao,38,"D(C),M(C)",27,2386,2.9,3.1,1,1.1,6.2,1.1,0.3,-,7.28
Marcelo,Real Madrid,31,D(L),24(4),2176,2.5,1.3,0.7,0.1,1.5,0.5,0.1,-,7.28
Adriano,Barcelona,34,"D(CLR),M(L)",24(2),2119,1.8,2.2,1.5,0.2,2.2,0.3,0.1,-,7.26
Filipe Luís,Atletico Madrid,33,D(L),32,2879,4.1,1.6,1,0.1,1.8,0.6,0.3,1,7.25
Keylor Navas,Levante,32,GK,37,3250,0.1,0.1,0.1,-,1.1,-,-,-,7.24
Javi Jiménez,Levante,32,Goalkeeper,1(1),168,-,-,-,-,0.5,-,-,-,7.24
Joseba Zaldua,Real Sociedad,27,D(R),10,890,2.3,2.6,1.6,0.4,3.8,0.6,0.1,-,7.24
Asier Riesgo,Osasuna,35,GK,1(1),119,-,-,-,-,1,-,-,-,7.23
Iker Muniain,Athletic Bilbao,26,AM(CLR),32(3),2730,2,0.5,0.8,-,0.2,0.7,-,-,7.23
Antoine Griezmann,Real Sociedad,28,"AM(CLR),FW",31(4),2666,1.5,0.9,1,-,1,0.4,-,-,7.22
Sergio Busquets,Barcelona,30,DMC,30(2),2656,2.5,1.7,0.8,0.1,1.4,1.2,0.2,-,7.21
Daniel Carvajal,Real Madrid,27,D(R),25(6),2236,2.4,2,1.5,0.1,1.5,0.5,0.3,-,7.21
Antonio Amaya,Real Betis,36,D(C),22(2),2027,2,2.8,1.6,1.5,7.4,0.7,0.7,-,7.21
Jonathan Viera,Valencia,29,"AM(CLR),FW",1,79,-,1,-,-,2,-,-,-,7.21
Cote,Real Sociedad,29,D(L),22,1911,2.3,1.2,0.7,0.4,3.3,0.9,0.1,-,7.21
Stéphane Mbia,Sevilla,33,"D(C),M(C)",18(1),1508,1.7,1.8,2.3,-,1.6,0.6,0.5,-,7.20
Aymeric Laporte,Athletic Bilbao,25,D(CL),33(2),2948,2,2.3,1.2,0.7,4.9,0.6,0.4,-,7.20
Mesut Özil,Real Madrid,30,M(CLR),2,134,-,-,-,-,-,0.5,-,-,7.18
Víctor Sánchez,Espanyol,31,"D(LR),M(CL)",32(1),2886,4.7,2.7,2.1,-,1.8,1.6,0.5,-,7.17
Ignacio Camacho,Malaga,29,"D(C),M(C)",27(6),2377,2.5,2.2,1.4,0.1,2.7,1.2,0.2,-,7.16
Daniel Carriço,Sevilla,30,"D(C),DMC",22,1939,3.6,2.2,2.2,0.3,3,1.1,0.3,-,7.16
Miranda,Atletico Madrid,34,D(C),32,2880,2.2,1,0.8,0.3,5.3,0.4,0.5,-,7.15
Vicente Iborra,Sevilla,31,M(C),25(2),2121,2.4,1.6,2.1,0.1,2.7,1,0.4,-,7.15
Markel Susaeta,Athletic Bilbao,31,M(LR),34(4),2978,1.7,0.8,0.7,-,0.1,0.9,-,-,7.15
Sergio Escudero,Getafe,29,"D(L),M(L)",18(1),1440,2.9,2.2,1.5,0.4,2.5,0.9,0.5,-,7.15
Javier Mascherano,Barcelona,35,"D(C),M(C)",27(1),2367,2.8,2.9,1.1,0.3,3.4,0.9,0.3,-,7.14
Martín Montoya,Barcelona,28,D(LR),12(1),1122,3.2,1.5,0.7,0.1,2.1,1.2,0.2,-,7.14
Bruno Soriano,Villarreal,35,M(C),35(1),2940,2.3,1.8,0.8,-,2.4,0.7,0.4,-,7.14
Patrick Ebert,Real Valladolid,32,M(CLR),13,1005,1.5,1.5,1.6,-,1.3,1,0.2,-,7.14
Mateo Musacchio,Villarreal,28,D(C),32,2844,2.1,2.9,1,0.5,5.6,0.8,0.3,-,7.13
Liassine Cadamuro,Real Sociedad,31,D(CL),4,360,3,2,1.5,0.3,6.5,1,0.3,-,7.13
Nolito,Celta Vigo,32,AM(L),24(11),2264,1.6,0.4,1.5,-,0.4,0.5,-,-,7.13
Ander Iturraspe,Athletic Bilbao,30,M(C),31(2),2707,2.1,2,1.1,0.2,2.4,1,0.3,-,7.13
Pedro,Barcelona,31,M(CLR),28(9),2367,1.1,0.4,0.7,-,0.2,0.1,-,-,7.13
Fran Vélez,Almeria,28,"D(C),DMC",4,257,1.3,1.8,0.8,0.5,2.3,0.5,0.3,-,7.13
Heinz,Real Valladolid,31,Defender,1,90,3,6,2,-,5,3,2,-,7.12
Yacine Brahimi,Granada,29,M(CLR),33(2),2793,1,0.9,1,-,0.2,0.8,-,-,7.12
Sebastián Dubarbier,Almeria,33,"D(L),M(L)",26(1),2304,2.7,3.5,1.6,-,3.4,0.8,0.2,1,7.11
Gabriel Paulista,Villarreal,28,D(CR),17(1),1473,1.2,3.2,0.6,0.6,5.7,0.3,0.4,-,7.11
Alejandro Arribas,Osasuna,30,D(C),36,3198,2.5,2.7,1.1,1,7.4,1,0.9,1,7.10
Fabián Orellana,Celta Vigo,33,AM(CLR),22(8),1957,1.5,0.7,0.5,-,0.6,0.5,0.1,-,7.10
Mikel Balenziaga,Athletic Bilbao,31,D(L),31,2670,2.9,1.7,1.2,0.3,2.9,0.9,0.2,-,7.10
Fran Rico,Granada,31,M(C),28(4),2471,2.2,1.7,1.4,-,1.5,1.6,0.1,-,7.10
Carlos Peña,Real Valladolid,35,D(CL),37,3327,2.5,2.4,1.1,0.2,5.8,0.8,0.3,-,7.09
Jordi Alba,Barcelona,30,D(L),14(1),1202,1.5,1.7,1.2,0.5,2.9,0.6,0.2,-,7.08
Pape Diop,Levante,33,M(C),33(1),2764,2.9,1.5,2.4,0.1,1.3,1.5,0.2,-,7.08
Javi López,Espanyol,33,"D(R),DMC",33,2927,4.1,2.8,1.5,0.3,2.8,1.1,0.2,-,7.08
Pablo Piatti,Valencia,30,M(LR),13(4),1118,2.2,0.9,1.3,0.1,0.3,0.8,0.1,-,7.07
Xabi Alonso,Real Madrid,37,M(C),23(3),2027,2.4,1.6,1.7,0.1,1.3,1.5,0.3,-,7.07
Diego Colotto,Espanyol,38,D(C),30(1),2731,1,2.1,0.8,0.7,6.5,0.4,0.6,-,7.07
Jeremy Mathieu,Valencia,35,D(CL),32,2824,1.8,2.4,0.7,0.6,6.4,0.4,0.7,-,7.07
Xavi,Barcelona,39,DMC,26(4),2256,0.9,0.3,0.1,-,0.5,0.3,-,-,7.06
Juanfran,Atletico Madrid,34,D(R),35,3150,2.1,2,0.8,0.1,1.6,0.7,0.3,1,7.06
Stefan Mitrovic,Real Valladolid,29,D(C),16,1440,1.1,1.9,1.3,0.6,8.9,0.3,0.8,2,7.06
Antonio Cotán,Sevilla,23,Midfielder,2,180,3,1.5,2.5,-,0.5,3,-,-,7.06
Hicham Khaloua,Almeria,24,Forward,0(1),3,-,-,-,-,-,-,-,-,7.06
Oriol Riera,Osasuna,32,FW,35(2),3022,0.6,0.2,1.6,-,1.8,0.2,0.1,-,7.05
Andreu Fontàs,Celta Vigo,29,"D(C),DMC",35,3092,2.5,2.3,0.9,1,4.7,0.9,0.6,-,7.05
Roberto Fernández,Granada,40,GK,32,2880,-,0.1,-,-,1.3,0.1,-,-,7.04
David López,Espanyol,29,"D(C),DMC",33,2859,2.5,2.3,1.5,-,1.4,1.1,0.2,-,7.04
Saúl Ñíguez,Rayo Vallecano,24,"D(CL),M(CLR)",34,3009,2.8,2.8,2.3,0.5,3.6,1.4,0.5,1,7.04
Simao Mate,Levante,30,"D(C),M(C)",30(1),2581,2.2,2.4,1.8,-,2.6,1,0.6,-,7.04
Mikel San José,Athletic Bilbao,30,"D(C),DMC",19(6),1799,2.2,2.2,1,1.1,3.6,0.9,0.6,1,7.04
Marc Valiente,Real Valladolid,32,D(C),27(2),2384,2.1,2.4,0.6,0.6,7.3,0.9,0.8,-,7.04
Giovani dos Santos,Villarreal,30,"AM(CLR),FW",26(4),2205,0.5,0.2,0.5,-,0.3,0.1,0.1,-,7.03
Cani,Villarreal,37,M(CLR),24(1),1993,1.8,1.2,0.4,-,0.8,1.1,0.1,-,7.03
Juanfran,Levante,42,D(CL),35,3106,2.1,3.1,0.7,0.5,3.7,0.7,0.7,-,7.03
Sergio Sánchez,Malaga,33,D(CR),26(1),2330,1.6,3.2,1.3,1.2,6,0.5,0.4,-,7.03
Charles,Celta Vigo,35,FW,29(1),2349,0.4,0.3,1.7,-,0.7,0.3,0.2,-,7.02
Jordi Figueras,Real Betis,32,D(C),20(5),2003,2,3.9,1.2,1.1,7.2,0.7,0.8,2,7.02
Adil Rami,Valencia,33,D(C),3,270,0.7,2.7,1.3,0.7,7.7,1,1.3,-,7.02
Coke,Sevilla,32,"D(CLR),M(R)",23(2),2081,2.8,2,1.9,0.2,1.9,1.6,0.4,-,7.01
Carlos Bacca,Sevilla,32,FW,27(7),2290,0.4,0.3,0.9,-,0.8,0.2,0.1,-,7.01
Weligton,Malaga,39,D(C),15(1),1278,1.9,2.3,1.7,0.6,5.4,0.7,0.4,-,7.01
Jordan Loties,Osasuna,34,"D(C),DMC",30,2637,2,2.3,1,1.6,6.4,0.3,0.9,-,7.01
Alejandro Gálvez,Rayo Vallecano,30,"D(C),M(C)",26,2220,3.2,3.1,1.5,1.2,3.9,0.8,0.5,-,7.01
Damiá,Osasuna,37,D(LR),32(2),2830,2.4,3.1,1.6,0.4,3.7,0.5,0.4,-,7.00
Nordin Amrabat,Malaga,32,"M(CLR),FW",15,1314,1.3,0.2,2.5,-,0.3,0.5,-,-,7.00
Sergio García,Espanyol,36,"M(CLR),FW",37,3259,0.5,0.2,1.3,-,1,0.3,-,-,7.00
Markel Bergara,Real Sociedad,33,M(C),32,2729,3,2.7,1.7,0.1,1.1,1.3,0.5,-,7.00
Rubén Pérez,Elche,30,M(C),31,2716,3.4,2,1.6,-,1.7,1.7,0.3,-,6.99
Miku,Getafe,33,FW,3(2),292,1.2,0.4,2,-,0.8,0.2,-,-,6.99
Jesús Rueda,Real Valladolid,32,D(C),33(1),2976,1.7,2.1,1.1,0.6,8.5,0.6,0.5,-,6.99
Juan Bernat,Valencia,26,"D(L),M(CL)",26(6),2484,2.2,1.8,0.5,0.1,2,0.6,0.2,-,6.99
Mario Gaspar,Villarreal,28,"D(CR),M(R)",36,3240,2.7,1.9,1,0.3,3.1,0.6,0.4,1,6.99
Verza,Almeria,32,M(C),34,2936,1.8,2.5,1.4,0.1,2.1,1.1,0.3,-,6.98
Ikechukwu Uche,Villarreal,35,FW,19(7),1657,0.5,0.4,0.9,-,0.8,0.2,0.1,-,6.98
Loukas Vyntra,Levante,38,D(CR),31(2),2745,1.1,2.6,0.9,0.8,5.2,0.8,0.8,-,6.98
Brayan Angulo,Granada,29,D(L),33(1),2938,2.7,2.1,1,0.5,2.8,0.7,0.1,-,6.98
Jaime,Real Valladolid,38,GK,10,900,0.1,-,-,-,1.4,-,-,-,6.98
Vitolo,Sevilla,29,M(CLR),25(4),2198,1.8,1.1,1.8,-,0.6,0.7,-,-,6.97
Raúl García,Atletico Madrid,32,"M(CLR),FW",18(16),1710,1.1,0.9,1.5,-,0.7,0.5,-,-,6.97
Joan Oriol,Osasuna,32,D(L),8(3),742,2.6,1.7,0.9,0.5,5.5,0.4,0.2,-,6.96
Tiago Ilori,Granada,26,D(C),9,810,1.6,2.6,0.6,0.4,7.4,0.3,0.9,-,6.96
Hernán Pellerano,Almeria,35,D(C),13,1061,2.5,3.9,1.2,0.5,5.9,1.1,0.5,-,6.96
