Name,Team,Age,Position,Apps,Minutes,Tackles per game,Interceptions per game,Fouls per game,Offsides per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals,Rating
Marco Reus,Borussia M.Gladbach,30,"M(CLR),FW",32,2782,1.6,1,1,-,0.2,0.7,0.1,-,7.99
Franck Ribéry,Bayern Munich,36,AM(L),27(5),2393,1.2,0.6,1.2,-,0.1,0.9,-,-,7.88
Christopher Avevor,Hannover 96,27,"D(C),DMC",0(1),54,3,2,-,2,6,3,1,-,7.82
Mario Götze,Borussia Dortmund,27,"M(CLR),FW",14(3),1192,2,1.1,1.3,-,0.1,1.5,-,-,7.77
Claudio Pizarro,Werder Bremen,40,"AM(C),FW",28(1),2521,1.7,1.3,1.7,-,1,0.8,0.1,-,7.73
Jörg Butt,Bayern Munich,45,GK,1,90,-,-,-,-,-,1,-,-,7.65
Robert Lewandowski,Borussia Dortmund,30,FW,34,2881,0.6,0.5,2.1,-,0.6,0.4,-,-,7.63
Klaas-Jan Huntelaar,Schalke 04,35,FW,32,2803,0.4,0.3,1.8,-,0.4,0.8,-,-,7.63
Gotoku Sakai,VfB Stuttgart,28,"D(LR),DMC,M(R)",14,1260,3,4.1,1.1,0.3,3.1,1.2,0.5,-,7.62
Jefferson Farfán,Schalke 04,34,"M(CR),FW",19(4),1754,1.4,0.9,2,-,0.2,0.8,-,-,7.60
Kyriakos Papadopoulos,Schalke 04,27,D(C),28(1),2549,3.7,4.1,2.5,0.7,6.7,1.6,1.1,1,7.59
Daniel Van Buyten,Bayern Munich,41,D(C),12(1),1052,1,3.4,1.1,0.4,3.1,0.5,0.3,-,7.58
Christian Fuchs,Schalke 04,33,"D(CL),M(L)",29,2610,3,2.9,1,0.2,3.2,1.6,0.4,-,7.58
Mats Hummels,Borussia Dortmund,30,D(C),33,2950,3.3,2.4,0.6,0.9,5.2,1,0.7,-,7.57
Juan Arango,Borussia M.Gladbach,39,AM(L),34,3028,1.3,1.7,0.7,-,0.7,1.2,0.1,-,7.57
Vedad Ibisevic,VfB Stuttgart,34,FW,15,1350,0.7,0.2,2.5,-,0.5,0.9,-,-,7.57
Ilkay Gündogan,Borussia Dortmund,28,M(C),22(6),1920,2.7,2.4,1.4,-,0.4,1.7,0.1,-,7.56
Bastian Schweinsteiger,Bayern Munich,34,"D(C),M(C)",18(4),1730,2.4,1.6,1.7,-,1,1.1,-,-,7.56
Arjen Robben,Bayern Munich,35,"M(CLR),FW",18(6),1714,0.9,0.6,0.6,-,-,1.2,-,-,7.54
Mario Mandzukic,Wolfsburg,33,"M(L),FW",30(2),2723,1.3,0.9,3,0.1,1.2,1.2,0.1,-,7.53
Toni Kroos,Bayern Munich,29,M(C),27(4),2357,1.9,1.4,1.2,-,0.2,1.1,-,-,7.52
Jakub Blaszczykowski,Borussia Dortmund,33,"D(R),M(CR)",22(7),1988,2.1,1.4,0.9,-,0.4,1.6,-,-,7.51
Radoslav Zabavník,Mainz 05,38,D(L),14,1216,3.9,3.4,1.7,0.2,2.8,2.1,0.3,-,7.51
Lukasz Piszczek,Borussia Dortmund,34,"D(CR),M(R)",32,2800,2.8,2,0.6,0.4,2.1,1.1,0.4,-,7.50
Lars Bender,Bayer Leverkusen,30,"D(R),M(C)",28,2384,3.5,3.4,1.3,-,0.9,1.5,0.4,-,7.50
