Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Nenê,Paris Saint-Germain,37,AM(CLR),35,3037,11,3.7,46.8,74.8,2.3,2.6,0.7,7.94
Eden Hazard,Lille,28,"M(CLR),FW",35(3),3212,16,2.5,52,81.9,0.8,2.1,0.4,7.80
Benjamin Lecomte,Lorient,28,GK,4(1),428,-,-,13.8,69.6,-,5,-,7.67
Laurent Pionnier,Montpellier,37,GK,4,360,-,-,23,72.8,-,8.8,-,7.59
Olivier Giroud,Montpellier,32,FW,36,3202,9,1.3,23.6,69.1,0.1,0.5,-,7.59
Florent Chaigneau,Lorient,35,GK,2(1),254,-,-,15,42.2,-,4.3,-,7.56
Jérémy Ménez,Paris Saint-Germain,32,"M(CLR),FW",33,2719,13,1.5,38.4,80.4,0.2,2.5,0.5,7.50
Fouad Rachid,Nancy,27,Midfielder,1,90,-,1,48,83.3,1,1,-,7.46
Wesley Lautoa,Lorient,31,"D(C),DMC",5,450,-,0.2,28,84.3,0.2,2.6,-,7.40
Etienne Capoue,Toulouse,30,"D(C),M(CL)",31(2),2819,4,0.9,60.4,76.7,0.2,5,0.3,7.39
Miralem Pjanic,Lyon,29,M(C),1(2),160,3,1.7,35.3,87.7,0.3,2.7,0.3,7.39
Donovan Léon,Auxerre,26,Goalkeeper,2,180,-,-,18,50,-,5,-,7.38
Javier Pastore,Paris Saint-Germain,30,AM(CLR),30(3),2645,6,2,41.6,74.4,0.2,1.6,0.7,7.31
Bertrand Laquait,Evian Thonon Gaillard,42,GK,7,602,-,-,17.3,43,-,4.1,-,7.30
Yohan Mollo,Nancy,29,"M(CLR),FW",18(1),1504,6,3.1,32.2,77.3,2.2,1.6,0.1,7.29
Mathieu Debuchy,Lille,33,D(CR),32,2845,1,0.8,38.2,77.4,0.8,0.8,-,7.29
Mathieu Valbuena,Marseille,34,M(CLR),27(6),2345,13,3.2,39.3,84.8,2.5,1.3,0.2,7.28
Bruno Ecuele Manga,Lorient,30,D(CR),31(1),2799,-,0.1,32.9,82.5,-,2.7,-,7.28
Renaud Cohade,Valenciennes,34,M(C),34(1),2969,4,1.6,54.7,80.5,1.2,4.1,0.1,7.28
Ludovic Obraniak,Bordeaux,34,M(CLR),17,1513,3,1.9,50.5,77.9,1.5,2.8,0.1,7.27
Ali Ahamada,Toulouse,27,GK,38,3420,-,-,17.3,51.7,-,5.1,-,7.27
Massadio Haidara,Nancy,26,D(L),19,1676,1,0.3,33,75.3,0.3,1,-,7.25
Henri Bedimo,Montpellier,35,D(L),36,3235,2,0.8,35.5,83.3,0.7,1,-,7.25
Étienne Didot,Toulouse,35,M(C),22(1),1957,2,2.5,51.7,75.3,1.7,2.4,0.3,7.23
Hilton,Montpellier,41,D(C),34(1),3037,1,0.1,39.8,85,-,4.8,-,7.23
Aurélien Chedjou,Lille,34,"D(C),DMC",27,2348,-,0.2,51.8,88.1,-,5.7,-,7.22
John Mensah,Lyon,36,"D(CL),DMC",1,90,-,-,54,90.7,-,12,-,7.22
Mapou Yanga-Mbiwa,Montpellier,30,D(CR),34,3050,-,0.3,41.4,84.6,0.1,2.8,-,7.22
Yann M'Vila,Rennes,29,M(C),38,3399,2,1.1,71.9,83.2,0.1,7.7,0.3,7.18
Jackson Mendy,AC Ajaccio,32,D(C),2(1),225,-,1.3,26,82.1,0.7,2,-,7.18
Steeve Elana,Brest,38,GK,37,3330,-,-,15.5,55.8,-,5.7,-,7.14
Younès Belhanda,Montpellier,29,M(CL),26(2),2241,5,2.3,37,80.1,1,2.1,0.4,7.14
André Ayew,Marseille,29,"M(CLR),FW",23(3),1993,-,0.8,30.6,80.4,0.3,0.5,-,7.14
Lamine Sané,Bordeaux,32,"D(C),M(C)",30(2),2724,2,0.3,39,81.2,0.2,2.8,-,7.14
Marco Estrada,Montpellier,36,M(C),25(5),2142,3,1.5,49,82.8,1.5,5.7,0.1,7.14
Maxime Gonalons,Lyon,30,"D(C),M(C)",34(1),3056,2,0.7,53.7,84.7,-,4.6,0.1,7.14
Serge Aurier,Toulouse,26,"D(CLR),M(R)",9(1),783,-,0.2,34.7,79,0.5,1.5,-,7.14
Kader Mangane,Rennes,36,"D(C),DMC",12(1),1032,-,0.1,31.5,80.4,-,3.1,-,7.13
Jeremie Bréchet,Sochaux,39,D(C),4(1),443,-,0.2,31.6,79.1,-,4.6,-,7.12
