Name,Team,Age,Position,Apps,Minutes,Total goals,Total Assists,Shots per game,Key passes per game,Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Rating
Zlatan Ibrahimovic,Paris Saint-Germain,37,FW,33(1),2975,30,8,4.6,1.8,0.8,1.4,1.6,2.1,2.6,7.82
Anthony Lopes,Lyon,28,GK,5,450,-,-,-,-,-,0.4,-,-,-,7.66
Cheikh N'Diaye,Rennes,34,Goalkeeper,1(1),152,-,-,-,-,-,1,-,-,-,7.66
Etienne Capoue,Toulouse,30,"D(C),M(CL)",34,3016,7,3,1.3,0.7,1.2,2.4,-,1.2,1.1,7.53
Blaise Matuidi,Paris Saint-Germain,32,M(CL),35(2),3132,5,-,0.8,0.5,0.8,1.5,-,1.4,1,7.42
Cris,Lyon,42,D(C),2,175,-,-,1,-,-,1,-,-,0.5,7.42
Michael Ciani,Bordeaux,35,D(C),3,270,-,-,0.3,-,0.3,0.7,-,0.3,-,7.40
Dimitri Payet,Lille,32,M(CLR),37(1),3225,12,13,3.6,2.4,1,1.9,0.1,2.5,1.3,7.39
Thiago Silva,Paris Saint-Germain,34,D(C),22,1900,-,-,0.6,0.4,0.2,1.2,-,0.2,-,7.39
Adrien Rabiot,Toulouse,24,DMC,12(1),1037,1,3,0.9,0.5,1.2,1.8,-,1.7,0.4,7.38
Bruno Ecuele Manga,Lorient,30,D(CR),17,1486,-,-,0.5,0.1,0.6,0.7,-,0.2,0.6,7.38
Hilton,Montpellier,41,D(C),30,2670,1,-,0.4,0.3,-,1.6,-,0.2,0.2,7.38
Lamine Sané,Bordeaux,32,"D(C),M(C)",33,2944,1,-,0.6,0.2,0.1,1.2,-,0.5,0.1,7.36
Mapou Yanga-Mbiwa,Montpellier,30,D(CR),16,1440,-,-,0.3,0.4,1.3,1.7,0.1,0.8,0.5,7.35
Benoit Cheyrou,Marseille,38,M(C),25,2116,2,2,1.2,1.3,0.8,0.9,-,1.2,0.8,7.35
Gil,Valenciennes,32,D(C),14,1246,1,-,0.3,0.2,-,0.4,0.1,0.1,0.4,7.34
Florian Julien,Brest,25,Defender,1,90,-,1,-,2,-,2,-,-,3,7.33
Rémy Cabella,Montpellier,29,"M(CLR),FW",26(5),2289,7,8,1.9,1.9,1.3,2.2,0.2,1.6,1.2,7.32
André Ayew,Marseille,29,"M(CLR),FW",35,3111,9,3,2.5,1.1,1.3,2.5,0.1,1.8,1.6,7.31
Romain Alessandrini,Rennes,30,AM(CLR),20(2),1581,10,6,3.1,1.1,0.6,1.5,0.1,2.5,2,7.30
Serge Aurier,Toulouse,26,"D(CLR),M(R)",28,2498,1,3,0.7,0.7,0.6,1.1,-,1.8,1.1,7.29
Marco Estrada,Montpellier,36,M(C),21(3),1868,4,1,2,1.3,0.3,2,-,1,0.7,7.29
César Azpilicueta,Marseille,29,"D(CLR),M(R)",2,180,-,-,-,2,1,1.5,0.5,1,2,7.29
Grzegorz Krychowiak,Reims,29,"D(C),M(C)",34(1),3061,4,-,1.2,0.4,0.3,2.3,0.1,0.5,1.1,7.28
Maxime Gonalons,Lyon,30,"D(C),M(C)",35,3134,3,-,0.5,0.3,0.4,1.5,-,1,0.8,7.28
Yohan Mollo,Nancy,29,"M(CLR),FW",16(1),1174,3,4,1.3,2.9,1.6,1.5,0.4,2,1.6,7.27
Alain Traoré,Lorient,30,"M(C),FW",14,1114,6,5,3.7,1.9,0.4,1.6,0.5,2.2,1.6,7.25
Paul Baysse,Brest,31,D(CR),18,1620,2,-,1.2,0.4,0.2,0.6,0.2,0.4,0.3,7.23
Aurélien Chedjou,Lille,34,"D(C),DMC",34,2992,3,1,0.9,0.3,0.7,0.5,-,0.3,0.1,7.21
Julien Féret,Rennes,36,M(C),33(4),2804,11,6,1.5,2.1,1,1.3,0.2,1.8,1.7,7.21
Loic Perrin,Saint-Etienne,33,D(C),34,3060,2,-,0.3,0.1,0.2,0.8,-,0.3,0.1,7.21
John Boye,Rennes,32,D(C),23(1),2086,2,1,0.5,0.2,0.1,1.2,-,0.1,0.4,7.21
Alex,Paris Saint-Germain,37,D(C),22(2),2058,2,-,1.3,0.2,-,0.1,-,-,0.1,7.21
Lucas Moura,Paris Saint-Germain,26,"AM(CLR),FW",9(1),741,-,3,2.4,1.6,2.3,2.1,-,2.5,2.2,7.21
Rudy Mater,Valenciennes,38,D(R),23(1),1927,1,-,0.5,0.4,0.6,1.5,-,0.7,0.6,7.20
Maxwell,Paris Saint-Germain,37,D(L),33,2935,2,3,0.6,1,0.3,0.3,0.1,0.4,0.6,7.20
Yohan Mollo,Saint-Etienne,29,"M(CLR),FW",15(4),1080,4,7,1.1,2.2,1.1,1.4,0.2,1.4,1.2,7.20
Pierrick Cros,Sochaux,28,GK,3,270,-,-,-,-,-,-,-,-,-,7.19
Jonathan Brison,Saint-Etienne,36,D(LR),23(1),1940,-,4,0.3,0.9,0.3,1,-,0.3,0.7,7.19
Abdoulaye Doucouré,Rennes,26,M(C),4,319,1,-,1,0.5,1.8,0.5,-,2.3,-,7.18
Hugo Lloris,Lyon,32,GK,2,180,-,-,-,-,-,-,-,-,-,7.18
Thomas Mangani,Nancy,32,M(C),26(8),2559,-,5,0.6,1.8,0.5,0.7,-,0.7,1.1,7.18
Lucas Mareque,Lorient,36,D(L),9(1),772,1,2,0.6,0.4,0.8,1.2,0.1,0.6,0.7,7.17
Salif Sané,Nancy,28,"D(C),DMC",34,3060,3,1,1,0.5,0.6,1.4,0.1,0.7,1,7.17
Mickaël Landreau,SC Bastia,40,GK,19,1673,-,-,-,0.1,-,0.3,-,-,-,7.17
Ronald Zubar,AC Ajaccio,33,D(C),15,1350,1,-,0.5,0.1,0.4,1.3,0.1,0.3,0.2,7.16
Mamadou Sakho,Paris Saint-Germain,29,D(C),24(3),2140,2,-,0.4,0.1,0.1,0.3,-,0.2,-,7.15
Mathieu Valbuena,Marseille,34,M(CLR),37,3153,3,12,1.5,3.2,1.1,2.5,0.6,2.8,2.3,7.15
Christophe Jallet,Paris Saint-Germain,35,D(LR),20(7),1882,-,3,0.4,0.8,0.3,0.4,0.2,0.6,0.4,7.15
Ronny Rodelin,Lille,29,"AM(CLR),FW",20(3),1571,3,4,2.1,1.1,0.7,1.1,0.3,1.1,1.3,7.14
Jérémy Morel,Marseille,35,D(CL),36,3205,1,1,0.4,0.8,0.3,0.6,-,0.7,0.9,7.14
Francois Clerc,Saint-Etienne,36,D(R),31,2790,1,3,0.1,0.9,0.5,0.5,-,0.7,0.7,7.14
Simon Pouplin,Sochaux,34,GK,34,3060,-,-,-,0.1,-,0.2,-,-,-,7.14
Henrique,Bordeaux,36,D(C),22(2),1998,1,-,0.3,-,0.1,0.8,0.1,0.3,0.4,7.14
Salomon Kalou,Lille,33,"AM(CLR),FW",25(3),2209,14,3,2.6,1.1,1.5,1.2,1.6,3.1,2.1,7.14
Jérémie Aliadière,Lorient,36,FW,31,2653,15,8,3.2,1.5,0.5,1,1.5,1.1,2.3,7.13
Lindsay Rose,Valenciennes,27,D(C),12(2),1128,1,-,0.6,0.1,0.3,0.7,-,0.1,0.1,7.13
Abdelhamid El Kaoutari,Montpellier,29,D(CL),23,2035,-,2,0.2,0.3,0.4,1.1,-,0.1,0.2,7.13
