Name,Team,Age,Position,Apps,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating
Cristian Molinaro,VfB Stuttgart,35,"D(L),M(L)",1,90,-,-,1,-,-,77.6,-,-,7.26
Juan Arango,Borussia M.Gladbach,39,AM(L),31,2608,8,5,2,-,2.6,73.4,3.2,1,7.25
Robin Knoche,Wolfsburg,27,D(C),30(2),2783,3,2,2,-,0.3,83.6,4.5,-,7.25
Marco Russ,Eintracht Frankfurt,33,"D(C),DMC",28(1),2500,3,2,7,-,0.9,78.7,5.1,3,7.25
Sejad Salihovic,Hoffenheim,34,"D(L),M(CL)",22(6),1835,11,5,3,1,2.3,75.5,2.4,2,7.24
Shinji Okazaki,Mainz 05,33,"AM(CLR),FW",31(2),2719,15,1,2,-,2.2,76,3.4,3,7.23
Leon Goretzka,Schalke 04,24,M(CR),15(10),1503,4,1,1,-,1.7,76.8,2.5,3,7.22
Zdenek Pospech,Mainz 05,40,D(R),34,3016,-,5,4,-,0.6,78.2,2.2,3,7.22
Atsuto Uchida,Schalke 04,31,"D(R),M(R)",17,1521,-,3,5,-,0.1,80.1,2.1,-,7.22
Philipp Lahm,Bayern Munich,35,"D(R),DMC",25(3),2340,1,4,2,-,0.6,91.7,0.8,-,7.22
Heiko Westermann,Hamburger SV,35,D(CLR),30,2613,3,2,4,-,0.8,79.7,4.8,1,7.22
Lars Stindl,Hannover 96,30,"M(CR),FW",31,2657,3,2,6,-,1.7,77.3,1.7,1,7.22
Marc-André ter Stegen,Borussia M.Gladbach,27,GK,34,3060,-,-,1,-,-,72.9,1.4,1,7.21
Sebastian Kehl,Borussia Dortmund,39,M(C),12(5),1148,1,1,-,-,0.6,79.9,2.8,1,7.21
Daniel Schwaab,VfB Stuttgart,30,"D(CR),DMC",32,2872,-,1,3,-,0.4,77.8,4.4,-,7.20
Xherdan Shaqiri,Bayern Munich,27,M(CLR),10(7),793,6,2,-,-,1.7,84.7,0.3,2,7.20
Alexander Meier,Eintracht Frankfurt,36,"M(C),FW",18(4),1654,8,2,1,-,2.5,75.7,5.7,-,7.20
Stefan Bell,Mainz 05,27,D(CR),25(2),2276,-,4,5,-,0.6,77.2,4.7,1,7.19
Javier Pinola,Nuernberg,36,D(CL),19(1),1643,-,-,5,2,0.2,86.2,2.1,-,7.19
David Abraham,Hoffenheim,32,D(C),20,1724,2,-,3,-,0.6,75.2,3.8,2,7.19
Sebastian Boenisch,Bayer Leverkusen,32,D(CL),25,2250,1,3,2,-,1.8,70.8,4,1,7.18
Johan Djourou,Hamburger SV,32,D(C),22,1894,-,-,1,-,0.3,86.6,4.6,-,7.18
Tom Starke,Bayern Munich,38,GK,2,180,-,-,-,-,-,82.7,-,-,7.18
Christian Gentner,VfB Stuttgart,33,M(CLR),28,2520,4,3,1,-,1.2,76,1.7,-,7.17
Rafael van der Vaart,Hamburger SV,36,M(C),26(1),2190,7,6,4,-,2.1,80,1.7,1,7.17
Dennis Aogo,Schalke 04,32,"D(L),M(CL)",10,889,-,4,1,-,1.1,86.4,1.3,-,7.17
Ivan Perisic,Wolfsburg,30,AM(CLR),24(9),2214,10,4,4,-,2.1,71.7,2.9,2,7.17
Marcel Schmelzer,Borussia Dortmund,31,"D(CL),M(L)",19,1592,1,3,1,-,0.6,77,1.6,-,7.17
Daniel Didavi,VfB Stuttgart,29,"AM(CR),FW",6(1),450,1,1,2,-,1.7,79.6,0.9,-,7.17
Manuel Friedrich,Borussia Dortmund,39,D(C),8(3),798,1,-,2,-,0.3,84.7,5.5,-,7.16
Ivica Olic,Wolfsburg,39,"AM(LR),FW",28(4),2409,14,5,2,-,2.3,69.4,2.6,1,7.16
Joselu,Eintracht Frankfurt,29,FW,18(6),1672,9,2,3,-,2.8,72.1,6,3,7.16
Daniel Van Buyten,Bayern Munich,41,D(C),10(2),926,1,-,3,-,0.5,91.5,4.4,-,7.16
Jannik Vestergaard,Hoffenheim,26,D(C),19(6),1861,1,1,3,-,0.6,72.4,5,3,7.16
Alexander Schwolow,Freiburg,27,GK,1,90,-,-,-,-,-,54.5,1,-,7.16
Roberto Hilbert,Bayer Leverkusen,34,"D(R),M(R)",15(1),1293,1,1,2,-,0.8,73.2,2.6,-,7.16
Niklas Süle,Hoffenheim,23,D(C),20(5),1887,4,-,2,-,0.5,79.5,4.1,1,7.15
Eugen Polanski,Hoffenheim,33,M(C),32,2686,3,2,9,-,0.7,77.1,1.6,-,7.15
Benjamin Kessel,Eintracht Braunschweig,31,"D(CR),M(R)",19(1),1696,2,1,4,-,0.9,61.6,4,-,7.14
Deniz Dogan,Eintracht Braunschweig,39,D(C),19(4),1807,-,1,1,-,0.6,72.6,4.1,2,7.14
Ralf Fährmann,Schalke 04,30,GK,22,1980,-,-,-,-,-,55.1,0.8,2,7.13
Sebastian Langkamp,Hertha Berlin,31,D(C),29,2508,-,-,6,-,0.3,82,5.1,1,7.13
Sebastian Rudy,Hoffenheim,29,"D(R),M(CR)",26(1),2243,2,6,6,-,0.7,78.2,1,1,7.13
Hiroki Sakai,Hannover 96,29,"D(LR),M(R)",26,2264,1,-,7,-,0.1,73.7,3.3,-,7.12
Kevin Großkreutz,Borussia Dortmund,30,"D(LR),M(CLR)",31(2),2804,1,3,3,-,0.9,80.2,1.7,-,7.12
Rafinha,Bayern Munich,33,"D(CLR),M(R)",25(3),2210,-,7,4,1,0.4,90,0.8,-,7.12
Roman Neustädter,Schalke 04,31,"D(C),M(C)",31(1),2595,2,5,4,-,0.8,83.2,2.1,-,7.12
Sven Bender,Borussia Dortmund,30,"D(C),M(C)",18(1),1383,1,-,2,-,0.7,84,2.5,-,7.12
Park Joo-Ho,Mainz 05,32,"D(L),DMC",26(1),2330,1,2,2,-,0.3,82.3,2.1,2,7.12
Pavel Krmas,Freiburg,39,D(C),17(2),1517,1,1,4,-,0.4,82.9,4.9,1,7.11
Vladimir Darida,Freiburg,28,"M(C),FW",21(2),1886,3,6,3,-,1.6,75.8,1.5,1,7.11
Tobias Werner,Augsburg,33,AM(L),25(6),2111,9,7,4,-,2,68.7,0.8,1,7.10
Christian Träsch,Wolfsburg,31,"D(R),M(C)",21(1),1826,-,1,2,1,0.3,78.6,2,-,7.10
Nicolai Müller,Mainz 05,31,"M(CLR),FW",22(4),2008,9,3,6,-,1.4,74.3,1.2,2,7.10
Alexander Madlung,Eintracht Frankfurt,36,D(C),14(2),1264,2,1,1,-,0.8,80.3,4.3,1,7.09
Max Meyer,Schalke 04,23,"M(CL),FW",21(9),1837,6,3,3,-,1.1,84.5,0.3,-,7.09
Júnior Díaz,Mainz 05,35,D(CL),15(5),1484,-,1,3,-,0.5,74,3.4,-,7.09
Simon Rolfes,Bayer Leverkusen,37,M(C),22(9),2210,4,3,1,-,0.9,80.5,2.8,1,7.09
Vedad Ibisevic,VfB Stuttgart,34,FW,25(2),2163,10,3,4,1,2.1,66.1,4.7,1,7.09
Martin Lanig,Eintracht Frankfurt,34,M(C),12(3),1051,1,-,3,1,1.1,77.2,3.8,1,7.08
Ömer Toprak,Bayer Leverkusen,29,D(C),27(1),2450,1,1,5,-,0.4,88.1,3.3,-,7.08
Jens Grahl,Hoffenheim,30,GK,11,990,-,-,1,-,-,56.2,0.7,-,7.08
Josip Drmic,Nuernberg,26,"AM(LR),FW",30(3),2666,17,3,2,-,2,67,2,-,7.08
Chinedu Obasi,Schalke 04,33,"M(R),FW",7(8),591,3,1,1,-,0.7,74.5,1.4,2,7.08
Ja-Cheol Koo,Mainz 05,30,M(CLR),8(6),757,1,2,-,-,0.9,80.2,1.6,-,7.08
Tolgay Arslan,Hamburger SV,28,M(C),27(5),2483,1,4,10,-,0.7,85.7,1.2,-,7.08
Timothy Chandler,Nuernberg,29,"D(R),M(LR)",19(2),1595,1,2,5,-,1,74.1,1.6,1,7.07
Sami Allagui,Hertha Berlin,33,"AM(CLR),FW",23(6),1991,9,2,4,-,1.4,67.5,2,2,7.07
Constant Djakpa,Eintracht Frankfurt,32,D(L),19(3),1694,-,-,4,-,1,62.3,1.2,1,7.07
Salif Sané,Hannover 96,28,"D(C),DMC",16(3),1410,2,-,5,1,0.6,77.3,4.3,-,7.07
Daniel Ginczek,Nuernberg,28,FW,12(5),1087,3,1,3,-,2.3,62.7,4.2,1,7.06
Pierre-Emerick Aubameyang,Borussia Dortmund,30,"M(LR),FW",21(11),1974,13,4,1,-,2,68.2,1.1,1,7.05
Manuel Neuer,Bayern Munich,33,GK,31,2746,-,-,-,-,-,88.3,0.5,-,7.05
Sead Kolasinac,Schalke 04,26,"D(L),M(L)",21(3),1860,-,2,5,-,0.5,77.6,1.7,1,7.05
Giulio Donati,Bayer Leverkusen,29,"D(R),M(R)",20(4),1861,-,1,5,-,0.2,73.5,2.1,-,7.05
Patrick Herrmann,Borussia M.Gladbach,28,"M(LR),FW",34,2706,6,7,2,-,1.5,78.1,0.5,-,7.04
Hiroshi Kiyotake,Nuernberg,29,AM(CLR),32(1),2616,3,8,2,-,1.5,76.8,0.6,-,7.04
Makoto Hasebe,Nuernberg,35,"D(CR),M(CR)",14,1260,-,1,1,-,0.8,80.8,1.8,-,7.04
Michael Mancienne,Hamburger SV,31,"D(CLR),M(C)",12,1080,-,-,1,-,0.6,83.6,5.6,-,7.03
Clemens Fritz,Werder Bremen,38,"D(R),DMC",21(1),1820,-,3,4,-,0.5,65.6,2.2,-,7.03
Gotoku Sakai,VfB Stuttgart,28,"D(LR),DMC,M(R)",26(2),2335,-,2,4,-,0.4,79.2,2,1,7.02
Antonio Rüdiger,VfB Stuttgart,26,D(CR),30,2694,2,-,2,1,0.4,77.8,3.8,1,7.02
Marvin Plattenhardt,Nuernberg,27,"D(L),M(L)",30(1),2665,1,2,5,-,0.6,76.6,1.7,-,7.02
Felipe Santana,Schalke 04,33,"D(C),DMC",13(7),1238,1,1,-,1,0.4,77.8,3.5,-,7.02
Jonathan Schmid,Freiburg,29,"D(R),M(LR)",28(1),2442,4,8,2,-,1.3,72.5,1.3,1,7.02
Bernd Leno,Bayer Leverkusen,27,GK,34,3060,-,-,1,-,-,69.5,0.8,1,7.02
Oliver Sorg,Freiburg,29,"D(CLR),DMC",31,2770,2,2,5,1,0.6,73.9,1.7,2,7.02
Marcelo,Hannover 96,32,D(C),24,2120,-,-,5,1,0.6,81.2,6,1,7.02
Granit Xhaka,Borussia M.Gladbach,26,M(C),23(5),2035,-,1,10,1,1,86.5,1.9,-,7.02
Jonathan Tah,Hamburger SV,23,D(C),14(2),1279,-,-,-,-,0.3,84,3.9,-,7.01
Per Nilsson,Nuernberg,36,D(C),20,1625,3,-,3,1,0.9,80.7,4.7,2,7.01
Alexandru Maxim,VfB Stuttgart,28,AM(CL),18(11),1699,7,9,3,-,1,78.9,0.8,1,7.01
Marcel Ndjeng,Hertha Berlin,37,"D(R),DMC,M(R)",16(1),1360,-,-,1,-,1.1,62.4,2.4,-,7.01
Raphael Schäfer,Nuernberg,40,GK,33,2926,-,-,3,-,-,70.5,0.8,3,7.01
Martin Harnik,VfB Stuttgart,32,"M(LR),FW",23(7),2048,10,1,6,-,1.6,68.2,4.1,4,7.01
Filip Daems,Borussia M.Gladbach,40,D(L),13(2),1190,2,-,1,-,0.7,87,2.1,-,7.00
Ragnar Klavan,Augsburg,33,D(C),30,2567,2,-,-,1,0.4,87.8,3.3,1,7.00
Aleksandar Ignjovski,Werder Bremen,28,"D(LR),M(CL)",7(7),823,-,-,3,-,0.4,67.1,2.1,-,7.00
Álvaro Domínguez,Borussia M.Gladbach,30,D(CL),20(1),1768,1,1,2,-,0.4,88.3,3.4,-,6.99
Tranquillo Barnetta,Eintracht Frankfurt,34,M(CLR),20(2),1653,1,2,2,-,1.2,74,1.2,-,6.99
Milos Jojic,Borussia Dortmund,27,M(CLR),4(6),482,4,1,2,-,0.8,76.8,1.3,-,6.99
Paul Verhaegh,Augsburg,35,"D(R),M(R)",29(1),2514,3,2,6,-,0.3,81.3,1.6,-,6.98
Georg Niedermeier,VfB Stuttgart,33,D(C),18,1598,1,-,5,1,0.6,83.4,4.9,2,6.98
Lukasz Piszczek,Borussia Dortmund,34,"D(CR),M(R)",15(4),1405,3,-,-,-,0.8,73,1.9,-,6.98
Junior Malanda,Wolfsburg,24,DMC,5(2),405,2,-,-,-,1.6,81.1,1.9,-,6.98
Ondrej Petrák,Nuernberg,27,"D(C),DMC",8(3),777,-,-,1,-,0.1,82.4,4,-,6.98
Halil Altintop,Augsburg,36,"AM(C),FW",34,2714,10,2,1,-,1.8,80.3,1,2,6.97
Vieirinha,Wolfsburg,33,"D(R),M(LR)",7(4),654,1,1,1,-,1.7,84.2,0.2,-,6.97
Christian Schulz,Hannover 96,36,"D(CL),DMC",24(3),2153,1,-,3,-,0.4,80.1,4.6,1,6.97
Jermaine Jones,Schalke 04,37,"D(C),M(C)",9(5),902,1,1,3,-,0.8,76.3,3.8,-,6.97
Matthias Ostrzolek,Augsburg,29,"D(L),DMC,M(L)",33,2904,-,5,9,-,0.8,74.1,1.4,-,6.97
Marco Höger,Schalke 04,29,"D(CR),M(C)",6(2),545,2,-,-,-,0.5,88.3,1.8,-,6.97
Karim Bellarabi,Eintracht Braunschweig,29,"AM(CLR),FW",20(6),1780,3,4,7,-,2.1,70.4,0.7,-,6.96
Ken Reichel,Eintracht Braunschweig,32,"D(CL),M(L)",27,2411,1,1,4,-,0.8,64.2,3.3,-,6.96
Ibrahima Traoré,VfB Stuttgart,31,AM(LR),20(11),1883,2,6,2,1,1.3,75.1,0.2,2,6.96
Fallou Diagne,Freiburg,29,"D(CR),DMC",12,955,-,-,3,1,0.4,81.2,2.8,1,6.96
Jan-Ingwer Callsen-Bracker,Augsburg,34,D(C),33,2909,1,-,6,-,0.7,83.3,4.2,1,6.96
Pierre-Emile Højbjerg,Bayern Munich,23,M(C),2(5),289,-,1,-,-,1.4,88.8,0.9,-,6.95
Anthony Modeste,Hoffenheim,31,FW,20(9),1644,12,2,3,1,2.3,69,3.5,-,6.95
Andreas Beck,Hoffenheim,32,"D(LR),M(R)",33,2958,1,2,5,-,0.5,77.2,2.5,-,6.95
Jan Hochscheidt,Eintracht Braunschweig,31,M(CLR),19(1),1563,4,-,4,-,1.7,64.3,1.4,1,6.95
Havard Nielsen,Eintracht Braunschweig,25,"AM(CL),FW",15(1),1308,2,-,-,-,1.3,71.2,3.1,-,6.95
Stefan Aigner,Eintracht Frankfurt,31,"AM(CLR),FW",24(4),2168,4,6,4,-,1.6,75.6,1.8,1,6.95
Julian Korb,Borussia M.Gladbach,27,"D(R),M(R)",22,1962,-,-,6,-,0.4,81.4,1.5,-,6.94
Immanuel Höhn,Freiburg,27,D(CR),15(4),1459,-,-,-,-,0.5,83.1,3.4,-,6.94
William Kvist,VfB Stuttgart,34,DMC,11(1),940,-,-,3,-,0.3,81.8,1.9,-,6.94
Maximilian Beister,Hamburger SV,28,"AM(LR),FW",14(2),1225,5,3,5,-,2.8,72.1,0.6,-,6.94
Tim Hoogland,Schalke 04,34,"D(CR),M(C)",15(4),1361,-,-,2,-,0.4,74.8,2.7,1,6.94
Patrick Ochs,Wolfsburg,35,D(R),14(3),1306,-,2,7,-,0.3,79.6,0.8,-,6.94
Bastian Oczipka,Eintracht Frankfurt,30,"D(CL),M(L)",15(5),1395,-,1,2,-,0.4,80.8,1,1,6.94
Per Skjelbred,Hertha Berlin,32,M(CR),27(1),2118,2,6,4,-,0.6,78.1,1.5,-,6.93
Leonardo Bittencourt,Hannover 96,25,AM(CLR),20(11),1840,4,5,6,-,1.8,73.9,0.7,1,6.93
Loris Karius,Mainz 05,26,GK,23,2070,-,-,-,-,-,51.1,0.6,-,6.93
Franco Di Santo,Werder Bremen,30,"AM(CLR),FW",21(2),1668,4,4,6,1,1.5,62.5,4.3,-,6.93
Stephan Schröck,Eintracht Frankfurt,32,"D(R),M(R)",7(5),686,-,-,2,-,0.3,71.1,0.3,1,6.92
Anderson,Eintracht Frankfurt,31,D(C),15,1293,-,1,3,-,0.3,85.9,3.4,-,6.92
Peter Pekarík,Hertha Berlin,32,D(LR),30(1),2761,-,1,4,-,0.2,78.9,1.6,-,6.92
Mirko Boland,Eintracht Braunschweig,32,M(CL),29(4),2608,1,5,7,-,1.1,72.3,1.3,2,6.92
Carlos Zambrano,Eintracht Frankfurt,29,D(C),30,2621,-,-,13,-,0.1,85.7,2.1,1,6.92
Diego Contento,Bayern Munich,29,D(L),6(4),589,-,1,1,-,0.4,83.9,1.5,-,6.92
Hong Jeong-Ho,Augsburg,29,D(C),6(10),794,-,-,1,-,0.5,79.9,2.5,1,6.91
Oliver Kirch,Borussia Dortmund,36,"D(R),M(C)",4(4),466,1,-,1,-,0.8,82.1,0.6,-,6.90
Pirmin Schwegler,Eintracht Frankfurt,32,M(C),14(3),1161,-,-,7,-,0.8,80.9,2.3,1,6.90
Emanuel Pogatetz,Nuernberg,36,D(C),21(2),1939,1,1,6,1,0.3,77.5,5.7,1,6.90
Felix Klaus,Freiburg,26,AM(CLR),14(7),1396,5,1,5,-,1.7,72.6,1.8,1,6.89
Assani Lukimya,Werder Bremen,33,D(C),18(5),1616,-,-,3,-,0.3,69.2,3.9,-,6.89
Sebastian Rode,Eintracht Frankfurt,28,"D(R),M(C)",17,1439,-,-,4,-,0.9,84.3,1.2,-,6.89
Zhi-Gin Lam,Hamburger SV,28,D(L),7(2),559,1,-,1,-,0.4,80.2,0.4,-,6.89
Alexander Baumjohann,Hertha Berlin,32,M(C),5(4),525,-,2,1,-,1,66.5,0.8,-,6.89
Markus Feulner,Nuernberg,37,"D(LR),M(CR)",20(5),1767,2,3,5,-,1.2,71,1.6,-,6.88
Luca Caldirola,Werder Bremen,28,D(CL),33,2964,-,1,8,-,0.3,70.9,3.8,-,6.88
Benedikt Höwedes,Schalke 04,31,D(CLR),18(1),1515,1,-,-,2,0.6,86.2,2.6,-,6.87
Matthias Ginter,Freiburg,25,"D(CR),DMC",34,3039,-,-,1,-,0.6,85.7,3.5,-,6.87
Nils Petersen,Werder Bremen,30,FW,19(9),1637,7,2,2,-,1.9,56.2,4.5,2,6.87
Christian Fuchs,Schalke 04,33,"D(CL),M(L)",9(7),856,-,2,1,1,0.4,72,3,-,6.86
Änis Ben-Hatira,Hertha Berlin,30,M(CLR),19(2),1543,3,2,2,-,1.4,73.2,1.5,-,6.86
Kaan Ayhan,Schalke 04,24,"D(C),DMC",9(5),885,1,1,3,-,0.9,79.4,3,-,6.86
Omar Elabdellaoui,Eintracht Braunschweig,27,"D(R),M(R)",27(2),2316,1,2,1,-,0.6,69.8,1.2,-,6.86
Lukas Raeder,Bayern Munich,25,Goalkeeper,1(1),136,-,1,-,-,-,69.8,-,-,6.86
Johannes Flum,Eintracht Frankfurt,31,"D(C),M(C)",23(3),1960,3,2,9,1,0.8,80.2,2.1,-,6.85
Philipp Wollscheid,Bayer Leverkusen,30,D(C),13(7),1163,-,-,6,-,0.3,85.5,3.2,1,6.85
Christian Pander,Hannover 96,35,D(L),6(2),578,-,2,-,-,0.6,62.1,0.6,-,6.85
Johannes van den Bergh,Hertha Berlin,32,"D(L),M(L)",25(1),2227,-,1,2,-,0.1,75.6,1,-,6.85
Andrés Guardado,Bayer Leverkusen,32,"D(L),M(CL)",3(1),271,-,-,2,-,1.3,83.5,1.3,-,6.84
Leon Andreasen,Hannover 96,36,M(CR),28(3),2445,3,3,6,-,1.9,78.6,2.3,1,6.84
Julian Schuster,Freiburg,34,"D(C),M(C)",22(5),1948,3,1,6,-,0.5,84.2,1.6,-,6.84
Sebastian Jung,Eintracht Frankfurt,29,D(R),30,2692,-,7,4,-,0.5,79.2,1.3,-,6.84
