Name,Team,Age,Position,Apps,Minutes,Tackles per game,Interceptions per game,Fouls per game,Offsides per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals,Rating
Lionel Messi,Barcelona,32,"AM(CR),FW",31(2),2730,0.3,0.2,0.4,-,-,0.2,-,-,8.46
Neymar,Barcelona,27,"AM(CLR),FW",34,3057,0.8,0.3,1.4,-,-,0.5,-,-,8.43
Gareth Bale,Real Madrid,29,"M(CLR),FW",21(2),1741,0.5,0.9,0.6,-,0.3,0.4,0.1,-,8.12
Luis Suárez,Barcelona,32,"AM(CLR),FW",35,3150,0.7,0.2,1.2,-,0.5,0.4,0.1,-,8.00
Cristiano Ronaldo,Real Madrid,34,"M(L),FW",36,3185,0.3,0.2,0.6,-,0.4,0.3,0.1,-,7.99
Karim Benzema,Real Madrid,31,FW,26(1),1994,0.3,0.1,0.6,-,0.5,0.1,-,-,7.65
Filipe Luís,Atletico Madrid,33,D(L),32,2834,3.9,2.7,0.9,-,1.7,0.5,0.2,-,7.60
Diego Godín,Atletico Madrid,33,D(C),31,2651,2.3,3.3,1.2,0.1,5.1,0.3,0.3,-,7.52
Antoine Griezmann,Atletico Madrid,28,"AM(CLR),FW",36(2),3058,1.5,1,0.8,-,0.8,0.7,0.1,-,7.50
Koke,Atletico Madrid,27,M(CLR),34(1),2973,2.9,1.4,1,-,0.8,1.3,0.1,-,7.49
Nolito,Celta Vigo,32,AM(L),27(2),2473,1.7,0.9,1.4,-,0.1,0.8,-,-,7.44
Marcelo,Real Madrid,31,D(L),28(2),2474,2.5,1.8,0.5,0.2,0.9,1.1,0.2,-,7.44
Saúl Ñíguez,Atletico Madrid,24,"D(CL),M(CLR)",26(5),2329,3,1.8,1.5,0.1,1.5,1.1,0.4,-,7.37
Luka Modric,Real Madrid,33,M(C),31(1),2629,1.5,1.9,0.8,-,0.2,0.7,0.1,-,7.37
Aritz Aduriz,Athletic Bilbao,38,FW,30(4),2776,0.7,0.3,1.6,-,0.7,0.2,0.1,-,7.37
Toni Kroos,Real Madrid,29,M(C),32,2745,2,1.3,1.1,-,0.3,1.7,0.1,-,7.33
Shkodran Mustafi,Valencia,27,D(CR),30,2682,2.7,4.4,1.1,0.6,5.3,0.8,0.7,1,7.33
James Rodríguez,Real Madrid,27,AM(CLR),17(9),1518,1.3,0.6,0.5,-,0.1,1,-,-,7.32
Casemiro,Real Madrid,27,DMC,17(6),1526,3.1,2,1.7,-,1.4,1.6,0.4,-,7.30
Sergio Busquets,Barcelona,30,DMC,34(1),2906,2.9,1.9,0.9,0.1,0.7,1.1,0.1,-,7.28
Danilo,Real Madrid,27,D(LR),23(1),2044,2.9,2.3,1.5,0.2,1.7,0.7,0.1,-,7.27
Asier Illarramendi,Real Sociedad,29,M(C),32(1),2847,3.1,3.5,1.3,0.1,1.5,1.1,0.2,-,7.27
Pepe,Real Madrid,36,D(C),21,1887,1.6,2.5,0.8,0.3,3.4,0.4,1,-,7.27
Raúl García,Athletic Bilbao,32,"M(CLR),FW",27(3),2375,2.3,1.1,2.3,-,1.1,1.1,0.1,-,7.25
Diego Reyes,Real Sociedad,26,"D(C),DMC",26(1),2313,2.1,3.9,0.9,0.6,3.7,0.2,0.7,1,7.24
Andrés Iniesta,Barcelona,35,M(CL),25(3),2248,2,1,0.7,-,0.2,0.8,0.1,-,7.24
Grzegorz Krychowiak,Sevilla,29,"D(C),M(C)",25(1),2271,2.5,4.5,1.8,-,3,0.5,0.6,2,7.23
Daniel Carvajal,Real Madrid,27,D(R),19(3),1638,1.5,1.8,1.2,0.3,1.1,0.9,0.3,-,7.22
Yuri,Real Sociedad,29,"D(L),M(L)",21,1849,2.3,3.9,1.2,0.6,2.6,0.6,0.2,-,7.22
Gabi,Atletico Madrid,35,M(C),34(1),2883,3,2.2,1.9,-,0.9,1.9,0.3,-,7.22
José Giménez,Atletico Madrid,24,D(CR),27,2430,2.1,2.5,1,0.4,5.4,0.7,0.7,-,7.22
Ignacio Camacho,Malaga,29,"D(C),M(C)",23,2008,3,3.5,2.2,0.1,2,1,0.3,-,7.22
Éver Banega,Sevilla,31,M(C),20(5),1726,2.1,0.8,1,-,0.2,1.1,0.1,-,7.21
Lucas Vázquez,Real Madrid,27,M(R),10(15),1231,2.1,1,0.6,-,0.3,0.6,-,-,7.21
Pedro Bigas,Las Palmas,29,D(CL),26(1),2353,1.3,4.5,0.7,1,5.2,0.3,0.5,-,7.20
Jonathan Viera,Las Palmas,29,"AM(CLR),FW",36,3121,1.9,0.6,0.7,-,0.2,0.9,0.1,-,7.19
