Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Lionel Messi,Barcelona,32,"AM(CR),FW",28(4),2644,12,1.4,55,85.2,0.2,2.1,0.4,8.83
Jesús Fernández,Real Madrid,31,GK,1,90,-,-,41,48.8,-,13,-,8.37
Cristiano Ronaldo,Real Madrid,34,"M(L),FW",30(4),2721,10,1.9,31.9,76.7,0.3,0.6,0.3,8.15
Jorge Pulido,Atletico Madrid,28,D(C),1,90,-,-,15,66.7,-,-,-,7.62
Carlos Martínez,Real Sociedad,33,D(R),29,2589,4,1.2,40.8,76.4,1.5,2.3,-,7.59
Sergio Escudero,Getafe,29,"D(L),M(L)",9,787,-,0.3,29.3,65.9,0.2,1.3,-,7.58
Casemiro,Real Madrid,27,DMC,1,90,-,1,47,87.2,-,4,1,7.51
Patrick Ebert,Real Valladolid,32,M(CLR),22(1),1809,7,2,38.3,73.3,1.7,2.7,0.1,7.46
Cesc Fàbregas,Barcelona,32,"M(CL),FW",30(2),2325,11,1.6,70.8,88.6,0.2,4.3,0.6,7.45
Sergio Ramos,Real Madrid,33,D(CR),26,2268,-,0.7,58.8,84.6,0.1,6.6,0.2,7.45
Andrés Iniesta,Barcelona,35,M(CL),24(7),2096,16,1.4,72.4,90.5,0.1,2.7,0.6,7.41
Ivan Rakitic,Sevilla,31,M(C),34,2967,10,2.9,50.1,78.7,2.1,4,0.4,7.41
Carlos Vela,Real Sociedad,30,"M(CLR),FW",32(3),2715,9,1.6,28.6,77.5,1.3,1.1,0.1,7.40
Mesut Özil,Real Madrid,30,M(CLR),23(9),2042,13,2.8,36.9,84.2,1.3,1.3,0.5,7.39
Domingo Cisma,Atletico Madrid,37,D(L),2,166,-,2,42.5,81.2,-,2.5,-,7.39
Emiliano Armenteros,Osasuna,33,AM(CLR),30,2629,5,2.4,39,70.4,1.3,1.7,0.2,7.34
Diego Godín,Atletico Madrid,33,D(C),35,3107,2,0.2,28.7,78.6,0.1,2.9,-,7.33
Damiá,Osasuna,37,D(LR),29,2482,1,0.7,30.2,72.3,0.5,1.9,-,7.33
Koke,Atletico Madrid,27,M(CLR),29(4),2519,9,2.4,41.6,81,2.2,2.1,0.2,7.32
Xabi Alonso,Real Madrid,37,M(C),22(6),2147,5,1.8,65.6,83.1,0.7,6.3,0.3,7.31
Fábio Coentrão,Real Madrid,31,"D(L),M(LR)",17,1471,1,0.7,31.6,83.6,0.4,1.4,0.1,7.31
Álvaro Negredo,Sevilla,33,FW,34(2),3036,1,1.1,23.3,64.2,0.1,0.9,0.1,7.30
Gabi,Atletico Madrid,35,M(C),34(1),2884,3,1.1,48.1,78.6,0.8,5.7,0.1,7.28
Emir Spahic,Sevilla,38,D(C),22,1959,-,0.2,45.8,81.7,-,3.7,-,7.27
Filipe Luís,Atletico Madrid,33,D(L),32,2802,2,1,40.6,80.9,0.6,1.6,-,7.27
Pedro Morales,Malaga,34,M(CL),5(2),400,3,1.4,29.7,81.3,1.9,3.4,-,7.27
