Name,Team,Age,Position,Apps,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating
Neymar,Paris Saint-Germain,27,"AM(CLR),FW",16(1),1444,15,7,2,-,3.2,81.1,0.5,7,8.26
Kylian Mbappé,Paris Saint-Germain,20,"AM(LR),FW",24(5),2344,33,7,5,1,4.3,79.4,0.1,9,8.00
Téji Savanier,Nimes,27,DMC,32,2866,6,14,7,1,2.1,71.4,1.6,8,7.89
Jessy Moulin,Saint-Etienne,33,GK,1,90,-,-,-,-,-,85,2,-,7.76
Nicolas Pepe,Lille,24,"AM(R),FW",37(1),3332,22,11,1,-,3.1,79.1,1.2,13,7.62
Ángel Di María,Paris Saint-Germain,31,"M(CLR),FW",28(2),2339,12,11,2,-,3.2,78.8,-,2,7.52
Youcef Atal,Nice,23,"D(R),M(R)",25(4),2261,6,-,8,-,1.2,83.6,1.6,8,7.48
Yassine Benzia,Lille,24,"AM(CLR),FW",2,162,-,1,-,-,3,81.8,0.5,-,7.46
Edinson Cavani,Paris Saint-Germain,32,"AM(LR),FW",20(1),1676,18,5,1,-,2.5,76.3,0.2,2,7.44
Hatem Ben Arfa,Rennes,32,"M(CR),FW",23(3),2037,7,2,1,-,2.1,85.2,0.2,5,7.35
Memphis Depay,Lyon,25,"AM(CL),FW",29(7),2737,10,10,5,-,3.1,80.1,0.3,3,7.34
Nabil Fekir,Lyon,25,"AM(CR),FW",24(5),1991,9,7,5,-,3.1,85.2,0.5,5,7.31
Adrien Rabiot,Paris Saint-Germain,24,DMC,12(2),1064,2,1,3,-,0.5,93.1,1.6,1,7.31
Flavien Tait,Angers,26,AM(CLR),34(2),2995,5,7,2,-,2.4,78.8,0.3,4,7.30
Metehan Guclu,Paris Saint-Germain,20,Forward,0(1),16,1,-,-,-,2,100,-,-,7.29
Andy Delort,Montpellier,27,"AM(R),FW",36,3132,14,7,4,-,3.3,63.9,3.7,3,7.27
Thiago Mendes,Lille,27,"D(R),M(CR)",35,3082,-,5,10,-,0.9,84.8,0.7,3,7.27
Wahbi Khazri,Saint-Etienne,28,"M(CLR),FW",32,2825,13,6,10,1,2.9,74.5,0.5,6,7.25
Marcelo,Lyon,32,D(C),33,2880,-,1,6,-,0.8,87.8,5.2,-,7.25
Antoine Bernede,Paris Saint-Germain,20,Midfielder,2,170,-,-,-,-,0.5,93.5,1.5,-,7.24
Marquinhos,Paris Saint-Germain,25,"D(CR),DMC",30,2695,3,1,2,1,0.4,91.9,2.3,-,7.24
