Name,Team,Age,Position,Apps,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating
Nenê,Paris Saint-Germain,37,AM(CLR),35,3091,14,9,3,-,3.5,71,0.3,13,7.81
Mamadou Samassa,Marseille,33,"AM(CLR),FW",0(1),34,1,-,-,-,4,100,2,-,7.52
Romain Sartre,Lens,36,DMC,1,90,-,-,-,-,3,86.8,1,-,7.51
Laurent Pionnier,Montpellier,37,GK,1,90,-,-,-,-,-,68.2,-,-,7.50
Eden Hazard,Lille,28,"M(CLR),FW",35(3),3085,7,10,2,-,1,80.4,0.3,7,7.47
Yohan Benalouane,Saint-Etienne,32,D(CR),0(1),74,-,1,-,-,-,66.7,2,-,7.45
Hatem Ben Arfa,Marseille,32,"M(CR),FW",0(1),34,-,1,-,-,1,94.4,-,-,7.37
Moussa Sow,Lille,33,"M(LR),FW",33(3),2817,25,3,-,-,2.8,70,1.5,8,7.37
Dimitri Payet,Saint-Etienne,32,M(CLR),28(5),2526,13,3,5,-,2.7,69.6,0.2,7,7.37
Yohan Cabaye,Lille,33,M(C),36,3099,2,8,10,-,2.6,82.5,0.3,1,7.37
Emir Spahic,Montpellier,38,D(C),23,1977,1,1,8,1,0.4,79.4,2.1,1,7.34
André Ayew,Marseille,29,"M(CLR),FW",32(5),2797,11,2,6,-,1.9,78.8,1.2,3,7.34
Kader Mangane,Rennes,36,"D(C),DMC",29,2576,3,-,3,1,1,78,1.9,2,7.29
Marvin Martin,Sochaux,31,M(C),37,3312,3,19,6,-,1.7,82,0.4,2,7.29
Benoit Pedretti,Auxerre,38,M(C),20,1800,5,4,6,-,1.5,77.8,0.8,4,7.27
Teddy Richert,Sochaux,44,GK,15,1306,-,-,-,-,-,55.4,0.1,4,7.27
Julien Féret,Nancy,36,M(C),36,3082,6,6,3,-,1.8,70.9,2.1,3,7.26
Willy Boly,Auxerre,28,D(C),8,720,1,-,1,-,0.5,74.6,1.8,2,7.26
Benoit Cheyrou,Marseille,38,M(C),27(7),2471,3,5,1,-,1.3,82.3,0.5,6,7.26
Lisandro López,Lyon,36,"AM(L),FW",24(3),2091,17,4,2,-,2.2,80.6,0.5,5,7.26
Etienne Capoue,Toulouse,30,"D(C),M(CL)",37,3330,2,-,5,-,0.7,78,1.7,2,7.25
Adil Hermach,Lens,33,M(C),30(1),2639,4,5,1,-,1.5,75,1.1,4,7.24
Romain Hamouma,Caen,32,"M(CLR),FW",31(1),2704,9,8,7,-,1.9,75.7,0.6,5,7.24
Mamadou Sakho,Paris Saint-Germain,29,D(C),35,3037,4,1,5,1,0.4,84,2.6,1,7.23
Bruno Ecuele Manga,Lorient,30,D(CR),31,2790,1,-,5,-,0.5,87.2,2.9,-,7.23
Blaise Matuidi,Saint-Etienne,32,M(CL),34,3052,-,2,6,-,0.8,82.5,0.8,4,7.21
Gervinho,Lille,32,"M(LR),FW",33(2),2854,15,9,4,1,2.7,79.9,0.1,4,7.20
Amadou Sidibe,Auxerre,33,D(C),9(1),804,-,1,2,-,0.3,75.9,0.5,-,7.20
Guillaume Hoarau,Paris Saint-Germain,35,FW,31(2),2640,9,6,2,1,3,66.5,4.4,2,7.19
Pascal Berenguer,Nancy,38,"D(C),M(CR)",15(3),1324,4,1,3,1,2.1,76.5,1.6,3,7.19
Lucho González,Marseille,38,M(C),33(3),2913,8,6,3,-,1.6,76.1,0.8,2,7.19
Boukary Dramé,Sochaux,33,"D(L),M(L)",23(3),2162,2,2,2,-,0.6,85.8,0.8,-,7.19
Michael Ciani,Bordeaux,35,D(C),27(2),2424,3,-,9,-,0.6,78.4,2.4,6,7.18
Jérémy Toulalan,Lyon,35,"D(C),M(C)",27(1),2259,-,1,6,-,0.9,77.3,1.9,2,7.18
Anthony Mounier,Nice,31,AM(CLR),33(1),2876,3,11,3,-,1.4,71.6,0.5,6,7.16
Jaroslav Plasil,Bordeaux,37,M(C),38,3356,4,12,3,-,1.5,79.2,1.2,3,7.16
Jordan Loties,Nancy,34,"D(C),DMC",24(1),2141,-,-,5,-,0.7,76.2,1.5,1,7.16
Matthieu Dreyer,Sochaux,30,GK,10(1),945,-,-,1,-,-,59.6,0.2,-,7.15
