Name,Team,Age,Position,Apps,Minutes,Total goals,Total Assists,Shots per game,Key passes per game,Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Rating
Arjen Robben,Bayern Munich,35,"M(CLR),FW",13(1),1134,12,8,3.9,2.7,3.9,2.4,0.3,2.1,1.9,8.39
Nuri Sahin,Borussia Dortmund,30,M(C),30,2595,6,8,2,3.5,1,1.9,0.1,1.5,0.9,7.89
Franck Ribéry,Bayern Munich,36,AM(L),22(3),1972,7,11,2.8,2.2,3.7,2.4,0.6,2.6,1.6,7.82
Arturo Vidal,Bayer Leverkusen,32,M(C),31(2),2708,10,11,1.6,2,0.8,3.8,0.3,1.8,1.1,7.77
Tamás Hajnal,VfB Stuttgart,38,M(C),11(1),930,3,4,1.8,2.5,1.8,2.3,0.1,2.8,1.8,7.66
Diego,Wolfsburg,34,AM(CLR),30,2631,6,9,1.9,2.9,2.8,3.5,0.2,2.5,1.8,7.53
Mitchell Langerak,Borussia Dortmund,30,GK,1,90,-,-,-,-,-,-,-,-,-,7.51
Christian Tiffert,Kaiserslautern,37,"D(C),M(C)",33,2933,2,17,1.1,3.2,1.8,2.1,0.3,1.5,1.1,7.49
Christian Fuchs,Mainz 05,33,"D(CL),M(L)",30(1),2649,-,8,1.1,1.4,0.5,1.1,0.1,0.8,0.9,7.43
Marc-André ter Stegen,Borussia M.Gladbach,27,GK,6,540,-,-,-,-,-,0.2,-,-,-,7.42
Mario Gomez,Bayern Munich,33,FW,27(5),2452,28,2,3,0.8,0.8,0.8,1,1.3,1.7,7.42
Zé Roberto,Hamburger SV,44,"D(L),M(CL)",31,2745,1,9,0.5,1.9,1.7,1.2,0.1,1.1,1,7.41
Renato Augusto,Bayer Leverkusen,31,"M(CLR),FW",26(1),2222,7,2,2.1,1.9,2.5,1.8,0.1,2.1,1.3,7.40
Mario Götze,Borussia Dortmund,27,"M(CLR),FW",29(4),2549,6,11,1.2,2.5,1.5,1.4,0.4,2.8,1.5,7.38
Domagoj Vida,Bayer Leverkusen,30,D(CR),0(1),76,-,-,-,-,1,1,-,-,-,7.38
Thomas Müller,Bayern Munich,29,"M(CLR),FW",32(2),2801,12,11,1.8,1.6,1.9,2.2,0.6,2.1,1.9,7.37
Marco Reus,Borussia M.Gladbach,30,"M(CLR),FW",32,2857,10,8,2.5,2.3,1.6,2,0.9,2.1,2,7.35
Ivo Ilicevic,Kaiserslautern,32,M(CLR),19(2),1737,5,6,2.9,1.3,3,1.6,0.4,1.2,1.7,7.34
Sven Bender,Borussia Dortmund,30,"D(C),M(C)",29(2),2447,1,2,1,0.5,0.4,1.4,0.2,1.2,0.8,7.32
Marko Marin,Werder Bremen,30,M(CLR),28(6),2636,3,9,2.2,1.6,4.1,2,0.2,1.6,1.5,7.31
Bastian Schweinsteiger,Bayern Munich,34,"D(C),M(C)",31(1),2734,4,7,1.6,1.3,1.2,1.8,0.3,2.1,1.2,7.30
Christian Träsch,VfB Stuttgart,31,"D(R),M(C)",34,3052,1,2,1.4,1,1.6,2.2,-,1.5,1.2,7.28
Claudio Pizarro,Werder Bremen,40,"AM(C),FW",20(2),1763,9,3,1.6,1.3,2.3,1.6,1.3,2.3,2.3,7.27
Luiz Gustavo,Hoffenheim,31,"D(C),M(C)",17,1479,2,3,0.8,0.5,1.1,1.3,-,1.2,1.6,7.27
Martin Stranzl,Borussia M.Gladbach,39,D(C),17,1530,1,-,0.7,0.2,0.1,0.4,-,0.4,0.3,7.26
