Name,Team,Age,Position,Apps,Minutes,Total goals,Total Assists,Shots per game,Key passes per game,Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Rating
Cyril Théréau,Chievo,36,"AM(CL),FW",35(2),3015,11,4,2.4,1.6,1.6,1.3,0.5,1.9,1.5,7.25
Paolo Cannavaro,Napoli,38,D(C),32,2849,1,1,0.4,0.2,0.3,1,-,0.1,0.2,7.25
Miroslav Klose,Lazio,41,FW,26(3),2189,15,1,1.7,0.9,1.2,1.9,0.6,1.2,1.3,7.25
Matuzalém,Genoa,39,M(C),15,1281,1,2,0.5,1.3,1,1.6,-,1.1,0.5,7.25
Giuseppe Biava,Lazio,42,D(C),30(1),2629,1,1,0.3,0.1,-,0.9,0.1,-,0.2,7.24
Gabriel Paletta,Parma,33,D(C),35,3088,1,1,0.7,0.2,0.2,0.8,-,0.2,0.3,7.24
Valon Behrami,Napoli,34,M(C),32(1),2627,-,-,0.2,0.5,0.5,1.5,-,0.9,0.6,7.23
Walter Samuel,Inter,41,D(C),15(1),1366,1,-,0.5,0.2,-,0.1,-,0.3,0.3,7.23
Sebastian Giovinco,Juventus,32,"AM(C),FW",23(8),1958,7,6,2.7,1.6,1.5,2,1,1.4,1.4,7.23
Gianluca Curci,Bologna,33,GK,14,1166,-,-,-,-,-,0.1,-,-,0.1,7.23
Christian Maggio,Napoli,37,"D(R),M(R)",31,2722,4,4,1,0.6,0.7,1.7,0.1,0.7,1.2,7.22
Thomas Manfredini,Genoa,39,D(C),14,1236,-,1,0.4,0.3,-,0.8,0.2,0.1,0.2,7.22
Dusan Basta,Udinese,34,"D(R),M(R)",27(1),2418,1,3,1.4,0.8,1.4,1.9,0.1,1.2,1,7.22
Luis Muriel,Udinese,28,"AM(CL),FW",15(7),1396,11,3,1.9,0.9,2.3,1.8,0.5,2.1,1.4,7.21
Marquinhos,Roma,25,"D(CR),DMC",22(4),2089,-,-,0.2,0.3,0.2,0.9,-,0.3,0.5,7.21
Manuel Pasqual,Fiorentina,37,"D(L),M(L)",35,3075,2,6,1.1,2,0.3,0.8,0.4,0.4,0.7,7.21
Juan Camilo Zuñiga,Napoli,33,"D(LR),M(L)",30(2),2628,-,3,0.8,1.3,1.5,2.4,0.1,1,0.8,7.21
Antonio Cassano,Inter,36,"AM(CL),FW",23(5),1914,7,9,1.1,2.6,1,2.6,0.4,1.5,1.2,7.21
Kevin Constant,AC Milan,32,"D(L),M(CL)",20(5),1870,-,1,0.3,0.9,2.4,1,-,0.7,0.6,7.20
Marco Marchionni,Parma,38,M(C),25(3),2256,1,2,0.8,2,0.9,1.1,-,1.1,0.6,7.20
Federico Peluso,Juventus,35,"D(CL),M(L)",7(5),696,-,-,0.3,0.5,0.8,1,0.1,0.3,0.3,7.20
Danilo Avelar,Cagliari,30,"D(L),M(L)",19(1),1668,-,3,1.1,1.2,0.9,1,0.1,0.5,0.9,7.19
Stefan Radu,Lazio,32,D(CL),22(1),1943,1,-,0.3,0.7,0.7,1.1,-,0.3,0.3,7.19
Yohan Benalouane,Parma,32,D(CR),18(3),1478,1,-,0.9,0.2,0.9,0.7,0.1,0.4,0.2,7.19
Josip Ilicic,Palermo,31,"AM(CLR),FW",29(2),2409,10,2,2.9,2,2,1.9,0.3,2,1.8,7.19
Antonio Candreva,Lazio,32,M(CLR),32(3),2706,6,5,3,1.7,1.9,1.3,0.3,0.7,1.1,7.19
Nicola Legrottaglie,Catania,42,D(C),26(1),2278,3,-,0.4,0.2,0.3,0.5,-,0.2,0.2,7.18
Antonio Di Natale,Udinese,41,FW,31(2),2711,23,4,4,1.3,0.5,0.5,2.1,0.8,0.8,7.18
Pablo Barrientos,Catania,34,AM(CLR),30(1),2525,5,5,1.6,1.2,1.8,3.6,0.2,2.4,1.8,7.17
Miralem Pjanic,Roma,29,M(C),20(7),1710,3,5,2.2,2.1,1.6,1.1,-,1.2,1,7.17
Borja Valero,Fiorentina,34,M(CL),37,3283,1,11,1.2,2,1.4,1.5,0.2,1.6,1.2,7.16
Matteo Darmian,Torino,29,"D(CLR),M(LR)",30,2690,-,2,0.2,0.7,0.8,0.8,0.1,0.4,0.4,7.16
Pedro Obiang,Sampdoria,27,DMC,32(2),2896,1,5,0.8,1.2,1.5,1.5,-,1.1,0.9,7.15
Alessio Cerci,Torino,31,"M(R),FW",32(3),2740,8,8,2.3,1.7,2.3,1.4,0.5,1.3,0.9,7.15
Gökhan Inler,Napoli,35,DMC,25(6),2180,6,2,1.7,0.9,0.6,2,-,1.3,0.7,7.15
Alessandro Gazzi,Torino,36,M(C),33(1),2871,2,-,0.3,0.9,0.1,0.7,-,0.5,0.3,7.15
Christian Puggioni,Chievo,38,GK,17,1530,-,-,-,0.2,-,0.2,-,0.1,-,7.14
Francesco Lodi,Catania,35,M(C),33,2861,6,7,1.7,1.7,0.3,0.5,-,0.7,0.2,7.14
Leonardo Bonucci,Juventus,32,D(C),33,2961,-,-,0.8,0.2,0.9,0.5,0.1,0.2,0.3,7.14
Nenad Krsticic,Sampdoria,28,M(CR),22(3),1923,1,2,0.4,0.9,0.8,1.5,-,0.8,0.6,7.14
Fredy Guarín,Inter,33,M(CR),26(6),2388,4,3,3.4,1.3,2.9,1.3,0.1,2.2,1.1,7.14
Davide Astori,Cagliari,32,D(C),31(1),2763,-,-,0.5,0.3,0.5,0.8,0.1,0.4,0.1,7.14
Leandro Castán,Roma,32,D(C),30,2685,1,-,0.1,0.2,0.6,1.5,-,0.2,0.5,7.13
Germán Denis,Atalanta,37,FW,35(1),3126,15,4,2.6,1.1,1,1.4,1,1.9,1.8,7.13
Mathieu Flamini,AC Milan,35,M(C),15(3),1294,4,1,1.5,0.5,0.6,0.8,0.1,0.4,0.7,7.13
Radja Nainggolan,Cagliari,31,M(C),33(1),2973,2,2,1.6,1,1.1,1.3,0.1,1.9,0.9,7.13
Ignazio Abate,AC Milan,32,"D(R),M(R)",25(2),2292,-,2,0.3,1,1.2,0.7,0.1,0.6,0.7,7.13
Ezequiel Muñoz,Palermo,28,D(C),29(3),2630,-,1,0.4,0.1,0.6,0.4,0.1,0.3,0.4,7.13
Steve Von Bergen,Palermo,36,D(C),33(2),2971,1,-,0.1,0.1,0.2,0.6,-,0.1,0.2,7.12
Pablo Álvarez,Catania,35,D(CLR),26(1),2195,-,-,0.2,0.3,0.9,1.4,-,0.4,0.5,7.12
Giandomenico Mesto,Genoa,37,"D(R),M(R)",1,90,-,-,1,2,-,-,-,-,-,7.12
Esteban Cambiasso,Inter,38,"D(C),M(C)",26(7),2415,3,5,1.1,1,0.5,0.5,0.1,0.2,0.3,7.12
André Dias,Lazio,40,D(C),25(2),2150,-,-,0.4,-,-,0.4,-,0.1,0.4,7.11
Diego Milito,Inter,40,FW,19(1),1584,9,3,2.6,1,0.9,1.4,1.2,1.3,1.2,7.10
Maurizio Domizzi,Udinese,39,D(C),29(1),2557,2,3,0.5,0.4,0.3,1.8,0.1,0.3,0.1,7.10
Andreas Granqvist,Genoa,34,D(C),32(3),2951,1,1,0.3,0.2,0.3,0.7,-,0.2,0.3,7.10
Álvaro Pereira,Inter,33,"D(L),M(L)",22(6),2134,1,4,0.5,1.3,0.5,1.4,0.1,0.3,0.8,7.10
Dario Dainelli,Chievo,40,D(C),34,2913,-,-,0.2,0.1,0.3,0.6,-,0.5,0.3,7.10
Pablo Daniel Osvaldo,Roma,33,"AM(C),FW",25(4),2318,16,2,3.1,0.7,0.9,0.6,1.2,1,1,7.09
Santiago García,Palermo,30,"D(CL),M(L)",30(2),2637,1,-,0.6,0.6,0.4,0.9,0.1,0.5,0.9,7.09
Marco Vittiglio,Pescara,25,Defender,0(1),22,1,-,1,-,-,-,-,-,-,7.09
Iván Piris,Roma,30,D(CLR),28(1),2411,-,3,0.5,0.8,0.6,0.9,-,0.7,0.5,7.09
Andrea Costa,Sampdoria,33,D(CL),27,2356,1,-,0.4,0.3,0.3,1.1,0.1,0.2,0.6,7.09
Djamel Mesbah,Parma,34,"D(L),M(L)",3(4),406,-,-,0.3,1.4,0.6,1.4,0.1,0.7,0.4,7.08
Alejandro Gómez,Catania,31,"M(CL),FW",34(2),2981,8,7,1.9,1.6,1.7,2.4,0.6,1.7,1.4,7.08
Marco Parolo,Parma,34,M(C),34(2),3006,3,1,1.6,0.9,0.6,1.1,0.1,0.9,1.1,7.08
Francesco Acerbi,AC Milan,31,D(C),5(1),471,-,-,0.5,-,0.2,0.7,-,0.3,0.2,7.08
Diego Pérez,Bologna,39,M(C),23,1718,-,2,0.4,0.7,0.8,1.6,-,1,0.6,7.07
Danilo,Udinese,35,D(C),32,2817,2,1,0.5,0.2,0.2,0.6,0.2,0.1,0.2,7.07
Alessandro Lucarelli,Parma,41,D(C),30(2),2736,1,-,0.4,0.5,0.2,1.2,-,0.2,0.3,7.06
Matías Rodríguez,Sampdoria,33,D(R),1,90,-,-,-,-,2,1,-,-,1,7.06
Valerio Di Cesare,Torino,36,D(C),7(2),675,-,-,0.4,0.1,0.6,1.2,-,0.2,0.4,7.05
Daniele Portanova,Genoa,40,D(C),15,1350,1,-,0.3,0.1,0.4,1.2,0.1,0.1,0.4,7.05
Matteo Brighi,Torino,38,M(C),18(5),1677,2,1,0.4,0.8,0.8,1.9,-,1,0.5,7.04
Antonio Balzano,Pescara,33,D(LR),23(3),2079,-,-,0.5,0.5,1.2,0.9,-,0.6,0.5,7.04
Marco Andreolli,Chievo,33,D(C),28,2493,2,-,0.2,-,0.1,0.4,-,0.3,0.2,7.04
Cristian Raimondi,Atalanta,38,"D(R),M(R)",22(4),2038,1,3,0.5,0.8,0.3,1.3,0.1,0.7,0.7,7.03
Alessandro Gamberini,Napoli,37,D(C),24(1),1905,1,-,0.1,-,0.1,0.7,-,-,0.1,7.03
Daniele Bonera,AC Milan,38,D(CR),13,1130,-,-,0.2,0.2,0.1,1.2,-,-,-,7.03
Jaime Valdés,Parma,38,AM(C),28(1),2409,4,2,1.3,1.3,1.3,1.2,-,1.2,0.6,7.03
Emanuele Giaccherini,Juventus,34,M(CLR),10(7),944,3,3,2.2,1.9,0.5,1.1,0.1,0.5,0.6,7.03
Luca Rigoni,Chievo,34,M(CR),31(1),2724,1,3,0.5,0.8,0.6,1.3,0.1,1.1,0.8,7.03
Stefano Sorrentino,Palermo,40,GK,15,1350,-,-,-,0.1,0.1,0.1,-,-,0.1,7.02
Guglielmo Stendardo,Atalanta,38,D(C),29(3),2632,2,1,0.4,0.2,0.1,1.4,-,0.1,0.1,7.02
Amauri,Parma,39,FW,26(7),2266,10,4,2.8,0.9,0.9,1.2,0.6,1.6,1.3,7.02
Gabriel Silva,Udinese,28,"D(LR),M(L)",13(5),1227,1,3,0.3,0.8,1.1,1.6,0.3,0.7,0.7,7.02
Daniele Portanova,Bologna,40,D(C),5,450,1,-,0.8,-,-,-,0.2,-,0.2,7.02
Nicola Murru,Cagliari,24,D(L),13,1076,-,-,0.2,0.2,0.3,0.7,0.1,0.3,0.3,7.02
Joel Obi,Inter,28,M(CR),1(1),95,-,-,0.5,0.5,1.5,-,-,-,1,7.02
Michele Canini,Genoa,34,D(C),14,1260,-,-,0.1,0.2,0.1,0.3,-,0.1,-,7.01
Vasilis Torosidis,Roma,34,"D(CLR),M(R)",9(2),821,1,-,0.4,0.4,0.2,1,0.3,0.4,0.3,7.01
Federico Peluso,Atalanta,35,"D(CL),M(L)",13,1065,1,1,0.5,0.4,0.8,0.8,0.3,0.7,0.5,7.01
Blerim Dzemaili,Napoli,33,M(C),19(15),1954,7,2,1.2,1,0.6,1.2,-,0.5,0.8,7.01
Giovanni Marchese,Catania,34,"D(CL),M(L)",29(1),2655,2,2,0.8,0.8,0.3,0.5,0.3,0.4,0.8,7.01
Kevin-Prince Boateng,AC Milan,32,"M(CLR),FW",25(4),2135,2,4,3.2,1.8,0.7,1.8,0.3,1.1,1.4,7.01
Juan Jesus,Inter,28,D(CL),31,2700,1,1,0.7,0.2,0.6,0.4,-,0.4,0.5,6.99
Francesco Acerbi,Chievo,31,D(C),5(2),444,-,-,0.6,-,1,0.7,-,0.3,-,6.99
Lorenzo De Silvestri,Sampdoria,31,"D(R),M(R)",19(5),1838,2,-,0.8,0.8,1,0.8,0.1,0.8,0.6,6.99
Massimo Donati,Palermo,38,"D(C),DMC",26(2),2172,-,-,0.6,0.6,0.4,1,0.1,0.6,0.4,6.99
Tommaso Berni,Sampdoria,36,GK,3(1),235,-,-,-,-,0.3,0.8,-,-,-,6.99
Nicola Pavarini,Parma,45,GK,6(1),487,-,-,-,-,-,-,-,-,-,6.99
Adrián Calello,Robur Siena,32,M(C),8(1),733,-,-,0.7,0.6,0.9,1.6,-,1.9,0.4,6.99
Cristian Ledesma,Lazio,36,M(C),35(1),2961,1,1,0.6,1.2,0.3,1.2,-,0.6,0.4,6.99
Francesco Della Rocca,Robur Siena,31,M(C),16(1),1446,-,-,0.4,0.6,0.8,1.4,-,1.5,0.4,6.98
Andrea Poli,Sampdoria,29,M(CL),31,2511,3,-,1.2,0.7,0.6,2.6,0.2,1.1,0.9,6.98
Enzo Maresca,Sampdoria,39,M(C),15(1),1144,3,1,1.6,1.3,0.4,2,-,0.8,0.6,6.98
Edgar Barreto,Palermo,34,M(C),30,2659,-,-,1.1,1.5,0.5,0.9,-,1.1,1,6.98
Federico Agliardi,Bologna,36,GK,20(2),1895,-,-,-,-,-,0.1,-,-,-,6.98
Claudio Terzi,Robur Siena,35,D(C),8,720,1,-,0.6,0.3,0.4,0.6,0.1,0.1,0.4,6.98
Paolo Dellafiore,Robur Siena,34,"D(CLR),M(LR)",2,180,-,-,-,0.5,1,-,-,-,-,6.98
Gonzalo Bergessio,Catania,34,FW,32,2678,13,6,2.7,1,0.6,1.7,1,2.7,2.1,6.98
Thomas Heurtaux,Udinese,30,D(CR),13(4),1255,-,-,0.1,0.2,0.4,0.5,-,0.4,0.2,6.98
Javier Zanetti,Inter,45,"D(R),DMC,M(R)",33,2860,-,1,0.2,0.5,1.6,1.2,-,0.6,0.3,6.98
Saphir Taïder,Bologna,27,M(C),32(2),2879,3,2,1.6,0.6,0.9,1.9,0.1,1.8,1.1,6.98
Angelo Palombo,Sampdoria,37,"D(C),DMC",15,1326,-,-,0.3,0.2,0.5,1.4,-,0.3,0.1,6.97
Goran Pandev,Napoli,35,"M(CR),FW",25(8),2091,6,7,1.4,1.5,1,1.8,0.3,1.8,1.6,6.97
Víctor Ibarbo,Cagliari,29,"AM(LR),FW",22(12),2071,6,1,1.1,1.1,2.5,2.4,0.8,1.8,1.9,6.97
Albin Ekdal,Cagliari,29,M(C),27(4),2350,1,1,1,0.5,1.2,1.8,-,1.2,1.4,6.97
Frederik Sörensen,Bologna,27,D(CR),20(5),1825,1,1,0.3,0.3,0.2,0.8,-,0.2,0.2,6.97
Daniele De Rossi,Roma,35,"D(C),M(C)",21(4),1757,-,3,0.9,0.8,1,0.8,-,0.4,0.5,6.97
Marco Borriello,Genoa,37,FW,26(2),2345,12,1,2.6,1,0.6,2,1,3.2,2.3,6.96
Giuseppe Bellusci,Catania,29,D(CR),22(4),2082,-,-,0.2,0.3,0.6,1.6,-,0.7,0.5,6.96
Daniele Gastaldello,Sampdoria,36,D(C),33,2874,1,1,0.6,0.2,0.2,0.9,-,0.2,0.1,6.96
Lorik Cana,Lazio,35,D(C),13(11),1422,-,-,0.5,0.3,0.3,0.7,0.1,0.2,0.3,6.96
Gianluca Grava,Napoli,42,"D(C),M(R)",2,147,-,-,-,-,0.5,0.5,-,-,-,6.96
Urby Emanuelson,AC Milan,33,"D(L),M(CLR)",8(4),740,1,3,1.1,2.1,1.2,1.5,0.3,1.4,0.8,6.96
Luca Rossettini,Cagliari,34,D(CR),28,2428,-,1,0.3,0.1,0.1,0.4,-,0.1,0.1,6.96
Cristiano Del Grosso,Atalanta,36,"D(L),M(L)",13,1061,1,-,0.6,0.8,0.2,0.5,0.1,0.2,0.3,6.95
Cristian Zaccardo,AC Milan,37,D(CR),0(1),45,-,-,1,-,1,-,-,-,1,6.95
Andrea Lazzari,Udinese,34,M(C),21(3),1684,1,4,1.2,1.3,0.6,0.8,0.1,1.4,0.7,6.95
Matteo Contini,Robur Siena,39,D(C),10,894,-,-,-,0.1,0.2,1,-,-,0.1,6.95
Lionel Scaloni,Atalanta,41,D(R),6(1),530,-,-,0.3,0.4,0.6,0.3,-,0.1,0.1,6.95
Lorenzo Insigne,Napoli,28,"AM(CL),FW",16(21),1752,5,7,1.8,1.4,1.4,0.5,0.5,0.9,0.9,6.95
Nenad Tomovic,Fiorentina,31,D(CLR),23(3),2051,-,-,0.2,0.3,0.5,0.6,-,0.3,0.4,6.95
Stephan Lichtsteiner,Juventus,35,"D(R),M(R)",25(3),2074,4,2,1,1,0.6,1.3,0.3,0.7,0.6,6.94
Archimede Morleo,Bologna,35,"D(L),M(L)",28(4),2442,-,3,0.6,0.7,0.7,2.5,0.2,0.4,0.8,6.94
Giampiero Pinzi,Udinese,38,M(C),17(2),1390,3,2,0.8,0.6,0.4,0.9,0.1,0.5,1,6.94
Cristian Zaccardo,Parma,37,D(CR),14(1),1251,1,1,0.5,0.3,0.3,0.5,0.2,0.1,0.3,6.94
Nigel de Jong,AC Milan,34,M(C),10(2),893,1,-,0.5,0.6,0.3,1,0.1,0.7,0.3,6.94
Alberto Aquilani,Fiorentina,34,M(C),20(5),1666,7,6,2.4,0.9,0.2,0.7,-,0.6,1,6.94
Massimo Paci,Robur Siena,41,D(C),20(3),1828,2,2,0.6,0.1,-,0.4,0.1,-,0.3,6.94
Guillermo Rodríguez,Torino,35,D(C),20(2),1871,-,-,0.1,-,0.1,0.4,-,0.2,0.4,6.94
Nicolò Cherubin,Bologna,32,D(CL),29,2506,1,1,0.2,0.3,0.2,1.3,-,0.3,0.3,6.93
Mariano Andújar,Catania,35,GK,34,3060,-,-,-,-,-,0.3,-,-,-,6.93
Ricardo Álvarez,Inter,31,AM(CR),12(11),1177,5,1,1.7,1.1,1.9,0.8,-,1.3,0.8,6.93
Senad Lulic,Lazio,33,"D(L),M(CL)",29(4),2604,1,6,0.6,1,1.3,1.2,0.3,1,1.2,6.93
Alexis Rolín,Catania,30,D(C),9(2),816,-,-,0.2,0.1,0.2,0.7,-,0.2,-,6.93
Gaetano D'Agostino,Pescara,37,M(C),7,472,2,1,2,0.4,1.4,1.6,-,2.4,1.3,6.92
Luca Marrone,Juventus,29,"D(C),DMC",8(2),754,-,-,0.1,0.3,0.5,1.2,0.1,0.1,0.4,6.91
Zeljko Brkic,Udinese,32,GK,31,2662,-,-,-,-,-,0.1,-,-,-,6.91
Andrea Consigli,Atalanta,32,GK,35,3131,-,-,-,-,-,0.2,-,-,-,6.91
Mikael Antonsson,Bologna,38,D(C),31,2734,-,-,-,0.1,0.3,0.4,-,0.1,0.1,6.91
Thomas Manfredini,Atalanta,39,D(C),15,1246,-,-,0.4,0.1,0.1,0.9,0.2,0.1,0.1,6.91
Bojan Jokic,Chievo,33,"D(CL),M(L)",13(7),1366,-,1,0.4,0.6,0.6,0.4,-,0.4,0.7,6.91
Alessio Romagnoli,Roma,24,D(CL),1(1),99,1,-,0.5,-,-,-,-,-,-,6.90
Christian Terlizzi,Pescara,39,D(C),11,898,2,-,0.4,0.1,0.2,0.3,0.2,0.3,0.2,6.90
Stefano Lucchini,Atalanta,38,D(C),19(2),1696,-,2,0.6,0.1,0.1,1,-,-,0.2,6.90
Giacomo Bonaventura,Atalanta,29,M(CLR),31(4),2641,7,2,1.6,0.8,1.1,1.9,0.2,1.6,1.3,6.90
Bogdan Lobont,Roma,41,GK,5,406,-,-,-,-,-,0.2,-,-,-,6.90
Éder,Sampdoria,32,"AM(CLR),FW",24(6),2059,7,4,2.8,0.9,1.6,1.9,0.5,1.4,2.1,6.89
Sulley Muntari,AC Milan,34,M(C),11(4),969,1,-,1.5,0.5,0.4,0.5,-,1,0.6,6.89
Giuseppe Colucci,Pescara,38,DMC,9(2),782,-,2,0.5,0.7,0.1,1.8,-,0.5,0.5,6.89
Michael Bradley,Roma,31,"D(C),M(C)",24(6),2202,1,2,0.9,0.8,0.6,0.8,0.1,0.8,0.5,6.89
Rene Krhin,Bologna,29,DMC,12(9),1310,-,-,0.4,0.6,0.1,0.3,-,0.6,0.3,6.89
Mariano Izco,Catania,36,"D(R),M(CR)",31(4),2810,1,3,0.5,0.7,1.7,1.3,0.1,1.3,1,6.89
Fabrizio Miccoli,Palermo,40,FW,23(7),1905,8,8,3.7,1.5,0.6,1,1.3,1,1.1,6.88
Massimo Ambrosini,AC Milan,42,M(C),17(4),1244,-,1,0.8,0.4,0.4,1,-,0.6,0.5,6.88
Bosko Jankovic,Genoa,35,M(LR),16(3),1432,4,1,2.3,1,1.2,1.5,0.4,1.1,1.4,6.88
Walter Gargano,Inter,34,DMC,24(4),2114,-,2,0.5,0.7,0.6,0.9,-,0.9,0.5,6.88
Roberto Pereyra,Udinese,28,M(CLR),31(6),2808,5,1,0.4,1.1,1.7,1.5,0.1,1.5,1.2,6.88
Rubén Olivera,Fiorentina,36,M(C),4,302,-,-,0.5,0.8,0.3,1.3,-,0.3,0.5,6.88
