Name,Team,Age,Position,Apps,Minutes,Tackles per game,Interceptions per game,Fouls per game,Offsides per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals,Rating
Lionel Messi,Barcelona,32,"AM(CR),FW",29(5),2710,0.4,0.1,0.6,-,-,0.5,-,-,8.48
Alex Sola,Real Sociedad,20,Defender,1,90,4,1,1,-,2,1,-,-,8.03
Luis Suárez,Barcelona,32,"AM(CLR),FW",31(2),2830,0.5,0.2,0.9,-,0.7,0.2,0.1,-,7.57
Iago Aspas,Celta Vigo,31,"AM(CR),FW",26(1),2262,0.6,0.6,0.6,-,0.2,0.6,-,-,7.51
Daniel Parejo,Valencia,30,M(C),35(1),3063,2,1.3,0.8,-,0.6,1.6,0.2,-,7.40
Karim Benzema,Real Madrid,31,FW,35(1),2964,0.7,0.2,0.6,-,0.7,0.4,-,-,7.38
Carlos Isaac,Atletico Madrid,21,Defender,1,90,-,1,-,-,-,2,-,-,7.35
Antoine Griezmann,Atletico Madrid,28,"AM(CLR),FW",37,3204,0.8,0.3,0.5,-,0.6,0.5,-,-,7.29
Ousmane Dembélé,Barcelona,22,AM(CLR),20(9),1673,0.8,0.2,0.8,-,0.1,0.4,-,-,7.25
Rodrigo,Atletico Madrid,23,DMC,32(2),2743,3,1.2,1.7,-,2,1.1,0.3,-,7.24
Wissam Ben Yedder,Sevilla,28,"AM(C),FW",31(4),2821,0.5,0.3,0.7,-,0.1,0.3,-,-,7.23
Gorka Iraizoz,Girona,38,GK,6(1),558,0.1,0.1,-,-,1.4,-,-,-,7.21
Guillermo Maripán,Deportivo Alaves,25,D(C),22(1),2009,2,1.7,0.7,0.9,5.7,0.5,0.8,-,7.20
Gerard Piqué,Barcelona,32,D(C),35,3150,1.2,1,0.7,0.4,4.2,0.4,0.8,-,7.18
Jaume Doménech,Valencia,28,GK,4,360,-,-,-,-,0.5,0.3,-,-,7.18
Saúl Ñíguez,Atletico Madrid,24,"D(CL),M(CLR)",32(1),2925,2.5,1.3,1.7,0.1,2.2,1.5,0.3,1,7.17
Raúl García,Athletic Bilbao,32,"M(CLR),FW",27(6),2379,1.8,0.6,3,-,1.1,1.4,-,-,7.17
Pablo Sarabia,Sevilla,27,"D(L),M(CLR)",30(3),2730,0.9,0.7,1.4,0.1,0.5,1.2,0.1,-,7.16
Casemiro,Real Madrid,27,DMC,27(2),2316,3,1.4,1.6,0.2,1.8,1.9,0.4,-,7.15
Joan Jordán,Eibar,24,M(C),32(4),2879,1.8,0.9,1.6,-,0.5,1.4,0.1,-,7.14
José Giménez,Atletico Madrid,24,D(CR),19(2),1772,1.2,2.1,0.4,0.2,6,0.6,0.7,-,7.13
José Campaña,Levante,26,M(C),36,3213,1.8,1.3,1.2,0.1,1.2,1.6,0.2,-,7.10
Álvaro Morata,Atletico Madrid,26,"AM(L),FW",13(2),1089,1.3,0.3,1.9,-,0.9,0.5,-,-,7.10
Javi Galán,SD Huesca,24,"D(L),M(L)",16,1440,3.8,1.2,0.9,0.3,2.3,1.6,0.1,-,7.10
Santi Cazorla,Villarreal,34,M(CLR),30(5),2651,2,0.8,0.6,-,0.4,1.3,0.2,-,7.09
Toni Kroos,Real Madrid,29,M(C),26(2),2227,1.8,0.5,0.8,-,0.4,1.5,0.1,-,7.09
Sergio Camello,Atletico Madrid,18,Forward,0(1),45,1,-,-,-,-,-,-,-,7.09
Koke,Atletico Madrid,27,M(CLR),29(1),2588,2.8,1,1.1,-,1.1,1.7,0.2,-,7.09
Jonathan Calleri,Deportivo Alaves,25,FW,33(1),2878,0.6,0.2,2.1,-,1.6,0.7,0.2,-,7.08
Éver Banega,Sevilla,31,M(C),32,2681,2.2,0.9,1.8,-,0.8,1.6,0.2,-,7.08
Ivan Rakitic,Barcelona,31,M(C),29(5),2643,0.9,1.5,0.8,0.1,0.8,0.7,0.2,-,7.06
Ander Guevara,Real Sociedad,21,Midfielder,1,90,3,1,2,-,-,4,-,-,7.06
Rubén Rochina,Levante,28,M(CLR),23(4),1815,1.9,0.8,1.8,-,0.6,2.1,-,-,7.06
Giovani Lo Celso,Real Betis,23,"AM(C),FW",27(5),2401,1.6,0.5,1.1,-,0.3,0.8,-,-,7.06
Cote,Eibar,29,D(L),34(1),3035,1.9,1.2,0.6,0.5,2.8,0.7,0.1,-,7.06
Enric Gallego,SD Huesca,32,FW,17(2),1541,1.1,0.4,2.4,0.1,1.6,0.8,0.1,-,7.05
Emiliano Velázquez,Rayo Vallecano,25,D(C),14(4),1275,2.7,2.6,1.7,0.6,5.7,0.8,0.4,-,7.05
Zouhair Feddal,Real Betis,29,D(C),19(2),1702,1.8,1.5,1.4,0.6,4.3,0.6,0.4,-,7.04
Rubén Peña,Eibar,27,"D(R),M(L)",30(1),2674,2,1.1,0.8,0.5,1.3,0.9,0.3,-,7.04
Vicente Iborra,Villarreal,31,M(C),19,1667,1.6,1.2,1.5,-,2.2,1.2,0.4,-,7.04
Daniel Carvajal,Real Madrid,27,D(R),23(1),2106,1.7,1.1,1.3,-,1.1,1,0.3,-,7.04
Adnan Januzaj,Real Sociedad,24,AM(CLR),13(7),1254,0.6,0.3,0.8,0.1,0.2,0.5,-,-,7.04
Luka Modric,Real Madrid,33,M(C),31(3),2618,1.4,0.9,0.8,-,0.2,1,0.1,-,7.03
Cristhian Stuani,Girona,32,"AM(CLR),FW",30(2),2731,0.7,0.1,2.8,-,1.1,0.5,-,-,7.03
Koke,Levante,23,Goalkeeper,1,90,-,-,-,-,-,-,-,-,7.03
Sofiane Boufal,Celta Vigo,25,"AM(CLR),FW",25(10),2100,1,0.3,1.2,-,0.2,0.9,-,-,7.03
Roberto Rosales,Espanyol,30,"D(R),M(R)",20(1),1751,2.3,1,1.6,0.1,2.9,1.1,0.3,-,7.02
Lucas Hernández,Atletico Madrid,23,D(CL),13(1),1119,2.5,1,0.9,0.1,3.4,0.2,0.6,-,7.02
Jordi Alba,Barcelona,30,D(L),32(4),2988,1.2,1.7,0.7,0.4,1.6,0.8,0.2,-,7.01
Leandro Cabrera,Getafe,28,D(CL),31(1),2794,1.5,1.6,1.1,0.9,6.7,0.5,0.5,1,7.01
Sergio Reguilón,Real Madrid,22,D(L),13(1),1122,1.8,1.4,1.7,0.2,2.5,0.8,0.2,-,7.00
Sergio Canales,Real Betis,28,AM(CLR),30(2),2658,1.4,0.3,0.9,-,0.2,1.3,0.1,-,7.00
Sergio Busquets,Barcelona,30,DMC,30(5),2720,2.6,1.5,1.1,-,0.6,1.4,0.2,-,7.00
Iñaki Williams,Athletic Bilbao,25,"AM(CLR),FW",36(2),3040,0.7,0.2,1.1,-,0.8,0.4,-,-,7.00
Brais Méndez,Celta Vigo,22,AM(CR),27(4),2354,2,0.8,1.2,-,0.6,1.3,0.1,-,6.99
Francis Coquelin,Valencia,28,M(CLR),20(6),1767,1.8,1.9,0.8,-,1.1,0.7,0.2,-,6.99
Diego Godín,Atletico Madrid,33,D(C),28(2),2508,1.7,1.5,1.1,0.2,4.5,0.7,0.3,1,6.98
José Gayá,Valencia,24,D(L),35,3138,2.4,1.2,1,0.4,2.7,1,0.2,-,6.98
Borja Garcés,Atletico Madrid,19,Forward,0(1),19,-,-,-,-,-,-,-,-,6.98
Yeray Álvarez,Athletic Bilbao,24,D(C),30,2614,1.8,2.1,1,0.8,4.8,0.5,0.5,-,6.98
Marc Bartra,Real Betis,28,D(CR),33,2930,2.6,1.8,0.9,1.1,3.9,1.1,0.6,-,6.97
Jorge Molina,Getafe,37,FW,28(10),2651,0.3,0.2,1.2,-,0.7,0.3,-,-,6.97
Fabián Orellana,Eibar,33,AM(CLR),31(2),2739,1.3,0.6,0.7,-,0.1,1,-,-,6.97
Jean-Clair Todibo,Barcelona,19,D(C),2,158,3.5,1.5,2,0.5,3.5,0.5,-,-,6.97
Filipe Luís,Atletico Madrid,33,D(L),24(3),2038,2.4,1.6,1,-,1.4,1,0.1,-,6.96
Núñez,Athletic Bilbao,22,D(C),11(1),1063,1.3,2.3,1.3,0.6,4.8,0.3,1,-,6.96
Maximiliano Gómez,Celta Vigo,22,FW,33(2),2964,0.2,0.1,2,-,1.2,0.3,-,-,6.95
Geoffrey Kondogbia,Valencia,26,DMC,14(5),1244,2.5,1.4,1.1,-,1.2,0.8,0.4,-,6.95
Mario Hermoso,Espanyol,24,D(C),31(1),2806,1.2,1.2,0.7,0.7,5.2,0.6,0.8,-,6.95
Raúl de Tomás,Rayo Vallecano,24,FW,32(1),2821,0.2,0.3,1.8,-,1.3,0.4,0.1,-,6.94
Rúben Vezo,Levante,25,D(CR),15,1340,1.7,1.3,1,0.4,5.7,0.5,1.3,-,6.94
Dimitrios Siovas,Leganes,30,D(C),34,2965,1.7,1.9,0.9,0.3,4.4,0.6,0.4,-,6.94
André Silva,Sevilla,23,FW,25(2),2164,0.3,0.1,1.6,-,1.2,0.4,-,-,6.93
Thomas Partey,Atletico Madrid,26,"D(R),DMC,M(R)",22(10),2067,2.1,1.5,1,-,0.6,0.9,0.2,-,6.93
Aritz Elustondo,Real Sociedad,25,D(CR),24(3),2253,1.7,1.4,0.8,0.5,5.1,0.6,0.3,-,6.93
Jesús Navas,Sevilla,33,"D(R),M(R)",31(1),2714,0.9,0.9,0.4,0.2,1.6,0.3,0.2,-,6.93
Martín Mantovani,SD Huesca,34,D(C),6(3),699,1.7,2.4,1.3,0.7,5.2,0.6,0.3,1,6.93
Gabriel Paulista,Valencia,28,D(CR),30,2625,1,2.3,0.8,0.6,5.2,0.5,0.7,-,6.93
Júnior Firpo,Real Betis,22,"D(L),M(L)",22(2),1937,1.6,1,1.3,0.1,1.5,0.6,0.1,-,6.93
Borja Iglesias,Espanyol,26,FW,35(2),3082,0.6,0.2,1.5,-,1.1,0.5,0.2,-,6.93
Coutinho,Barcelona,27,M(CLR),22(12),2023,0.5,0.4,0.6,-,0.1,0.4,0.1,-,6.93
Rodrigo Moreno,Valencia,28,"M(CLR),FW",29(4),2534,0.6,0.1,0.7,-,0.5,0.4,-,-,6.93
Ezequiel Garay,Valencia,32,D(C),24,2137,0.8,0.7,0.8,0.4,5.7,0.4,1,-,6.92
Sergio Ramos,Real Madrid,33,D(CR),28,2476,1.5,1.3,1,1,3,0.6,0.5,-,6.91
Youssef En-Nesyri,Leganes,22,FW,22(9),2106,0.5,0.2,1.2,-,0.7,0.6,0.1,1,6.91
Guido Carrillo,Leganes,28,FW,23(9),1995,0.8,0.3,1.3,-,0.8,0.4,-,-,6.91
