Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Hakim Ziyech,Ajax,26,M(CR),29,2413,13,3.7,49.2,73.4,2.5,3,0.7,8.54
Luuk de Jong,PSV Eindhoven,28,"AM(C),FW",34,3060,6,1.5,30.8,66.3,-,0.3,0.1,8.35
Dusan Tadic,Ajax,30,"AM(CLR),FW",34,2909,13,2.6,41.9,75.5,1,0.8,0.4,7.98
Steven Berghuis,Feyenoord,27,"AM(R),FW",32(1),2878,12,3.5,58.2,79.7,2.4,4.5,0.2,7.91
Martin Ødegaard,Vitesse,20,AM(CR),29(2),2615,10,3.5,39.3,79.7,2.1,2,0.2,7.84
Hirving Lozano,PSV Eindhoven,23,AM(LR),30,2476,8,2.1,22.6,74.9,2.3,0.7,0.1,7.84
Steven Bergwijn,PSV Eindhoven,21,AM(LR),33,2861,12,2,32.7,85,0.3,0.6,0.3,7.81
Alexander Isak,Willem II,19,FW,15(1),1370,6,1.5,19.6,72.5,0.1,0.4,0.1,7.62
Angeliño,PSV Eindhoven,22,D(L),34,3050,9,2,54.3,77.5,1.7,2.3,0.1,7.55
Frenkie de Jong,Ajax,22,"D(C),DMC",30(1),2517,3,1.5,79.5,91.1,0.2,2.5,0.2,7.54
Maarten Paes,FC Utrecht,21,Goalkeeper,1,90,-,-,32,53.1,-,8,-,7.53
Sam Larsson,Feyenoord,26,AM(L),29(3),2514,8,2.6,39,81.6,0.4,1.3,-,7.50
Robin van Persie,Feyenoord,35,"AM(C),FW",23(2),1914,4,1.2,22.8,80.2,0.1,0.6,0.1,7.47
Adam Maher,AZ Alkmaar,25,M(CR),21(4),1985,4,1.7,69.2,82.1,1,7.6,0.1,7.47
Nicolás Tagliafico,Ajax,26,D(CL),29,2516,4,1.1,51.4,84.8,1,1,-,7.47
Mattijs Branderhorst,Willem II,25,GK,1,90,-,-,20,35,-,7,-,7.44
Denzel Dumfries,PSV Eindhoven,23,D(R),34,2985,6,0.8,49.4,81.9,0.2,1.4,-,7.41
Abdenasser El Khayati,ADO Den Haag,30,AM(C),33,2932,12,2.6,36.4,75.4,2.4,3.1,0.2,7.39
Oussama Idrissi,AZ Alkmaar,23,AM(LR),31(1),2724,6,1.8,39.4,81.3,0.4,2.9,-,7.36
Daley Blind,Ajax,29,"D(CL),DMC,M(L)",34,2973,4,0.7,79.9,88.8,0.1,4.1,0.1,7.35
Matthijs de Ligt,Ajax,19,D(C),33,2970,1,0.4,67.2,89.9,0.1,3.1,0.1,7.32
Younes Namli,PEC Zwolle,25,AM(CR),32(1),2696,7,2.7,38.3,80.8,1.3,3.2,0.1,7.30
Tyrell Malacia,Feyenoord,19,D(L),16(1),1505,-,0.7,50.8,83.7,0.6,2.7,-,7.27
Pablo Rosario,PSV Eindhoven,22,DMC,32,2764,3,0.9,61.6,86.2,0.1,2.4,-,7.26
Sam Lammers,SC Heerenveen,22,FW,30(1),2692,5,1.2,27.2,69.1,-,0.6,0.1,7.26
Noussair Mazraoui,Ajax,21,D(R),26(2),2235,1,0.9,49.1,87,0.4,1,-,7.26
Donny van de Beek,Ajax,22,M(C),28(6),2442,10,1.2,25.9,79.5,0.1,0.7,0.1,7.23
Lasse Schöne,Ajax,33,M(CLR),27(3),2117,5,1.4,57.4,89.7,1.1,2,-,7.23
Arbër Zeneli,SC Heerenveen,24,AM(LR),17,1326,9,1.5,24.8,77.9,1.1,0.8,0.1,7.22
